X,Y,tyyp_t,korgus
523790.200000003,6515265.58,Sidemast,"92"
534549.020000003,6519886.32,Korsten,"26"
530410.710000001,6516452.23,Torn,"20"
530399.340000004,6516464.9,Torn,"29"
524340.710000001,6528447.34,Korsten,"45"
689128.919,6486478.957,Torn,"17"
694624.294,6579699.861,Korsten,"28"
628961.980999999,6497644.539,Torn,"17"
633379.741999999,6494302.286,Sidemast,"61"
650332.328000002,6492079.352,Sidemast,"50"
622866.647,6579272.078,Sidemast,"100"
658935.347999997,6499907.076,Korsten,"18"
701282.281000003,6567612.385,Sidemast,"100"
544465.791000001,6434804.409,Sidemast,"103"
600913.169,6522460.292,Sidemast,"80"
609883.256999999,6520127.939,Sidemast,"100"
691257.818000004,6411370.251,Sidemast,"100"
440160.093000002,6482243.021,Torn,"10"
679174.659000002,6491139.637,Korsten,"33"
705647.060000002,6445348.46,Torn,"35"
706969.490000002,6445916.13,Torn,"15"
704118.560000002,6460079.37,Torn,"25"
589680.512000002,6492084.848,Korsten,"26"
621223.158,6504436.549,Korsten,"23"
622019.546999998,6504733.841,Korsten,"23"
632793.263999999,6506137.164,Korsten,"18"
632821.035999998,6506303.829,Korsten,"25"
649912.597000003,6508142.386,Korsten,"22"
619358.057999998,6583915.03,Sidemast,"80"
645855.634000003,6505236.168,Torn,"19"
584756.112000003,6489014.884,Sidemast,"100"
650997.579000004,6504537.383,Korsten,"29"
650050.641999997,6507952.691,Korsten,"16"
660518.365999997,6500850.257,Sidemast,"80"
668962.436999999,6504081.37,Torn,"40"
586482.038999997,6490627.055,Korsten,"28"
686469.509000003,6500843.781,Torn,"12"
527256.644000001,6502105.478,Sidemast,"75"
683533.692000002,6506839.967,Korsten,"32"
683505.020000003,6506817.85,Korsten,"22"
683022.57,6508223.11,Korsten,"29"
680717.074000001,6506984.589,Sidemast,"100"
683310.163999997,6506556.186,Torn,"12"
571719.609999999,6593540.618,Sidemast,"83"
589342.950000003,6581249.43,Sidemast,"98"
548455.973999999,6518391.747,Korsten,"28"
554936.729999997,6514360.05,Sidemast,"80"
554210.766000003,6513397.698,Sidemast,"30"
398597.228,6532381.853,Torn,"7"
582755.630000003,6519281.35,Korsten,"12"
582688.880000003,6519686.14,Torn,"24"
582712.895999998,6519903.881,Korsten,"26"
582630.148999996,6517643.65,Korsten,"23"
628779.884000003,6426593.622,Sidemast,"79"
581840.178999998,6519864.443,Korsten,"23"
583349.523000002,6516252.023,Sidemast,"79"
582636.737999998,6518023.402,Sidemast,"100"
581185.890000001,6519802.46,Valgusmast,"21"
581425.340000004,6519276.44,Valgusmast,"21"
581429.789999999,6519233.068,Valgusmast,"20"
409683.178999998,6519677.447,Torn,"9"
582633.542000003,6517122.609,Korsten,"17"
547401.780000001,6529332.82,Sidemast,"80"
557454.261,6524831.885,Sidemast,"100"
558135.458999999,6525713.768,Sidemast,"80"
558053.5,6525072.9,Torn,"21"
565817.960000001,6521718.73,Torn,"30"
565281.229999997,6522503.51,Sidemast,"100"
566421.272,6521561.086,Sidemast,"80"
565858.344999999,6521424.869,Korsten,"25"
581212.681999996,6520295.457,Korsten,"40"
581035.450000003,6520027.49,Sidemast,"62"
582596.689999998,6520842.364,Sidemast,"60"
634396.640000001,6582340.29,Valgusmast,"30"
661518.810000002,6582316.92,Korsten,"30"
666777.079999998,6584285.68,Korsten,"43"
682743.560000002,6584774.08,Valgusmast,"25"
694858.210000001,6585122.59,Korsten,"30"
645148.626999997,6585891.825,Korsten,"36"
638312.539999999,6572514.55,Sidemast,"100"
668697.530000001,6583304.61,Torn,"20"
667285.090000004,6583294.5,Korsten,"33"
694182.649999999,6584894.18,Torn,"25"
423369.063000001,6523125.099,Torn,"10"
616253.530000001,6604216.27,Torn,"21"
590731.75,6514227.55,Korsten,"30"
643592.68,6598961.13,Torn,"20"
439139.281999998,6538614.159,Torn,"3"
643243.594999999,6596852.202,Korsten,"28"
447280.835000001,6537265.405,Torn,"15"
438966.130000003,6538671.44,Torn,"17"
634080.630000003,6581643.09,Torn,"32"
634088.689999998,6581648.46,Torn,"23"
619955.340000004,6581024.587,Korsten,"24"
623236.825000003,6576774.032,Torn,"26"
634464.700000003,6579954.27,Korsten,"25"
649758.770000003,6577925.13,Korsten,"28"
636842.560999997,6574101.119,Korsten,"22"
668769.240000002,6583311.04,Torn,"16"
629575.743000001,6604713.171,Sidemast,"80"
628044.243000001,6577947.855,Korsten,"27"
631568.369999997,6574654.56,Sidemast,"100"
636970.280000001,6573928.02,Korsten,"33"
637424.25,6573542.15,Torn,"15"
636942.149999999,6573793.88,Valgusmast,"20"
637632.539999999,6573899.9,Valgusmast,"25"
630434.409999996,6579078.29,Korsten,"30"
631903.259999998,6579826.61,Korsten,"30"
632233.32,6577027.28,Korsten,"23"
633430.770000003,6578249.52,Korsten,"30"
633559.219999999,6578518.2,Torn,"24"
634205.030000001,6579608.06,Korsten,"37"
721616.762000002,6576436.904,Valgusmast,"30"
637787.649999999,6576548.88,Sidemast,"80"
637464.270000003,6579815.519,Korsten,"38"
644366.039999999,6570485.77,Korsten,"20"
641199.030000001,6570489.7,Sidemast,"80"
648541.75,6578965.77,Sidemast,"80"
650033.869999997,6579409.25,Korsten,"23"
650544.200000003,6576986.08,Korsten,"31"
670981.960000001,6573520.82,Sidemast,"35"
671848.416000001,6578592.381,Korsten,"31"
687984.954000004,6570165.643,Sidemast,"80"
689780.952,6571093.323,Sidemast,"80"
684767.170000002,6576089.9,Korsten,"30"
602433.390000001,6511744.52,Korsten,"34"
695007.770000003,6579813.89,Korsten,"23"
706733.638999999,6590845.219,Sidemast,"100"
620506.369999997,6584567.29,Korsten,"30"
621611.850000001,6580622.05,Korsten,"45"
633840.259999998,6582784.55,Sidemast,"99"
634767.310000002,6580870.17,Korsten,"58"
633655.0,6581865.63,Korsten,"41"
633853.640000001,6581777.69,Korsten,"35"
633826.630000003,6581664.26,Korsten,"25"
540556.515000001,6591410.802,Valgusmast,"29"
633473.399999999,6582171.68,Korsten,"25"
634586.380000003,6582345.44,Sidemast,"60"
633275.270000003,6581433.32,Sidemast,"80"
634804.549999997,6582404.67,Valgusmast,"29"
632695.979999997,6581667.56,Sidemast,"47"
546061.875,6539959.317,Korsten,"30"
427172.850000001,6485665.76,Korsten,"27"
592794.700000003,6471231.08,Korsten,"32"
490972.359999999,6512744.94,Torn,"15"
525278.870999999,6574680.498,Sidemast,"99"
682398.460000001,6440936.95,Sidemast,"104"
651413.229999997,6452193.15,Sidemast,"100"
522823.148000002,6419799.06,Torn,"26"
559531.759999998,6502579.52,Sidemast,"70"
636800.600000001,6513380.12,Sidemast,"67"
632554.079999998,6437692.167,Sidemast,"90"
582363.479999997,6585380.225,Korsten,"26"
681664.395999998,6499675.039,Sidemast,"80"
629832.43,6551344.75,Korsten,"27"
622044.439999998,6559891.38,Korsten,"45"
620925.380000003,6559893.4,Korsten,"24"
629169.884000003,6556974.144,Korsten,"29"
628157.520000003,6556151.81,Sidemast,"50"
642732.439999998,6550516.77,Torn,"12"
644774.504000001,6550135.735,Torn,"14"
644338.577,6551571.79,Sidemast,"100"
644129.240000002,6552395.273,Sidemast,"80"
619598.240000002,6560194.13,Korsten,"51"
632778.579999998,6581836.06,Torn,"48"
636375.350000001,6583366.14,Korsten,"30"
635009.880000003,6582129.94,Korsten,"25"
636293.770000003,6583832.74,Korsten,"61"
635250.490000002,6582476.16,Korsten,"29"
635251.479999997,6580323.76,Sidemast,"48"
635359.347000003,6580203.041,Korsten,"25"
635284.890000001,6582566.66,Valgusmast,"29"
636562.840000004,6582713.23,Korsten,"26"
636801.840000004,6583085.47,Korsten,"30"
636413.350000001,6583620.49,Sidemast,"31"
638560.539999999,6582638.36,Korsten,"27"
638252.590000004,6582605.15,Torn,"24"
638177.409999996,6582577.52,Valgusmast,"24"
631058.890000001,6586398.91,Korsten,"30"
638683.649999999,6587987.845,Valgusmast,"25"
643072.060000002,6580836.77,Korsten,"26"
642898.196999997,6581256.693,Korsten,"19"
645623.280000001,6586565.44,Korsten,"30"
646635.751000002,6588258.134,Sidemast,"80"
683896.185000002,6588588.564,Korsten,"34"
658187.369999997,6583192.81,Torn,"36"
683487.667000003,6506380.114,Torn,"18"
508049.369999997,6565503.73,Torn,"22"
629581.512999997,6555482.386,Sidemast,"34"
661491.200000003,6582545.83,Korsten,"21"
661722.18,6582491.55,Sidemast,"43"
660631.215000004,6582269.578,Sidemast,"50"
667211.549999997,6583184.99,Korsten,"91"
668929.829999998,6583895.57,Korsten,"30"
666151.090000004,6582987.534,Valgusmast,"30"
667497.280000001,6583283.84,Valgusmast,"30"
666378.251000002,6583003.236,Valgusmast,"30"
667145.049999997,6583020.32,Valgusmast,"29"
667109.170000002,6584051.79,Torn,"40"
668076.215000004,6583104.729,Valgusmast,"30"
683151.648999996,6586749.826,Torn,"30"
683044.43,6586795.4,Torn,"30"
667638.969999999,6583287.67,Torn,"30"
667578.542999998,6583063.139,Valgusmast,"29"
669219.979999997,6584575.43,Torn,"25"
668966.995999999,6589010.348,Sidemast,"70"
672572.390000001,6583989.42,Korsten,"69"
673981.149999999,6584082.04,Torn,"28"
671855.229999997,6581333.72,Sidemast,"80"
670237.950000003,6582209.36,Sidemast,"70"
679998.020000003,6584446.21,Korsten,"30"
677190.93,6582098.7,Sidemast,"99"
672372.619999997,6586049.49,Sidemast,"80"
676528.941,6589567.841,Korsten,"26"
681804.539999999,6583223.4,Sidemast,"254"
682471.420000002,6584770.88,Valgusmast,"28"
686167.299999997,6580894.5,Korsten,"26"
683844.979999997,6587268.09,Korsten,"120"
619670.439999998,6560206.44,Korsten,"16"
623270.670000002,6563847.93,Torn,"8"
620206.458999999,6560195.124,Torn,"30"
620756.409999996,6560593.26,Korsten,"30"
623752.406999998,6560648.201,Sidemast,"100"
621630.207000002,6560220.484,Sidemast,"80"
624623.483000003,6569434.791,Torn,"24"
629167.530000001,6568202.05,Korsten,"10"
629519.104000002,6567686.155,Sidemast,"80"
646589.615999997,6568269.329,Sidemast,"25"
555807.164999999,6445768.838,Sidemast,"93"
402826.787,6535589.961,Torn,"15"
610699.490000002,6599028.89,Korsten,"30"
562810.409999996,6447136.08,Torn,"12"
448489.579999998,6478202.12,Korsten,"17"
413425.148000002,6511542.656,Torn,"7"
576810.380000003,6593963.57,Sidemast,"70"
429073.292000003,6517905.113,Torn,"10"
419369.840999998,6549541.405,Torn,"16"
528664.081,6449361.72,Sidemast,"80"
425230.210000001,6548810.84,Torn,"17"
629854.520000003,6539825.758,Sidemast,"25"
682966.813000001,6586964.211,Torn,"30"
683431.25,6587515.55,Korsten,"45"
683366.310000002,6587549.95,Korsten,"45"
682829.350000001,6587137.8,Korsten,"60"
695882.596000001,6583918.243,Sidemast,"43"
683708.390000001,6587322.39,Torn,"25"
683602.270000003,6587509.62,Valgusmast,"21"
693794.155000001,6586174.318,Torn,"30"
648708.840999998,6562317.392,Korsten,"28"
648886.950000003,6562289.288,Korsten,"32"
684156.200000003,6587368.64,Valgusmast,"25"
684168.509999998,6587303.83,Valgusmast,"25"
682150.119999997,6588954.06,Torn,"29"
696586.229999997,6546191.53,Torn,"26"
684127.590000004,6588607.16,Korsten,"150"
716175.880000003,6552318.7,Torn,"25"
683572.140000001,6589714.44,Korsten,"55"
682892.259000003,6589492.298,Torn,"30"
629285.277000003,6553113.846,Sidemast,"80"
690095.934,6554054.193,Sidemast,"20"
686545.862000003,6587008.872,Korsten,"30"
685681.840000004,6589406.2,Sidemast,"130"
687205.789999999,6589463.6,Sidemast,"30"
692328.359999999,6581499.43,Torn,"18"
694843.200000003,6581282.66,Torn,"38"
692967.240000002,6582666.92,Torn,"28"
692756.200000003,6584767.34,Sidemast,"40"
693476.280000001,6584695.68,Sidemast,"60"
694077.219999999,6583950.16,Torn,"33"
695824.526000001,6583981.08,Sidemast,"106"
576202.950000003,6578993.282,Korsten,"40"
695871.109999999,6584053.19,Sidemast,"43"
695822.149999999,6581577.13,Sidemast,"80"
695172.897,6583502.007,Sidemast,"80"
695032.189999998,6581420.03,Korsten,"30"
695919.284999996,6583989.564,Sidemast,"50"
695215.329999998,6584477.275,Sidemast,"40"
691643.5,6587006.71,Korsten,"25"
690072.594999999,6589254.944,Korsten,"20"
694046.560000002,6585141.99,Korsten,"20"
690140.229999997,6586939.57,Korsten,"74"
693787.149999999,6586105.406,Torn,"30"
473561.950000003,6534623.812,Torn,"18"
539538.719999999,6591064.0,Korsten,"26"
663193.590000004,6430827.54,Korsten,"27"
677124.439999998,6455708.18,Sidemast,"80"
662422.086999997,6594524.255,Korsten,"32"
698918.208999999,6591953.876,Torn,"32"
559694.409999996,6581384.4,Sidemast,"80"
581258.322999999,6519515.318,Valgusmast,"21"
566484.850000001,6522243.85,Sidemast,"48"
611012.560000002,6460873.0,Korsten,"25"
437404.549999997,6537564.03,Torn,"17"
648426.869999997,6435613.63,Sidemast,"42"
555938.399999999,6499486.54,Korsten,"25"
512077.219999999,6545119.81,Torn,"9"
389195.170000002,6449413.99,Torn,"18"
439544.593000002,6521922.901,Torn,"11"
702689.799999997,6546705.03,Korsten,"20"
676306.770999998,6547984.314,Sidemast,"10"
690636.149999999,6587965.73,Torn,"21"
695042.759999998,6585598.79,Korsten,"28"
624618.770000003,6591996.37,Korsten,"25"
620972.399999999,6591209.894,Korsten,"30"
620744.691,6591317.874,Valgusmast,"22"
626419.020000003,6592872.05,Sidemast,"80"
629713.25,6590383.97,Sidemast,"68"
627146.420999996,6590871.366,Valgusmast,"22"
628591.277999997,6590424.399,Torn,"22"
629879.530000001,6590035.26,Torn,"23"
629353.899999999,6590454.73,Valgusmast,"23"
629053.409999996,6590386.61,Valgusmast,"20"
629040.039999999,6590413.22,Valgusmast,"24"
632889.039999999,6594855.89,Korsten,"27"
636335.681000002,6597588.189,Korsten,"22"
421078.653999999,6529984.379,Torn,"17"
643278.270000003,6598574.204,Korsten,"20"
643283.303000003,6598556.925,Korsten,"20"
643282.655000001,6598545.026,Korsten,"20"
643230.899999999,6598385.7,Korsten,"120"
643834.07,6598527.16,Korsten,"30"
643877.030000001,6598534.34,Korsten,"29"
643173.340999998,6598540.404,Korsten,"20"
643240.719999999,6598294.4,Korsten,"80"
643263.789999999,6598267.53,Korsten,"80"
642208.829000004,6599429.695,Sidemast,"100"
642005.32,6597668.99,Sidemast,"61"
645876.660999998,6597989.047,Valgusmast,"23"
645919.219999999,6598060.23,Valgusmast,"25"
718724.781000003,6576199.742,Valgusmast,"25"
736992.093999997,6591450.137,Valgusmast,"25"
651886.030000001,6593219.9,Torn,"20"
653855.689999998,6591035.7,Sidemast,"84"
652220.935000002,6590283.186,Sidemast,"64"
703649.93,6571120.11,Torn,"37"
706377.642999999,6573813.314,Torn,"20"
702811.555,6576964.518,Torn,"26"
707860.601000004,6583229.862,Torn,"23"
708211.240000002,6583218.43,Torn,"23"
702559.049999997,6586713.3,Korsten,"44"
702572.859999999,6586717.64,Korsten,"60"
706103.674000002,6585403.041,Torn,"12"
714565.299000002,6580618.518,Korsten,"43"
711217.859999999,6583815.889,Torn,"22"
711200.593999997,6583796.55,Valgusmast,"30"
714464.475000001,6580681.536,Sidemast,"37"
714320.774999999,6589528.708,Sidemast,"70"
714085.550999999,6587622.394,Sidemast,"60"
715080.439999998,6589579.53,Sidemast,"50"
620432.619999997,6602920.26,Sidemast,"92"
626309.780000001,6602114.4,Sidemast,"92"
707059.758000001,6546846.76,Sidemast,"54"
714689.759999998,6545823.66,Torn,"29"
714674.049999997,6545819.61,Torn,"32"
540408.901000001,6591353.612,Valgusmast,"29"
713128.939999998,6550268.85,Torn,"30"
716410.539999999,6555771.1,Sidemast,"80"
718367.973999999,6561918.925,Sidemast,"63"
552658.287,6590869.654,Valgusmast,"24"
722912.310000002,6573931.335,Torn,"28"
414650.120999999,6507183.861,Torn,"17"
721927.193999998,6576806.709,Torn,"86"
721705.890000001,6577139.87,Korsten,"35"
721662.369999997,6577116.04,Korsten,"35"
722243.780000001,6577004.83,Korsten,"250"
722472.649999999,6577122.75,Korsten,"250"
720935.840000004,6576156.858,Sidemast,"82"
723282.663999997,6575321.059,Sidemast,"37"
715173.57,6582150.8,Korsten,"27"
718287.509999998,6580991.15,Sidemast,"35"
733856.0,6586669.1,Korsten,"70"
734141.850000001,6586620.02,Korsten,"180"
734020.009999998,6586614.46,Korsten,"180"
734345.770000003,6586634.61,Korsten,"40"
734623.030000001,6586647.08,Korsten,"40"
734536.700000003,6586642.94,Korsten,"40"
734444.969999999,6586639.78,Korsten,"40"
714947.571999997,6545625.065,Torn,"17"
730713.07,6588173.37,Sidemast,"43"
738427.350000001,6588596.62,Torn,"26"
738623.289999999,6587963.21,Korsten,"32"
738699.829999998,6587978.1,Korsten,"23"
738594.909999996,6588667.38,Sidemast,"50"
737306.560000002,6585785.44,Sidemast,"42"
736740.060000002,6587377.97,Sidemast,"72"
738410.979999997,6589430.21,Torn,"25"
738513.100000001,6589846.19,Torn,"53"
738279.82,6588914.01,Torn,"66"
738262.469999999,6588914.57,Torn,"53"
738741.129000001,6588896.064,Torn,"61"
738712.028999999,6588897.773,Torn,"80"
726272.810000002,6594669.28,Sidemast,"20"
729988.159999996,6594684.04,Sidemast,"65"
725768.0,6590067.76,Sidemast,"60"
728987.670000002,6598133.96,Torn,"25"
729063.609999999,6598860.53,Korsten,"60"
729067.009999998,6598293.55,Korsten,"25"
728429.259999998,6598015.93,Korsten,"30"
728996.079999998,6599284.43,Sidemast,"66"
728881.880000003,6599024.91,Sidemast,"36"
734642.469999999,6591236.4,Korsten,"27"
730990.57,6592099.81,Sidemast,"70"
730986.391999997,6592266.122,Sidemast,"80"
738503.460000001,6591033.73,Torn,"22"
509243.118000001,6556094.973,Sidemast,"30"
738106.490000002,6590027.0,Sidemast,"80"
738117.549999997,6590564.22,Torn,"26"
738106.100000001,6590560.41,Torn,"28"
628781.902000003,6590137.947,Korsten,"30"
728169.947999999,6597096.815,Torn,"14"
700105.640000001,6390040.08,Korsten,"20"
700710.666000001,6393749.937,Sidemast,"80"
701683.460000001,6394053.63,Sidemast,"50"
704484.851000004,6404488.131,Sidemast,"88"
705945.420000002,6404366.35,Sidemast,"79"
621534.778999999,6405347.77,Sidemast,"30"
621718.787,6405352.928,Sidemast,"30"
709399.979999997,6414493.39,Sidemast,"30"
706070.039999999,6416245.89,Sidemast,"86"
713049.652000003,6416636.786,Sidemast,"100"
713190.578000002,6416628.836,Sidemast,"80"
712551.590000004,6417372.02,Sidemast,"80"
679961.368000001,6449929.785,Torn,"30"
682645.463,6453356.975,Torn,"17"
629302.636,6413857.843,Sidemast,"51"
621707.729999997,6405402.219,Sidemast,"30"
615652.916000001,6475983.591,Sidemast,"81"
722151.969999999,6420525.12,Sidemast,"43"
692866.07,6389773.16,Sidemast,"82"
692171.093000002,6388280.21,Torn,"20"
704462.516000003,6411718.512,Sidemast,"100"
535165.141000003,6498059.299,Korsten,"15"
528945.836999997,6496757.965,Korsten,"20"
529348.403999999,6496926.234,Torn,"40"
533573.588,6487595.802,Sidemast,"96"
531196.222000003,6497946.637,Torn,"16"
528795.517999999,6495260.039,Sidemast,"59"
529340.582999997,6495234.915,Torn,"11"
529884.541000001,6495593.662,Sidemast,"62"
529477.035999998,6496717.473,Korsten,"16"
533015.408,6486014.694,Korsten,"18"
396115.57,6532191.853,Torn,"16"
705596.887999997,6476673.662,Torn,"14"
656738.366999999,6487239.806,Torn,"15"
650997.700999998,6508988.185,Sidemast,"80"
653566.844999999,6497212.324,Sidemast,"80"
649627.722000003,6507735.945,Korsten,"22"
650727.524999999,6499411.086,Sidemast,"95"
650859.721000001,6493086.869,Sidemast,"53"
661840.803999998,6506759.421,Sidemast,"100"
661232.490999997,6488075.438,Sidemast,"80"
655978.428999998,6485357.544,Sidemast,"80"
529453.420000002,6586756.06,Torn,"15"
550769.640000001,6587778.36,Valgusmast,"20"
553654.450000003,6585932.83,Sidemast,"60"
554317.289999999,6590595.58,Valgusmast,"29"
556447.729999997,6595165.4,Valgusmast,"29"
517980.869999997,6585467.71,Korsten,"20"
389988.960000001,6483077.009,Torn,"5"
528422.100000001,6589080.3,Torn,"15"
546444.350000001,6597528.44,Korsten,"13"
550747.729999997,6592259.75,Korsten,"30"
567659.390000001,6591593.77,Sidemast,"100"
517025.880000003,6585510.67,Korsten,"22"
550650.840000004,6587882.73,Valgusmast,"20"
554411.549999997,6594547.82,Valgusmast,"30"
554754.207000002,6594515.075,Valgusmast,"30"
529511.840000004,6586877.38,Torn,"15"
534328.969999999,6585304.2,Torn,"20"
552564.781999998,6594819.437,Sidemast,"60"
553466.704000004,6589427.151,Korsten,"25"
545558.380000003,6600857.95,Korsten,"43"
599871.778999999,6527576.308,Torn,"20"
554648.939999998,6594607.486,Valgusmast,"30"
556330.277000003,6592179.008,Korsten,"70"
562263.159999996,6588076.66,Korsten,"24"
546721.045999996,6597042.653,Korsten,"30"
570243.241999999,6587226.198,Sidemast,"100"
529391.280000001,6586619.55,Torn,"15"
545699.859999999,6598499.83,Korsten,"20"
549779.649999999,6599443.08,Korsten,"30"
552514.909999996,6590825.81,Korsten,"200"
553643.240000002,6587871.96,Sidemast,"50"
554569.104000002,6594528.277,Torn,"49"
523479.43,6587988.0,Sidemast,"60"
531204.57,6587927.02,Sidemast,"83"
533835.100000001,6586407.69,Korsten,"55"
546743.229999997,6602242.08,Torn,"16"
553685.934,6591206.461,Valgusmast,"22"
553851.509999998,6588614.84,Torn,"25"
554012.030000001,6594736.111,Valgusmast,"30"
554295.196999997,6594609.069,Valgusmast,"30"
556480.490000002,6591857.59,Korsten,"39"
564972.969999999,6589649.27,Sidemast,"26"
544944.359999999,6602221.97,Korsten,"20"
549933.509999998,6585521.46,Torn,"10"
554565.854999997,6594553.026,Valgusmast,"30"
558201.43,6596553.37,Torn,"22"
547760.987999998,6596130.466,Korsten,"45"
547787.588,6596120.023,Korsten,"20"
547791.5,6596119.4,Korsten,"20"
547600.75,6596850.866,Sidemast,"62"
547778.020000003,6597181.408,Sidemast,"60"
548021.883000001,6598611.144,Korsten,"20"
548069.504000001,6598499.861,Sidemast,"20"
552381.489,6585401.43,Korsten,"31"
546432.978,6596985.162,Korsten,"45"
546429.452,6596976.283,Korsten,"31"
386082.685000002,6482397.173,Torn,"17"
562722.292999998,6588322.499,Sidemast,"60"
557853.015000001,6594590.814,Torn,"35"
545669.230999999,6600920.797,Sidemast,"35"
565891.233000003,6599631.977,Sidemast,"60"
552808.954000004,6590903.764,Valgusmast,"29"
545818.118000001,6602323.765,Sidemast,"60"
545854.583999999,6602745.323,Sidemast,"80"
559317.626000002,6595980.507,Sidemast,"30"
554458.844999999,6590676.452,Valgusmast,"30"
557021.274999999,6595768.238,Valgusmast,"30"
553437.196999997,6590522.641,Valgusmast,"30"
553939.850000001,6590599.405,Valgusmast,"30"
556877.546999998,6596893.761,Torn,"20"
627797.185000002,6554986.527,Korsten,"26"
551019.255999997,6598423.365,Sidemast,"37"
524342.016000003,6591107.231,Korsten,"30"
546972.189000003,6586034.2,Torn,"38"
553632.292999998,6595031.044,Valgusmast,"30"
553530.012999997,6595157.677,Valgusmast,"30"
553304.590999998,6595614.034,Valgusmast,"32"
553222.136,6595685.101,Valgusmast,"30"
553769.636,6595770.367,Valgusmast,"29"
553711.342,6595688.648,Valgusmast,"29"
553662.876000002,6595632.003,Valgusmast,"29"
553615.637000002,6595575.663,Valgusmast,"29"
553522.369999997,6595500.03,Valgusmast,"29"
552946.303999998,6595685.48,Valgusmast,"25"
553021.517999999,6595786.573,Valgusmast,"25"
556817.677000001,6595682.914,Valgusmast,"30"
556675.776000001,6595525.06,Valgusmast,"30"
556526.204999998,6595428.026,Valgusmast,"30"
556459.726999998,6595273.078,Valgusmast,"30"
556297.401000001,6595231.433,Valgusmast,"30"
556216.840999998,6595065.552,Valgusmast,"30"
521125.056999996,6588472.454,Sidemast,"60"
565539.471000001,6599586.342,Sidemast,"25"
526183.644000001,6592243.959,Sidemast,"60"
521352.446999997,6591573.906,Sidemast,"64"
521367.336000003,6591529.285,Sidemast,"28"
521404.755999997,6591557.802,Sidemast,"28"
521420.942000002,6591523.039,Sidemast,"30"
521373.487000003,6591469.169,Sidemast,"30"
521380.207000002,6591498.837,Sidemast,"15"
521402.148000002,6591496.932,Sidemast,"15"
521424.020000003,6591494.19,Sidemast,"15"
521435.202,6591651.572,Sidemast,"25"
521452.758000001,6591617.711,Sidemast,"25"
521309.214000002,6591642.798,Sidemast,"43"
521725.328000002,6592789.186,Torn,"12"
521373.553000003,6589444.214,Korsten,"25"
520261.755999997,6591902.52,Sidemast,"45"
520229.317000002,6591869.952,Sidemast,"32"
520275.163000003,6591833.931,Sidemast,"32"
520325.098999999,6591867.826,Sidemast,"32"
520362.145000003,6591812.338,Sidemast,"32"
520323.365000002,6591776.63,Sidemast,"32"
520202.137999997,6591793.21,Sidemast,"32"
520158.432999998,6591824.667,Sidemast,"32"
520041.322999999,6591728.316,Sidemast,"45"
520281.748999998,6591717.299,Sidemast,"30"
520235.336000003,6591744.105,Sidemast,"31"
520132.855999999,6591773.533,Sidemast,"55"
520309.034000002,6592097.725,Sidemast,"30"
520407.122000001,6591981.503,Sidemast,"30"
520376.129000001,6592025.475,Sidemast,"30"
526146.274999999,6591927.366,Torn,"25"
526248.475000001,6592310.217,Torn,"20"
534201.193000004,6586114.761,Korsten,"12"
555814.899999999,6594796.171,Valgusmast,"27"
556012.060999997,6594872.708,Valgusmast,"26"
544271.148999996,6601757.053,Torn,"10"
555437.559,6594983.331,Valgusmast,"33"
555331.175999999,6594892.141,Valgusmast,"37"
555233.034999996,6594790.468,Valgusmast,"37"
555100.682999998,6594869.007,Valgusmast,"37"
555190.115000002,6594945.943,Valgusmast,"37"
555308.074000001,6595032.648,Valgusmast,"37"
555205.741999999,6595123.458,Valgusmast,"37"
555095.998999998,6595053.555,Valgusmast,"37"
555041.523999996,6595007.277,Valgusmast,"37"
555017.659000002,6595052.938,Valgusmast,"37"
555030.270999998,6595149.695,Valgusmast,"37"
555102.758000001,6595223.024,Valgusmast,"37"
556071.912,6595038.189,Valgusmast,"28"
556345.927000001,6595059.456,Valgusmast,"32"
554361.961999997,6595167.25,Valgusmast,"32"
554420.379000001,6595110.502,Valgusmast,"32"
552952.027999997,6595655.718,Korsten,"20"
531291.641999997,6585632.919,Korsten,"20"
534329.612000003,6585515.36,Korsten,"33"
551014.723999999,6595186.963,Sidemast,"60"
534307.603,6585493.333,Valgusmast,"15"
500772.626000002,6444368.209,Sidemast,"26"
514942.946999997,6469155.193,Korsten,"25"
519348.765000001,6474995.358,Torn,"20"
519079.530000001,6474725.35,Korsten,"29"
520813.111000001,6474450.439,Korsten,"30"
528851.405000001,6472677.004,Torn,"30"
543641.560000002,6587462.96,Sidemast,"61"
615389.512000002,6458723.959,Torn,"16"
531341.593999997,6471166.135,Korsten,"18"
533679.766999997,6470954.414,Sidemast,"196"
538255.288999997,6473924.305,Torn,"35"
538461.865000002,6474530.909,Torn,"40"
530735.398999996,6477767.918,Korsten,"29"
521602.721000001,6487763.332,Torn,"15"
539018.956,6480506.645,Sidemast,"35"
528528.484999999,6471662.476,Korsten,"35"
529294.776000001,6474368.202,Korsten,"62"
527842.950000003,6472878.516,Korsten,"28"
528740.059,6473275.557,Korsten,"34"
531843.533,6470503.059,Torn,"15"
530424.699000001,6474025.966,Torn,"21"
530903.406000003,6473564.039,Valgusmast,"20"
530307.406000003,6471980.5,Korsten,"30"
531042.019000001,6472158.072,Korsten,"60"
531534.645000003,6470985.06,Korsten,"59"
595285.670999996,6611984.245,Sidemast,"72"
615137.544,6579232.942,Torn,"9"
499484.766000003,6466264.661,Sidemast,"80"
521426.810000002,6491069.95,Torn,"23"
507138.096000001,6484640.228,Sidemast,"80"
