X,Y,tyyp_t,korgus
527965.280000001,6567163.71,Sidemast,"50"
538673.015000001,6564306.898,Sidemast,"80"
537860.409999996,6566832.14,Korsten,"36"
539140.719999999,6566889.57,Sidemast,"30"
537980.272,6565108.196,Sidemast,"80"
542866.594999999,6560257.684,Sidemast,"60"
544734.670000002,6560883.29,Sidemast,"80"
545537.25,6560325.92,Korsten,"30"
542861.75,6565739.79,Torn,"18"
540685.57,6566471.97,Sidemast,"80"
553194.210000001,6563074.98,Korsten,"22"
558219.445,6568569.083,Sidemast,"80"
563099.909999996,6563289.79,Korsten,"45"
563122.509999998,6563250.72,Valgusmast,"21"
540378.026000001,6592013.843,Korsten,"29"
540216.417999998,6591200.714,Korsten,"46"
540929.300999999,6590701.143,Korsten,"39"
540227.049999997,6590368.58,Korsten,"60"
540231.229999997,6590376.64,Korsten,"44"
541228.487000003,6590633.245,Korsten,"32"
541232.140000001,6590557.484,Korsten,"50"
541120.207000002,6590127.291,Korsten,"45"
541993.976000004,6590544.143,Korsten,"29"
540089.270000003,6594420.24,Sidemast,"22"
540784.280000001,6592842.28,Torn,"27"
540715.939999998,6592901.21,Torn,"25"
540676.979999997,6592824.88,Torn,"27"
540679.560000002,6592755.16,Torn,"24"
540621.649999999,6592835.63,Valgusmast,"24"
540584.568000004,6592736.014,Sidemast,"25"
540344.640000001,6592396.55,Torn,"27"
540398.32,6591958.49,Torn,"27"
540437.530000001,6592036.55,Torn,"27"
540507.119999997,6592224.61,Torn,"25"
540383.710000001,6592079.09,Torn,"27"
540049.369999997,6591237.03,Torn,"38"
540982.909999996,6590765.09,Sidemast,"62"
541461.098999999,6590583.022,Korsten,"32"
541506.086999997,6590625.442,Torn,"37"
542706.390000001,6590560.015,Torn,"23"
540208.439999998,6592352.82,Torn,"23"
543919.75,6590436.62,Torn,"28"
547269.979999997,6592022.78,Torn,"12"
548155.520000003,6591084.04,Torn,"29"
731117.649999999,6597414.3,Sidemast,"60"
548243.630000003,6594774.1,Torn,"21"
733495.956,6596281.659,Torn,"25"
503218.533,6539843.958,Korsten,"28"
549784.890000001,6592859.95,Korsten,"16"
546424.329999998,6586009.243,Torn,"23"
546111.579999998,6588373.56,Korsten,"21"
546281.170000002,6587708.09,Valgusmast,"29"
546157.219999999,6587587.54,Valgusmast,"39"
545966.159999996,6587577.51,Valgusmast,"29"
545824.520000003,6587572.54,Valgusmast,"29"
545672.740000002,6587612.58,Valgusmast,"29"
545551.259999998,6587659.14,Valgusmast,"29"
545534.020000003,6587652.44,Valgusmast,"29"
546484.719999999,6587655.12,Valgusmast,"29"
545009.362000003,6588554.1,Korsten,"25"
576617.722000003,6465906.891,Torn,"14"
477750.798,6489271.808,Sidemast,"82"
701552.609999999,6442141.107,Korsten,"20"
665471.25,6542350.37,Sidemast,"80"
567212.170000002,6552811.15,Korsten,"26"
567008.159999996,6553849.42,Korsten,"19"
547757.490000002,6595553.19,Sidemast,"60"
550013.350000001,6592003.89,Korsten,"45"
550307.729999997,6592940.65,Torn,"314"
591588.770000003,6595725.67,Korsten,"26"
569747.630000003,6561275.23,Korsten,"21"
566484.329999998,6561416.44,Korsten,"30"
566230.68,6560389.07,Sidemast,"83"
565838.369000003,6561882.191,Sidemast,"100"
565623.541000001,6561554.898,Sidemast,"60"
522773.979999997,6573769.31,Korsten,"60"
523474.060000002,6574833.2,Korsten,"18"
524028.409999996,6574786.08,Korsten,"44"
522618.880000003,6574395.07,Korsten,"16"
524243.210000001,6574671.96,Korsten,"18"
525990.897,6574968.245,Sidemast,"80"
522337.549999997,6578119.57,Korsten,"30"
523193.490000002,6575455.63,Korsten,"45"
527042.460000001,6576984.78,Valgusmast,"16"
538091.086000003,6573719.82,Korsten,"37"
644153.266999997,6457727.779,Sidemast,"42"
538091.794,6574178.831,Korsten,"22"
531418.579999998,6578404.47,Torn,"19"
534613.490000002,6579188.2,Korsten,"75"
532168.93,6576257.606,Korsten,"28"
532214.952,6576254.69,Korsten,"46"
532455.079999998,6575570.11,Sidemast,"60"
530263.840000004,6576440.17,Sidemast,"50"
531180.486000001,6575654.91,Torn,"18"
535846.350000001,6575027.02,Korsten,"22"
665599.240000002,6542505.66,Korsten,"26"
536150.424999997,6579397.781,Korsten,"20"
539354.380000003,6577826.66,Korsten,"25"
539429.939999998,6577797.81,Sidemast,"60"
539837.251999997,6577871.478,Sidemast,"30"
549859.340000004,6570411.716,Torn,"29"
549863.186999999,6570397.449,Torn,"29"
579727.390000001,6591196.86,Korsten,"45"
519912.572999999,6591736.403,Sidemast,"35"
581263.659999996,6590558.84,Korsten,"43"
580583.060000002,6591739.89,Sidemast,"82"
580678.439999998,6591724.8,Sidemast,"80"
580992.511,6590795.46,Sidemast,"50"
580155.715999998,6592522.174,Torn,"28"
597061.450000003,6592578.09,Sidemast,"103"
524151.539999999,6548143.0,Korsten,"23"
526112.052000001,6545253.836,Korsten,"27"
525539.412,6546685.838,Sidemast,"90"
544117.590000004,6543184.755,Korsten,"30"
526569.100000001,6554519.31,Korsten,"30"
528333.280000001,6554956.444,Sidemast,"50"
707822.630999997,6448428.012,Torn,"18"
543704.490999997,6559239.063,Torn,"15"
542966.509999998,6559855.436,Korsten,"50"
542848.239,6559340.333,Torn,"20"
543942.130000003,6558168.42,Korsten,"10"
552932.630000003,6555723.7,Korsten,"23"
564430.710000001,6558778.14,Korsten,"30"
412939.43,6508262.51,Korsten,"17"
597701.219999999,6595094.42,Sidemast,"75"
602841.93,6598714.888,Korsten,"26"
593406.5,6570805.445,Korsten,"22"
616681.623999998,6537455.83,Korsten,"16"
594375.086999997,6570904.957,Sidemast,"45"
462599.222000003,6494540.508,Torn,"50"
628959.082999997,6517145.727,Sidemast,"36"
594786.294,6558498.278,Sidemast,"28"
596367.887000002,6579261.544,Torn,"16"
604290.859999999,6569276.5,Korsten,"31"
611310.928999998,6568984.964,Korsten,"20"
610784.920000002,6569655.05,Sidemast,"100"
596027.640000001,6568459.752,Torn,"22"
609771.990000002,6570620.36,Korsten,"30"
609898.710000001,6570656.67,Torn,"25"
614182.879000001,6572073.836,Korsten,"21"
611721.329999998,6570995.22,Korsten,"23"
737021.913000003,6589527.974,Torn,"28"
590719.851000004,6514292.828,Korsten,"20"
611578.494000003,6606881.606,Sidemast,"42"
615053.381999999,6570254.727,Korsten,"30"
737297.115999997,6588995.905,Valgusmast,"31"
556637.119999997,6445649.81,Korsten,"32"
612688.390000001,6570209.06,Sidemast,"43"
611806.549999997,6571148.51,Torn,"40"
612044.100000001,6571281.46,Torn,"28"
612060.369999997,6571277.93,Torn,"14"
588974.108999997,6450719.508,Sidemast,"100"
537752.527000003,6591766.794,Korsten,"25"
387865.299999997,6535052.55,Sidemast,"35"
391153.848999999,6532929.836,Sidemast,"100"
536686.328000002,6592436.938,Sidemast,"30"
372073.020000003,6473464.06,Torn,"37"
543234.516999997,6588672.987,Torn,"17"
507404.604000002,6484452.971,Sidemast,"74"
396201.200000003,6532444.81,Sidemast,"100"
397083.817000002,6530859.814,Sidemast,"62"
660798.359999999,6431404.27,Torn,"35"
663890.18,6430542.04,Sidemast,"106"
663278.961000003,6430001.788,Sidemast,"80"
663213.191,6430544.429,Torn,"30"
542999.843999997,6588624.126,Torn,"111"
670288.450000003,6438885.79,Sidemast,"100"
679830.409999996,6439110.68,Korsten,"44"
676559.960000001,6435776.215,Torn,"20"
682276.490000002,6434876.95,Korsten,"27"
402611.574000001,6472102.141,Korsten,"24"
681112.743000001,6430993.264,Sidemast,"80"
683149.520000003,6439795.14,Torn,"36"
543363.390000001,6588808.6,Torn,"34"
680870.460000001,6438854.29,Torn,"22"
698338.920000002,6434263.34,Torn,"17"
697715.630000003,6432945.45,Torn,"18"
697805.223999999,6433972.723,Korsten,"15"
697413.57,6433120.27,Sidemast,"100"
694658.479999997,6439472.631,Sidemast,"80"
482007.792999998,6499691.214,Torn,"30"
668211.645999998,6441349.411,Sidemast,"99"
662868.829999998,6448401.45,Torn,"25"
497854.420999996,6496412.022,Sidemast,"99"
483906.112000003,6490601.781,Sidemast,"99"
509220.693000004,6493119.02,Sidemast,"80"
545021.373000003,6588565.297,Korsten,"25"
546372.464000002,6587579.466,Valgusmast,"29"
546034.359999999,6587690.27,Valgusmast,"29"
548261.296999998,6588319.176,Valgusmast,"43"
550536.210000001,6589136.011,Valgusmast,"26"
384693.193000004,6470853.117,Korsten,"21"
586388.57,6604038.54,Korsten,"30"
544028.784999996,6589335.965,Torn,"46"
543418.527000003,6589146.338,Sidemast,"67"
417924.292999998,6508188.981,Sidemast,"65"
543133.090999998,6589381.672,Torn,"26"
543248.609999999,6589177.33,Korsten,"37"
410205.270000003,6517728.15,Torn,"28"
542987.969999999,6589294.51,Korsten,"50"
411939.119999997,6518100.93,Korsten,"25"
412039.048,6520000.011,Sidemast,"100"
542818.023000002,6589281.228,Korsten,"34"
420248.560000002,6518522.79,Torn,"24"
426902.700000003,6519704.01,Sidemast,"50"
411161.384000003,6524059.883,Sidemast,"80"
685241.096000001,6544411.323,Sidemast,"80"
610877.130999997,6570574.533,Sidemast,"25"
429162.93,6521663.95,Korsten,"25"
429403.82,6521957.66,Sidemast,"80"
429826.513999999,6522828.552,Sidemast,"80"
522718.93,6415128.795,Sidemast,"80"
560073.585000001,6541333.702,Torn,"20"
485337.214000002,6479513.263,Torn,"37"
500318.692000002,6477666.831,Torn,"16"
547105.027999997,6552087.258,Korsten,"20"
439357.729000002,6526147.897,Korsten,"25"
438860.158,6526223.35,Sidemast,"100"
554164.965999998,6553013.554,Torn,"10"
397988.461999997,6460367.948,Korsten,"24"
445015.07,6525425.25,Sidemast,"60"
455619.206,6497623.797,Sidemast,"81"
457119.119000003,6496064.084,Sidemast,"80"
413420.43,6538382.72,Sidemast,"80"
412036.25,6539178.43,Korsten,"25"
412038.009999998,6538999.84,Korsten,"30"
414758.729999997,6537031.36,Korsten,"15"
412008.350000001,6539743.11,Sidemast,"65"
485644.409999996,6476844.11,Korsten,"30"
500341.995999999,6477107.318,Korsten,"19"
513399.787,6472780.386,Sidemast,"99"
592369.18,6473101.26,Korsten,"44"
411770.537,6460264.963,Sidemast,"80"
431277.229999997,6539174.57,Sidemast,"20"
431287.979999997,6539257.0,Torn,"30"
446454.348999999,6491514.66,Korsten,"24"
672018.848999999,6450917.248,Sidemast,"80"
677874.130000003,6457672.6,Sidemast,"100"
634800.780000001,6467621.5,Valgusmast,"45"
635770.409999996,6469095.71,Sidemast,"100"
637502.789999999,6469484.24,Sidemast,"80"
637965.700000003,6468885.14,Sidemast,"80"
644462.189999998,6464142.07,Korsten,"17"
648819.625,6462825.941,Torn,"24"
648888.780000001,6462412.24,Korsten,"19"
647198.149999999,6462859.37,Sidemast,"100"
648681.5,6462449.09,Torn,"38"
597205.277999997,6473600.7,Korsten,"32"
650739.619999997,6464508.41,Sidemast,"80"
659251.299999997,6463791.87,Korsten,"17"
652549.289999999,6468209.69,Sidemast,"43"
668708.369999997,6466424.59,Sidemast,"54"
694055.734999999,6464484.44,Torn,"30"
676183.289999999,6464354.68,Sidemast,"100"
526379.270999998,6430163.785,Torn,"10"
653137.560000002,6474209.91,Korsten,"17"
654787.659999996,6472033.03,Korsten,"21"
653503.178999998,6471047.465,Sidemast,"95"
659046.119999997,6474716.6,Korsten,"17"
659658.386,6470282.843,Korsten,"46"
629011.785999998,6586611.45,Korsten,"23"
657060.329999998,6471282.96,Korsten,"30"
658129.18,6473406.32,Korsten,"20"
658742.109999999,6473813.66,Korsten,"30"
657675.609999999,6473194.38,Korsten,"32"
658965.43,6473181.5,Korsten,"30"
658460.840000004,6473449.34,Torn,"28"
658691.969999999,6473103.2,Sidemast,"60"
657398.593000002,6475019.418,Korsten,"30"
655115.969999999,6477381.36,Korsten,"40"
656103.5,6476804.54,Korsten,"20"
659615.0,6475279.91,Sidemast,"36"
663302.189999998,6473304.23,Korsten,"61"
663301.729999997,6473328.2,Korsten,"75"
660219.740000002,6473523.83,Korsten,"94"
662843.43,6474026.11,Torn,"51"
662684.990000002,6474667.3,Sidemast,"130"
662877.950000003,6471612.08,Sidemast,"40"
669088.141999997,6471106.828,Korsten,"25"
668875.229999997,6473727.975,Sidemast,"100"
672755.329999998,6450998.81,Korsten,"30"
533481.039999999,6590176.95,Sidemast,"40"
534088.600000001,6590321.62,Sidemast,"44"
532528.022,6591629.821,Torn,"15"
682702.590000004,6440056.08,Sidemast,"100"
610875.640000001,6570599.239,Sidemast,"20"
697228.329999998,6443997.55,Korsten,"48"
709555.109999999,6434665.93,Korsten,"23"
714984.479999997,6430085.84,Korsten,"66"
703334.969999999,6444468.91,Korsten,"24"
703664.729999997,6444651.38,Korsten,"30"
704385.696000002,6444504.222,Korsten,"15"
693245.899999999,6405396.26,Sidemast,"100"
704040.0,6444427.43,Korsten,"18"
703636.520000003,6444281.87,Torn,"28"
705925.436999999,6443949.309,Korsten,"22"
708660.399999999,6443371.59,Torn,"15"
704406.159999996,6445017.08,Torn,"22"
703238.75,6445482.58,Sidemast,"100"
702699.859999999,6447091.37,Sidemast,"80"
703152.380000003,6446701.24,Sidemast,"100"
610756.699000001,6571051.492,Valgusmast,"25"
643496.100000001,6432609.49,Korsten,"30"
647867.104000002,6437498.504,Korsten,"30"
647951.869999997,6438669.89,Korsten,"26"
647336.759999998,6437595.06,Korsten,"21"
647340.799999997,6437598.25,Korsten,"21"
464533.857000001,6490560.797,Sidemast,"42"
645977.267999999,6435790.731,Sidemast,"80"
647418.5,6438935.97,Sidemast,"46"
651040.520000003,6436308.934,Sidemast,"100"
437455.412,6536703.805,Sidemast,"81"
447306.030000001,6537204.87,Sidemast,"45"
521460.228,6414854.289,Sidemast,"25"
523484.652999997,6418707.643,Sidemast,"100"
522977.424999997,6419979.859,Torn,"16"
524758.894000001,6427863.036,Korsten,"21"
526462.140000001,6425563.76,Sidemast,"63"
526373.968000002,6428529.92,Sidemast,"80"
540778.420000002,6429884.774,Torn,"8"
526565.504000001,6430371.505,Torn,"10"
527082.240999997,6432436.916,Torn,"20"
528692.75,6437043.22,Torn,"28"
562538.171999998,6450564.439,Sidemast,"75"
534198.056000002,6431352.087,Korsten,"20"
535014.354000002,6430097.877,Sidemast,"37"
530148.567000002,6437367.036,Torn,"14"
532324.423,6438261.992,Torn,"7"
530015.140000001,6437346.87,Sidemast,"61"
530012.0,6437831.73,Sidemast,"85"
541893.704999998,6430231.382,Torn,"8"
540248.368000001,6439324.512,Sidemast,"30"
546288.689999998,6435801.86,Korsten,"15"
545657.913999997,6436794.367,Sidemast,"82"
550757.886,6433430.648,Sidemast,"15"
569625.18,6439713.68,Korsten,"30"
569845.840999998,6439924.693,Korsten,"15"
570090.369999997,6439594.9,Sidemast,"61"
529243.935999997,6443143.962,Torn,"8"
529807.670000002,6442381.66,Sidemast,"80"
549228.213,6441110.204,Torn,"8"
546587.299999997,6449577.167,Sidemast,"27"
427630.685000002,6485782.35,Sidemast,"100"
420007.18,6541503.17,Sidemast,"101"
429048.259999998,6540458.11,Sidemast,"100"
428368.928999998,6541514.94,Sidemast,"60"
448732.789999999,6485156.73,Torn,"26"
628615.130000003,6458590.3,Torn,"22"
657781.616999999,6597336.698,Korsten,"26"
663097.979999997,6594393.74,Korsten,"56"
663092.530000001,6594273.09,Korsten,"56"
662428.57,6594302.19,Korsten,"34"
662406.549999997,6594409.35,Korsten,"34"
662394.380000003,6593712.22,Korsten,"16"
619829.542000003,6574288.764,Sidemast,"80"
673333.869999997,6592196.28,Torn,"28"
610320.229999997,6570315.69,Korsten,"20"
699839.844999999,6591890.195,Korsten,"45"
645885.020000003,6444166.97,Sidemast,"80"
646387.544,6441160.898,Torn,"12"
657889.32,6442713.97,Sidemast,"347"
658745.094999999,6449056.12,Sidemast,"58"
637158.009999998,6452353.83,Korsten,"16"
640446.692000002,6453264.659,Korsten,"39"
640962.619999997,6455155.89,Korsten,"29"
641651.259999998,6455716.2,Korsten,"44"
448747.630000003,6485159.57,Torn,"28"
417964.155000001,6485147.736,Sidemast,"80"
572943.207000002,6503077.818,Korsten,"26"
642189.649999999,6456080.05,Sidemast,"55"
641255.960000001,6458069.88,Sidemast,"104"
651790.060000002,6453178.63,Sidemast,"82"
658532.645000003,6452108.106,Sidemast,"79"
659019.590000004,6458419.63,Sidemast,"80"
658613.119999997,6457290.8,Sidemast,"100"
673815.761,6433575.267,Torn,"26"
662926.101999998,6450440.804,Sidemast,"75"
428797.619999997,6540309.57,Korsten,"30"
427774.659999996,6540704.24,Korsten,"23"
428032.450000003,6541143.93,Sidemast,"64"
426567.350000001,6540009.33,Sidemast,"80"
427968.090000004,6540423.97,Torn,"15"
424745.403999999,6548698.222,Korsten,"20"
538212.726999998,6591348.319,Korsten,"24"
385149.755999997,6470496.584,Korsten,"20"
680134.939000003,6411890.052,Sidemast,"70"
410958.711999997,6467465.156,Torn,"22"
538329.148999996,6474525.64,Korsten,"26"
527931.553999998,6477684.922,Sidemast,"40"
535961.013999999,6479176.973,Sidemast,"39"
395458.160999998,6490730.499,Torn,"11"
529159.968999997,6455997.15,Sidemast,"39"
545628.667999998,6436965.702,Sidemast,"83"
527103.225000001,6432749.887,Sidemast,"40"
638835.380000003,6514212.65,Korsten,"20"
638916.509999998,6513959.18,Korsten,"25"
636213.759999998,6514467.69,Korsten,"29"
635447.130000003,6512468.43,Korsten,"45"
636817.710000001,6513375.4,Sidemast,"72"
639952.390000001,6514361.5,Sidemast,"60"
638877.109999999,6514223.4,Sidemast,"44"
636191.299999997,6514402.23,Torn,"20"
635503.489,6512286.135,Torn,"20"
635355.700999998,6512389.176,Torn,"21"
636256.045000002,6514299.665,Torn,"23"
639196.170999996,6513246.34,Torn,"27"
638941.700000003,6514463.32,Valgusmast,"25"
636163.670999996,6514511.531,Torn,"24"
636305.729999997,6514444.41,Torn,"20"
639177.030000001,6516066.29,Korsten,"30"
640282.289999999,6511264.27,Sidemast,"70"
693750.398999996,6567309.815,Sidemast,"28"
644177.259999998,6518642.8,Korsten,"28"
644315.82,6516970.24,Sidemast,"80"
644078.064999998,6517347.504,Sidemast,"74"
643692.278999999,6518389.203,Sidemast,"32"
608437.945,6584521.507,Sidemast,"80"
608446.634000003,6481772.346,Torn,"36"
547512.310000002,6486830.69,Sidemast,"100"
549198.100000001,6490092.55,Sidemast,"70"
545835.020000003,6494345.81,Korsten,"45"
545851.140000001,6494294.01,Korsten,"60"
572673.331,6493964.156,Sidemast,"80"
559686.789999999,6502342.57,Korsten,"30"
559236.390000001,6501677.93,Sidemast,"104"
590736.170000002,6528120.13,Korsten,"30"
694146.001999997,6567824.156,Valgusmast,"22"
590075.784999996,6527778.889,Valgusmast,"21"
639197.850000001,6386327.931,Torn,"24"
590155.854999997,6527747.509,Valgusmast,"21"
590217.799000002,6527739.816,Valgusmast,"21"
590146.93,6527696.88,Valgusmast,"21"
593147.140000001,6531153.02,Sidemast,"61"
591774.607000001,6530460.141,Korsten,"30"
560184.412,6491190.876,Sidemast,"51"
427950.789999999,6541165.57,Korsten,"40"
591145.321000002,6530687.685,Torn,"33"
595105.876000002,6534275.201,Korsten,"24"
595916.549999997,6535307.9,Torn,"21"
595702.259999998,6535392.07,Korsten,"25"
595591.640000001,6535496.5,Korsten,"23"
649313.202,6561360.23,Sidemast,"100"
602278.439999998,6512305.54,Sidemast,"80"
601756.560000002,6513368.35,Sidemast,"80"
602295.384000003,6511765.733,Korsten,"23"
722163.564999998,6576974.131,Korsten,"95"
613320.609999999,6510787.44,Korsten,"25"
616190.600000001,6518237.96,Sidemast,"81"
629090.998999998,6512091.885,Torn,"29"
628900.449000001,6517050.696,Sidemast,"42"
694610.482000001,6580474.557,Torn,"12"
637379.32,6514027.83,Korsten,"43"
687680.784999996,6451183.096,Korsten,"18"
658064.109999999,6403148.79,Korsten,"31"
659515.805,6404667.676,Korsten,"25"
658507.939999998,6403783.288,Sidemast,"81"
634135.439999998,6417338.81,Torn,"14"
631697.136,6415352.012,Sidemast,"100"
633666.590000004,6416351.25,Torn,"22"
633664.515000001,6415967.114,Torn,"17"
649791.07,6412081.3,Korsten,"30"
649951.560000002,6411532.78,Korsten,"45"
649814.484999999,6411218.572,Sidemast,"76"
641208.340000004,6415289.32,Korsten,"25"
648046.200000003,6419493.76,Korsten,"26"
649619.890000001,6416195.636,Korsten,"30"
651515.471000001,6412563.653,Korsten,"23"
573699.254000001,6509435.144,Sidemast,"100"
651227.219999999,6413077.91,Sidemast,"60"
651007.548,6413488.383,Sidemast,"94"
429872.490000002,6522229.85,Korsten,"24"
554850.630000003,6489078.437,Korsten,"16"
625613.104000002,6414410.556,Korsten,"23"
629016.789999999,6422871.34,Korsten,"30"
472299.806999996,6497641.4,Valgusmast,"22"
634800.568000004,6420089.378,Torn,"40"
636886.174999997,6423720.618,Korsten,"26"
635698.583999999,6422562.019,Sidemast,"102"
645846.016999997,6521256.869,Torn,"18"
653614.509999998,6521607.47,Korsten,"31"
652600.251000002,6523018.562,Sidemast,"102"
650105.482000001,6522943.582,Sidemast,"45"
650109.163999997,6527623.981,Korsten,"24"
602764.829999998,6539813.72,Korsten,"24"
601140.869999997,6536042.37,Korsten,"25"
605638.259999998,6535561.19,Korsten,"30"
613865.733999997,6534491.052,Korsten,"29"
616012.049999997,6533080.79,Korsten,"22"
590366.210000001,6500032.727,Sidemast,"20"
616910.609999999,6538110.9,Korsten,"16"
615560.759999998,6537366.83,Korsten,"45"
618261.600000001,6539110.61,Sidemast,"349"
580420.964000002,6500112.122,Torn,"34"
629983.899999999,6539517.93,Sidemast,"80"
636430.408,6536386.487,Sidemast,"81"
636669.288000003,6535577.971,Torn,"24"
663080.504000001,6512553.479,Sidemast,"80"
674485.700000003,6510293.26,Sidemast,"80"
672143.32,6519474.23,Torn,"26"
670067.457999997,6517777.535,Korsten,"28"
680400.747000001,6513774.139,Torn,"17"
658185.149999999,6522954.12,Korsten,"30"
659028.339000002,6521819.393,Torn,"20"
589686.140000001,6499925.92,Sidemast,"47"
669977.729999997,6524880.194,Sidemast,"80"
669986.899999999,6528581.28,Sidemast,"92"
669702.700000003,6526876.44,Torn,"23"
668261.869999997,6526974.49,Sidemast,"43"
700385.427000001,6572038.135,Sidemast,"92"
670863.862999998,6520725.433,Sidemast,"81"
670327.663999997,6522926.008,Torn,"14"
670046.740999997,6526310.755,Torn,"24"
672423.460000001,6533240.94,Torn,"30"
675400.350000001,6538106.95,Sidemast,"80"
700544.909999996,6593057.38,Sidemast,"25"
700469.976999998,6592827.765,Valgusmast,"24"
700684.064999998,6592417.477,Torn,"21"
703407.895999998,6590425.372,Korsten,"43"
700322.5,6591625.449,Sidemast,"80"
703096.656000003,6590426.953,Sidemast,"80"
711360.18,6590675.21,Korsten,"150"
712487.342,6590989.802,Korsten,"50"
712648.910999998,6591005.289,Korsten,"80"
712672.288999997,6591025.641,Korsten,"122"
712189.575000003,6590236.079,Korsten,"65"
712159.482000001,6590481.509,Torn,"36"
618594.979999997,6608953.37,Torn,"18"
652207.5,6428393.88,Sidemast,"80"
637299.869999997,6434328.8,Sidemast,"53"
631508.939999998,6436562.96,Korsten,"30"
632321.82,6436506.32,Korsten,"30"
632188.369999997,6436922.28,Sidemast,"54"
632693.358000003,6437332.38,Torn,"15"
628582.159999996,6440446.08,Torn,"38"
637362.979999997,6444056.24,Korsten,"24"
633091.640000001,6448134.68,Torn,"11"
633219.780000001,6446336.44,Sidemast,"80"
632111.784999996,6445796.752,Sidemast,"100"
637011.964000002,6445317.579,Torn,"30"
590435.575999998,6499594.871,Korsten,"43"
659539.090000004,6382202.95,Sidemast,"92"
652642.43,6388176.72,Sidemast,"80"
636445.167999998,6395131.235,Sidemast,"100"
641528.664999999,6403604.635,Torn,"10"
643524.560000002,6390056.32,Sidemast,"80"
494260.638999999,6464615.67,Torn,"11"
659269.399999999,6392237.48,Korsten,"28"
528280.431000002,6443939.76,Torn,"7"
623624.711999997,6404616.598,Sidemast,"86"
623543.343000002,6404663.884,Sidemast,"85"
629517.206,6491394.243,Torn,"13"
691823.597000003,6463645.595,Torn,"25"
459065.359999999,6497041.46,Torn,"24"
676862.103,6394450.815,Sidemast,"80"
459791.354999997,6501717.501,Torn,"25"
456610.840000004,6407292.67,Torn,"25"
532635.228,6583289.087,Korsten,"29"
675211.901000001,6538674.39,Torn,"45"
639498.751999997,6510955.731,Korsten,"30"
629897.490000002,6404857.5,Korsten,"30"
658603.272,6467875.463,Korsten,"25"
694274.254000001,6464945.118,Torn,"30"
444346.894000001,6483398.966,Sidemast,"80"
622153.302000001,6405297.817,Torn,"15"
621885.810000002,6405335.75,Korsten,"44"
622119.82,6405460.74,Valgusmast,"30"
622547.909999996,6405523.33,Sidemast,"30"
622161.969999999,6405790.08,Korsten,"21"
622561.869999997,6405992.75,Korsten,"20"
622339.579999998,6405472.93,Sidemast,"30"
622883.659999996,6406620.46,Korsten,"30"
622764.538999997,6405603.183,Sidemast,"30"
622167.859999999,6406824.51,Korsten,"30"
687843.409999996,6450761.3,Korsten,"23"
612066.524999999,6440600.856,Sidemast,"80"
499725.803999998,6462944.074,Sidemast,"98"
621892.972000003,6478958.958,Korsten,"48"
647248.289999999,6471244.49,Korsten,"28"
649325.379000001,6475858.205,Korsten,"27"
674599.736000001,6470343.738,Korsten,"31"
670857.994000003,6472478.166,Korsten,"28"
677547.689999998,6474568.762,Sidemast,"20"
644285.031999998,6480113.808,Sidemast,"70"
654652.423,6483483.397,Korsten,"34"
675924.928000003,6538088.31,Torn,"24"
628330.840000004,6607143.21,Torn,"17"
627941.281000003,6607535.738,Torn,"22"
634334.049999997,6603747.24,Torn,"18"
634364.75,6603693.15,Korsten,"23"
628940.777999997,6517214.249,Sidemast,"70"
645978.097000003,6603946.848,Sidemast,"52"
547706.229999997,6574447.44,Korsten,"20"
543712.417999998,6577560.295,Torn,"21"
504095.441,6461613.889,Torn,"22"
582992.479999997,6519137.01,Torn,"45"
543956.609999999,6576621.21,Sidemast,"90"
555540.93,6571664.0,Sidemast,"52"
553213.390000001,6575712.77,Torn,"16"
552634.130000003,6575563.53,Sidemast,"69"
527420.5,6449063.327,Torn,"4"
547439.579999998,6584688.77,Torn,"26"
546914.689999998,6581898.43,Sidemast,"42"
526981.544,6449128.56,Torn,"3"
552307.200000003,6580312.31,Korsten,"41"
554261.829999998,6583725.59,Sidemast,"65"
551169.32,6580793.3,Sidemast,"51"
551528.520000003,6580334.77,Sidemast,"50"
685724.181999996,6438702.349,Valgusmast,"28"
556102.979999997,6584511.84,Torn,"20"
685675.299000002,6438928.629,Valgusmast,"28"
565211.983999997,6581923.482,Korsten,"29"
567834.973999999,6584290.192,Sidemast,"100"
567008.649999999,6581427.96,Sidemast,"47"
707872.605999999,6577045.561,Sidemast,"43"
581905.784000002,6529092.733,Sidemast,"102"
634669.728,6425689.504,Korsten,"36"
644017.178000003,6426012.679,Torn,"22"
536027.215000004,6580451.849,Korsten,"40"
536070.761,6580045.84,Korsten,"30"
697464.152999997,6580026.757,Korsten,"24"
536063.039999999,6581227.42,Korsten,"22"
539146.979999997,6581841.22,Korsten,"32"
538484.114,6581593.821,Korsten,"30"
537084.890000001,6584940.37,Korsten,"120"
662250.664999999,6466464.592,Sidemast,"22"
504009.560000002,6546734.56,Korsten,"25"
502187.689999998,6545256.194,Torn,"28"
511719.527999997,6545967.394,Torn,"7"
513852.193000004,6548849.125,Korsten,"45"
513855.086000003,6548780.413,Sidemast,"48"
515333.658,6545083.057,Korsten,"25"
505911.353,6529399.018,Korsten,"24"
506308.276000001,6528491.489,Korsten,"25"
505090.704999998,6527418.265,Sidemast,"60"
506131.846000001,6529007.305,Sidemast,"100"
505980.796999998,6529578.1,Torn,"32"
513954.116999999,6529095.249,Sidemast,"80"
523969.350000001,6514422.65,Sidemast,"80"
