"date","city","name","offer","price"
"2017-11-21","Tartu","Vaga Mama","Supp: Terav-hapu supp",2.2
"2018-06-04","Tartu","Ülikooli kohvik","Sea karree suitsuploomikastme, kartuli- parmesanipüree ja värske salatiga",4.5
"2018-07-02","Tallinn","HIIU Lounge","Borš",3.5
"2018-04-03","Tartu","Entri","Ahjušašlõkk kanalihast, kartul, köögiviljasalat",3.5
"2018-01-05","Tallinn","T-Kohvik","Lihaseljanka",3.6
"2018-02-09","Tallinn","Tark Catering","Napoleoni kook",2.5
"2018-02-28","Tartu","Pahupidi Kohvik","Chili Sin Carne (Vegan)",3.5
"2018-06-06","Tallinn","Beer Garden","Šokolaadi brownie, vanilje kastme ja jäätisega",3
"2018-02-19","Tallinn","iO restoran","Borš suitsutatud hanega",4
"2018-07-16","Tallinn","City Plaza","Aasiapärane kana nuudlisupp",4.6
"2018-01-19","Tallinn","ENZO Cafe & Restaurant","Borš kanaga",3.2
"2017-12-22","Tallinn","Must Puudel","Porganidi -kookospiima supp",3.5
"2017-12-07","Tallinn","Gelsomino pizzeria","Pelmeenid või ja hapukoorega",5
"2018-05-02","Tallinn","MySushi Tammsaare","Murakami Maki-8tk (kalmaar, lumekrabi, lõhe, philadelphia) + Philadelfia-8tk (philadelphia, lõhe, avokaado)",8.88
"2017-11-15","Tallinn","Carmen Cafe Rotermann","Kõrvitsakreemsupp",3.5
"2017-12-21","Tallinn","Pulcinella Itaalia Restoran","Pitsa salaami või singiga",4
"2017-12-04","Tartu","Kotka Kelder","Bataadipüreesupp väike/suur",2
"2017-11-10","Tallinn","Prima Pizza&Pasta","Lihapallid tomatikastmes",4.9
"2018-05-01","Tartu","Red Chilli","Küüslaugukastmes kanaliha**",3.8
"2018-01-17","Tallinn","T-Kohvik","Hakklihakaste hapukurgiga",4.2
"2018-08-07","Tallinn","FREDO Köök&Baar","Kodune kotlet, dijoni sinepikaste, kartulipüree, varajane kapsa salat",5.5
"2017-12-27","Tallinn","Mets Restoran","Seapraad hapukapsaga",4.9
"2018-01-29","Tallinn","Tammsaare Ärikeskuse Daily","Kana - kikerherneroog Fitlap",4.2
"2018-05-21","Tallinn","Umami Resto","Röstitud lambaliha pestose oahautisega",6.9
"2018-04-30","Tallinn","Reval Café Viimsi","Hernepüreesupp krevettidega (SG)",3.2
"2018-04-05","Tartu","Tartu Kõrgema Kunstikooli kohvik","Hapukapsa- tomatisupp",1.5
"2018-06-06","Tallinn","Restoran ""100""","Salatibaar ja suvine vastlasupp suitsuribist ja hernestest/ Salad bar & Summery Shrove Tuesday Soup with Smoked Ribs & Peas",4.9
"2018-07-06","Tartu","Vaga Mama","Nepali:Aloo matter",3.5
"2018-06-11","Tartu","Göök","Õunapirukas jäätisega (v)",2.5
"2018-01-29","Tallinn","Gourmet Coffee City","Koorene lõhepasta köögiviljadega",5.5
"2018-05-15","Tallinn","Rävala Daily","Kodune hakk-kotlet",4.5
"2018-08-14","Tallinn","Carmen Café Kentmanni","VEGAN: Kreemine läätse-köögiviljakarri papadumi tšipside ja metsiku riisiga",4.5
"2018-02-14","Tallinn","Kohvik Tüll","Kotletid praetud munaga",3.9
"2017-10-20","Tartu","Kotka Kelder","Soe fetajuustu-kanasalat",3.8
"2018-04-16","Tallinn","TTÜ 4 korpus Daily","Sealihahautis",3.5
"2018-08-14","Tallinn","Tatari Söögituba","Heeringas kodujuustukastmes(L)",4.5
"2018-03-05","Tartu","Fasters Grill-Buffee","Porgandikook",1.5
"2018-01-29","Tallinn","Lavendel Café","Suitsukanapasta",3.2
"2018-05-25","Tallinn","Luminor Maja Daily","Minestroone supp peekoniga",1.9
"2018-01-23","Tallinn","Veski Kõrts","Tooma talu seapraad",4.9
"2017-10-31","Tallinn","Kotlet","Praad *(v.a)+supp",5
"2017-12-27","Tallinn","Galerii kohvik & bistroo","Frikadellisupp",2.85
"2018-08-07","Tallinn","Peetri Wagun","Päeva buffee",5.5
"2017-11-23","Tartu","Aardla TOIT","AHJULIHA,Kartul, toorsalat, kaste. Portsioni üldkaal 500gr",4
"2017-11-07","Tallinn","TEXAS Honky Tonk & Cantina","PANEERITUD SEALIHA kartulipudru & värskekapsasalatiga",4.99
"2017-12-28","Tallinn","Veski Kõrts","Pilaff",3.1
"2018-05-25","Tallinn","Black Mount pubi","Komplektlõuna (supp, praad, magustoit ja jook)",5.6
"2018-01-22","Tallinn","Kotlet","Kaalika-sidruni kreemsupp (G)",2.5
"2018-07-11","Tallinn","Pärnu mnt Amps","Kõrvitsapüreesupp suitsujuustuga",2
"2018-03-08","Tallinn","Tammsaare Ärikeskuse Daily","Koorene lõhepasta",5
"2018-04-25","Tartu","Sepa Kohvik","Makaroni-hakklihavorm",2.6
"2018-05-30","Tallinn","iO restoran","Praetud pelmeenid tomatite ja tšillipipraga",5
"2018-03-09","Tartu","KarriTehas","Buffee - Söö Palju Jaksad",5
"2018-04-18","Tallinn","Linnateatri kohvik","Üleküpsetatud karbonaad tomati ja juustuga",4.5
"2018-02-13","Tartu","Vene Restoran Vassilissa","Seapraad ahjukartuliga",4
"2018-06-25","Tallinn","Viktus Kohvik","Mereanni wok nuudite ja köögiviljadega",5.6
"2018-03-20","Tartu","Hot Pot","HOT & SOUR CHICKEN SOUP *** Vürtsikas ja tihke kanasupp aedviljadega",2.5
"2017-10-30","Tallinn","Kotlet","Peedi-toortatra kotletid (VEGE) (L)",4.2
"2018-08-02","Tallinn","Jah Kallis!","Kana kintsuliha seenekastmega,tatar ja küpsetatud brokkoli küüslauguõliga",5
"2017-10-24","Tallinn","Margarita Restoran","Seašnitsel ahjukartuli ja sinepikastmega",5
"2018-05-21","Tallinn","Alter Ego restoran","Kolmekäiguline lõuna",12.5
"2018-05-02","Tallinn","Muusika- ja Teatriakadeemia Daily","Riisivorm kana ja kodujuustuga Fitlap",4.2
"2018-06-26","Tallinn","Krua","Tom Yum supp",4
"2018-05-14","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Pasta Carbonara",4.7
"2018-06-28","Tallinn","FREDO Köök&Baar","“Chicken Curry” , kuskus, kroepoek, kurgi-daikoni salat",5.5
"2018-07-30","Tartu","Tartu Kohvik","Singi-ja juustutäidisega kanatasku (saadaval ainult suur praad)",3.9
"2018-02-19","Tallinn","Foodproff Bistroo","Ühepajatoit sealihaga (päevapakkumine)",3.5
"2017-12-06","Tallinn","Vernalia kohvik","Praetud sealiha",4
"2017-12-22","Tallinn","Järve Amps","Kotlet singi ja suitsujuustuga",3.7
"2018-04-10","Tartu","6teist Kannu","Lindströmi kotlet (kartul/makaron)",3.5
"2018-01-16","Tallinn","Kotlet","Rohelise herne püreesupp (V) (G)",2.5
"2018-04-27","Tallinn","Rotermanni Basiilik","Hiidkrevetisalat keedumuna, tomati-kurgisalati ja hapukooretillikaste",6.6
"2018-03-21","Tallinn","Teko restoran","Rebitud veiseliha burger",5
"2018-06-05","Tallinn","Ubin bistroo","Lihapallid tomati kastmes",4.8
"2017-11-03","Tartu","Sepa Kohvik","Hakkliha-köögiviljasupp",1.8
"2018-06-25","Tallinn","Tammsaare Ärikeskuse Daily","BBQ kastmega küpsetatud seakarbonaad",3.8
"2018-06-11","Tartu","Kohvik Spargel","Maapirni-avokaado püreesupp",2
"2017-11-17","Tallinn","Mets Restoran","Azuu",4.1
"2018-01-02","Tallinn","Al Mare Grill","UUDIS! Rebitud BBQ sealiha värskel salatil",5.7
"2018-02-27","Tartu","Himaalaja jutud","Supp: Korianderi-sidrunisupp",2.2
"2018-05-08","Tallinn","TTÜ IT maja Daily","Viini šnitsel sealihast",4.5
"2018-01-02","Tallinn","Järve Amps","Kodune seljanka",2.2
"2017-10-13","Tallinn","Nõmme Pubi","Läätsesupp sealihaga",2
"2018-03-21","Tallinn","Reval Café Telliskivi","Seljanka hapukoorega (SG)",3.2
"2018-02-01","Tartu","Cafe Shogun","Kana virsiku - juustu kattega",3.6
"2018-01-29","Tallinn","Kohvik Sõbrad","Kõrvitsapüreesupp merevaiguga",2.8
"2018-08-09","Tallinn","Rävala Daily","Kartuli-seenekotlet värskete ürtidega",3.1
"2018-03-26","Tartu","Sheriff Saloon","Black Jack burger (180g veisehakkliha pihv, mozzarella juust, grillitud ananass, pepperoni, päikesekuivatatud tomat, frillice salat, magus-hapu kaste ja vürtsikas salsa) + friikartulid",7.3
"2018-03-08","Tallinn","Hr Mauruse Pubi","Šampinjonipüreesupp",1.9
"2018-07-03","Tartu","Lõunakeskus Subway","Päeva SUB - B,M,T",2.65
"2018-06-06","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Burgundia veiselihakaste",4.8
"2018-02-21","Tartu","Liisi Kohvik","Kala supp valgest kalast",2
"2018-06-15","Tallinn","Pulcinella Itaalia Restoran","Päevasupp",3.5
"2017-12-06","Tallinn","Amps Merimetsa","Kana tomatises fetajuustukastmes",5.2
"2018-03-29","Tartu","Peipsimaa Maitseelamused","Krôbedas paneeringus ôrn lôhefilee kartulilaastudega",4
"2018-04-19","Tartu","Emajõe Pruulikoda","Prantsuse kalasupp",2.5
"2018-03-09","Tartu","Sheriff Saloon","Ahjušašlõkk ahjukartulitega + sidrunikeeks; kohv/tee",4.9
"2018-02-12","Tartu","Kotka Kelder","Rossolinik väike / suur",2
"2018-05-10","Tallinn","iO restoran","Kalkuni šnitsel kartulipüree ja hapukurgiga",6
"2018-01-17","Tallinn","Akbana India Restoran","Õrnalt praetud kanafilee, baklazaani ja seentega mahedas kastmes",5
"2018-03-22","Tallinn","Art-Salong Grao","Hakklihapallid",3.9
"2018-01-17","Tallinn","Golden Goose","Kodune seljanka",1.9
"2018-04-30","Tallinn","Mustikas Kohvik","Pasta sinihallitusjuustuga",3.5
"2018-07-12","Tartu","Tartu Ränduri pubi","Kodune kotlet, paneeritud valge kala, kana-ananassiraguu",4.2
"2017-11-15","Tallinn","Grenka Kohvik","Hooaja grenka grillitud silmudega",7.5
"2018-01-05","Tallinn","Pärnu mnt Amps","Böfstrogonov rebitud veiselihast",3.9
"2017-12-14","Tallinn","Tammsaare Ärikeskuse Daily","Kartulipannkook rukola ja hapukoorega (2tk)",1.2
"2018-04-26","Tallinn","Restoran Masha","Mooritud searibid, serveeritud keedukartulite ja hautatud kapsaga",3.95
"2018-05-15","Tallinn","Apelsini Raudtee Resto","Nädala magus",3
"2018-06-04","Tartu","Tartu Kohvik","Sealihašašlõkk (saadaval ainult suur praad)",3.9
"2017-11-03","Tartu","Eesti Maaülikooli Daily","Värskekapsa - hakklihahautis",2.2
"2018-01-15","Tallinn","Pulcinella Itaalia Restoran","Pitsa salaami või singiga",4
"2018-01-29","Tallinn","Al Mare Grill","Kana-brokkolisupp",2.8
"2018-02-08","Tallinn","Lasnamäe 2 Daily","Bataadi - hakklihapada Fitlap",4.2
"2018-07-10","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Kanaliha-seenestrogonov",4.7
"2018-04-11","Tartu","Kohvik Pööre","Kana-klimbisupp",2.5
"2018-06-12","Tallinn","Cubanita Live Cafe","Azuu sealihaga",3.9
"2018-08-03","Tartu","Cafe Briis","Komplekt ( supp + praad)",4.2
"2018-03-06","Tallinn","Mets Restoran","Seašnitsel kanepiseemnetega",4.9
"2017-11-24","Tartu","Göök","Kreemine seenesupp",2.8
"2018-06-01","Tartu","Polpo","Seašnitsel seenekastme ja salatiga",5.9
"2017-11-30","Tallinn","Black Mount pubi","Tordilõik",1
"2018-03-07","Tallinn","iO restoran","Tursafilee keedukartuli ja lillkapsaga",6
"2018-01-30","Tallinn","Kalevi Jahtklubi Resto","Suitsukalapasta",4.5
"2018-08-14","Tallinn","Kamikadze Grill","Seljanka või kanasupp",3
"2018-04-30","Tallinn","Reval Café Kumu","Porgandi-lillkapsapüreesupp suitsulõhega",3.2
"2018-01-30","Tallinn","Gelsomino pizzeria","Pelmeenid või ja hapukoorega",5
"2018-02-27","Tartu","Restoran München","Herne Thom Kha",2.9
"2018-01-03","Tallinn","TTÜ peahoone Daily","Mehhiko veiselihapada",3.5
"2018-03-02","Tartu","Kohtu Kohvik","Hawai praad",3.8
"2018-06-29","Tallinn","iO restoran","Penne kanaga koorekastmes",6
"2018-05-02","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Hakklihakotlet marineeritud kurgiga",4.95
"2018-07-09","Tallinn","T-Kohvik","Sealihawok nuudlitega",4.4
"2018-02-13","Tartu","Cafe Shakespeare","Azuu -Sealiha juustu ja paprikaga",3.9
"2018-01-19","Tallinn","Mustikas Kohvik","Mahlane kana krõbedas paneeringus",5.2
"2018-06-25","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Grill-kalkunirinnafilee vokitud köögiviljaga",5.8
"2018-01-11","Tallinn","Art-Salong Grao","Pannkook moosiga /hapukoorega 2tk",2
"2018-06-06","Tallinn","Viktus Kohvik","Täidetud cannelonid bolognese kastmega",5
"2017-10-20","Tartu","Rebase Söögituba","Šokolaadipuding",1.6
"2018-06-12","Tallinn","TTÜ 4 korpus Daily","Kanakintsuliha ingveriga",4.5
"2017-12-04","Tartu","Vapiano","Insalata - Cesare kanaga / Mista kanaga / Quinoa",4.9
"2018-03-23","Tallinn","Helios Söögituba","Indiapärane kanapajaroog",5.5
"2018-05-04","Tallinn","Luminor Maja Daily","Seakarbonaad rabarberi marinaadis",1.2
"2017-10-24","Tallinn","Kotlet","Strogonov loomaliha ja metsseentega (L) (G)",4.9
"2017-11-16","Tallinn","Galerii kohvik & bistroo","Viini šnitsel",5.3
"2018-05-02","Tallinn","Emmeline & Otto","Pasta Carbonara",5.5
"2018-02-12","Tartu","Entri","Kissell kohupiimakreemiga",1.8
"2018-08-16","Tallinn","Fantaasia Resto","Gruusia kotlett",3.5
"2018-08-16","Tallinn","Viktoria Restoran","Ungari vorstisupp (L)(G)",2.2
"2018-05-23","Tartu","Umb Roht","Lasanje veiseliha, karulaugupesto ja küüslaugukastmega",6
"2018-05-02","Tallinn","Fe Kohvik","Kurzeme strogonov keedukartuli ja salatiga",4.3
"2018-03-05","Tartu","Red Chilli","Bambuse ja seentega kanaliha sojakastmes",3.8
"2018-03-19","Tallinn","Hr Mauruse Pubi","Pastaroog hakkliha ja köögiviljadega",3.5
"2018-02-19","Tallinn","Marii Bistroo","Pelmeenid hapukoorega",4
"2018-08-08","Tallinn","Kitchen Rõõm","Kanašašlõkk Josper söeahjust",5
"2018-03-12","Tallinn","Tatari Söögituba","Kanamaksakaste köögiviljadega(L;G)",3.65
"2018-03-21","Tallinn","Mets Restoran","Kodujuustu-kapsapirukas",3.5
"2018-01-02","Tallinn","Amps Merimetsa","Spaghettid hakkliha, tomati ja parmesanijuustuga",3.5
"2018-04-10","Tartu","Göök","Kartuli-porru püreesupp (V)",2.8
"2018-07-18","Tartu","Sepa Kohvik","Tomatine hakklihapasta",2.8
"2018-03-08","Tallinn","Tatari Söögituba","Ungari guljašš(L;G)",3.65
"2017-11-15","Tallinn","Beer Garden","Koorene kanapasta, päiksekuivatatud tomati, värske spinati ja parmesani juustuga",4.6
"2018-04-12","Tallinn","Restoran Masha","Kergelt vürtsikas juurvilja-kana wok nuudlitega",3.95
"2018-08-01","Tallinn","Helios Söögituba","Kana kebab",5.8
"2017-10-20","Tartu","Safran Kohvik","Hakkliharull",3.8
"2017-11-13","Tallinn","Hell Hunt","Lillkapsa-püreesupp punasete läätsedega",1.8
"2018-01-17","Tallinn","Reval Café Pärnu mnt","Hapukapsasupp veiselihaga",3.2
"2018-05-11","Tallinn","Cubanita Live Cafe","Kanafilee mexico moodi",3.6
"2017-11-22","Tallinn","Beer Garden","Koorene kanapasta, päiksekuivatatud tomati, värske spinati ja parmesani juustuga",4.6
"2018-08-16","Tallinn","Magistrali Bistroo","Paneeritud kala külma kastmega",3.95
"2018-07-04","Tartu","Hot Pot","WONTON CHICKEN SOUP * Kanapelmeeni supp seente, bambusevõrsete",2.5
"2018-05-07","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Kodune hakklihakotlet",4.8
"2017-10-26","Tallinn","Reval Café Postimaja","Koorene lõhesupp",3.5
"2018-07-10","Tallinn","Mustikas Kohvik","Peekonisse mähitud sinepi-meekana",5.4
"2017-12-19","Tallinn","August Kohvik","Pardiliha borsh hapukoore ja küüslaugu sepikuga",4
"2018-01-30","Tallinn","Kochi Aidad","Kanaliha magushapus kastmes riisi ja värske salatiga",4.5
"2017-12-04","Tartu","Göök","Kaneelikook kreemiga",2.5
"2018-08-02","Tallinn","Ubin bistroo","Kartuli- ahjuvorm",4.5
"2018-01-09","Tallinn","Linnateatri kohvik","Pikkpoiss",4.2
"2018-01-19","Tallinn","Hr Mauruse Pubi","Kanafilee üleküpsetatud šampinjonide-ja juustuga",4.8
"2018-05-07","Tallinn","TTÜ peahoone Daily","Kana kintsuliha magushapus marinaadis",4.5
"2018-05-25","Tallinn","Bosphorus","Seakarbonaad seene-juustu kattega",4.5
"2017-11-17","Tallinn","Lasnamäe 2 Daily","Läätsehautis mee-sinepimarinaadis kanakintsulihaga Fitlap",2.9
"2018-05-07","Tallinn","Art-Salong Grao","Komplekslõuna supp+praad",4.6
"2018-01-29","Tallinn","Margarita Restoran","Uhhaa",2.5
"2018-01-16","Tallinn","Tammsaare Ärikeskuse Daily","Läätse - oapada (vegan) Fitlap",2.9
"2018-02-15","Tallinn","Cafe Lyon Meistri","Frikadellisupp",3.9
"2018-06-19","Tartu","Fasters Grill-Buffee","Maasikad vahukoorega",1.5
"2017-12-11","Tallinn","Salvador Steakhouse","Supp ja praad koos",6.5
"2018-02-05","Tartu","Aardla TOIT","Kodune kebab",3.5
"2018-02-01","Tartu","Kohtu Kohvik","Seasnitsel",3.8
"2017-12-19","Tallinn","Reval Café Rävala","Krevettidega köögivilja-juustusupp",3.2
"2017-11-14","Tartu","Vilde ja Vine","Talupojasupp",3.5
"2018-06-06","Tallinn","Tatari Söögituba","Aurutatud heigifilee köögiviljawokiga",5.35
"2018-06-15","Tallinn","Apelsini Raudtee Resto","Õrnalt vürtsikas külm tomatisupp mozzarellaga",4.5
"2017-10-30","Tallinn","Kohalik kohvik","Mooritud kalkun keedukartuli ja värske salatiga",4.5
"2018-01-03","Tallinn","Rucola","Päevasupp: Tomatine veiselihasupp punaste ubadega",3.9
"2017-12-26","Tartu","Krempel Kohvik","Tatar ahjuseente ja sibulatega (vegan)",5
"2018-04-24","Tallinn","Mustikas Kohvik","Kana kintsuliha hiinapärases kastmes",3.4
"2018-05-15","Tallinn","Tark Catering","Soe singi-juustu võileib tomatiga",2.5
"2017-11-15","Tallinn","Kotlet","Lihapallid tomatises kastmes (G)",4.9
"2018-05-07","Tallinn","Luminor Maja Daily","Kinoa kana ja köögiviljadega Fitlap**",1.2
"2018-02-15","Tallinn","Grenka Kohvik","Kanasupp nudlitega",3.8
"2018-05-21","Tallinn","F-hoone","Loomastrooganov kartulipüree ja peedisalatiga",3.9
"2018-04-16","Tallinn","Reval Café Tere","Tomatine chorizo-läätsesupp (L)",3.2
"2018-04-18","Tallinn","Kompass","Sealiha ingveri-soja marinaadis",5
"2017-11-13","Tallinn","TKTK Amps","Verivorstid pohlamoosiga",2.95
"2018-06-15","Tallinn","Söökla","Sealiha juustukattega",4.9
"2017-12-15","Tartu","Tartu Kohvik","Pohla- kadakamarinaadis sealiha (saadaval ainult suur praad)",3.9
"2018-05-07","Tallinn","Galerii kohvik & bistroo","Frikadellisupp",3
"2017-10-25","Tallinn","Mustikas Kohvik","Seljanka",2.3
"2017-10-31","Tallinn","More Cafe","Värske salat peedi ja küpsetatud kitsejuustuga",5.9
"2018-05-30","Tallinn","Elsa - Nõmme Jaamarestoran","Gazpacho: külm supp tomati, paprika, kurgi, punase sibula, küüslaugu ja ürtidega",3.5
"2018-03-05","Tartu","Tartu Kohvik","Mulgikapsas keedukartuliga",3.9
"2018-05-15","Tallinn","TTÜ 4 korpus Daily","Külmsupp",1.2
"2018-05-11","Tallinn","Cubanita Live Cafe","Pasta salamiga",3.6
"2017-11-13","Tallinn","TTÜ peahoone Daily","Kana - mangokarri kookospiimaga",2.3
"2018-01-30","Tallinn","Kotlet","Praad ja supp",5
"2018-04-02","Tallinn","More Cafe","Hapukapsasupp veiselihaga",3.9
"2018-04-30","Tallinn","August Kohvik","Külm tomatisupp basiilku ja Crudo sipsidega",4
"2018-05-25","Tallinn","Magistrali Bistroo","Seljanka",2.4
"2018-03-13","Tallinn","Reval Café Perh Aatriumi","Frikadellisupp (L)",3.2
"2017-11-01","Tartu","Aleksander","Hapukapsaborš",2.8
"2018-03-19","Tallinn","Muusika- ja Teatriakadeemia Daily","Tatra - köögiviljaroog kookospiimaga",2.9
"2018-02-05","Tartu","Pahad Poisid","Mooritud kanaliha friikartulite, cheddar juustu kastme ja toorsalatiga",3.7
"2017-12-06","Tallinn","Cafe Lyon Meistri","Kana-klimbisupp",3.9
"2017-10-16","Tartu","Ülejõe kohvik","Lõunabuffee 100g",0.9
"2018-06-14","Tallinn","City Plaza","Seakael tomati ja juustuga",5.2
"2018-01-02","Tallinn","Frenchy","Pardifilee koos kus-kussiga",4.9
"2018-07-26","Tallinn","Helios Söögituba","Hakk-kotlet",4.75
"2018-01-23","Tallinn","Kohvik Tüll","Liha-köögiviljapada",3
"2018-02-06","Tartu","Krempel Kohvik","Selge leemega kikerhernesupp",3.5
"2018-07-10","Tallinn","Ubin bistroo","Maksastroganov",4.7
"2018-05-17","Tartu","Annapurna Top","Krõbe lambaliha küüslaugu-tomatikastmes",3.4
"2017-11-14","Tartu","SPARK Cafe","Lasanje",4.5
"2017-12-22","Tallinn","Söökla","Hapukapsas verivorstiga",2.95
"2018-05-15","Tallinn","Hr Mauruse Pubi","Šašlõkk sealihast",4.8
"2018-05-25","Tallinn","Golden Goose","Lihapirukas/Kapsapirukas pärmi-lehttaignast",1
"2018-06-19","Tartu","Eesti Maaülikooli Daily","Veisestrooganov",2.2
"2018-07-27","Tartu","Aardla Toidubaar","Kanasupp",1.3
"2018-07-10","Tallinn","Ubin bistroo","Värske salat suitsukana-ja rukola kastmega",5.5
"2017-10-26","Tallinn","Gourmet Coffee City","Sealihaguljašš riisiga",5.5
"2018-08-02","Tallinn","Restoran Platz","Kreveti-juustutäidisega krõbe lestafilee röstitud aedviljade ja sidruni-koorekastmega",6.8
"2018-04-19","Tartu","Villa Margaretha","Teftelid riisi ja salatiga",3.75
"2018-08-06","Tartu","Sheriff Saloon","Päevapraad: Pulled pork küüslaugukartulitega + laimi-meekook; kohv/tee*",4.9
"2017-12-18","Tallinn","Klaaspärlimäng","Veisemakse köögiviljadega",5.65
"2018-04-24","Tallinn","Must Puudel","Kikerherne kotlett musta riisiga",5.5
"2018-07-09","Tallinn","Sikupilli Basiilik","Salaamipitsa spinati ja sinihallitusjuustuga",8.5
"2018-03-21","Tallinn","Ag cafe","Hakk beefsteak munaga",4.8
"2018-04-24","Tallinn","Hell Hunt","Selge kalasupp",1.8
"2018-03-14","Tartu","Cafe Truffe","Minutiphv, praemuna, tomatine orsoto, roheline sibulamajo",5
"2018-05-04","Tallinn","MySushi Stockmann","Värske tuunikala salat, kartuli ja vutimunaga",4.5
"2018-03-21","Tallinn","Tervishoiu Kõrgkooli Daily","Kuskuss kanafilee ja köögiviljadega",2.1
"2018-07-11","Tallinn","Amps Merimetsa","Külm suitsulõhe-kodujuustukaste",5.3
"2017-11-14","Tartu","Kohvik Rabarber","Sealihašnitsel / sealihapada, keedetud kartul, aurutatud aedviljad, riivsalat, leib, sai, maitsevõi, kannuvesi",4.5
"2018-01-10","Tartu","Tartu Ränduri pubi","Hapukapsaborš, kana-riisisupp",2.7
"2018-04-09","Tartu","Kotka Kelder","Päevamagustoit buffee`st (3 erinevat valikut)",2
"2018-03-22","Tallinn","Helios Söögituba","Kanakintsud",3.75
"2018-04-02","Tallinn","Kohalik kohvik","Tomatine kanapasta basiilikuga",4.7
"2018-07-31","Tallinn","Pärnu mnt Amps","Kartuli-singisupp",2.2
"2018-07-04","Tartu","Cafe Briis","Sealiha seente ja juustukattega",3.5
"2018-03-22","Tallinn","Malltop Restoran","Sealiha küüslaugu-juustuga",4.8
"2017-11-09","Tallinn","Mets Restoran","Kana kreekeri paneeringus",4.9
"2018-01-11","Tallinn","Vernalia kohvik","Sealiha paprika, tomati ja juustuga",4.2
