TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011
3,1,CRS3035RES1000mN4046000E5042000,0
0,0,CRS3035RES1000mN4046000E5043000,0
0,0,CRS3035RES1000mN4046000E5044000,0
0,0,CRS3035RES1000mN4046000E5045000,0
0,0,CRS3035RES1000mN4046000E5046000,0
0,0,CRS3035RES1000mN4046000E5047000,0
0,0,CRS3035RES1000mN4046000E5048000,0
0,0,CRS3035RES1000mN4046000E5049000,0
0,0,CRS3035RES1000mN4046000E5050000,0
0,0,CRS3035RES1000mN4046000E5051000,0
0,0,CRS3035RES1000mN4046000E5052000,0
0,0,CRS3035RES1000mN4046000E5053000,0
20,24,CRS3035RES1000mN4046000E5054000,29
3,3,CRS3035RES1000mN4046000E5055000,2
3,7,CRS3035RES1000mN4046000E5056000,4
0,0,CRS3035RES1000mN4046000E5057000,0
0,0,CRS3035RES1000mN4046000E5058000,0
0,0,CRS3035RES1000mN4046000E5059000,0
0,0,CRS3035RES1000mN4046000E5060000,0
0,0,CRS3035RES1000mN4046000E5061000,0
2,0,CRS3035RES1000mN4046000E5062000,0
1,0,CRS3035RES1000mN4046000E5063000,0
2,1,CRS3035RES1000mN4046000E5064000,0
1,1,CRS3035RES1000mN4046000E5065000,1
0,0,CRS3035RES1000mN4046000E5066000,0
0,1,CRS3035RES1000mN4046000E5067000,1
0,0,CRS3035RES1000mN4046000E5068000,0
0,0,CRS3035RES1000mN4046000E5070000,0
0,0,CRS3035RES1000mN4046000E5089000,0
0,0,CRS3035RES1000mN4046000E5090000,0
0,7,CRS3035RES1000mN4046000E5095000,2
7,7,CRS3035RES1000mN4046000E5096000,9
7,8,CRS3035RES1000mN4046000E5097000,9
9,9,CRS3035RES1000mN4046000E5098000,7
8,8,CRS3035RES1000mN4046000E5099000,5
7,2,CRS3035RES1000mN4046000E5100000,3
17,5,CRS3035RES1000mN4046000E5101000,8
4,8,CRS3035RES1000mN4046000E5102000,8
1,0,CRS3035RES1000mN4046000E5103000,0
0,0,CRS3035RES1000mN4046000E5104000,0
5,3,CRS3035RES1000mN4046000E5105000,0
2,1,CRS3035RES1000mN4046000E5106000,4
2,1,CRS3035RES1000mN4046000E5107000,1
1,0,CRS3035RES1000mN4046000E5108000,0
2,0,CRS3035RES1000mN4046000E5109000,0
2,1,CRS3035RES1000mN4046000E5110000,1
2,0,CRS3035RES1000mN4046000E5111000,0
3,4,CRS3035RES1000mN4046000E5112000,3
2,2,CRS3035RES1000mN4046000E5113000,0
16,2,CRS3035RES1000mN4046000E5114000,1
3,10,CRS3035RES1000mN4046000E5115000,4
5,4,CRS3035RES1000mN4046000E5116000,3
0,0,CRS3035RES1000mN4046000E5117000,0
0,0,CRS3035RES1000mN4046000E5118000,0
0,0,CRS3035RES1000mN4046000E5119000,0
0,0,CRS3035RES1000mN4046000E5120000,0
1,1,CRS3035RES1000mN4046000E5121000,0
1,2,CRS3035RES1000mN4046000E5122000,3
0,0,CRS3035RES1000mN4046000E5123000,0
0,0,CRS3035RES1000mN4046000E5124000,0
0,0,CRS3035RES1000mN4046000E5125000,0
0,0,CRS3035RES1000mN4046000E5126000,0
0,0,CRS3035RES1000mN4046000E5127000,0
8,10,CRS3035RES1000mN4046000E5128000,5
4,6,CRS3035RES1000mN4046000E5129000,3
2,1,CRS3035RES1000mN4046000E5130000,0
1,1,CRS3035RES1000mN4046000E5131000,0
3,1,CRS3035RES1000mN4046000E5132000,0
3,0,CRS3035RES1000mN4046000E5133000,0
3,4,CRS3035RES1000mN4046000E5134000,1
2,0,CRS3035RES1000mN4046000E5135000,0
0,0,CRS3035RES1000mN4046000E5136000,0
0,0,CRS3035RES1000mN4046000E5137000,0
0,0,CRS3035RES1000mN4046000E5138000,0
4,7,CRS3035RES1000mN4046000E5139000,0
141,186,CRS3035RES1000mN4046000E5140000,144
4,3,CRS3035RES1000mN4046000E5141000,0
3,2,CRS3035RES1000mN4046000E5142000,1
0,0,CRS3035RES1000mN4046000E5143000,0
0,0,CRS3035RES1000mN4046000E5144000,0
0,0,CRS3035RES1000mN4046000E5145000,0
0,0,CRS3035RES1000mN4046000E5146000,0
0,0,CRS3035RES1000mN4046000E5147000,0
2,2,CRS3035RES1000mN4046000E5148000,2
3,5,CRS3035RES1000mN4046000E5149000,3
14,33,CRS3035RES1000mN4046000E5150000,20
1,0,CRS3035RES1000mN4046000E5151000,0
2,0,CRS3035RES1000mN4046000E5152000,0
3,3,CRS3035RES1000mN4046000E5153000,2
3,0,CRS3035RES1000mN4046000E5154000,0
1,0,CRS3035RES1000mN4046000E5155000,0
0,0,CRS3035RES1000mN4046000E5156000,0
0,0,CRS3035RES1000mN4046000E5157000,0
1,0,CRS3035RES1000mN4046000E5158000,0
1,0,CRS3035RES1000mN4046000E5159000,0
13,14,CRS3035RES1000mN4046000E5160000,10
2,0,CRS3035RES1000mN4046000E5161000,0
3,0,CRS3035RES1000mN4046000E5162000,0
1,2,CRS3035RES1000mN4046000E5163000,2
1,0,CRS3035RES1000mN4046000E5164000,0
3,0,CRS3035RES1000mN4046000E5165000,0
1,0,CRS3035RES1000mN4046000E5166000,0
0,0,CRS3035RES1000mN4046000E5167000,0
0,0,CRS3035RES1000mN4046000E5168000,0
0,1,CRS3035RES1000mN4046000E5169000,0
0,0,CRS3035RES1000mN4046000E5170000,0
2,0,CRS3035RES1000mN4046000E5171000,0
19,6,CRS3035RES1000mN4046000E5172000,4
12,13,CRS3035RES1000mN4046000E5173000,10
5,22,CRS3035RES1000mN4046000E5174000,18
8,0,CRS3035RES1000mN4046000E5175000,0
0,0,CRS3035RES1000mN4046000E5176000,0
1,0,CRS3035RES1000mN4046000E5177000,0
0,0,CRS3035RES1000mN4046000E5178000,0
0,0,CRS3035RES1000mN4046000E5179000,0
5,0,CRS3035RES1000mN4046000E5180000,8
0,1,CRS3035RES1000mN4046000E5181000,0
0,0,CRS3035RES1000mN4046000E5182000,0
0,0,CRS3035RES1000mN4046000E5183000,0
3,0,CRS3035RES1000mN4046000E5184000,0
0,0,CRS3035RES1000mN4046000E5185000,0
3,1,CRS3035RES1000mN4046000E5186000,0
0,0,CRS3035RES1000mN4046000E5187000,0
0,1,CRS3035RES1000mN4046000E5188000,0
0,0,CRS3035RES1000mN4046000E5189000,0
0,5,CRS3035RES1000mN4046000E5190000,3
4,5,CRS3035RES1000mN4046000E5191000,7
8,2,CRS3035RES1000mN4046000E5192000,0
0,0,CRS3035RES1000mN4046000E5193000,0
0,0,CRS3035RES1000mN4046000E5194000,0
5,4,CRS3035RES1000mN4046000E5195000,6
4,12,CRS3035RES1000mN4046000E5196000,6
2,7,CRS3035RES1000mN4046000E5197000,5
2,2,CRS3035RES1000mN4046000E5198000,2
1,1,CRS3035RES1000mN4046000E5199000,0
7,2,CRS3035RES1000mN4046000E5200000,1
0,0,CRS3035RES1000mN4046000E5201000,0
0,0,CRS3035RES1000mN4046000E5202000,0
0,0,CRS3035RES1000mN4046000E5203000,0
0,0,CRS3035RES1000mN4046000E5204000,0
0,0,CRS3035RES1000mN4046000E5205000,0
6,5,CRS3035RES1000mN4046000E5206000,4
1,0,CRS3035RES1000mN4046000E5207000,0
2,0,CRS3035RES1000mN4046000E5208000,0
2,3,CRS3035RES1000mN4046000E5209000,2
0,1,CRS3035RES1000mN4046000E5210000,0
4,9,CRS3035RES1000mN4046000E5211000,8
4,3,CRS3035RES1000mN4046000E5212000,0
2,4,CRS3035RES1000mN4046000E5213000,3
2,0,CRS3035RES1000mN4046000E5214000,0
1,0,CRS3035RES1000mN4046000E5215000,0
0,6,CRS3035RES1000mN4046000E5216000,7
857,984,CRS3035RES1000mN4046000E5217000,863
96,121,CRS3035RES1000mN4046000E5218000,111
17,5,CRS3035RES1000mN4046000E5219000,4
6,19,CRS3035RES1000mN4046000E5220000,21
3,10,CRS3035RES1000mN4046000E5221000,8
31,40,CRS3035RES1000mN4046000E5222000,35
30,22,CRS3035RES1000mN4046000E5223000,23
2,3,CRS3035RES1000mN4046000E5224000,2
4,1,CRS3035RES1000mN4046000E5225000,1
5,3,CRS3035RES1000mN4046000E5226000,8
8,11,CRS3035RES1000mN4046000E5227000,13
7,4,CRS3035RES1000mN4046000E5228000,4
3,1,CRS3035RES1000mN4046000E5229000,6
4,0,CRS3035RES1000mN4046000E5230000,0
2,0,CRS3035RES1000mN4046000E5231000,0
9,3,CRS3035RES1000mN4046000E5232000,13
0,0,CRS3035RES1000mN4046000E5233000,0
0,0,CRS3035RES1000mN4046000E5234000,0
0,0,CRS3035RES1000mN4046000E5235000,0
0,0,CRS3035RES1000mN4046000E5236000,0
0,0,CRS3035RES1000mN4046000E5237000,0
0,0,CRS3035RES1000mN4046000E5238000,0
1,0,CRS3035RES1000mN4046000E5239000,0
2,0,CRS3035RES1000mN4046000E5240000,4
2,1,CRS3035RES1000mN4046000E5241000,1
0,0,CRS3035RES1000mN4046000E5242000,0
0,0,CRS3035RES1000mN4046000E5243000,0
2,6,CRS3035RES1000mN4046000E5244000,5
2,0,CRS3035RES1000mN4046000E5245000,0
1,0,CRS3035RES1000mN4046000E5246000,0
0,0,CRS3035RES1000mN4046000E5247000,0
2,3,CRS3035RES1000mN4046000E5248000,0
1,16,CRS3035RES1000mN4046000E5249000,11
2,1,CRS3035RES1000mN4046000E5250000,0
4,0,CRS3035RES1000mN4046000E5251000,0
0,0,CRS3035RES1000mN4046000E5252000,0
0,0,CRS3035RES1000mN4046000E5253000,0
0,0,CRS3035RES1000mN4046000E5254000,0
0,0,CRS3035RES1000mN4046000E5255000,0
0,0,CRS3035RES1000mN4046000E5256000,0
0,0,CRS3035RES1000mN4046000E5257000,0
0,0,CRS3035RES1000mN4046000E5258000,0
2,2,CRS3035RES1000mN4046000E5259000,1
2,0,CRS3035RES1000mN4046000E5260000,0
3,4,CRS3035RES1000mN4046000E5261000,4
6,2,CRS3035RES1000mN4046000E5262000,1
3,9,CRS3035RES1000mN4046000E5263000,6
1,1,CRS3035RES1000mN4046000E5264000,0
0,2,CRS3035RES1000mN4046000E5265000,2
0,0,CRS3035RES1000mN4046000E5266000,0
0,0,CRS3035RES1000mN4046000E5267000,0
2,0,CRS3035RES1000mN4046000E5268000,0
3,2,CRS3035RES1000mN4046000E5269000,2
0,0,CRS3035RES1000mN4046000E5270000,0
1,0,CRS3035RES1000mN4046000E5271000,0
1,0,CRS3035RES1000mN4046000E5272000,0
0,0,CRS3035RES1000mN4046000E5273000,0
0,0,CRS3035RES1000mN4046000E5274000,0
0,0,CRS3035RES1000mN4046000E5275000,0
0,0,CRS3035RES1000mN4046000E5276000,0
1,7,CRS3035RES1000mN4046000E5277000,4
2,0,CRS3035RES1000mN4046000E5278000,0
2,0,CRS3035RES1000mN4046000E5279000,0
3,6,CRS3035RES1000mN4046000E5280000,2
3,3,CRS3035RES1000mN4046000E5281000,2
2,2,CRS3035RES1000mN4046000E5282000,2
44,41,CRS3035RES1000mN4046000E5283000,28
203,175,CRS3035RES1000mN4046000E5284000,144
86,73,CRS3035RES1000mN4046000E5285000,55
14,39,CRS3035RES1000mN4046000E5286000,61
2,1,CRS3035RES1000mN4046000E5287000,0
6,1,CRS3035RES1000mN4046000E5288000,0
11,4,CRS3035RES1000mN4046000E5289000,15
5,4,CRS3035RES1000mN4046000E5290000,12
0,4,CRS3035RES1000mN4046000E5291000,2
0,6,CRS3035RES1000mN4046000E5292000,11
3,0,CRS3035RES1000mN4046000E5293000,0
4,18,CRS3035RES1000mN4046000E5294000,21
5,0,CRS3035RES1000mN4046000E5295000,0
3,3,CRS3035RES1000mN4046000E5296000,0
2,10,CRS3035RES1000mN4046000E5297000,8
3,4,CRS3035RES1000mN4046000E5298000,5
10,4,CRS3035RES1000mN4046000E5299000,6
2,4,CRS3035RES1000mN4046000E5300000,3
7,6,CRS3035RES1000mN4046000E5301000,10
3,0,CRS3035RES1000mN4046000E5302000,0
5,4,CRS3035RES1000mN4046000E5303000,6
0,0,CRS3035RES1000mN4046000E5304000,0
3,1,CRS3035RES1000mN4046000E5305000,0
2,0,CRS3035RES1000mN4046000E5306000,0
5,1,CRS3035RES1000mN4046000E5307000,4
10,13,CRS3035RES1000mN4046000E5308000,11
0,0,CRS3035RES1000mN4046000E5309000,0
0,0,CRS3035RES1000mN4046000E5310000,0
0,0,CRS3035RES1000mN4046000E5311000,0
0,0,CRS3035RES1000mN4046000E5312000,0
0,0,CRS3035RES1000mN4046000E5313000,0
0,0,CRS3035RES1000mN4046000E5314000,0
0,0,CRS3035RES1000mN4046000E5315000,0
0,0,CRS3035RES1000mN4046000E5316000,0
1,0,CRS3035RES1000mN4046000E5317000,0
1,0,CRS3035RES1000mN4046000E5318000,0
0,0,CRS3035RES1000mN4046000E5334000,0
0,0,CRS3035RES1000mN4046000E5335000,0
0,0,CRS3035RES1000mN4046000E5336000,0
0,0,CRS3035RES1000mN4047000E5031000,0
0,0,CRS3035RES1000mN4047000E5032000,0
0,0,CRS3035RES1000mN4047000E5033000,0
1,0,CRS3035RES1000mN4047000E5034000,0
13,0,CRS3035RES1000mN4047000E5035000,0
13,5,CRS3035RES1000mN4047000E5036000,5
4,4,CRS3035RES1000mN4047000E5037000,4
40,25,CRS3035RES1000mN4047000E5038000,26
12,17,CRS3035RES1000mN4047000E5039000,15
11,2,CRS3035RES1000mN4047000E5040000,1
5,5,CRS3035RES1000mN4047000E5041000,5
2,3,CRS3035RES1000mN4047000E5042000,2
0,0,CRS3035RES1000mN4047000E5043000,0
0,0,CRS3035RES1000mN4047000E5044000,0
0,0,CRS3035RES1000mN4047000E5045000,0
0,0,CRS3035RES1000mN4047000E5046000,0
0,0,CRS3035RES1000mN4047000E5047000,0
0,0,CRS3035RES1000mN4047000E5048000,0
0,0,CRS3035RES1000mN4047000E5049000,0
0,0,CRS3035RES1000mN4047000E5050000,0
0,0,CRS3035RES1000mN4047000E5051000,0
0,0,CRS3035RES1000mN4047000E5052000,0
4,3,CRS3035RES1000mN4047000E5053000,4
0,0,CRS3035RES1000mN4047000E5054000,0
3,0,CRS3035RES1000mN4047000E5055000,0
6,2,CRS3035RES1000mN4047000E5056000,0
0,0,CRS3035RES1000mN4047000E5057000,0
0,0,CRS3035RES1000mN4047000E5058000,0
0,0,CRS3035RES1000mN4047000E5059000,0
0,0,CRS3035RES1000mN4047000E5060000,0
0,7,CRS3035RES1000mN4047000E5061000,7
3,1,CRS3035RES1000mN4047000E5062000,0
6,2,CRS3035RES1000mN4047000E5063000,0
8,16,CRS3035RES1000mN4047000E5064000,9
2,0,CRS3035RES1000mN4047000E5065000,0
0,0,CRS3035RES1000mN4047000E5066000,0
0,0,CRS3035RES1000mN4047000E5067000,0
0,0,CRS3035RES1000mN4047000E5068000,0
0,0,CRS3035RES1000mN4047000E5069000,0
0,0,CRS3035RES1000mN4047000E5070000,0
0,0,CRS3035RES1000mN4047000E5088000,0
3,3,CRS3035RES1000mN4047000E5094000,0
33,9,CRS3035RES1000mN4047000E5095000,6
6,0,CRS3035RES1000mN4047000E5096000,0
24,14,CRS3035RES1000mN4047000E5097000,11
14,14,CRS3035RES1000mN4047000E5098000,10
1,0,CRS3035RES1000mN4047000E5099000,0
5,7,CRS3035RES1000mN4047000E5100000,12
16,22,CRS3035RES1000mN4047000E5101000,18
12,0,CRS3035RES1000mN4047000E5102000,2
0,0,CRS3035RES1000mN4047000E5103000,0
0,0,CRS3035RES1000mN4047000E5104000,0
4,4,CRS3035RES1000mN4047000E5105000,1
2,1,CRS3035RES1000mN4047000E5106000,0
0,0,CRS3035RES1000mN4047000E5107000,0
0,0,CRS3035RES1000mN4047000E5108000,0
0,0,CRS3035RES1000mN4047000E5109000,0
0,0,CRS3035RES1000mN4047000E5110000,0
0,0,CRS3035RES1000mN4047000E5111000,0
5,1,CRS3035RES1000mN4047000E5112000,0
4,3,CRS3035RES1000mN4047000E5113000,3
3,2,CRS3035RES1000mN4047000E5114000,2
1,0,CRS3035RES1000mN4047000E5115000,0
2,0,CRS3035RES1000mN4047000E5116000,0
0,0,CRS3035RES1000mN4047000E5117000,0
0,0,CRS3035RES1000mN4047000E5118000,0
0,0,CRS3035RES1000mN4047000E5119000,0
2,0,CRS3035RES1000mN4047000E5120000,0
1,0,CRS3035RES1000mN4047000E5121000,0
1,0,CRS3035RES1000mN4047000E5122000,0
0,0,CRS3035RES1000mN4047000E5123000,0
0,0,CRS3035RES1000mN4047000E5124000,0
0,0,CRS3035RES1000mN4047000E5125000,0
1,0,CRS3035RES1000mN4047000E5126000,0
3,0,CRS3035RES1000mN4047000E5127000,0
8,9,CRS3035RES1000mN4047000E5128000,7
9,3,CRS3035RES1000mN4047000E5129000,0
2,1,CRS3035RES1000mN4047000E5130000,0
0,0,CRS3035RES1000mN4047000E5131000,0
2,1,CRS3035RES1000mN4047000E5132000,0
1,0,CRS3035RES1000mN4047000E5133000,0
1,0,CRS3035RES1000mN4047000E5134000,0
3,0,CRS3035RES1000mN4047000E5135000,0
1,0,CRS3035RES1000mN4047000E5136000,0
0,0,CRS3035RES1000mN4047000E5137000,0
1,0,CRS3035RES1000mN4047000E5138000,0
4,10,CRS3035RES1000mN4047000E5139000,5
2,0,CRS3035RES1000mN4047000E5140000,0
8,17,CRS3035RES1000mN4047000E5141000,13
9,7,CRS3035RES1000mN4047000E5142000,5
1,0,CRS3035RES1000mN4047000E5143000,0
0,0,CRS3035RES1000mN4047000E5144000,0
0,0,CRS3035RES1000mN4047000E5145000,0
0,0,CRS3035RES1000mN4047000E5146000,0
0,0,CRS3035RES1000mN4047000E5147000,0
0,0,CRS3035RES1000mN4047000E5148000,0
24,22,CRS3035RES1000mN4047000E5149000,12
0,19,CRS3035RES1000mN4047000E5150000,12
7,2,CRS3035RES1000mN4047000E5151000,5
1,4,CRS3035RES1000mN4047000E5152000,1
2,4,CRS3035RES1000mN4047000E5153000,1
3,4,CRS3035RES1000mN4047000E5154000,1
3,2,CRS3035RES1000mN4047000E5155000,2
0,0,CRS3035RES1000mN4047000E5156000,0
0,0,CRS3035RES1000mN4047000E5157000,0
0,0,CRS3035RES1000mN4047000E5158000,0
3,7,CRS3035RES1000mN4047000E5159000,1
12,14,CRS3035RES1000mN4047000E5160000,4
3,10,CRS3035RES1000mN4047000E5161000,13
3,1,CRS3035RES1000mN4047000E5162000,1
1,1,CRS3035RES1000mN4047000E5163000,0
1,0,CRS3035RES1000mN4047000E5164000,0
0,0,CRS3035RES1000mN4047000E5165000,0
2,0,CRS3035RES1000mN4047000E5166000,0
2,0,CRS3035RES1000mN4047000E5167000,0
0,0,CRS3035RES1000mN4047000E5168000,0
2,0,CRS3035RES1000mN4047000E5169000,0
1,0,CRS3035RES1000mN4047000E5170000,0
2,0,CRS3035RES1000mN4047000E5171000,0
1,3,CRS3035RES1000mN4047000E5172000,1
0,0,CRS3035RES1000mN4047000E5173000,0
1,2,CRS3035RES1000mN4047000E5174000,1
6,10,CRS3035RES1000mN4047000E5175000,5
3,7,CRS3035RES1000mN4047000E5176000,6
1,0,CRS3035RES1000mN4047000E5177000,0
0,0,CRS3035RES1000mN4047000E5178000,0
0,0,CRS3035RES1000mN4047000E5179000,0
0,0,CRS3035RES1000mN4047000E5180000,0
0,0,CRS3035RES1000mN4047000E5181000,0
0,0,CRS3035RES1000mN4047000E5182000,0
0,0,CRS3035RES1000mN4047000E5183000,0
0,0,CRS3035RES1000mN4047000E5184000,0
0,5,CRS3035RES1000mN4047000E5185000,4
5,1,CRS3035RES1000mN4047000E5186000,0
1,0,CRS3035RES1000mN4047000E5187000,0
0,0,CRS3035RES1000mN4047000E5188000,0
1,0,CRS3035RES1000mN4047000E5189000,0
2,3,CRS3035RES1000mN4047000E5190000,2
3,3,CRS3035RES1000mN4047000E5191000,2
1,0,CRS3035RES1000mN4047000E5192000,0
0,0,CRS3035RES1000mN4047000E5193000,0
0,0,CRS3035RES1000mN4047000E5194000,0
3,1,CRS3035RES1000mN4047000E5195000,0
0,0,CRS3035RES1000mN4047000E5196000,0
1,0,CRS3035RES1000mN4047000E5197000,0
1,0,CRS3035RES1000mN4047000E5198000,0
2,0,CRS3035RES1000mN4047000E5199000,0
4,4,CRS3035RES1000mN4047000E5200000,1
3,2,CRS3035RES1000mN4047000E5201000,1
0,0,CRS3035RES1000mN4047000E5202000,0
0,0,CRS3035RES1000mN4047000E5203000,0
0,0,CRS3035RES1000mN4047000E5204000,0
0,0,CRS3035RES1000mN4047000E5205000,0
6,4,CRS3035RES1000mN4047000E5206000,4
3,0,CRS3035RES1000mN4047000E5207000,0
1,0,CRS3035RES1000mN4047000E5208000,0
2,0,CRS3035RES1000mN4047000E5209000,0
0,0,CRS3035RES1000mN4047000E5210000,0
0,0,CRS3035RES1000mN4047000E5211000,0
3,0,CRS3035RES1000mN4047000E5212000,0
26,17,CRS3035RES1000mN4047000E5213000,22
10,24,CRS3035RES1000mN4047000E5214000,21
4,0,CRS3035RES1000mN4047000E5215000,2
89,29,CRS3035RES1000mN4047000E5216000,54
45,33,CRS3035RES1000mN4047000E5217000,70
16,8,CRS3035RES1000mN4047000E5218000,7
3,3,CRS3035RES1000mN4047000E5219000,2
35,30,CRS3035RES1000mN4047000E5220000,23
5,9,CRS3035RES1000mN4047000E5221000,5
54,28,CRS3035RES1000mN4047000E5222000,24
42,84,CRS3035RES1000mN4047000E5223000,70
1,6,CRS3035RES1000mN4047000E5224000,9
3,16,CRS3035RES1000mN4047000E5225000,6
8,19,CRS3035RES1000mN4047000E5226000,10
4,24,CRS3035RES1000mN4047000E5227000,17
17,6,CRS3035RES1000mN4047000E5228000,10
1,0,CRS3035RES1000mN4047000E5229000,0
3,0,CRS3035RES1000mN4047000E5230000,0
5,7,CRS3035RES1000mN4047000E5231000,6
15,13,CRS3035RES1000mN4047000E5232000,8
2,0,CRS3035RES1000mN4047000E5233000,0
2,14,CRS3035RES1000mN4047000E5234000,6
1,0,CRS3035RES1000mN4047000E5235000,0
0,0,CRS3035RES1000mN4047000E5236000,0
1,0,CRS3035RES1000mN4047000E5237000,0
1,1,CRS3035RES1000mN4047000E5238000,0
0,0,CRS3035RES1000mN4047000E5239000,0
0,0,CRS3035RES1000mN4047000E5240000,0
4,3,CRS3035RES1000mN4047000E5241000,0
2,0,CRS3035RES1000mN4047000E5242000,0
9,1,CRS3035RES1000mN4047000E5243000,0
41,27,CRS3035RES1000mN4047000E5244000,20
3,1,CRS3035RES1000mN4047000E5245000,2
2,1,CRS3035RES1000mN4047000E5246000,1
1,2,CRS3035RES1000mN4047000E5247000,0
2,0,CRS3035RES1000mN4047000E5248000,0
15,8,CRS3035RES1000mN4047000E5249000,6
2,13,CRS3035RES1000mN4047000E5250000,4
2,3,CRS3035RES1000mN4047000E5251000,4
3,1,CRS3035RES1000mN4047000E5252000,0
0,0,CRS3035RES1000mN4047000E5253000,0
0,0,CRS3035RES1000mN4047000E5254000,0
0,0,CRS3035RES1000mN4047000E5255000,0
0,0,CRS3035RES1000mN4047000E5256000,0
3,0,CRS3035RES1000mN4047000E5257000,0
0,0,CRS3035RES1000mN4047000E5258000,0
1,0,CRS3035RES1000mN4047000E5259000,0
15,16,CRS3035RES1000mN4047000E5260000,7
16,13,CRS3035RES1000mN4047000E5261000,12
1,2,CRS3035RES1000mN4047000E5262000,2
0,0,CRS3035RES1000mN4047000E5263000,0
0,0,CRS3035RES1000mN4047000E5264000,0
0,0,CRS3035RES1000mN4047000E5265000,0
0,0,CRS3035RES1000mN4047000E5266000,0
0,0,CRS3035RES1000mN4047000E5267000,0
0,0,CRS3035RES1000mN4047000E5268000,0
0,1,CRS3035RES1000mN4047000E5269000,0
6,3,CRS3035RES1000mN4047000E5270000,8
3,10,CRS3035RES1000mN4047000E5271000,6
2,0,CRS3035RES1000mN4047000E5272000,0
0,0,CRS3035RES1000mN4047000E5273000,0
0,0,CRS3035RES1000mN4047000E5274000,0
0,0,CRS3035RES1000mN4047000E5275000,0
0,1,CRS3035RES1000mN4047000E5276000,0
2,1,CRS3035RES1000mN4047000E5277000,0
3,0,CRS3035RES1000mN4047000E5278000,0
2,4,CRS3035RES1000mN4047000E5279000,3
3,0,CRS3035RES1000mN4047000E5280000,0
2,1,CRS3035RES1000mN4047000E5281000,1
3,3,CRS3035RES1000mN4047000E5282000,7
11,4,CRS3035RES1000mN4047000E5283000,10
53,12,CRS3035RES1000mN4047000E5284000,39
3,15,CRS3035RES1000mN4047000E5285000,14
5,9,CRS3035RES1000mN4047000E5286000,6
4,0,CRS3035RES1000mN4047000E5287000,0
10,1,CRS3035RES1000mN4047000E5288000,0
42,34,CRS3035RES1000mN4047000E5289000,124
128,22,CRS3035RES1000mN4047000E5290000,74
1,3,CRS3035RES1000mN4047000E5291000,6
4,1,CRS3035RES1000mN4047000E5292000,1
8,2,CRS3035RES1000mN4047000E5293000,4
6,2,CRS3035RES1000mN4047000E5294000,8
1,4,CRS3035RES1000mN4047000E5295000,5
5,10,CRS3035RES1000mN4047000E5296000,12
21,11,CRS3035RES1000mN4047000E5297000,12
0,1,CRS3035RES1000mN4047000E5298000,0
4,5,CRS3035RES1000mN4047000E5299000,4
13,1,CRS3035RES1000mN4047000E5300000,1
2,8,CRS3035RES1000mN4047000E5301000,7
2,1,CRS3035RES1000mN4047000E5302000,1
3,7,CRS3035RES1000mN4047000E5303000,6
6,5,CRS3035RES1000mN4047000E5304000,6
2,3,CRS3035RES1000mN4047000E5305000,3
3,3,CRS3035RES1000mN4047000E5306000,1
1,0,CRS3035RES1000mN4047000E5307000,0
6,4,CRS3035RES1000mN4047000E5308000,5
0,0,CRS3035RES1000mN4047000E5309000,0
0,0,CRS3035RES1000mN4047000E5310000,0
0,0,CRS3035RES1000mN4047000E5311000,0
0,0,CRS3035RES1000mN4047000E5312000,0
0,0,CRS3035RES1000mN4047000E5313000,0
0,0,CRS3035RES1000mN4047000E5314000,0
0,0,CRS3035RES1000mN4047000E5315000,0
0,0,CRS3035RES1000mN4047000E5316000,0
3,1,CRS3035RES1000mN4047000E5317000,0
3,4,CRS3035RES1000mN4047000E5318000,0
0,0,CRS3035RES1000mN4048000E5030000,0
0,0,CRS3035RES1000mN4048000E5031000,0
2,0,CRS3035RES1000mN4048000E5033000,0
1,3,CRS3035RES1000mN4048000E5034000,2
0,24,CRS3035RES1000mN4048000E5035000,21
1,6,CRS3035RES1000mN4048000E5036000,5
1,5,CRS3035RES1000mN4048000E5037000,4
106,148,CRS3035RES1000mN4048000E5038000,137
7,9,CRS3035RES1000mN4048000E5039000,11
10,18,CRS3035RES1000mN4048000E5040000,16
2,0,CRS3035RES1000mN4048000E5041000,0
0,0,CRS3035RES1000mN4048000E5042000,0
0,0,CRS3035RES1000mN4048000E5043000,0
1,0,CRS3035RES1000mN4048000E5044000,0
2,0,CRS3035RES1000mN4048000E5045000,0
1,0,CRS3035RES1000mN4048000E5046000,0
0,4,CRS3035RES1000mN4048000E5047000,0
0,0,CRS3035RES1000mN4048000E5048000,0
0,0,CRS3035RES1000mN4048000E5049000,0
0,0,CRS3035RES1000mN4048000E5050000,0
0,0,CRS3035RES1000mN4048000E5051000,0
1,0,CRS3035RES1000mN4048000E5052000,0
7,7,CRS3035RES1000mN4048000E5053000,6
0,0,CRS3035RES1000mN4048000E5054000,0
2,0,CRS3035RES1000mN4048000E5055000,0
3,0,CRS3035RES1000mN4048000E5056000,0
0,0,CRS3035RES1000mN4048000E5057000,0
0,0,CRS3035RES1000mN4048000E5058000,0
0,0,CRS3035RES1000mN4048000E5059000,0
0,0,CRS3035RES1000mN4048000E5060000,0
69,36,CRS3035RES1000mN4048000E5061000,31
6,1,CRS3035RES1000mN4048000E5062000,5
25,22,CRS3035RES1000mN4048000E5063000,18
5,0,CRS3035RES1000mN4048000E5064000,0
0,0,CRS3035RES1000mN4048000E5066000,0
