TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011
55,26,CRS3035RES1000mN3973000E5053000,42
56,0,CRS3035RES1000mN3973000E5054000,7
4,0,CRS3035RES1000mN3973000E5055000,5
31,28,CRS3035RES1000mN3973000E5056000,47
13,5,CRS3035RES1000mN3973000E5057000,4
5,4,CRS3035RES1000mN3973000E5058000,6
6,1,CRS3035RES1000mN3973000E5059000,3
0,0,CRS3035RES1000mN3973000E5060000,0
2,0,CRS3035RES1000mN3973000E5061000,0
3,3,CRS3035RES1000mN3973000E5062000,5
1,0,CRS3035RES1000mN3973000E5063000,0
0,0,CRS3035RES1000mN3973000E5070000,0
0,0,CRS3035RES1000mN3973000E5136000,0
16,22,CRS3035RES1000mN3973000E5138000,18
95,48,CRS3035RES1000mN3973000E5139000,49
45,44,CRS3035RES1000mN3973000E5140000,55
11,22,CRS3035RES1000mN3973000E5141000,21
0,0,CRS3035RES1000mN3973000E5168000,0
0,1,CRS3035RES1000mN3973000E5169000,0
437,508,CRS3035RES1000mN3973000E5170000,464
29,73,CRS3035RES1000mN3973000E5171000,61
13,4,CRS3035RES1000mN3973000E5172000,5
5,9,CRS3035RES1000mN3973000E5173000,6
0,0,CRS3035RES1000mN3973000E5174000,0
0,0,CRS3035RES1000mN3973000E5175000,0
0,0,CRS3035RES1000mN3973000E5176000,0
0,0,CRS3035RES1000mN3973000E5177000,0
1,0,CRS3035RES1000mN3973000E5178000,0
3,5,CRS3035RES1000mN3973000E5179000,5
1,0,CRS3035RES1000mN3973000E5180000,0
0,0,CRS3035RES1000mN3973000E5181000,0
0,0,CRS3035RES1000mN3973000E5182000,0
0,0,CRS3035RES1000mN3973000E5183000,0
1,0,CRS3035RES1000mN3973000E5184000,0
2,0,CRS3035RES1000mN3973000E5185000,0
20,16,CRS3035RES1000mN3973000E5186000,14
3,7,CRS3035RES1000mN3973000E5187000,3
2,1,CRS3035RES1000mN3973000E5188000,1
0,0,CRS3035RES1000mN3973000E5189000,0
1,1,CRS3035RES1000mN3973000E5190000,0
3,0,CRS3035RES1000mN3973000E5191000,0
1,66,CRS3035RES1000mN3973000E5192000,54
0,6,CRS3035RES1000mN3973000E5193000,4
0,0,CRS3035RES1000mN3973000E5194000,0
0,2,CRS3035RES1000mN3973000E5195000,2
3,0,CRS3035RES1000mN3973000E5196000,0
0,0,CRS3035RES1000mN3973000E5197000,0
0,0,CRS3035RES1000mN3973000E5198000,0
0,0,CRS3035RES1000mN3973000E5199000,0
3,0,CRS3035RES1000mN3973000E5200000,0
3,0,CRS3035RES1000mN3973000E5201000,0
1,0,CRS3035RES1000mN3973000E5202000,0
2,0,CRS3035RES1000mN3973000E5215000,5
2,0,CRS3035RES1000mN3973000E5216000,0
6,7,CRS3035RES1000mN3973000E5217000,8
2,1,CRS3035RES1000mN3973000E5218000,0
0,0,CRS3035RES1000mN3973000E5219000,0
0,0,CRS3035RES1000mN3973000E5230000,0
0,0,CRS3035RES1000mN3973000E5231000,0
1,1,CRS3035RES1000mN3973000E5232000,1
5,0,CRS3035RES1000mN3973000E5234000,5
0,0,CRS3035RES1000mN3973000E5235000,0
0,0,CRS3035RES1000mN3973000E5236000,0
1,3,CRS3035RES1000mN3973000E5237000,0
2,0,CRS3035RES1000mN3973000E5238000,0
3,0,CRS3035RES1000mN3973000E5239000,0
2,1,CRS3035RES1000mN3973000E5240000,0
0,0,CRS3035RES1000mN3973000E5241000,0
0,0,CRS3035RES1000mN3973000E5242000,0
0,0,CRS3035RES1000mN3973000E5243000,0
1,0,CRS3035RES1000mN3973000E5244000,6
9,5,CRS3035RES1000mN3973000E5245000,10
1,4,CRS3035RES1000mN3973000E5246000,3
8,11,CRS3035RES1000mN3973000E5247000,6
3,3,CRS3035RES1000mN3973000E5248000,3
1,0,CRS3035RES1000mN3973000E5249000,0
0,0,CRS3035RES1000mN3973000E5250000,0
1,0,CRS3035RES1000mN3973000E5251000,0
3,4,CRS3035RES1000mN3973000E5252000,4
4,7,CRS3035RES1000mN3973000E5253000,8
2,25,CRS3035RES1000mN3973000E5254000,22
1,0,CRS3035RES1000mN3973000E5255000,0
3,2,CRS3035RES1000mN3973000E5256000,1
3,3,CRS3035RES1000mN3973000E5257000,2
1,0,CRS3035RES1000mN3973000E5258000,0
0,0,CRS3035RES1000mN3973000E5259000,0
0,0,CRS3035RES1000mN3973000E5260000,0
0,0,CRS3035RES1000mN3973000E5261000,0
1,2,CRS3035RES1000mN3973000E5262000,0
9,4,CRS3035RES1000mN3973000E5263000,0
212,191,CRS3035RES1000mN3973000E5264000,281
42,29,CRS3035RES1000mN3973000E5265000,16
0,12,CRS3035RES1000mN3973000E5266000,9
0,0,CRS3035RES1000mN3973000E5267000,0
1,1,CRS3035RES1000mN3973000E5268000,0
0,0,CRS3035RES1000mN3973000E5269000,0
0,0,CRS3035RES1000mN3973000E5270000,0
0,0,CRS3035RES1000mN3973000E5271000,0
0,0,CRS3035RES1000mN3973000E5272000,0
0,0,CRS3035RES1000mN3973000E5273000,0
0,0,CRS3035RES1000mN3973000E5274000,0
2,0,CRS3035RES1000mN3973000E5275000,2
8,17,CRS3035RES1000mN3973000E5276000,10
11,3,CRS3035RES1000mN3973000E5277000,3
16,11,CRS3035RES1000mN3973000E5278000,9
8,11,CRS3035RES1000mN3973000E5279000,5
0,0,CRS3035RES1000mN3973000E5280000,0
2,0,CRS3035RES1000mN3973000E5281000,0
3,3,CRS3035RES1000mN3973000E5282000,2
5,1,CRS3035RES1000mN3973000E5283000,1
6,11,CRS3035RES1000mN3973000E5284000,10
5,12,CRS3035RES1000mN3973000E5285000,7
2,7,CRS3035RES1000mN3973000E5286000,4
4,3,CRS3035RES1000mN3973000E5287000,2
4,5,CRS3035RES1000mN3973000E5288000,6
44,11,CRS3035RES1000mN3973000E5289000,9
3,6,CRS3035RES1000mN3973000E5290000,4
9,6,CRS3035RES1000mN3973000E5291000,3
11,19,CRS3035RES1000mN3973000E5292000,12
23,31,CRS3035RES1000mN3973000E5293000,21
24,19,CRS3035RES1000mN3973000E5294000,17
48,65,CRS3035RES1000mN3973000E5295000,75
8,14,CRS3035RES1000mN3973000E5296000,11
8,5,CRS3035RES1000mN3973000E5297000,3
4,11,CRS3035RES1000mN3973000E5298000,10
7,4,CRS3035RES1000mN3973000E5299000,4
6,2,CRS3035RES1000mN3973000E5300000,0
6,0,CRS3035RES1000mN3973000E5301000,0
4,4,CRS3035RES1000mN3973000E5302000,1
4,3,CRS3035RES1000mN3973000E5303000,5
2,0,CRS3035RES1000mN3973000E5304000,0
0,0,CRS3035RES1000mN3973000E5305000,0
1,0,CRS3035RES1000mN3973000E5306000,0
0,0,CRS3035RES1000mN3973000E5307000,0
0,0,CRS3035RES1000mN3973000E5308000,0
0,0,CRS3035RES1000mN3973000E5309000,0
0,0,CRS3035RES1000mN3973000E5310000,0
0,0,CRS3035RES1000mN3973000E5311000,0
0,0,CRS3035RES1000mN3973000E5312000,0
0,0,CRS3035RES1000mN3973000E5313000,0
0,0,CRS3035RES1000mN3973000E5314000,0
3,2,CRS3035RES1000mN3973000E5315000,2
0,0,CRS3035RES1000mN3973000E5316000,0
0,0,CRS3035RES1000mN3973000E5317000,0
3,7,CRS3035RES1000mN3973000E5318000,5
14,25,CRS3035RES1000mN3973000E5319000,18
20,17,CRS3035RES1000mN3973000E5320000,25
32,23,CRS3035RES1000mN3973000E5321000,15
4,6,CRS3035RES1000mN3973000E5322000,4
30,16,CRS3035RES1000mN3973000E5323000,12
22,18,CRS3035RES1000mN3973000E5324000,14
2,3,CRS3035RES1000mN3973000E5325000,2
12,7,CRS3035RES1000mN3973000E5326000,4
15,12,CRS3035RES1000mN3973000E5327000,9
16,9,CRS3035RES1000mN3973000E5328000,7
6,10,CRS3035RES1000mN3973000E5329000,10
4,0,CRS3035RES1000mN3973000E5330000,0
2,5,CRS3035RES1000mN3973000E5331000,1
3,1,CRS3035RES1000mN3973000E5332000,6
1,1,CRS3035RES1000mN3973000E5333000,2
3,10,CRS3035RES1000mN3973000E5334000,8
4,15,CRS3035RES1000mN3973000E5335000,10
18,15,CRS3035RES1000mN3973000E5336000,9
1,10,CRS3035RES1000mN3973000E5337000,7
30,33,CRS3035RES1000mN3973000E5338000,37
6,27,CRS3035RES1000mN3973000E5339000,41
1,0,CRS3035RES1000mN3973000E5340000,0
1,7,CRS3035RES1000mN3973000E5341000,4
4,0,CRS3035RES1000mN3973000E5342000,0
9,6,CRS3035RES1000mN3973000E5343000,3
2,7,CRS3035RES1000mN3973000E5344000,5
12,10,CRS3035RES1000mN3973000E5345000,5
3,15,CRS3035RES1000mN3973000E5346000,6
5,11,CRS3035RES1000mN3973000E5347000,4
5,19,CRS3035RES1000mN3973000E5348000,9
10,14,CRS3035RES1000mN3973000E5349000,8
5,7,CRS3035RES1000mN3973000E5350000,4
4,8,CRS3035RES1000mN3973000E5351000,3
3,0,CRS3035RES1000mN3973000E5352000,0
1,0,CRS3035RES1000mN3973000E5353000,0
0,0,CRS3035RES1000mN3973000E5354000,0
0,0,CRS3035RES1000mN3974000E5011000,0
0,0,CRS3035RES1000mN3974000E5012000,0
0,0,CRS3035RES1000mN3974000E5013000,0
0,0,CRS3035RES1000mN3974000E5014000,0
0,0,CRS3035RES1000mN3974000E5015000,0
0,0,CRS3035RES1000mN3974000E5016000,0
0,0,CRS3035RES1000mN3974000E5017000,0
0,0,CRS3035RES1000mN3974000E5018000,0
0,0,CRS3035RES1000mN3974000E5019000,0
2,0,CRS3035RES1000mN3974000E5020000,0
3,2,CRS3035RES1000mN3974000E5021000,3
4,8,CRS3035RES1000mN3974000E5022000,3
5,1,CRS3035RES1000mN3974000E5023000,0
2,0,CRS3035RES1000mN3974000E5024000,0
0,0,CRS3035RES1000mN3974000E5025000,0
0,0,CRS3035RES1000mN3974000E5026000,0
0,0,CRS3035RES1000mN3974000E5027000,0
1,0,CRS3035RES1000mN3974000E5028000,0
0,0,CRS3035RES1000mN3974000E5029000,0
0,0,CRS3035RES1000mN3974000E5030000,0
0,0,CRS3035RES1000mN3974000E5031000,0
0,0,CRS3035RES1000mN3974000E5032000,0
2,0,CRS3035RES1000mN3974000E5033000,0
3,12,CRS3035RES1000mN3974000E5034000,9
351,352,CRS3035RES1000mN3974000E5035000,623
147,16,CRS3035RES1000mN3974000E5036000,10
13,16,CRS3035RES1000mN3974000E5037000,23
1,0,CRS3035RES1000mN3974000E5038000,0
3,0,CRS3035RES1000mN3974000E5039000,0
9,4,CRS3035RES1000mN3974000E5040000,0
1,0,CRS3035RES1000mN3974000E5041000,0
0,0,CRS3035RES1000mN3974000E5042000,0
5,0,CRS3035RES1000mN3974000E5043000,0
16,35,CRS3035RES1000mN3974000E5044000,30
97,59,CRS3035RES1000mN3974000E5045000,91
15,0,CRS3035RES1000mN3974000E5046000,0
0,0,CRS3035RES1000mN3974000E5047000,0
3,0,CRS3035RES1000mN3974000E5048000,3
0,0,CRS3035RES1000mN3974000E5049000,0
0,0,CRS3035RES1000mN3974000E5050000,0
0,0,CRS3035RES1000mN3974000E5051000,0
0,0,CRS3035RES1000mN3974000E5052000,0
50,52,CRS3035RES1000mN3974000E5053000,66
62,22,CRS3035RES1000mN3974000E5054000,23
35,15,CRS3035RES1000mN3974000E5055000,29
18,23,CRS3035RES1000mN3974000E5056000,25
3,0,CRS3035RES1000mN3974000E5057000,0
2,0,CRS3035RES1000mN3974000E5058000,0
9,18,CRS3035RES1000mN3974000E5059000,21
6,2,CRS3035RES1000mN3974000E5060000,3
3,0,CRS3035RES1000mN3974000E5061000,0
4,1,CRS3035RES1000mN3974000E5062000,0
9,0,CRS3035RES1000mN3974000E5063000,2
1,0,CRS3035RES1000mN3974000E5065000,0
2,0,CRS3035RES1000mN3974000E5066000,0
0,0,CRS3035RES1000mN3974000E5067000,0
0,0,CRS3035RES1000mN3974000E5068000,0
1,0,CRS3035RES1000mN3974000E5069000,0
0,0,CRS3035RES1000mN3974000E5070000,0
0,0,CRS3035RES1000mN3974000E5136000,0
14,3,CRS3035RES1000mN3974000E5138000,10
53,47,CRS3035RES1000mN3974000E5139000,24
68,44,CRS3035RES1000mN3974000E5140000,33
47,30,CRS3035RES1000mN3974000E5141000,23
0,0,CRS3035RES1000mN3974000E5168000,0
2,0,CRS3035RES1000mN3974000E5169000,0
45,71,CRS3035RES1000mN3974000E5170000,64
20,23,CRS3035RES1000mN3974000E5171000,18
7,12,CRS3035RES1000mN3974000E5172000,9
4,0,CRS3035RES1000mN3974000E5173000,0
1,0,CRS3035RES1000mN3974000E5174000,4
0,0,CRS3035RES1000mN3974000E5175000,0
0,0,CRS3035RES1000mN3974000E5176000,0
0,0,CRS3035RES1000mN3974000E5177000,0
2,0,CRS3035RES1000mN3974000E5178000,0
6,2,CRS3035RES1000mN3974000E5179000,6
6,0,CRS3035RES1000mN3974000E5180000,0
1,0,CRS3035RES1000mN3974000E5181000,0
0,0,CRS3035RES1000mN3974000E5182000,0
0,0,CRS3035RES1000mN3974000E5183000,0
2,2,CRS3035RES1000mN3974000E5184000,0
1,0,CRS3035RES1000mN3974000E5185000,0
4,27,CRS3035RES1000mN3974000E5186000,21
121,83,CRS3035RES1000mN3974000E5187000,56
54,158,CRS3035RES1000mN3974000E5188000,123
5,12,CRS3035RES1000mN3974000E5189000,8
0,0,CRS3035RES1000mN3974000E5190000,0
2,0,CRS3035RES1000mN3974000E5191000,0
2,1,CRS3035RES1000mN3974000E5192000,6
2,0,CRS3035RES1000mN3974000E5193000,0
1,1,CRS3035RES1000mN3974000E5194000,0
2,1,CRS3035RES1000mN3974000E5195000,3
2,0,CRS3035RES1000mN3974000E5196000,0
0,0,CRS3035RES1000mN3974000E5197000,0
0,0,CRS3035RES1000mN3974000E5198000,0
1,0,CRS3035RES1000mN3974000E5199000,0
3,4,CRS3035RES1000mN3974000E5200000,6
1,2,CRS3035RES1000mN3974000E5201000,1
2,0,CRS3035RES1000mN3974000E5202000,0
0,0,CRS3035RES1000mN3974000E5203000,0
5,0,CRS3035RES1000mN3974000E5214000,11
6,5,CRS3035RES1000mN3974000E5215000,7
1,2,CRS3035RES1000mN3974000E5216000,0
6,12,CRS3035RES1000mN3974000E5217000,9
3,2,CRS3035RES1000mN3974000E5218000,0
4,0,CRS3035RES1000mN3974000E5219000,5
8,0,CRS3035RES1000mN3974000E5229000,0
2,0,CRS3035RES1000mN3974000E5230000,0
1,0,CRS3035RES1000mN3974000E5231000,0
1,0,CRS3035RES1000mN3974000E5232000,0
1,0,CRS3035RES1000mN3974000E5233000,0
0,0,CRS3035RES1000mN3974000E5234000,0
2,0,CRS3035RES1000mN3974000E5235000,0
1,0,CRS3035RES1000mN3974000E5236000,0
0,0,CRS3035RES1000mN3974000E5237000,0
0,0,CRS3035RES1000mN3974000E5238000,0
0,0,CRS3035RES1000mN3974000E5239000,0
0,0,CRS3035RES1000mN3974000E5240000,0
0,0,CRS3035RES1000mN3974000E5241000,0
2,14,CRS3035RES1000mN3974000E5242000,10
1,0,CRS3035RES1000mN3974000E5243000,0
0,0,CRS3035RES1000mN3974000E5244000,0
8,8,CRS3035RES1000mN3974000E5245000,6
2,0,CRS3035RES1000mN3974000E5246000,0
2,0,CRS3035RES1000mN3974000E5247000,0
2,3,CRS3035RES1000mN3974000E5248000,2
2,2,CRS3035RES1000mN3974000E5249000,0
0,0,CRS3035RES1000mN3974000E5250000,0
1,0,CRS3035RES1000mN3974000E5251000,0
6,14,CRS3035RES1000mN3974000E5252000,5
8,32,CRS3035RES1000mN3974000E5253000,23
36,22,CRS3035RES1000mN3974000E5254000,28
10,14,CRS3035RES1000mN3974000E5255000,11
5,12,CRS3035RES1000mN3974000E5256000,3
4,8,CRS3035RES1000mN3974000E5257000,3
3,0,CRS3035RES1000mN3974000E5258000,0
1,0,CRS3035RES1000mN3974000E5259000,0
3,2,CRS3035RES1000mN3974000E5260000,0
2,1,CRS3035RES1000mN3974000E5261000,0
0,8,CRS3035RES1000mN3974000E5262000,2
11,23,CRS3035RES1000mN3974000E5263000,18
87,82,CRS3035RES1000mN3974000E5264000,54
30,52,CRS3035RES1000mN3974000E5265000,30
0,0,CRS3035RES1000mN3974000E5266000,0
2,2,CRS3035RES1000mN3974000E5267000,2
2,0,CRS3035RES1000mN3974000E5268000,0
1,0,CRS3035RES1000mN3974000E5269000,0
0,0,CRS3035RES1000mN3974000E5270000,0
7,14,CRS3035RES1000mN3974000E5271000,11
0,0,CRS3035RES1000mN3974000E5272000,0
3,3,CRS3035RES1000mN3974000E5273000,3
0,1,CRS3035RES1000mN3974000E5274000,0
0,0,CRS3035RES1000mN3974000E5275000,0
3,0,CRS3035RES1000mN3974000E5276000,0
11,15,CRS3035RES1000mN3974000E5277000,15
11,12,CRS3035RES1000mN3974000E5278000,9
1,0,CRS3035RES1000mN3974000E5279000,0
0,0,CRS3035RES1000mN3974000E5280000,0
0,0,CRS3035RES1000mN3974000E5281000,0
2,0,CRS3035RES1000mN3974000E5282000,0
6,1,CRS3035RES1000mN3974000E5283000,9
4,5,CRS3035RES1000mN3974000E5284000,4
3,0,CRS3035RES1000mN3974000E5285000,0
1,6,CRS3035RES1000mN3974000E5286000,3
1,0,CRS3035RES1000mN3974000E5287000,0
3,0,CRS3035RES1000mN3974000E5288000,0
5,1,CRS3035RES1000mN3974000E5289000,1
5,7,CRS3035RES1000mN3974000E5290000,6
4,3,CRS3035RES1000mN3974000E5291000,4
3,6,CRS3035RES1000mN3974000E5292000,7
5,0,CRS3035RES1000mN3974000E5293000,0
57,18,CRS3035RES1000mN3974000E5294000,13
3,18,CRS3035RES1000mN3974000E5295000,19
6,3,CRS3035RES1000mN3974000E5296000,0
0,4,CRS3035RES1000mN3974000E5297000,2
12,5,CRS3035RES1000mN3974000E5298000,4
4,7,CRS3035RES1000mN3974000E5299000,1
4,0,CRS3035RES1000mN3974000E5300000,0
10,19,CRS3035RES1000mN3974000E5301000,15
10,2,CRS3035RES1000mN3974000E5302000,1
2,2,CRS3035RES1000mN3974000E5303000,1
1,0,CRS3035RES1000mN3974000E5304000,0
1,0,CRS3035RES1000mN3974000E5305000,0
2,1,CRS3035RES1000mN3974000E5306000,0
0,0,CRS3035RES1000mN3974000E5307000,0
0,0,CRS3035RES1000mN3974000E5308000,0
0,0,CRS3035RES1000mN3974000E5309000,0
0,0,CRS3035RES1000mN3974000E5310000,0
0,0,CRS3035RES1000mN3974000E5311000,0
1,0,CRS3035RES1000mN3974000E5312000,0
2,0,CRS3035RES1000mN3974000E5313000,0
0,0,CRS3035RES1000mN3974000E5314000,0
0,0,CRS3035RES1000mN3974000E5315000,0
0,0,CRS3035RES1000mN3974000E5316000,0
0,0,CRS3035RES1000mN3974000E5317000,0
0,0,CRS3035RES1000mN3974000E5318000,0
12,7,CRS3035RES1000mN3974000E5319000,14
23,25,CRS3035RES1000mN3974000E5320000,23
10,7,CRS3035RES1000mN3974000E5321000,19
0,6,CRS3035RES1000mN3974000E5322000,3
0,12,CRS3035RES1000mN3974000E5323000,13
7,18,CRS3035RES1000mN3974000E5324000,19
22,25,CRS3035RES1000mN3974000E5325000,13
0,5,CRS3035RES1000mN3974000E5326000,4
11,4,CRS3035RES1000mN3974000E5327000,12
0,0,CRS3035RES1000mN3974000E5328000,0
21,17,CRS3035RES1000mN3974000E5329000,17
13,12,CRS3035RES1000mN3974000E5330000,9
16,16,CRS3035RES1000mN3974000E5331000,9
5,12,CRS3035RES1000mN3974000E5332000,7
3,1,CRS3035RES1000mN3974000E5333000,0
10,5,CRS3035RES1000mN3974000E5334000,10
21,9,CRS3035RES1000mN3974000E5335000,3
2,3,CRS3035RES1000mN3974000E5336000,4
3,9,CRS3035RES1000mN3974000E5337000,4
13,1,CRS3035RES1000mN3974000E5338000,3
5,7,CRS3035RES1000mN3974000E5339000,8
2,1,CRS3035RES1000mN3974000E5340000,0
6,0,CRS3035RES1000mN3974000E5341000,0
6,7,CRS3035RES1000mN3974000E5342000,3
16,12,CRS3035RES1000mN3974000E5343000,17
6,7,CRS3035RES1000mN3974000E5344000,9
4,4,CRS3035RES1000mN3974000E5345000,10
8,2,CRS3035RES1000mN3974000E5346000,2
10,25,CRS3035RES1000mN3974000E5347000,18
12,11,CRS3035RES1000mN3974000E5348000,4
1,0,CRS3035RES1000mN3974000E5349000,0
3,7,CRS3035RES1000mN3974000E5350000,1
4,3,CRS3035RES1000mN3974000E5351000,0
4,0,CRS3035RES1000mN3974000E5352000,0
5,1,CRS3035RES1000mN3974000E5353000,3
3,1,CRS3035RES1000mN3974000E5354000,0
0,0,CRS3035RES1000mN3975000E5010000,0
0,0,CRS3035RES1000mN3975000E5011000,0
0,0,CRS3035RES1000mN3975000E5012000,0
0,0,CRS3035RES1000mN3975000E5013000,0
0,0,CRS3035RES1000mN3975000E5016000,0
0,0,CRS3035RES1000mN3975000E5017000,0
0,0,CRS3035RES1000mN3975000E5018000,0
0,0,CRS3035RES1000mN3975000E5019000,0
0,0,CRS3035RES1000mN3975000E5020000,0
3,0,CRS3035RES1000mN3975000E5021000,0
7,11,CRS3035RES1000mN3975000E5022000,4
2,1,CRS3035RES1000mN3975000E5023000,3
1,0,CRS3035RES1000mN3975000E5024000,0
1,0,CRS3035RES1000mN3975000E5025000,0
0,4,CRS3035RES1000mN3975000E5026000,2
0,0,CRS3035RES1000mN3975000E5027000,0
2,0,CRS3035RES1000mN3975000E5028000,1
1,0,CRS3035RES1000mN3975000E5029000,0
0,0,CRS3035RES1000mN3975000E5030000,0
0,0,CRS3035RES1000mN3975000E5031000,0
1,5,CRS3035RES1000mN3975000E5032000,1
4,0,CRS3035RES1000mN3975000E5033000,0
10,10,CRS3035RES1000mN3975000E5034000,12
15,24,CRS3035RES1000mN3975000E5035000,18
159,166,CRS3035RES1000mN3975000E5036000,132
6,7,CRS3035RES1000mN3975000E5037000,15
0,0,CRS3035RES1000mN3975000E5038000,0
0,0,CRS3035RES1000mN3975000E5039000,0
0,0,CRS3035RES1000mN3975000E5040000,0
2,2,CRS3035RES1000mN3975000E5041000,1
1,1,CRS3035RES1000mN3975000E5042000,0
14,0,CRS3035RES1000mN3975000E5043000,0
5,20,CRS3035RES1000mN3975000E5044000,22
15,7,CRS3035RES1000mN3975000E5045000,13
3,0,CRS3035RES1000mN3975000E5046000,0
1,1,CRS3035RES1000mN3975000E5047000,2
42,19,CRS3035RES1000mN3975000E5048000,39
85,21,CRS3035RES1000mN3975000E5049000,58
3,1,CRS3035RES1000mN3975000E5050000,4
3,1,CRS3035RES1000mN3975000E5051000,6
0,0,CRS3035RES1000mN3975000E5052000,0
3,13,CRS3035RES1000mN3975000E5053000,10
2,56,CRS3035RES1000mN3975000E5054000,50
12,11,CRS3035RES1000mN3975000E5055000,13
2,9,CRS3035RES1000mN3975000E5056000,14
0,0,CRS3035RES1000mN3975000E5057000,0
2,0,CRS3035RES1000mN3975000E5058000,0
17,22,CRS3035RES1000mN3975000E5059000,18
33,28,CRS3035RES1000mN3975000E5060000,14
3,0,CRS3035RES1000mN3975000E5061000,0
2,0,CRS3035RES1000mN3975000E5062000,0
10,13,CRS3035RES1000mN3975000E5063000,12
4,11,CRS3035RES1000mN3975000E5064000,7
6,12,CRS3035RES1000mN3975000E5065000,13
0,0,CRS3035RES1000mN3975000E5066000,0
2,0,CRS3035RES1000mN3975000E5067000,0
4,0,CRS3035RES1000mN3975000E5068000,0
4,7,CRS3035RES1000mN3975000E5069000,7
0,0,CRS3035RES1000mN3975000E5070000,0
0,0,CRS3035RES1000mN3975000E5138000,0
2,0,CRS3035RES1000mN3975000E5139000,2
40,43,CRS3035RES1000mN3975000E5140000,37
11,7,CRS3035RES1000mN3975000E5141000,6
0,0,CRS3035RES1000mN3975000E5167000,0
0,0,CRS3035RES1000mN3975000E5168000,0
6,2,CRS3035RES1000mN3975000E5169000,4
31,23,CRS3035RES1000mN3975000E5170000,14
4,0,CRS3035RES1000mN3975000E5171000,0
5,8,CRS3035RES1000mN3975000E5172000,8
3,5,CRS3035RES1000mN3975000E5173000,0
0,0,CRS3035RES1000mN3975000E5174000,0
3,0,CRS3035RES1000mN3975000E5175000,0
0,0,CRS3035RES1000mN3975000E5176000,0
0,0,CRS3035RES1000mN3975000E5177000,0
3,2,CRS3035RES1000mN3975000E5178000,2
4,2,CRS3035RES1000mN3975000E5179000,2
4,10,CRS3035RES1000mN3975000E5180000,8
2,0,CRS3035RES1000mN3975000E5181000,0
1,0,CRS3035RES1000mN3975000E5182000,0
3,0,CRS3035RES1000mN3975000E5183000,0
1,0,CRS3035RES1000mN3975000E5184000,0
2,2,CRS3035RES1000mN3975000E5185000,2
7,12,CRS3035RES1000mN3975000E5186000,15
27,19,CRS3035RES1000mN3975000E5187000,13
22,9,CRS3035RES1000mN3975000E5188000,13
2,0,CRS3035RES1000mN3975000E5189000,0
1,0,CRS3035RES1000mN3975000E5190000,0
0,0,CRS3035RES1000mN3975000E5191000,0
0,0,CRS3035RES1000mN3975000E5192000,0
0,0,CRS3035RES1000mN3975000E5193000,0
0,1,CRS3035RES1000mN3975000E5194000,0
1,0,CRS3035RES1000mN3975000E5195000,0
2,0,CRS3035RES1000mN3975000E5196000,0
0,0,CRS3035RES1000mN3975000E5197000,0
0,0,CRS3035RES1000mN3975000E5198000,0
2,0,CRS3035RES1000mN3975000E5199000,0
8,8,CRS3035RES1000mN3975000E5200000,7
16,23,CRS3035RES1000mN3975000E5201000,30
0,2,CRS3035RES1000mN3975000E5202000,0
0,0,CRS3035RES1000mN3975000E5203000,0
0,0,CRS3035RES1000mN3975000E5213000,0
0,0,CRS3035RES1000mN3975000E5214000,0
2,0,CRS3035RES1000mN3975000E5215000,0
0,0,CRS3035RES1000mN3975000E5216000,0
9,3,CRS3035RES1000mN3975000E5217000,0
3,4,CRS3035RES1000mN3975000E5218000,3
0,0,CRS3035RES1000mN3975000E5227000,0
3,0,CRS3035RES1000mN3975000E5228000,2
8,9,CRS3035RES1000mN3975000E5229000,10
1,0,CRS3035RES1000mN3975000E5230000,0
12,14,CRS3035RES1000mN3975000E5231000,13
1,3,CRS3035RES1000mN3975000E5232000,1
0,1,CRS3035RES1000mN3975000E5233000,1
0,0,CRS3035RES1000mN3975000E5234000,0
3,4,CRS3035RES1000mN3975000E5235000,0
1,0,CRS3035RES1000mN3975000E5236000,0
0,0,CRS3035RES1000mN3975000E5237000,0
0,0,CRS3035RES1000mN3975000E5238000,0
0,0,CRS3035RES1000mN3975000E5239000,0
0,0,CRS3035RES1000mN3975000E5240000,0
0,0,CRS3035RES1000mN3975000E5241000,0
2,0,CRS3035RES1000mN3975000E5242000,0
1,0,CRS3035RES1000mN3975000E5243000,0
0,1,CRS3035RES1000mN3975000E5244000,2
6,4,CRS3035RES1000mN3975000E5245000,4
0,0,CRS3035RES1000mN3975000E5246000,0
0,0,CRS3035RES1000mN3975000E5247000,0
1,0,CRS3035RES1000mN3975000E5248000,0
3,0,CRS3035RES1000mN3975000E5249000,0
1,0,CRS3035RES1000mN3975000E5250000,0
3,0,CRS3035RES1000mN3975000E5251000,0
9,13,CRS3035RES1000mN3975000E5252000,11
7,3,CRS3035RES1000mN3975000E5253000,0
11,3,CRS3035RES1000mN3975000E5254000,4
5,11,CRS3035RES1000mN3975000E5255000,6
3,2,CRS3035RES1000mN3975000E5256000,2
3,0,CRS3035RES1000mN3975000E5257000,0
3,8,CRS3035RES1000mN3975000E5258000,4
2,1,CRS3035RES1000mN3975000E5259000,0
1,3,CRS3035RES1000mN3975000E5260000,1
2,0,CRS3035RES1000mN3975000E5261000,0
4,0,CRS3035RES1000mN3975000E5262000,0
6,10,CRS3035RES1000mN3975000E5263000,10
14,45,CRS3035RES1000mN3975000E5264000,27
2,0,CRS3035RES1000mN3975000E5265000,0
