"x","y","arv06","arv11","arv18"
5265000,4065000,1,0,2
5266000,4065000,1,2,1
5267000,4065000,0,8,2
5268000,4065000,4,1,4
5269000,4065000,1,0,4
5270000,4065000,0,0,3
5271000,4065000,0,0,2
5272000,4065000,4,4,5
5273000,4065000,74,53,45
5274000,4065000,487,410,398
5275000,4065000,8,12,34
5276000,4065000,24,22,11
5277000,4065000,1,1,18
5278000,4065000,4,4,2
5279000,4065000,18,16,11
5280000,4065000,14,15,32
5281000,4065000,32,38,58
5282000,4065000,5,1,1
5283000,4065000,0,0,2
5284000,4065000,2,4,0
5285000,4065000,6,5,2
5286000,4065000,16,14,3
5287000,4065000,6,6,6
5288000,4065000,7,5,7
5289000,4065000,0,0,4
5290000,4065000,0,0,2
5291000,4065000,0,0,0
5292000,4065000,0,0,0
5293000,4065000,11,13,5
5294000,4065000,0,0,8
5295000,4065000,5,5,3
5296000,4065000,0,0,3
5297000,4065000,4,1,4
5298000,4065000,7,6,8
5299000,4065000,35,26,11
5300000,4065000,0,0,2
5301000,4065000,0,0,2
5302000,4065000,4,2,6
5303000,4065000,13,12,5
5304000,4065000,17,14,18
5305000,4065000,2,3,13
5306000,4065000,8,4,16
5307000,4065000,38,32,41
5308000,4065000,8,13,21
5309000,4065000,3,0,8
5310000,4065000,12,11,11
5311000,4065000,110,74,90
5312000,4065000,0,0,0
5087000,4066000,0,0,1
5088000,4066000,0,0,2
5089000,4066000,0,0,4
5090000,4066000,3,4,8
5091000,4066000,0,0,2
5092000,4066000,3,2,5
5093000,4066000,2,2,2
5094000,4066000,0,0,3
5095000,4066000,0,0,0
5096000,4066000,4,6,3
5097000,4066000,0,0,0
5098000,4066000,0,0,2
5099000,4066000,2,2,2
5100000,4066000,4,1,6
5101000,4066000,32,16,18
5102000,4066000,7,6,10
5103000,4066000,6,6,6
5104000,4066000,12,5,7
5105000,4066000,12,11,8
5106000,4066000,1,0,4
5107000,4066000,0,0,1
5108000,4066000,1,1,6
5109000,4066000,0,0,2
5110000,4066000,1,1,2
5111000,4066000,4,2,3
5112000,4066000,0,0,1
5113000,4066000,0,0,0
5114000,4066000,0,0,0
5115000,4066000,0,0,0
5116000,4066000,0,0,0
5117000,4066000,0,0,0
5118000,4066000,0,0,0
5119000,4066000,2,0,2
5120000,4066000,2,0,1
5121000,4066000,1,1,1
5122000,4066000,4,4,4
5123000,4066000,0,0,2
5124000,4066000,0,0,2
5125000,4066000,3,3,2
5126000,4066000,0,0,1
5127000,4066000,0,0,0
5128000,4066000,0,0,0
5129000,4066000,0,0,0
5130000,4066000,0,0,0
5131000,4066000,0,0,0
5132000,4066000,0,0,1
5133000,4066000,10,5,4
5134000,4066000,4,9,4
5135000,4066000,0,0,1
5136000,4066000,2,0,2
5137000,4066000,0,0,1
5138000,4066000,0,1,3
5139000,4066000,3,2,3
5140000,4066000,3,2,4
5141000,4066000,0,0,0
5142000,4066000,0,0,0
5143000,4066000,0,0,0
5144000,4066000,0,0,0
5145000,4066000,0,0,1
5146000,4066000,0,0,2
5147000,4066000,8,11,10
5148000,4066000,16,7,5
5149000,4066000,2,2,0
5150000,4066000,0,0,0
5151000,4066000,0,5,2
5152000,4066000,12,11,11
5153000,4066000,3,2,3
5154000,4066000,0,0,2
5155000,4066000,1,0,1
5156000,4066000,2,2,1
5157000,4066000,20,25,24
5158000,4066000,37,33,25
5159000,4066000,10,9,88
5160000,4066000,12,9,14
5161000,4066000,9,8,1
5162000,4066000,6,6,0
5163000,4066000,59,43,41
5164000,4066000,6,7,2
5165000,4066000,7,8,0
5166000,4066000,3,1,0
5167000,4066000,26,19,24
5168000,4066000,6,5,1
5169000,4066000,8,4,10
5170000,4066000,7,6,8
5171000,4066000,7,6,4
5172000,4066000,0,0,4
5173000,4066000,8,7,18
5174000,4066000,5,4,3
5175000,4066000,15,14,7
5176000,4066000,21,17,17
5177000,4066000,4,5,7
5178000,4066000,1,1,0
5179000,4066000,0,0,3
5180000,4066000,5,7,4
5181000,4066000,10,6,9
5182000,4066000,0,0,2
5183000,4066000,0,0,2
5184000,4066000,0,0,0
5185000,4066000,1,0,0
5186000,4066000,3,6,2
5187000,4066000,0,0,0
5188000,4066000,0,0,1
5189000,4066000,0,0,5
5190000,4066000,17,20,1
5191000,4066000,3,2,0
5192000,4066000,0,0,0
5193000,4066000,0,0,0
5194000,4066000,1,0,3
5195000,4066000,0,0,0
5196000,4066000,0,0,0
5197000,4066000,0,0,0
5198000,4066000,0,0,0
5199000,4066000,0,0,0
5200000,4066000,18,14,16
5201000,4066000,7,2,11
5202000,4066000,0,0,0
5203000,4066000,0,0,0
5204000,4066000,0,0,3
5205000,4066000,5,14,5
5206000,4066000,62,61,59
5207000,4066000,255,239,199
5208000,4066000,2,2,5
5209000,4066000,0,0,10
5210000,4066000,0,0,2
5211000,4066000,0,0,1
5212000,4066000,0,0,2
5213000,4066000,0,0,1
5214000,4066000,0,0,0
5215000,4066000,0,0,0
5216000,4066000,0,0,0
5217000,4066000,0,0,0
5218000,4066000,0,0,0
5219000,4066000,5,3,0
5220000,4066000,6,8,6
5221000,4066000,22,23,20
5222000,4066000,0,0,4
5223000,4066000,4,0,2
5224000,4066000,86,91,80
5225000,4066000,5,4,2
5226000,4066000,3,1,2
5227000,4066000,1,0,2
5228000,4066000,0,0,1
5229000,4066000,0,0,0
5230000,4066000,0,0,1
5231000,4066000,0,0,2
5232000,4066000,1,0,1
5233000,4066000,0,0,0
5234000,4066000,0,0,1
5235000,4066000,1,2,2
5236000,4066000,0,0,0
5237000,4066000,0,0,1
5238000,4066000,1,2,2
5239000,4066000,0,0,1
5240000,4066000,0,1,1
5241000,4066000,4,5,4
5242000,4066000,0,0,0
5243000,4066000,0,0,0
5244000,4066000,0,0,1
5245000,4066000,5,3,4
5246000,4066000,0,0,1
5247000,4066000,13,6,4
5248000,4066000,8,4,11
5249000,4066000,0,0,3
5250000,4066000,13,10,0
5251000,4066000,13,11,29
5252000,4066000,0,0,0
5253000,4066000,20,13,12
5254000,4066000,0,0,0
5255000,4066000,9,4,10
5256000,4066000,4,4,1
5257000,4066000,2,2,5
5258000,4066000,6,9,11
5259000,4066000,606,580,243
5260000,4066000,92,78,63
5261000,4066000,5,4,2
5262000,4066000,11,5,3
5263000,4066000,61,92,62
5264000,4066000,7,1,0
5265000,4066000,6,5,4
5266000,4066000,13,9,10
5267000,4066000,0,1,6
5268000,4066000,14,11,5
5269000,4066000,0,0,2
5270000,4066000,0,0,0
5271000,4066000,6,13,0
5272000,4066000,16,25,23
5273000,4066000,7,4,3
5274000,4066000,0,0,1
5275000,4066000,12,6,7
5276000,4066000,11,9,10
5277000,4066000,4,1,8
5278000,4066000,24,16,9
5279000,4066000,4,4,3
5280000,4066000,2,1,1
5281000,4066000,5,5,6
5282000,4066000,18,18,11
5283000,4066000,8,3,8
5284000,4066000,6,2,11
5285000,4066000,9,8,6
5286000,4066000,9,9,3
5287000,4066000,4,1,3
5288000,4066000,9,8,3
5289000,4066000,3,2,5
5290000,4066000,0,0,0
5291000,4066000,0,0,0
5292000,4066000,0,0,0
5293000,4066000,0,0,0
5294000,4066000,0,0,0
5295000,4066000,0,0,0
5296000,4066000,0,0,1
5297000,4066000,3,3,3
5298000,4066000,7,6,3
5299000,4066000,0,0,0
5300000,4066000,0,0,0
5301000,4066000,0,0,5
5302000,4066000,22,78,54
5303000,4066000,7,6,11
5304000,4066000,6,7,17
5305000,4066000,7,4,5
5306000,4066000,10,6,5
5307000,4066000,24,21,14
5308000,4066000,7,5,10
5309000,4066000,16,13,0
5310000,4066000,0,0,0
5311000,4066000,0,0,0
5087000,4067000,0,0,3
5088000,4067000,4,1,5
5089000,4067000,0,0,2
5090000,4067000,0,0,0
5091000,4067000,0,0,0
5092000,4067000,2,2,1
5093000,4067000,0,0,2
5094000,4067000,0,0,1
5095000,4067000,0,0,0
5096000,4067000,0,0,0
5097000,4067000,0,0,1
5098000,4067000,10,6,3
5099000,4067000,2,2,3
5100000,4067000,16,8,8
5101000,4067000,4,3,13
5102000,4067000,8,3,6
5103000,4067000,14,11,7
5104000,4067000,6,5,7
5105000,4067000,2,1,3
5106000,4067000,0,0,0
5107000,4067000,5,2,3
5108000,4067000,55,27,12
5109000,4067000,9,4,3
5110000,4067000,2,1,2
5111000,4067000,8,4,4
5112000,4067000,0,1,3
5113000,4067000,1,0,2
5114000,4067000,0,0,0
5115000,4067000,0,0,0
5116000,4067000,0,0,0
5117000,4067000,0,0,0
5118000,4067000,0,0,0
5119000,4067000,0,0,1
5120000,4067000,0,0,0
5121000,4067000,0,0,0
5122000,4067000,7,8,0
5123000,4067000,31,35,65
5124000,4067000,27,11,6
5125000,4067000,0,0,1
5126000,4067000,0,0,1
5127000,4067000,0,0,2
5128000,4067000,0,0,1
5129000,4067000,0,0,0
5130000,4067000,0,0,0
5131000,4067000,0,0,2
5132000,4067000,5,2,3
5133000,4067000,0,0,3
5134000,4067000,0,0,2
5135000,4067000,0,0,1
5136000,4067000,0,0,2
5137000,4067000,4,4,1
5138000,4067000,1,6,6
5139000,4067000,3,3,7
5140000,4067000,3,2,5
5141000,4067000,0,0,2
5142000,4067000,0,0,0
5143000,4067000,0,0,0
5144000,4067000,0,0,0
5145000,4067000,0,0,0
5146000,4067000,0,0,0
5147000,4067000,0,0,0
5148000,4067000,0,0,0
5149000,4067000,0,0,0
5150000,4067000,0,0,2
5151000,4067000,0,0,5
5152000,4067000,10,11,9
5153000,4067000,9,7,8
5154000,4067000,0,0,1
5155000,4067000,0,0,0
5156000,4067000,0,0,2
5157000,4067000,23,19,34
5158000,4067000,28,21,17
5159000,4067000,277,265,173
5160000,4067000,8,4,0
5161000,4067000,11,8,7
5162000,4067000,1,2,3
5163000,4067000,6,6,4
5164000,4067000,8,5,4
5165000,4067000,22,14,12
5166000,4067000,13,14,9
5167000,4067000,1,2,0
5168000,4067000,10,6,11
5169000,4067000,1,0,4
5170000,4067000,2,8,10
5171000,4067000,9,4,2
5172000,4067000,49,91,35
5173000,4067000,39,37,18
5174000,4067000,24,17,24
5175000,4067000,7,15,5
5176000,4067000,19,19,10
5177000,4067000,0,0,6
5178000,4067000,5,1,3
5179000,4067000,0,0,1
5180000,4067000,0,0,0
5181000,4067000,0,0,0
5182000,4067000,0,0,0
5183000,4067000,0,0,0
5184000,4067000,0,0,0
5185000,4067000,1,0,0
5186000,4067000,0,0,0
5187000,4067000,0,0,0
5188000,4067000,0,0,0
5189000,4067000,1,1,0
5190000,4067000,0,0,17
5191000,4067000,0,3,1
5192000,4067000,0,0,0
5193000,4067000,0,0,1
5194000,4067000,0,0,2
5195000,4067000,0,0,0
5196000,4067000,0,0,0
5197000,4067000,0,0,0
5198000,4067000,0,0,0
5199000,4067000,0,0,0
5200000,4067000,0,0,0
5201000,4067000,33,33,21
5202000,4067000,1,1,1
5203000,4067000,0,0,0
5204000,4067000,4,3,3
5205000,4067000,18,13,12
5206000,4067000,1,0,5
5207000,4067000,1,1,3
5208000,4067000,39,40,20
5209000,4067000,0,0,0
5210000,4067000,2,0,3
5211000,4067000,0,0,2
5212000,4067000,0,0,0
5213000,4067000,0,0,0
5214000,4067000,0,0,0
5215000,4067000,0,0,0
5216000,4067000,0,0,0
5217000,4067000,0,0,0
5218000,4067000,0,0,0
5219000,4067000,0,0,0
5220000,4067000,6,2,2
5221000,4067000,5,3,3
5222000,4067000,0,0,2
5223000,4067000,6,1,2
5224000,4067000,6,2,4
5225000,4067000,2,1,0
5226000,4067000,0,0,1
5227000,4067000,0,0,2
5228000,4067000,0,0,0
5229000,4067000,0,0,0
5230000,4067000,0,0,0
5231000,4067000,0,0,2
5232000,4067000,0,0,1
5233000,4067000,0,0,0
5234000,4067000,0,0,2
5235000,4067000,1,0,3
5236000,4067000,5,3,2
5237000,4067000,0,0,1
5238000,4067000,0,0,1
5239000,4067000,1,0,3
5240000,4067000,2,4,6
5241000,4067000,0,0,0
5242000,4067000,0,0,0
5243000,4067000,0,0,2
5244000,4067000,0,0,3
5245000,4067000,0,0,0
5246000,4067000,0,0,0
5247000,4067000,0,0,2
5248000,4067000,0,0,1
5249000,4067000,0,0,0
5250000,4067000,0,0,1
5251000,4067000,13,12,3
5252000,4067000,0,0,0
5253000,4067000,6,6,14
5254000,4067000,19,13,1
5255000,4067000,12,12,7
5256000,4067000,9,4,8
5257000,4067000,5,3,2
5258000,4067000,18,17,17
5259000,4067000,22,16,304
5260000,4067000,27,22,31
5261000,4067000,4,7,8
5262000,4067000,20,16,30
5263000,4067000,21,13,20
5264000,4067000,52,38,68
5265000,4067000,7,5,3
5266000,4067000,0,0,1
5267000,4067000,0,0,2
5268000,4067000,0,0,4
5269000,4067000,0,0,2
5270000,4067000,5,3,7
5271000,4067000,8,5,8
5272000,4067000,15,10,8
5273000,4067000,16,12,5
5274000,4067000,10,9,3
5275000,4067000,7,6,7
5276000,4067000,0,0,0
5277000,4067000,0,0,2
5278000,4067000,0,0,3
5279000,4067000,4,2,4
5280000,4067000,12,4,2
5281000,4067000,9,8,2
5282000,4067000,1,2,2
5283000,4067000,4,3,5
5284000,4067000,7,8,3
5285000,4067000,4,2,3
5286000,4067000,8,3,2
5287000,4067000,2,2,2
5288000,4067000,0,0,3
5289000,4067000,0,0,1
5290000,4067000,0,0,0
5291000,4067000,0,0,0
5292000,4067000,0,0,0
5293000,4067000,0,0,0
5294000,4067000,0,0,0
5295000,4067000,0,0,0
5296000,4067000,0,0,1
5297000,4067000,3,2,3
5298000,4067000,5,3,3
5299000,4067000,3,3,2
5300000,4067000,3,2,2
5301000,4067000,1,1,3
5302000,4067000,7,13,9
5303000,4067000,12,17,16
5304000,4067000,14,9,9
5305000,4067000,12,5,7
5306000,4067000,7,7,11
5307000,4067000,16,14,13
5308000,4067000,21,22,23
5309000,4067000,24,13,16
5310000,4067000,11,5,6
5087000,4068000,5,3,3
5088000,4068000,0,0,3
5089000,4068000,0,0,1
5090000,4068000,0,0,0
5091000,4068000,0,0,2
5092000,4068000,5,5,2
5093000,4068000,0,0,0
5094000,4068000,0,0,0
5095000,4068000,0,0,0
5096000,4068000,0,0,2
5097000,4068000,16,13,10
5098000,4068000,7,7,25
5099000,4068000,2,1,2
5100000,4068000,4,2,6
5101000,4068000,3,6,4
5102000,4068000,0,0,2
5103000,4068000,0,0,3
5104000,4068000,2,0,6
5105000,4068000,1,0,3
5106000,4068000,0,0,1
5107000,4068000,12,6,5
5108000,4068000,6,2,26
5109000,4068000,1,0,2
5110000,4068000,10,4,3
5111000,4068000,0,0,4
5112000,4068000,1,0,3
5113000,4068000,0,0,3
5114000,4068000,0,0,0
5115000,4068000,0,0,0
5116000,4068000,0,0,0
5117000,4068000,0,0,0
5118000,4068000,0,0,0
5119000,4068000,0,0,0
5120000,4068000,0,0,0
5121000,4068000,0,0,0
5122000,4068000,1,0,3
5123000,4068000,62,50,21
5124000,4068000,471,440,465
5125000,4068000,18,10,7
5126000,4068000,3,5,3
5127000,4068000,0,0,1
5128000,4068000,0,0,0
5129000,4068000,0,0,0
5130000,4068000,0,0,0
5131000,4068000,0,0,2
5132000,4068000,0,0,3
5133000,4068000,0,7,5
5134000,4068000,0,0,4
5135000,4068000,0,0,2
5136000,4068000,0,0,3
5137000,4068000,0,0,1
5138000,4068000,0,0,1
5139000,4068000,1,1,4
5140000,4068000,9,13,5
5141000,4068000,2,0,5
5142000,4068000,0,0,2
5143000,4068000,0,0,1
5144000,4068000,0,0,1
5145000,4068000,0,0,0
5146000,4068000,0,0,0
5147000,4068000,0,0,1
5148000,4068000,2,2,2
5149000,4068000,0,0,1
5150000,4068000,7,7,2
5151000,4068000,0,0,0
5152000,4068000,0,0,0
5153000,4068000,11,17,10
5154000,4068000,2,0,4
5155000,4068000,5,0,1
5156000,4068000,0,2,0
5157000,4068000,8,5,13
5158000,4068000,9,5,4
5159000,4068000,34,38,20
5160000,4068000,8,8,5
5161000,4068000,6,5,2
5162000,4068000,1,1,3
5163000,4068000,0,0,0
5164000,4068000,23,16,5
5165000,4068000,4,4,0
5166000,4068000,7,5,10
5167000,4068000,0,0,0
5168000,4068000,1,0,3
5169000,4068000,7,3,4
5170000,4068000,11,10,6
5171000,4068000,23,18,13
5172000,4068000,41,38,40
5173000,4068000,4,4,4
5174000,4068000,9,6,16
5175000,4068000,11,9,20
5176000,4068000,12,7,9
5177000,4068000,5,6,7
5178000,4068000,1,1,1
5179000,4068000,0,0,0
5180000,4068000,0,0,3
5181000,4068000,1,0,0
5182000,4068000,0,0,2
5183000,4068000,1,0,3
5184000,4068000,2,0,3
5185000,4068000,0,0,1
5186000,4068000,0,0,0
5187000,4068000,0,0,0
5188000,4068000,0,0,0
5189000,4068000,0,0,0
5190000,4068000,4,4,2
5191000,4068000,0,0,1
5192000,4068000,0,0,0
5193000,4068000,0,0,0
5194000,4068000,0,0,0
5195000,4068000,0,0,0
5196000,4068000,0,0,0
5197000,4068000,0,0,0
5198000,4068000,0,0,0
5199000,4068000,0,0,2
5200000,4068000,12,13,8
5201000,4068000,12,7,14
5202000,4068000,0,0,2
5203000,4068000,1,1,0
5204000,4068000,17,10,12
5205000,4068000,7,7,4
5206000,4068000,0,1,2
5207000,4068000,38,31,14
5208000,4068000,41,28,37
5209000,4068000,11,14,17
5210000,4068000,0,0,3
5211000,4068000,3,2,1
5212000,4068000,0,0,1
5213000,4068000,0,0,0
5214000,4068000,0,0,0
5215000,4068000,0,0,0
5216000,4068000,0,0,0
5217000,4068000,0,0,0
5218000,4068000,0,0,0
5219000,4068000,0,0,0
5220000,4068000,0,0,0
5221000,4068000,3,2,2
5222000,4068000,0,0,0
5223000,4068000,0,0,1
5224000,4068000,14,9,0
5225000,4068000,6,3,12
5226000,4068000,0,0,0
5227000,4068000,5,0,1
5228000,4068000,0,0,0
5229000,4068000,0,0,0
5230000,4068000,0,0,0
5231000,4068000,8,4,3
5232000,4068000,0,1,3
5233000,4068000,0,0,1
5234000,4068000,0,0,0
5235000,4068000,0,0,2
5236000,4068000,21,13,18
5237000,4068000,3,3,2
5238000,4068000,4,1,3
5239000,4068000,11,8,6
5240000,4068000,5,3,5
5241000,4068000,0,0,1
5242000,4068000,0,0,1
5243000,4068000,0,0,3
5244000,4068000,10,9,5
5245000,4068000,4,4,4
5246000,4068000,0,0,1
5247000,4068000,0,0,0
5248000,4068000,0,0,0
5249000,4068000,0,0,3
5250000,4068000,0,0,1
5251000,4068000,0,0,2
5252000,4068000,3,4,4
5253000,4068000,5,6,9
5254000,4068000,4,1,2
5255000,4068000,0,0,0
5256000,4068000,6,3,0
5257000,4068000,0,2,2
5258000,4068000,9,6,6
5259000,4068000,13,11,7
5260000,4068000,56,54,319
5261000,4068000,754,611,634
5262000,4068000,109,83,147
5263000,4068000,72,39,49
5264000,4068000,28,21,6
5265000,4068000,0,0,1
5266000,4068000,3,3,4
5267000,4068000,7,4,6
5268000,4068000,0,2,3
5269000,4068000,8,7,3
5270000,4068000,0,0,0
5271000,4068000,0,0,0
5272000,4068000,0,0,3
5273000,4068000,0,0,2
5274000,4068000,14,11,11
5275000,4068000,8,6,3
5276000,4068000,4,3,3
5277000,4068000,0,0,2
5278000,4068000,9,6,16
5279000,4068000,0,0,6
5280000,4068000,0,2,3
5281000,4068000,5,2,3
5282000,4068000,7,2,3
5283000,4068000,13,15,9
5284000,4068000,5,4,5
5285000,4068000,10,8,17
5286000,4068000,2,2,2
5287000,4068000,22,18,10
5288000,4068000,4,3,6
5289000,4068000,0,0,1
5290000,4068000,0,0,0
5291000,4068000,0,0,0
5292000,4068000,0,0,0
5293000,4068000,0,0,0
5294000,4068000,0,0,2
5295000,4068000,0,0,1
5296000,4068000,0,0,3
5297000,4068000,4,5,4
5298000,4068000,0,0,3
5299000,4068000,8,4,7
5300000,4068000,17,13,5
5301000,4068000,7,6,13
5302000,4068000,7,9,5
5303000,4068000,22,14,9
5304000,4068000,1,1,7
5305000,4068000,1,1,6
5306000,4068000,0,0,12
5307000,4068000,22,28,23
5308000,4068000,7,5,8
5309000,4068000,0,0,2
5087000,4069000,0,0,1
5088000,4069000,0,0,0
5089000,4069000,0,0,0
5090000,4069000,1,0,2
5091000,4069000,3,1,4
5092000,4069000,1,0,3
5093000,4069000,0,0,2
5094000,4069000,0,0,2
5095000,4069000,0,0,0
5096000,4069000,3,5,9
5097000,4069000,93,75,71
5098000,4069000,0,1,4
5099000,4069000,14,9,2
5100000,4069000,7,1,4
5101000,4069000,0,0,2
5102000,4069000,0,0,0
5103000,4069000,0,0,1
5104000,4069000,16,6,6
5105000,4069000,6,0,6
5106000,4069000,2,0,5
5107000,4069000,9,5,3
5108000,4069000,0,0,2
5109000,4069000,0,0,0
5110000,4069000,18,13,13
5111000,4069000,9,8,5
5112000,4069000,0,0,0
5113000,4069000,2,0,1
5114000,4069000,0,0,0
5115000,4069000,0,0,0
5116000,4069000,0,0,0
5117000,4069000,0,0,0
5118000,4069000,0,0,0
5119000,4069000,0,0,0
5120000,4069000,0,0,0
5121000,4069000,0,0,3
5122000,4069000,0,0,3
5123000,4069000,4,5,2
5124000,4069000,25,20,14
5125000,4069000,0,0,0
5126000,4069000,0,0,0
5127000,4069000,18,32,35
5128000,4069000,0,0,0
5129000,4069000,0,0,0
5130000,4069000,0,0,0
5131000,4069000,0,0,2
5132000,4069000,2,2,3
5133000,4069000,0,0,4
5134000,4069000,8,7,3
5135000,4069000,0,0,1
5136000,4069000,1,1,3
5137000,4069000,0,0,1
5138000,4069000,0,0,0
5139000,4069000,0,0,1
5140000,4069000,1,0,2
5141000,4069000,4,3,6
5142000,4069000,6,2,4
5143000,4069000,0,0,1
5144000,4069000,0,0,0
5145000,4069000,0,0,0
5146000,4069000,0,0,3
5147000,4069000,0,1,3
5148000,4069000,5,5,3
5149000,4069000,0,0,3
5150000,4069000,3,4,5
5151000,4069000,8,5,6
5152000,4069000,2,0,3
5153000,4069000,2,1,1
5154000,4069000,2,3,2
5155000,4069000,0,3,2
5156000,4069000,0,0,1
5157000,4069000,2,5,1
5158000,4069000,7,4,8
5159000,4069000,11,10,7
5160000,4069000,2,1,0
5161000,4069000,2,0,3
5162000,4069000,0,0,0
5163000,4069000,11,8,14
5164000,4069000,149,130,73
5165000,4069000,87,85,148
5166000,4069000,9,10,13
5167000,4069000,0,0,1
5168000,4069000,0,0,0
5169000,4069000,0,0,1
5170000,4069000,0,0,4
5171000,4069000,177,157,317
5172000,4069000,234,192,193
5173000,4069000,13,7,0
5174000,4069000,26,22,27
5175000,4069000,8,4,2
5176000,4069000,4,4,7
5177000,4069000,0,0,0
5178000,4069000,0,0,0
5179000,4069000,0,0,2
5180000,4069000,7,4,4
5181000,4069000,23,17,19
5182000,4069000,1,1,1
5183000,4069000,3,1,3
5184000,4069000,1,2,3
5185000,4069000,0,0,0
5186000,4069000,0,0,1
5187000,4069000,0,0,0
5188000,4069000,0,0,0
5189000,4069000,0,0,0
5190000,4069000,0,0,1
5191000,4069000,0,0,1
5192000,4069000,0,0,1
5193000,4069000,0,0,0
5194000,4069000,0,0,0
5195000,4069000,0,0,1
5196000,4069000,0,0,0
5197000,4069000,0,0,1
5198000,4069000,7,2,2
5199000,4069000,2,0,3
5200000,4069000,0,0,5
5201000,4069000,0,0,4
5202000,4069000,0,0,2
5203000,4069000,1,0,1
5204000,4069000,13,20,22
5205000,4069000,7,6,1
5206000,4069000,3,2,12
5207000,4069000,18,35,35
5208000,4069000,111,100,88
5209000,4069000,3,3,3
5210000,4069000,2,4,3
5211000,4069000,0,0,2
5212000,4069000,5,3,2
5213000,4069000,0,0,0
5214000,4069000,0,0,1
5215000,4069000,0,0,2
5216000,4069000,0,0,0
5217000,4069000,0,0,0
5218000,4069000,0,0,0
5219000,4069000,0,0,0
5220000,4069000,0,0,1
5221000,4069000,1,1,2
5222000,4069000,0,0,2
5223000,4069000,8,7,2
5224000,4069000,8,4,4
5225000,4069000,0,0,4
5226000,4069000,0,0,0
5227000,4069000,0,0,0
5228000,4069000,0,0,0
5229000,4069000,0,0,0
5230000,4069000,0,0,0
5231000,4069000,1,0,1
5232000,4069000,5,2,4
5233000,4069000,9,11,2
5234000,4069000,12,3,9
5235000,4069000,4,11,8
5236000,4069000,5,4,3
5237000,4069000,2,0,5
5238000,4069000,12,18,19
5239000,4069000,35,29,18
5240000,4069000,3,8,21
5241000,4069000,0,0,1
5242000,4069000,0,0,0
5243000,4069000,0,0,2
5244000,4069000,2,3,3
5245000,4069000,0,2,0
5246000,4069000,12,9,2
5247000,4069000,0,0,1
5248000,4069000,0,0,0
5249000,4069000,0,0,0
5250000,4069000,0,0,0
5251000,4069000,0,0,0
5252000,4069000,0,0,5
5253000,4069000,4,6,5
5254000,4069000,0,0,1
5255000,4069000,0,0,0
5256000,4069000,4,3,0
5257000,4069000,14,7,42
5258000,4069000,40,28,11
5259000,4069000,26,22,35
5260000,4069000,107,106,38
5261000,4069000,2355,2396,1749
5262000,4069000,1809,1612,1778
5263000,4069000,186,122,124
5264000,4069000,0,0,1
5265000,4069000,26,31,11
5266000,4069000,22,12,26
5267000,4069000,10,9,11
5268000,4069000,6,3,4
5269000,4069000,8,3,16
5270000,4069000,13,9,18
5271000,4069000,7,6,5
5272000,4069000,0,0,0
5273000,4069000,18,15,12
5274000,4069000,0,0,6
5275000,4069000,0,0,3
5276000,4069000,7,8,4
5277000,4069000,45,49,38
5278000,4069000,5,3,13
5279000,4069000,13,12,9
5280000,4069000,14,5,14
5281000,4069000,0,3,3
5282000,4069000,0,0,1
5283000,4069000,19,12,4
5284000,4069000,10,5,17
5285000,4069000,16,14,0
5286000,4069000,1,0,3
5287000,4069000,7,5,8
5288000,4069000,9,6,1
5289000,4069000,2,3,2
5290000,4069000,0,0,1
5291000,4069000,0,0,0
5292000,4069000,2,1,2
5293000,4069000,10,8,10
5294000,4069000,5,3,6
5295000,4069000,1,1,4
5296000,4069000,6,6,3
5297000,4069000,6,6,5
5298000,4069000,0,0,2
5299000,4069000,74,72,58
5300000,4069000,13,13,14
5301000,4069000,4,4,5
5302000,4069000,16,11,10
5303000,4069000,2,0,3
5304000,4069000,8,8,5
5305000,4069000,2,3,14
5306000,4069000,14,17,8
5307000,4069000,0,0,3
5308000,4069000,21,11,1
5087000,4070000,0,0,0
5088000,4070000,0,0,0
5089000,4070000,0,0,0
5090000,4070000,0,0,2
5091000,4070000,4,3,4
5092000,4070000,0,0,3
5093000,4070000,0,0,3
5094000,4070000,3,3,4
5095000,4070000,0,0,1
5096000,4070000,8,4,6
5097000,4070000,4,6,4
5098000,4070000,0,0,4
5099000,4070000,3,4,2
5100000,4070000,2,0,10
5101000,4070000,0,0,0
5102000,4070000,0,0,0
5103000,4070000,0,0,0
5104000,4070000,0,0,7
5105000,4070000,3,0,6
5106000,4070000,0,0,1
5107000,4070000,0,0,0
5108000,4070000,0,0,0
5109000,4070000,0,0,0
5110000,4070000,1,0,2
5111000,4070000,0,0,1
5112000,4070000,0,0,1
5113000,4070000,0,0,1
5114000,4070000,0,0,0
5115000,4070000,0,0,0
5116000,4070000,0,0,0
5117000,4070000,0,0,0
5118000,4070000,0,0,0
5119000,4070000,0,0,0
5120000,4070000,0,0,0
5121000,4070000,0,0,0
5122000,4070000,0,0,0
5123000,4070000,3,5,1
5124000,4070000,0,0,6
5125000,4070000,0,0,0
5126000,4070000,0,0,0
5127000,4070000,0,0,0
5128000,4070000,0,0,3
5129000,4070000,0,0,0
5130000,4070000,0,0,0
5131000,4070000,1,0,1
5132000,4070000,9,9,4
5133000,4070000,1,0,3
5134000,4070000,0,0,0
5135000,4070000,0,0,0
5136000,4070000,0,0,3
5137000,4070000,0,0,3
5138000,4070000,0,0,0
5139000,4070000,0,0,2
5140000,4070000,0,0,0
5141000,4070000,0,0,2
5142000,4070000,0,0,0
