"x","y","arv06","arv11","arv18"
5065000,3982000,0,0,0
5066000,3982000,0,0,1
5067000,3982000,0,0,2
5068000,3982000,0,0,2
5069000,3982000,0,0,0
5070000,3982000,0,0,1
5071000,3982000,3,2,3
5072000,3982000,7,4,3
5073000,3982000,0,0,7
5074000,3982000,7,10,8
5075000,3982000,0,0,2
5076000,3982000,0,0,0
5145000,3982000,26,15,10
5146000,3982000,0,0,0
5165000,3982000,0,0,0
5166000,3982000,0,0,0
5167000,3982000,5,4,5
5168000,3982000,1,6,4
5169000,3982000,1,0,0
5170000,3982000,0,0,0
5171000,3982000,0,0,0
5172000,3982000,0,0,6
5173000,3982000,29,27,9
5174000,3982000,1,0,4
5175000,3982000,2,0,3
5176000,3982000,0,0,2
5177000,3982000,0,0,0
5178000,3982000,0,0,0
5179000,3982000,0,0,0
5180000,3982000,0,0,0
5181000,3982000,0,0,0
5182000,3982000,1,0,0
5183000,3982000,0,0,0
5184000,3982000,0,2,1
5185000,3982000,2,2,3
5186000,3982000,0,0,0
5187000,3982000,0,0,0
5188000,3982000,0,0,0
5189000,3982000,0,0,0
5190000,3982000,0,0,0
5191000,3982000,0,0,1
5192000,3982000,0,0,0
5193000,3982000,0,0,0
5194000,3982000,1,0,3
5195000,3982000,0,0,2
5196000,3982000,4,3,8
5197000,3982000,0,0,3
5198000,3982000,6,2,3
5199000,3982000,10,8,4
5200000,3982000,0,0,1
5201000,3982000,2,0,3
5202000,3982000,0,0,0
5203000,3982000,0,0,0
5204000,3982000,0,0,1
5205000,3982000,0,0,0
5206000,3982000,0,0,1
5207000,3982000,6,0,2
5208000,3982000,0,0,1
5209000,3982000,244,206,148
5210000,3982000,310,218,116
5211000,3982000,4,3,0
5212000,3982000,1,0,2
5213000,3982000,2,0,1
5214000,3982000,0,0,0
5215000,3982000,0,0,0
5216000,3982000,0,0,0
5217000,3982000,0,0,0
5218000,3982000,0,0,0
5219000,3982000,0,0,0
5220000,3982000,0,0,0
5221000,3982000,1,1,1
5222000,3982000,1,1,1
5223000,3982000,0,0,0
5224000,3982000,0,0,0
5225000,3982000,0,0,0
5226000,3982000,1,0,3
5227000,3982000,6,1,3
5228000,3982000,0,0,0
5229000,3982000,2,2,1
5230000,3982000,0,0,2
5231000,3982000,1,1,1
5232000,3982000,3,4,4
5233000,3982000,4,6,5
5234000,3982000,0,0,2
5235000,3982000,0,0,0
5236000,3982000,0,0,1
5237000,3982000,2,2,1
5238000,3982000,0,0,0
5239000,3982000,0,0,1
5240000,3982000,8,8,4
5241000,3982000,1,0,4
5242000,3982000,0,0,0
5243000,3982000,0,0,0
5244000,3982000,0,0,1
5245000,3982000,14,10,10
5246000,3982000,3,2,2
5247000,3982000,3,3,3
5248000,3982000,0,0,0
5249000,3982000,0,0,0
5250000,3982000,1,0,3
5251000,3982000,3,5,9
5252000,3982000,15,14,13
5253000,3982000,81,72,78
5254000,3982000,791,772,805
5255000,3982000,537,458,464
5256000,3982000,472,465,370
5257000,3982000,4,2,11
5258000,3982000,0,0,5
5259000,3982000,0,0,3
5260000,3982000,5,2,11
5261000,3982000,50,28,60
5262000,3982000,21,17,9
5263000,3982000,0,0,0
5264000,3982000,0,0,0
5265000,3982000,0,0,0
5266000,3982000,0,0,1
5267000,3982000,0,0,0
5268000,3982000,0,0,2
5269000,3982000,4,2,3
5270000,3982000,9,2,4
5271000,3982000,3,10,3
5272000,3982000,0,0,2
5273000,3982000,0,0,1
5274000,3982000,0,0,2
5275000,3982000,36,26,1
5276000,3982000,207,192,210
5277000,3982000,7,4,7
5278000,3982000,9,12,4
5279000,3982000,13,10,3
5280000,3982000,6,1,3
5281000,3982000,13,10,2
5282000,3982000,13,11,32
5283000,3982000,0,0,8
5284000,3982000,0,0,2
5285000,3982000,7,8,6
5286000,3982000,2,0,5
5287000,3982000,8,5,12
5288000,3982000,10,3,6
5289000,3982000,10,3,3
5290000,3982000,10,0,4
5291000,3982000,6,2,2
5292000,3982000,11,2,2
5293000,3982000,6,4,2
5294000,3982000,8,8,9
5295000,3982000,2,0,1
5296000,3982000,4,1,2
5297000,3982000,16,3,11
5298000,3982000,22,12,7
5299000,3982000,0,0,0
5300000,3982000,0,0,0
5301000,3982000,0,0,0
5302000,3982000,3,8,4
5303000,3982000,5,2,1
5304000,3982000,5,1,3
5305000,3982000,9,10,2
5306000,3982000,6,6,6
5307000,3982000,2,2,7
5308000,3982000,10,5,17
5309000,3982000,196,97,92
5310000,3982000,69,41,28
5311000,3982000,3,2,3
5312000,3982000,0,0,5
5313000,3982000,8,7,6
5314000,3982000,0,0,7
5315000,3982000,16,22,22
5316000,3982000,6,7,7
5317000,3982000,75,67,85
5318000,3982000,5,9,18
5319000,3982000,40,50,47
5320000,3982000,102,97,64
5321000,3982000,8,9,6
5322000,3982000,11,12,15
5323000,3982000,24,25,19
5324000,3982000,34,31,29
5325000,3982000,20,16,22
5326000,3982000,11,8,8
5327000,3982000,4,2,0
5328000,3982000,0,0,1
5329000,3982000,0,0,1
5330000,3982000,10,8,16
5331000,3982000,27,19,26
5332000,3982000,5,5,3
5333000,3982000,0,0,0
5334000,3982000,5,4,17
5335000,3982000,0,0,0
5336000,3982000,2,2,7
5337000,3982000,9,15,4
5338000,3982000,0,0,2
5339000,3982000,0,0,1
5340000,3982000,1,0,1
5341000,3982000,14,17,5
5342000,3982000,10,8,6
5343000,3982000,18,8,12
5344000,3982000,4,1,2
5345000,3982000,8,8,14
5346000,3982000,24,10,9
5347000,3982000,49,131,145
5348000,3982000,2,1,3
5349000,3982000,6,2,3
5350000,3982000,10,4,1
5351000,3982000,24,12,11
5352000,3982000,6,2,5
5353000,3982000,0,0,0
5015000,3983000,0,0,2
5016000,3983000,0,0,1
5017000,3983000,2,0,2
5018000,3983000,0,0,1
5019000,3983000,0,0,2
5020000,3983000,6,1,3
5021000,3983000,0,0,2
5022000,3983000,2,3,2
5023000,3983000,2,1,1
5024000,3983000,0,0,0
5025000,3983000,0,0,0
5026000,3983000,2,1,1
5027000,3983000,0,0,1
5028000,3983000,0,0,4
5029000,3983000,15,7,6
5030000,3983000,0,0,0
5031000,3983000,0,0,0
5032000,3983000,0,0,0
5033000,3983000,0,0,0
5034000,3983000,0,0,0
5035000,3983000,0,0,0
5036000,3983000,0,0,0
5037000,3983000,3,4,4
5038000,3983000,7,9,9
5039000,3983000,17,16,11
5040000,3983000,3,2,4
5041000,3983000,0,0,1
5042000,3983000,1,3,3
5043000,3983000,13,12,13
5044000,3983000,15,4,15
5045000,3983000,2,5,6
5046000,3983000,1,4,3
5047000,3983000,0,0,0
5048000,3983000,0,0,0
5049000,3983000,4,4,3
5050000,3983000,0,0,3
5051000,3983000,2,2,1
5052000,3983000,10,11,7
5053000,3983000,2,0,3
5054000,3983000,0,0,0
5055000,3983000,5,5,8
5056000,3983000,5,2,1
5057000,3983000,0,0,6
5058000,3983000,5,3,4
5059000,3983000,0,0,1
5060000,3983000,5,8,6
5061000,3983000,19,20,18
5062000,3983000,0,0,5
5063000,3983000,7,4,5
5064000,3983000,0,0,0
5065000,3983000,0,0,0
5066000,3983000,1,1,3
5067000,3983000,0,0,2
5068000,3983000,0,0,3
5069000,3983000,3,1,1
5070000,3983000,5,2,3
5071000,3983000,11,11,5
5072000,3983000,8,4,4
5073000,3983000,0,0,7
5074000,3983000,18,12,12
5075000,3983000,3,2,7
5145000,3983000,10,5,7
5146000,3983000,7,2,21
5165000,3983000,0,0,0
5166000,3983000,0,0,0
5167000,3983000,7,12,9
5168000,3983000,0,0,3
5169000,3983000,0,0,0
5170000,3983000,0,0,0
5171000,3983000,0,0,0
5172000,3983000,9,5,8
5173000,3983000,9,6,5
5174000,3983000,0,0,2
5175000,3983000,5,2,3
5176000,3983000,3,3,1
5177000,3983000,0,0,0
5178000,3983000,0,0,0
5179000,3983000,0,0,0
5180000,3983000,0,0,0
5181000,3983000,0,0,1
5182000,3983000,1,0,3
5183000,3983000,0,0,2
5184000,3983000,0,0,0
5185000,3983000,0,0,2
5186000,3983000,0,0,0
5187000,3983000,0,0,0
5188000,3983000,0,0,1
5189000,3983000,0,0,1
5190000,3983000,0,0,1
5191000,3983000,0,0,4
5192000,3983000,0,0,1
5193000,3983000,0,0,0
5194000,3983000,0,0,4
5195000,3983000,3,2,9
5196000,3983000,18,12,14
5197000,3983000,4,5,6
5198000,3983000,4,4,3
5199000,3983000,8,6,4
5200000,3983000,0,0,0
5201000,3983000,1,0,2
5202000,3983000,0,0,0
5203000,3983000,0,0,0
5204000,3983000,0,0,0
5205000,3983000,0,0,0
5206000,3983000,9,8,4
5207000,3983000,0,0,0
5208000,3983000,11,4,4
5209000,3983000,384,330,241
5210000,3983000,72,81,258
5211000,3983000,6,4,1
5212000,3983000,0,0,0
5213000,3983000,1,4,2
5214000,3983000,0,0,2
5215000,3983000,0,0,0
5216000,3983000,0,0,0
5217000,3983000,1,0,2
5218000,3983000,0,0,1
5219000,3983000,2,1,2
5220000,3983000,2,1,4
5221000,3983000,1,1,1
5222000,3983000,0,0,0
5223000,3983000,0,0,0
5224000,3983000,0,0,0
5225000,3983000,0,0,0
5226000,3983000,0,0,1
5227000,3983000,0,0,0
5228000,3983000,0,0,2
5229000,3983000,10,10,4
5230000,3983000,6,4,5
5231000,3983000,13,10,23
5232000,3983000,7,6,3
5233000,3983000,11,5,4
5234000,3983000,3,4,3
5235000,3983000,0,0,2
5236000,3983000,0,0,2
5237000,3983000,3,3,2
5238000,3983000,0,0,1
5239000,3983000,1,2,2
5240000,3983000,0,0,1
5241000,3983000,0,0,1
5242000,3983000,0,0,0
5243000,3983000,0,0,1
5244000,3983000,2,1,2
5245000,3983000,0,0,2
5246000,3983000,0,0,3
5247000,3983000,0,0,2
5248000,3983000,0,0,2
5249000,3983000,2,2,5
5250000,3983000,15,8,5
5251000,3983000,30,17,22
5252000,3983000,159,145,146
5253000,3983000,32,25,12
5254000,3983000,105,96,109
5255000,3983000,238,195,202
5256000,3983000,0,0,0
5257000,3983000,1,2,3
5258000,3983000,0,0,0
5259000,3983000,0,0,0
5260000,3983000,6,7,4
5261000,3983000,11,8,4
5262000,3983000,0,0,1
5263000,3983000,4,4,3
5264000,3983000,0,0,0
5265000,3983000,0,0,0
5266000,3983000,0,0,0
5267000,3983000,0,0,0
5268000,3983000,4,0,2
5269000,3983000,8,3,17
5270000,3983000,8,6,6
5271000,3983000,5,2,4
5272000,3983000,8,1,6
5273000,3983000,3,1,4
5274000,3983000,5,4,3
5275000,3983000,0,0,3
5276000,3983000,3,2,5
5277000,3983000,6,2,5
5278000,3983000,11,10,8
5279000,3983000,4,4,8
5280000,3983000,24,5,20
5281000,3983000,10,6,5
5282000,3983000,10,9,5
5283000,3983000,16,10,9
5284000,3983000,2,4,5
5285000,3983000,16,11,6
5286000,3983000,0,0,12
5287000,3983000,1,0,1
5288000,3983000,4,4,9
5289000,3983000,0,0,2
5290000,3983000,6,0,2
5291000,3983000,6,2,11
5292000,3983000,15,16,13
5293000,3983000,4,2,2
5294000,3983000,7,0,2
5295000,3983000,0,0,1
5296000,3983000,4,0,3
5297000,3983000,8,8,6
5298000,3983000,14,10,9
5299000,3983000,3,0,4
5300000,3983000,0,0,1
5301000,3983000,0,0,3
5302000,3983000,4,4,3
5303000,3983000,5,4,15
5304000,3983000,48,73,74
5305000,3983000,5,6,5
5306000,3983000,12,9,10
5307000,3983000,5,3,7
5308000,3983000,6,5,2
5309000,3983000,22,9,11
5310000,3983000,0,0,11
5311000,3983000,8,3,3
5312000,3983000,19,11,18
5313000,3983000,5,9,6
5314000,3983000,18,11,11
5315000,3983000,17,13,10
5316000,3983000,4,4,2
5317000,3983000,56,65,44
5318000,3983000,12,11,16
5319000,3983000,36,36,32
5320000,3983000,12,17,14
5321000,3983000,1,3,0
5322000,3983000,17,10,26
5323000,3983000,0,0,0
5324000,3983000,0,0,0
5325000,3983000,4,2,3
5326000,3983000,51,41,37
5327000,3983000,9,6,5
5328000,3983000,6,14,24
5329000,3983000,1,0,17
5330000,3983000,50,48,38
5331000,3983000,17,13,10
5332000,3983000,2,2,2
5333000,3983000,0,0,1
5334000,3983000,3,3,6
5335000,3983000,69,46,69
5336000,3983000,2,1,0
5337000,3983000,1,0,2
5338000,3983000,1,0,5
5339000,3983000,10,8,4
5340000,3983000,1,1,3
5341000,3983000,0,0,6
5342000,3983000,5,6,6
5343000,3983000,1,1,7
5344000,3983000,29,15,8
5345000,3983000,11,1,7
5346000,3983000,3,3,3
5347000,3983000,9,3,3
5348000,3983000,11,7,2
5349000,3983000,14,5,12
5350000,3983000,12,13,3
5351000,3983000,14,11,24
5352000,3983000,12,11,13
5353000,3983000,0,0,0
5014000,3984000,0,0,0
5015000,3984000,0,0,3
5016000,3984000,2,0,2
5017000,3984000,0,0,1
5018000,3984000,0,0,0
5019000,3984000,0,0,0
5020000,3984000,0,0,1
5021000,3984000,5,1,1
5022000,3984000,1,0,0
5023000,3984000,0,0,0
5024000,3984000,0,0,0
5025000,3984000,0,0,2
5026000,3984000,2,1,6
5027000,3984000,5,3,7
5028000,3984000,19,18,22
5029000,3984000,0,0,0
5030000,3984000,0,0,0
5031000,3984000,0,0,0
5032000,3984000,0,0,0
5033000,3984000,0,0,0
5034000,3984000,0,0,0
5035000,3984000,0,0,0
5036000,3984000,0,0,0
5037000,3984000,0,0,2
5038000,3984000,0,0,3
5039000,3984000,0,0,0
5040000,3984000,0,0,0
5041000,3984000,0,0,0
5042000,3984000,1,2,2
5043000,3984000,0,0,2
5044000,3984000,16,18,11
5045000,3984000,16,19,22
5046000,3984000,0,0,3
5047000,3984000,0,0,0
5048000,3984000,0,0,0
5049000,3984000,0,0,0
5050000,3984000,0,0,0
5051000,3984000,0,0,0
5052000,3984000,0,0,1
5053000,3984000,0,0,0
5054000,3984000,0,0,0
5055000,3984000,2,1,3
5056000,3984000,24,13,28
5057000,3984000,14,13,8
5058000,3984000,9,7,4
5059000,3984000,157,148,122
5060000,3984000,24,23,8
5061000,3984000,7,14,10
5062000,3984000,4,1,6
5063000,3984000,0,0,0
5064000,3984000,1,0,3
5065000,3984000,7,19,9
5066000,3984000,7,7,4
5067000,3984000,13,9,7
5068000,3984000,11,8,5
5069000,3984000,2,1,1
5070000,3984000,13,11,11
5071000,3984000,8,5,5
5072000,3984000,0,0,4
5073000,3984000,1,0,1
5074000,3984000,25,26,19
5075000,3984000,1,0,11
5145000,3984000,0,0,0
5146000,3984000,11,9,15
5166000,3984000,2,0,3
5167000,3984000,8,13,13
5168000,3984000,0,0,1
5169000,3984000,0,0,0
5170000,3984000,0,0,0
5171000,3984000,0,0,0
5172000,3984000,0,0,1
5173000,3984000,18,14,13
5174000,3984000,3,4,2
5175000,3984000,1,3,3
5176000,3984000,0,0,1
5177000,3984000,0,0,0
5178000,3984000,0,0,0
5179000,3984000,0,0,0
5180000,3984000,0,0,0
5181000,3984000,0,0,0
5182000,3984000,0,0,2
5183000,3984000,5,4,3
5184000,3984000,0,0,1
5185000,3984000,0,0,1
5186000,3984000,0,0,1
5187000,3984000,0,0,0
5188000,3984000,6,2,2
5189000,3984000,0,0,2
5190000,3984000,2,0,2
5191000,3984000,4,6,7
5192000,3984000,13,7,6
5193000,3984000,0,0,1
5194000,3984000,0,1,4
5195000,3984000,51,46,6
5196000,3984000,18,14,2
5197000,3984000,12,9,5
5198000,3984000,0,0,2
5199000,3984000,3,2,4
5200000,3984000,1,4,2
5201000,3984000,0,0,1
5202000,3984000,0,0,0
5203000,3984000,0,0,0
5204000,3984000,0,0,0
5205000,3984000,0,0,1
5206000,3984000,1,0,4
5207000,3984000,0,0,0
5208000,3984000,0,0,0
5209000,3984000,11,7,10
5210000,3984000,6,3,0
5211000,3984000,0,0,3
5212000,3984000,7,2,23
5213000,3984000,42,42,28
5214000,3984000,2,3,3
5215000,3984000,0,0,0
5216000,3984000,0,0,4
5217000,3984000,0,0,0
5218000,3984000,0,0,0
5219000,3984000,0,0,1
5220000,3984000,4,3,3
5221000,3984000,0,0,2
5222000,3984000,0,0,0
5223000,3984000,0,0,0
5224000,3984000,1,0,0
5225000,3984000,0,0,0
5226000,3984000,1,0,1
5227000,3984000,0,0,0
5228000,3984000,0,0,0
5229000,3984000,0,0,3
5230000,3984000,12,7,5
5231000,3984000,24,29,8
5232000,3984000,0,0,3
5233000,3984000,0,0,3
5234000,3984000,4,3,3
5235000,3984000,0,0,2
5236000,3984000,0,0,6
5237000,3984000,1,0,1
5238000,3984000,0,0,0
5239000,3984000,0,0,0
5240000,3984000,0,0,0
5241000,3984000,0,0,0
5242000,3984000,0,0,0
5243000,3984000,0,0,0
5244000,3984000,0,0,0
5245000,3984000,0,0,1
5246000,3984000,3,0,2
5247000,3984000,0,0,1
5248000,3984000,6,8,27
5249000,3984000,379,337,72
5250000,3984000,9,7,239
5251000,3984000,9,6,6
5252000,3984000,56,39,31
5253000,3984000,10,5,7
5254000,3984000,0,0,6
5255000,3984000,14,11,15
5256000,3984000,10,4,0
5257000,3984000,1,0,1
5258000,3984000,0,0,1
5259000,3984000,6,4,7
5260000,3984000,28,9,17
5261000,3984000,0,0,2
5262000,3984000,0,0,2
5263000,3984000,2,2,1
5264000,3984000,3,3,4
5265000,3984000,0,0,0
5266000,3984000,0,0,0
5267000,3984000,0,0,0
5268000,3984000,0,0,0
5269000,3984000,28,18,5
5270000,3984000,18,17,24
5271000,3984000,5,1,4
5272000,3984000,7,5,8
5273000,3984000,0,0,2
5274000,3984000,16,12,11
5275000,3984000,1,3,3
5276000,3984000,0,0,3
5277000,3984000,1,3,7
5278000,3984000,24,19,12
5279000,3984000,0,0,5
5280000,3984000,6,4,1
5281000,3984000,6,4,6
5282000,3984000,1,0,8
5283000,3984000,13,8,7
5284000,3984000,8,10,9
5285000,3984000,11,6,5
5286000,3984000,6,3,11
5287000,3984000,13,13,5
5288000,3984000,2,1,1
5289000,3984000,2,0,2
5290000,3984000,7,2,3
5291000,3984000,7,1,3
5292000,3984000,11,8,4
5293000,3984000,7,5,3
5294000,3984000,4,4,6
5295000,3984000,0,0,2
5296000,3984000,0,0,2
5297000,3984000,1,1,4
5298000,3984000,9,3,7
5299000,3984000,8,5,8
5300000,3984000,0,0,5
5301000,3984000,15,10,9
5302000,3984000,9,7,12
5303000,3984000,12,15,17
5304000,3984000,6,3,1
5305000,3984000,5,5,4
5306000,3984000,3,5,3
5307000,3984000,4,5,7
5308000,3984000,0,0,1
5309000,3984000,7,5,2
5310000,3984000,0,0,0
5311000,3984000,0,9,3
5312000,3984000,6,3,2
5313000,3984000,10,8,2
5314000,3984000,3,5,16
5315000,3984000,18,18,4
5316000,3984000,2,4,5
5317000,3984000,8,3,10
5318000,3984000,19,16,1
5319000,3984000,71,60,98
5320000,3984000,9,10,5
5321000,3984000,6,2,3
5322000,3984000,9,6,2
5323000,3984000,0,0,0
5324000,3984000,0,0,0
5325000,3984000,0,0,0
5326000,3984000,153,197,176
5327000,3984000,32,22,30
5328000,3984000,0,0,0
5329000,3984000,0,0,0
5330000,3984000,253,232,203
5331000,3984000,13,17,69
5332000,3984000,11,10,12
5333000,3984000,7,5,7
5334000,3984000,9,11,24
5335000,3984000,53,48,33
5336000,3984000,5,4,0
5337000,3984000,0,0,0
5338000,3984000,11,8,16
5339000,3984000,29,26,13
5340000,3984000,0,0,3
5341000,3984000,0,0,1
5342000,3984000,5,4,2
5343000,3984000,0,0,2
5344000,3984000,0,0,5
5345000,3984000,15,12,6
5346000,3984000,0,0,3
5347000,3984000,14,7,6
5348000,3984000,0,0,4
5349000,3984000,3,1,5
5350000,3984000,5,3,4
5351000,3984000,13,10,3
5352000,3984000,6,7,3
5353000,3984000,0,0,1
5013000,3985000,0,0,0
5014000,3985000,0,0,3
5015000,3985000,2,0,3
5016000,3985000,5,4,3
5017000,3985000,0,5,3
5018000,3985000,5,1,3
5019000,3985000,0,0,0
5020000,3985000,0,0,0
5021000,3985000,0,0,0
5022000,3985000,0,0,0
5023000,3985000,0,0,0
5025000,3985000,0,0,0
5026000,3985000,6,0,5
5027000,3985000,11,7,2
5028000,3985000,3,0,0
5029000,3985000,0,0,2
5030000,3985000,0,0,0
5031000,3985000,0,0,0
5032000,3985000,0,0,0
5033000,3985000,0,0,0
5034000,3985000,0,0,0
5035000,3985000,0,0,0
5036000,3985000,0,0,0
5037000,3985000,0,0,0
5038000,3985000,0,0,0
5039000,3985000,0,0,0
5040000,3985000,0,0,0
5041000,3985000,0,0,0
5042000,3985000,0,0,0
5043000,3985000,0,0,0
5044000,3985000,0,0,1
5045000,3985000,3,1,3
5046000,3985000,0,0,3
5047000,3985000,5,8,3
5048000,3985000,0,0,1
5049000,3985000,0,0,0
5050000,3985000,0,0,0
5051000,3985000,0,0,0
5052000,3985000,0,0,0
5053000,3985000,0,0,0
5054000,3985000,0,0,0
5055000,3985000,0,0,0
5056000,3985000,15,18,3
5057000,3985000,13,13,5
5058000,3985000,2,2,12
5059000,3985000,40,40,47
5060000,3985000,21,10,19
5061000,3985000,20,18,9
5062000,3985000,3,1,6
5063000,3985000,0,0,0
5064000,3985000,0,0,0
5065000,3985000,0,0,4
5066000,3985000,1,0,1
5067000,3985000,4,0,6
5068000,3985000,6,5,8
5069000,3985000,9,9,17
5070000,3985000,54,69,86
5071000,3985000,3,3,9
5072000,3985000,4,1,3
5073000,3985000,11,10,11
5074000,3985000,1,5,7
5075000,3985000,3,2,4
5076000,3985000,0,0,0
5144000,3985000,0,0,0
5145000,3985000,2,0,6
5146000,3985000,1,0,0
5147000,3985000,0,0,0
5165000,3985000,0,0,0
5166000,3985000,16,9,2
5167000,3985000,72,48,1
5168000,3985000,0,0,0
5169000,3985000,0,0,0
5170000,3985000,0,0,0
5171000,3985000,0,0,0
5172000,3985000,0,0,0
5173000,3985000,20,19,49
5174000,3985000,0,0,1
5175000,3985000,0,0,0
5176000,3985000,0,0,0
5177000,3985000,0,0,0
5178000,3985000,0,0,0
5179000,3985000,0,0,0
5180000,3985000,0,0,0
5181000,3985000,0,0,0
5182000,3985000,3,1,3
5183000,3985000,0,0,3
5184000,3985000,0,0,1
5185000,3985000,0,0,1
5186000,3985000,0,0,0
5187000,3985000,13,8,5
5188000,3985000,3,2,1
5189000,3985000,0,0,2
5190000,3985000,0,0,0
5191000,3985000,18,11,20
5192000,3985000,22,20,6
5193000,3985000,4,2,7
5194000,3985000,212,162,96
5195000,3985000,226,177,221
5196000,3985000,117,89,29
5197000,3985000,6,3,14
5198000,3985000,14,9,3
5199000,3985000,20,17,9
5200000,3985000,12,8,10
5201000,3985000,4,3,4
5202000,3985000,0,0,0
5203000,3985000,0,0,0
5204000,3985000,1,2,0
5205000,3985000,3,2,1
5206000,3985000,5,3,3
5207000,3985000,1,0,2
5208000,3985000,0,0,0
5209000,3985000,1,0,0
5210000,3985000,21,7,13
5211000,3985000,9,5,4
5212000,3985000,13,5,31
5213000,3985000,11,6,0
5214000,3985000,2,0,1
5215000,3985000,0,2,3
5216000,3985000,19,15,8
5217000,3985000,1,2,1
5218000,3985000,0,0,0
5219000,3985000,0,0,0
5220000,3985000,0,0,3
5221000,3985000,0,0,0
5222000,3985000,0,0,0
5223000,3985000,0,0,0
5224000,3985000,0,0,0
5225000,3985000,0,0,2
5226000,3985000,3,2,0
5227000,3985000,0,0,2
5228000,3985000,0,0,0
5229000,3985000,7,7,13
5230000,3985000,2,2,4
5231000,3985000,4,7,23
5232000,3985000,6,9,3
5233000,3985000,0,0,1
5234000,3985000,0,2,3
5235000,3985000,10,10,8
5236000,3985000,3,2,5
5237000,3985000,0,0,2
5238000,3985000,0,0,1
5239000,3985000,0,0,0
5240000,3985000,1,0,0
5241000,3985000,0,0,0
5242000,3985000,0,0,0
5243000,3985000,0,0,0
5244000,3985000,0,0,0
5245000,3985000,0,0,1
5246000,3985000,0,0,0
5247000,3985000,0,0,0
5248000,3985000,6,3,13
5249000,3985000,37,27,13
5250000,3985000,9,9,1
5251000,3985000,4,5,2
5252000,3985000,9,9,7
5253000,3985000,24,11,18
5254000,3985000,5,2,2
5255000,3985000,7,5,3
5256000,3985000,5,4,6
5257000,3985000,0,0,0
5258000,3985000,0,1,1
5259000,3985000,2,10,3
5260000,3985000,9,7,4
5261000,3985000,2,0,1
5262000,3985000,0,0,1
5263000,3985000,8,16,6
5264000,3985000,11,11,15
5265000,3985000,0,0,0
5266000,3985000,0,0,0
5267000,3985000,0,0,0
5268000,3985000,0,0,0
5269000,3985000,0,0,2
5270000,3985000,13,9,5
5271000,3985000,3,3,3
5272000,3985000,3,3,5
5273000,3985000,0,0,4
5274000,3985000,14,10,5
5275000,3985000,1,0,3
5276000,3985000,2,4,3
5277000,3985000,8,6,6
5278000,3985000,17,10,17
5279000,3985000,3,2,3
5280000,3985000,1,0,3
5281000,3985000,1,0,4
5282000,3985000,2,1,4
5283000,3985000,5,3,3
5284000,3985000,9,5,8
5285000,3985000,2,0,3
5286000,3985000,7,3,9
5287000,3985000,20,27,14
5288000,3985000,8,8,3
5289000,3985000,5,4,3
5290000,3985000,2,5,3
5291000,3985000,6,5,5
5292000,3985000,7,1,3
5293000,3985000,9,2,3
5294000,3985000,0,2,4
5295000,3985000,4,3,10
5296000,3985000,13,12,8
5297000,3985000,9,2,3
5298000,3985000,7,2,3
5299000,3985000,2,1,4
5300000,3985000,10,9,8
5301000,3985000,11,6,5
5302000,3985000,1,0,6
5303000,3985000,26,18,18
5304000,3985000,15,14,8
5305000,3985000,4,8,18
5306000,3985000,2,0,0
5307000,3985000,6,2,9
5308000,3985000,15,14,15
5309000,3985000,1,12,2
5310000,3985000,12,8,8
5311000,3985000,15,12,19
5312000,3985000,0,0,1
5313000,3985000,9,9,5
5314000,3985000,0,0,5
5315000,3985000,0,0,2
5316000,3985000,0,0,3
5317000,3985000,19,18,9
5318000,3985000,12,9,13
5319000,3985000,111,95,98
5320000,3985000,583,653,451
5321000,3985000,0,0,20
5322000,3985000,8,13,12
5323000,3985000,0,0,0
5324000,3985000,0,0,1
5325000,3985000,0,0,2
5326000,3985000,15,12,3
5327000,3985000,16,20,14
5328000,3985000,11,7,0
5329000,3985000,4,4,2
5330000,3985000,15,13,3
5331000,3985000,5,7,7
5332000,3985000,8,11,8
5333000,3985000,0,1,0
5334000,3985000,3,2,0
5335000,3985000,4,3,3
5336000,3985000,1,2,3
5337000,3985000,2,0,3
5338000,3985000,12,6,9
5339000,3985000,1,1,1
5340000,3985000,2,2,5
5341000,3985000,4,2,2
5342000,3985000,2,4,3
5343000,3985000,10,7,12
5344000,3985000,8,15,5
5345000,3985000,0,0,1
5346000,3985000,0,0,0
5347000,3985000,11,7,3
5348000,3985000,0,0,1
5349000,3985000,3,0,2
5350000,3985000,8,7,4
5351000,3985000,8,14,14
5352000,3985000,0,0,2
5353000,3985000,0,0,1
5013000,3986000,0,0,1
5014000,3986000,1,0,2
5015000,3986000,0,0,1
5016000,3986000,0,0,2
5017000,3986000,3,2,3
5018000,3986000,0,0,4
5019000,3986000,1,0,2
5020000,3986000,0,0,0
5021000,3986000,0,0,0
5022000,3986000,0,0,0
5025000,3986000,0,0,0
5026000,3986000,1,0,3
5027000,3986000,2,0,3
5028000,3986000,0,0,1
5029000,3986000,13,9,12
5030000,3986000,0,0,0
5031000,3986000,0,0,2
5032000,3986000,0,0,0
5033000,3986000,0,0,0
5034000,3986000,0,0,0
5035000,3986000,0,0,0
5036000,3986000,0,0,0
5037000,3986000,0,0,0
5038000,3986000,0,0,0
5039000,3986000,0,0,0
5040000,3986000,0,0,0
5041000,3986000,0,0,0
5042000,3986000,0,0,0
5043000,3986000,0,0,0
5044000,3986000,0,0,2
5045000,3986000,0,0,1
5046000,3986000,0,0,2
5047000,3986000,0,0,4
5048000,3986000,0,0,2
5049000,3986000,0,0,0
