"x","y","maakond","registreeriti","loomad"
581593,6436154,"viljandi maakond","2020","mesilane"
499659,6442840,"pärnu maakond","2020","lammas"
589091,6439792,"viljandi maakond","2020","mesilane"
605243,6431322,"valga maakond","2020",""
537642,6436478,"pärnu maakond","2021","veis"
527391,6429990,"pärnu maakond","2021","hobune;veis"
586597,6428474,"viljandi maakond","2021","lammas;veis"
555459,6438629,"pärnu maakond","2021","veis"
602977,6430035,"valga maakond","2021","veis"
610480,6419129,"valga maakond","2021","lammas"
538275,6428362,"pärnu maakond","2021","mesilane"
611681,6422711,"valga maakond","2021","mesilane"
525382.11,6425055.42,"pärnu maakond","2021","mesilane"
534396.82,6427997.1,"pärnu maakond","2021","veis"
543276.89,6439611.34,"pärnu maakond","2021","mesilane"
559301.12,6439609.18,"pärnu maakond","2021","mesilane"
583945.16,6437632.48,"viljandi maakond","2021","mesilane"
597506.49,6439858.57,"viljandi maakond","2021","mesilane"
593068.69,6428160.02,"viljandi maakond","2021","mesilane"
526875.71,6432025.88,"pärnu maakond","2021","veis"
544944.92,6440066.97,"pärnu maakond","2021","mesilane"
527590.96,6431766.07,"pärnu maakond","2021","hobune"
528087.27,6434751.21,"pärnu maakond","2021","hobune"
542534.67,6441157.38,"pärnu maakond","2021","mesilane"
576720.81,6440116.52,"viljandi maakond","2021","hobune;veis"
603535.59,6431128.9,"valga maakond","2021","mesilane"
611726.53,6420738.13,"valga maakond","2021","mesilane"
582289.55,6436947.08,"viljandi maakond","2021","mesilane"
526971.88,6430871.88,"pärnu maakond","2021","mesilane"
538513.92,6436044.58,"pärnu maakond","2021","mesilane"
589831.22,6446283.93,"viljandi maakond","2021","mesilane"
596757.77,6440682.2,"viljandi maakond","2021","mesilane;vutt"
529351.73,6442410.26,"pärnu maakond","2021","mesilane;veis"
533754.99,6446359.16,"pärnu maakond","2021","veis"
591745.04,6435860.31,"viljandi maakond","2021","veis"
581535.96,6436440.51,"viljandi maakond","2021",""
610991.16,6421509.04,"valga maakond","2021","mesilane"
570652.7,6444015.7,"viljandi maakond","2021","veis"
573430.05,6442482.7,"viljandi maakond","2021","munakana"
557185.54,6446280.63,"pärnu maakond","2021","kits"
604973.9,6444285.62,"viljandi maakond","2021","mesilane"
557185.54,6446280.63,"pärnu maakond","2021","hani;kass;kits;koer;kuulik;munakana"
592930.03,6427613.84,"viljandi maakond","2021","mesilane"
529355.2,6442582.42,"pärnu maakond","2021","munakana;veis"
499390.08,6443811.96,"pärnu maakond","2021","lammas"
573651.89,6444155.73,"viljandi maakond","2021","mesilane"
537275.58,6428287.86,"pärnu maakond","2021","mesilane"
577268.99,6444944.19,"viljandi maakond","2021","mesilane"
579864.09,6440050.36,"viljandi maakond","2021","mesilane"
583872.72,6436470.89,"viljandi maakond","2021","mesilane"
573651.89,6444155.73,"viljandi maakond","2021","mesilane"
542706.99,6430752.32,"pärnu maakond","2021","veis"
560109.85,6433874.56,"pärnu maakond","2021","veis"
566911.02,6441681.53,"viljandi maakond","2021","veis"
564487.05,6437820.15,"viljandi maakond","2021","veis"
551052.14,6432921.72,"pärnu maakond","2021","veis"
528750.95,6444014.54,"pärnu maakond","2021","kits"
529478.29,6437608.69,"pärnu maakond","2021","kuulik;munakana"
528791.55,6445015.63,"pärnu maakond","2021","veis"
534396.82,6427997.1,"pärnu maakond","2021",""
529355.2,6442582.42,"pärnu maakond","2021","veis"
523618.24,6420569.43,"pärnu maakond","2021","veis"
611879.82,6426947.77,"valga maakond","2021","veis"
611807.29,6426867.83,"valga maakond","2021","veis"
527590.96,6431766.07,"pärnu maakond","2022","veis"
593100.66,6441436.53,"viljandi maakond","2022","mesilane"
609017.99,6437570.13,"valga maakond","2022","veis"
538455.84,6432294.42,"pärnu maakond","2022","lammas;veis"
529077.14,6438936.15,"pärnu maakond","2022","veis"
529248.65,6438949.93,"pärnu maakond","2022","veis"
529077.14,6438936.15,"pärnu maakond","2022","veis"
609017.99,6437570.13,"valga maakond","2022","veis"
611655,6433397,"valga maakond","2022","veis"
602984.13,6430183.97,"valga maakond","2022","veis"
528965.21,6442833.5,"pärnu maakond","2022",""
530705.51,6438564.91,"pärnu maakond","2022","hobune"
589334.21,6439076.94,"viljandi maakond","2022","veis"
559066.31,6434437.43,"pärnu maakond","2022","lammas"
533443.9,6445603.47,"pärnu maakond","2022","veis"
589676.53,6441981.85,"viljandi maakond","2022","lammas"
558980.26,6440278.49,"pärnu maakond","2022","mesilane"
581879.72,6443246.33,"viljandi maakond","2022","veis"
498253.61,6443961.24,"pärnu maakond","2022","lammas"
535961.9,6445154.75,"pärnu maakond","2022","lammas"
610790.8,6424628,"valga maakond","2022","mesilane"
529430.5,6440044.07,"pärnu maakond","2022","hobune"
610430.1,6419036.31,"valga maakond","2022","lammas"
562825.16,6439642.19,"viljandi maakond","2022","veis"
545641.51,6435994.22,"pärnu maakond","2022","mesilane"
559968.45,6445938.95,"pärnu maakond","2022","mesilane"
555690.47,6445087.05,"pärnu maakond","2022","mesilane"
572835.8,6437895.1,"viljandi maakond","2022","mesilane"
547491.57,6436724.29,"pärnu maakond","2022","mesilane"
567201.75,6444614.89,"viljandi maakond","2022","mesilane"
584792.94,6442487.34,"viljandi maakond","2022","mesilane"
598004.11,6442116.12,"viljandi maakond","2022","lammas"
611757.55,6422549.78,"valga maakond","2022","mesilane"
541448.81,6424983.71,"pärnu maakond","2022","mesilane"
541761.65,6425772.56,"pärnu maakond","2022","mesilane"
542030.26,6428088.59,"pärnu maakond","2022","mesilane"
543311.76,6432851.83,"pärnu maakond","2022","mesilane"
559817.84,6435388.25,"pärnu maakond","2022","mesilane"
544999.61,6436442.2,"pärnu maakond","2022","mesilane"
562825.16,6439642.19,"viljandi maakond","2022","veis"
562825.16,6439642.19,"viljandi maakond","2022","veis"
590803.08,6441317.92,"viljandi maakond","2022","mesilane"
584624.53,6445866.29,"viljandi maakond","2022","lammas"
535961.9,6445154.75,"pärnu maakond","2022","lammas"
597724.04,6424764.92,"valga maakond","2022",""
529077.14,6438936.15,"pärnu maakond","2022","veis"
607818.09,6426404.84,"valga maakond","2022","veis"
561553.18,6443397.26,"pärnu maakond","2022","munakana"
573458.18,6440144.74,"viljandi maakond","2022","mesilane"
593094.54,6446471.27,"viljandi maakond","2022","mesilane"
580421.05,6435276.02,"viljandi maakond","2022","mesilane"
533460.27,6446945.35,"pärnu maakond","2022","lammas;veis"
601087.77,6431298.57,"valga maakond","2022","munakana"
499482.63,6443436.68,"pärnu maakond","2022","mesilane"
611409.75,6422530.19,"valga maakond","2022","veis"
585120.3,6441208.28,"viljandi maakond","2022","mesilane"
529040.52,6434547.87,"pärnu maakond","2022","mesilane"
500181,6445668,"pärnu maakond","2022","veis"
499647.56,6441517.89,"pärnu maakond","2022","veis"
603603,6565214,"lääne-viru maakond","2002","veis"
582108.53,6525023.49,"järva maakond","2002","veis"
593841,6563514,"järva maakond","2002","veis"
604696,6528313,"järva maakond","2002","veis"
596034,6524820,"järva maakond","2002","veis"
607701,6549379,"järva maakond","2002","lammas"
599653,6552215,"järva maakond","2002",""
610733,6520702,"järva maakond","2002","veis"
608501,6560305,"järva maakond","2002","veis"
608229,6550907,"järva maakond","2002","veis"
608354,6566088,"lääne-viru maakond","2002","veis"
605193,6542703,"järva maakond","2002","veis"
605337,6568389,"lääne-viru maakond","2002","veis"
598966,6570235,"lääne-viru maakond","2002","siga"
603205,6568049,"lääne-viru maakond","2002","veis"
610701,6539819,"järva maakond","2002","hobune;lammas;veis"
602614,6566647,"lääne-viru maakond","2002","veis"
603575,6565324,"lääne-viru maakond","2002","veis"
605841,6551474,"järva maakond","2002","mesilane"
598791,6543765,"järva maakond","2002","veis"
591923,6533319,"järva maakond","2002","veis"
591970,6526093,"järva maakond","2002","veis"
615415,6553565,"lääne-viru maakond","2002","veis"
617065,6554088,"lääne-viru maakond","2002","veis"
635835,6599337,"lääne-viru maakond","2002","veis"
621625,6572037,"lääne-viru maakond","2002","veis"
620597,6548709,"lääne-viru maakond","2002","veis"
632307,6548966,"lääne-viru maakond","2002","veis"
616090,6568651,"lääne-viru maakond","2002","veis"
647582,6590512,"lääne-viru maakond","2002","hobune;veis"
643201,6580818,"lääne-viru maakond","2002","veis"
641623,6578363,"lääne-viru maakond","2002","lammas"
633620,6595831,"lääne-viru maakond","2002","hobune;munakana"
619560,6574146,"lääne-viru maakond","2002","munakana;veis"
632340,6569933,"lääne-viru maakond","2002","veis"
651961,6550693,"lääne-viru maakond","2002",""
650492,6555113,"lääne-viru maakond","2002","veis"
650669,6555121,"lääne-viru maakond","2002","veis"
646747,6582854,"lääne-viru maakond","2002","mesilane"
649935,6563822,"lääne-viru maakond","2002","munakana"
613162,6550554,"lääne-viru maakond","2002","veis"
620038,6563830,"lääne-viru maakond","2002","kits;lammas"
638335,6573243,"lääne-viru maakond","2002","veis"
613798,6576650,"lääne-viru maakond","2002","lammas"
644502,6553894,"lääne-viru maakond","2002","munakana;veis"
643977,6553610,"lääne-viru maakond","2002","veis"
618240,6601694,"lääne-viru maakond","2002","veis"
625250,6573913,"lääne-viru maakond","2002","veis"
619833,6575233,"lääne-viru maakond","2002","veis"
613695,6578224,"lääne-viru maakond","2002","veis"
613399,6576453,"lääne-viru maakond","2002","veis"
637075,6588154,"lääne-viru maakond","2002","veis"
637025,6588142,"lääne-viru maakond","2002","veis"
619845,6547643,"lääne-viru maakond","2002","veis"
639440,6537092,"lääne-viru maakond","2002","veis"
637150,6536573,"lääne-viru maakond","2002","veis"
645505,6577937,"lääne-viru maakond","2002",""
625299,6599497,"lääne-viru maakond","2002","veis"
638667,6575799,"lääne-viru maakond","2002","veis"
637473,6600934,"lääne-viru maakond","2002","mesilane"
634212,6555240,"lääne-viru maakond","2002","veis"
629372,6590720,"lääne-viru maakond","2002","veis"
643571,6589457,"lääne-viru maakond","2002","veis"
654600,6592497,"lääne-viru maakond","2002","munakana"
652331,6562400,"lääne-viru maakond","2002","veis"
652713,6580101,"lääne-viru maakond","2002","veis"
623264,6576574,"lääne-viru maakond","2002","veis"
623409,6602097,"lääne-viru maakond","2002","hobune;veis"
647353,6551778,"lääne-viru maakond","2002","hobune;munakana"
621929,6578165,"lääne-viru maakond","2002","veis"
614987,6554540,"lääne-viru maakond","2002","veis"
640898,6569310,"lääne-viru maakond","2002","veis"
639716,6596854,"lääne-viru maakond","2002",""
621341,6592890,"lääne-viru maakond","2002","veis"
617794,6564029,"lääne-viru maakond","2002","veis"
652094,6564240,"lääne-viru maakond","2002","veis"
621943,6575422,"lääne-viru maakond","2002","kits"
643310,6555045,"lääne-viru maakond","2002","munakana;veis"
621014,6572637,"lääne-viru maakond","2002","veis"
629227,6582770,"lääne-viru maakond","2002","veis"
650349,6594915,"lääne-viru maakond","2002","veis"
621089,6549095,"lääne-viru maakond","2002","munakana;veis"
653728,6593085,"lääne-viru maakond","2002","veis"
650200,6590346,"lääne-viru maakond","2002","veis"
631294,6552183,"lääne-viru maakond","2002","veis"
637647,6573161,"lääne-viru maakond","2002","munakana"
615033,6564915,"lääne-viru maakond","2002","munakana"
644434,6563515,"lääne-viru maakond","2002","veis"
486440,6537568,"lääne maakond","2002","hobune;lammas;munakana;veis"
472451,6505402,"pärnu maakond","2002","veis"
490071,6530800,"lääne maakond","2002","hani;lammas;munakana;veis"
503916,6518499,"lääne maakond","2002","veis"
480863,6518705,"lääne maakond","2002","munakana;veis"
477584,6522280,"lääne maakond","2002","lammas;munakana"
498424,6526166,"lääne maakond","2002","mesilane"
472381,6523671,"lääne maakond","2002","lammas;munakana"
658493,6521224,"jõgeva maakond","2002","munakana"
646705,6527252,"jõgeva maakond","2002","veis"
650650,6527256,"jõgeva maakond","2002","veis"
651196,6530297,"jõgeva maakond","2002","veis"
651242,6530262,"jõgeva maakond","2002","veis"
651676,6525419,"jõgeva maakond","2002","veis"
649027,6530421,"jõgeva maakond","2002","hobune"
620414,6520666,"jõgeva maakond","2002","veis"
621392,6518840,"jõgeva maakond","2002","veis"
621405,6518808,"jõgeva maakond","2002","veis"
621397,6518791,"jõgeva maakond","2002","munakana;veis"
660902,6595463,"lääne-viru maakond","2002","lammas"
670722,6590850,"ida-viru maakond","2002","veis"
689937,6554251,"ida-viru maakond","2002","veis"
657226,6540149,"jõgeva maakond","2002","veis"
662905,6533027,"jõgeva maakond","2002","hobune"
7e+05,6571212,"ida-viru maakond","2002","munakana"
673806,6587016,"ida-viru maakond","2002","munakana;veis"
659159,6591950,"lääne-viru maakond","2002","hani;hobune;lammas;munakana;part;veis"
689282,6570444,"ida-viru maakond","2002","munakana"
685461,6580246,"ida-viru maakond","2002","veis"
677719,6589648,"ida-viru maakond","2002","veis"
670183,6584899,"ida-viru maakond","2002","munakana"
689765,6554384,"ida-viru maakond","2002","veis"
384906,6471011,"saare maakond","2002","kits;lammas"
452925,6495411,"saare maakond","2002","veis"
443144,6493622,"saare maakond","2002","munakana"
443647,6489418,"saare maakond","2002","veis"
431513,6476079,"saare maakond","2002","kits;mesilane;munakana"
441883,6477688,"saare maakond","2002","veis"
421057,6471944,"saare maakond","2002","munakana;veis"
420985,6471848,"saare maakond","2002","munakana;veis"
411382,6469002,"saare maakond","2002","hobune;veis"
388832,6451945,"saare maakond","2002","veis"
435048,6478881,"saare maakond","2002","veis"
393903,6449314,"saare maakond","2002","lammas"
401613.3,6470209.6,"saare maakond","2002","veis"
397086,6483047,"saare maakond","2002","hani;kalkun;munakana;part"
449171,6484840,"saare maakond","2002","veis"
455387,6482835,"saare maakond","2002","veis"
455375,6482943,"saare maakond","2002","veis"
452906,6484981,"saare maakond","2002","veis"
406803,6465258,"saare maakond","2002","lammas;munakana"
427912,6487145,"saare maakond","2002","munakana"
408136,6472958,"saare maakond","2002","lammas"
426169,6481344,"saare maakond","2002","veis"
428444,6488014,"saare maakond","2002","veis"
376345,6460301,"saare maakond","2002","veis"
403569,6490028,"saare maakond","2002","lammas;munakana;part"
424061,6486313,"saare maakond","2002","veis"
385154,6469405,"saare maakond","2002","veis"
383313,6475570,"saare maakond","2002","veis"
426782,6485395,"saare maakond","2002","veis"
433135,6473682,"saare maakond","2002","veis"
393818,6481249,"saare maakond","2002","lammas;mesilane;munakana"
423319,6472142,"saare maakond","2002","mesilane"
381885,6486213,"saare maakond","2002","lammas"
442336,6493062,"saare maakond","2002","veis"
438167,6495608,"saare maakond","2002","veis"
437389,6493872,"saare maakond","2002","veis"
452472,6493383,"saare maakond","2002","munakana;veis"
422531,6471079,"saare maakond","2002","munakana"
441799,6489213,"saare maakond","2002","mesilane;veis"
414701,6466460,"saare maakond","2002","veis"
422434,6471415,"saare maakond","2002","mesilane;veis"
407945,6471496,"saare maakond","2002","munakana;veis"
407794,6471989,"saare maakond","2002","veis"
442390,6490256,"saare maakond","2002","kits;veis"
456855,6492792,"saare maakond","2002","hobune"
403726,6488908,"saare maakond","2002","munakana;veis"
434184,6486597,"saare maakond","2002",""
432561,6491134,"saare maakond","2002","veis"
436784,6486148,"saare maakond","2002","veis"
435903,6484978,"saare maakond","2002","veis"
435635,6486865,"saare maakond","2002","lammas"
396459,6482542,"saare maakond","2002","veis"
414983,6477129,"saare maakond","2002","veis"
442803,6486854,"saare maakond","2002","munakana"
442685,6486730,"saare maakond","2002","munakana;veis"
386826,6472320,"saare maakond","2002","lammas"
397539,6468227,"saare maakond","2002","veis"
440212,6477203,"saare maakond","2002","veis"
444659,6484518,"saare maakond","2002","veis"
392664,6450066,"saare maakond","2002","veis"
434163,6496848,"saare maakond","2002","veis"
462337,6498592,"saare maakond","2002","veis"
436948,6485977,"saare maakond","2002","veis"
415424,6476159,"saare maakond","2002","lammas;munakana;part"
446884,6485306,"saare maakond","2002","munakana"
442786,6482475,"saare maakond","2002","hobune;lammas"
441690,6476404,"saare maakond","2002","lammas"
421696,6477021,"saare maakond","2002","veis"
424095,6490504,"saare maakond","2002","mesilane"
441921,6474668,"saare maakond","2002","veis"
429099,6488885,"saare maakond","2002","veis"
443602,6477505,"saare maakond","2002","veis"
419232,6470984,"saare maakond","2002","munakana;veis"
449276,6479865,"saare maakond","2002","munakana;veis"
424333,6490906,"saare maakond","2002","veis"
386217,6431743,"saare maakond","2002","lammas;veis"
442866,6478929,"saare maakond","2002","veis"
432746,6476047,"saare maakond","2002","munakana;veis"
446416,6484453,"saare maakond","2002","munakana"
415328,6466416,"saare maakond","2002","mesilane;munakana"
428383,6488029,"saare maakond","2002","veis"
442312,6476033,"saare maakond","2002","munakana;veis"
452536,6494874,"saare maakond","2002","hobune;lammas;munakana;part"
404959,6467767,"saare maakond","2002","veis"
384521,6427037,"saare maakond","2002","munakana;veis"
423031,6471584,"saare maakond","2002","mesilane"
379764,6460428,"saare maakond","2002","lammas"
387096,6433866,"saare maakond","2002","lammas;munakana"
429849,6475021,"saare maakond","2002","lammas;munakana"
386432,6454343,"saare maakond","2002","veis"
396140,6448689,"saare maakond","2002","munakana;veis"
456851,6502391,"saare maakond","2002","veis"
386240,6472326,"saare maakond","2002","hobune"
386208,6472333,"saare maakond","2002","lammas"
393982,6478548,"saare maakond","2002","lammas"
402713,6486107,"saare maakond","2002","munakana"
454329,6492022,"saare maakond","2002","lammas;munakana;veis"
416857,6459490,"saare maakond","2002","veis"
421708,6456082,"saare maakond","2002","veis"
425987,6487385,"saare maakond","2002","munakana"
424584,6471720,"saare maakond","2002","munakana"
451231,6494181,"saare maakond","2002","veis"
451202,6494180,"saare maakond","2002","munakana"
411499,6469518,"saare maakond","2002","veis"
401691,6482616,"saare maakond","2002","broiler;hani;kalkun;munakana;part;veis;vutt"
401617,6482739,"saare maakond","2002","hobune;kits;lammas;veis"
453671,6494929,"saare maakond","2002","veis"
403718,6468301,"saare maakond","2002","lammas"
415012,6498907,"saare maakond","2002","lammas;munakana;veis"
447222,6495685,"saare maakond","2002","lammas;veis"
428357,6488157,"saare maakond","2002","lammas;veis"
378055,6460900,"saare maakond","2002","lammas"
418125,6480920,"saare maakond","2002","hobune;veis"
436577,6474917,"saare maakond","2002","lammas;munakana;veis"
415598,6461740,"saare maakond","2002","lammas"
401062,6483070,"saare maakond","2002","lammas"
376879,6460381,"saare maakond","2002","lammas"
432643,6497596,"saare maakond","2002","hobune;veis"
386856,6455997,"saare maakond","2002","lammas"
431510,6498216,"saare maakond","2002","lammas"
398319,6465290,"saare maakond","2002","kits;lammas"
444528,6485410,"saare maakond","2002","lammas"
448860,6481347,"saare maakond","2002","lammas;veis"
397491,6469534,"saare maakond","2002","lammas;mesilane;munakana;veis"
454091,6496906,"saare maakond","2002","lammas;munakana"
453228,6500708,"saare maakond","2002","veis"
384501,6457819,"saare maakond","2002","kits"
416490,6463100,"saare maakond","2002","lammas"
406904,6469923,"saare maakond","2002","lammas"
383853,6482272,"saare maakond","2002","lammas;munakana"
412510,6470496,"saare maakond","2002","lammas"
383570,6463383,"saare maakond","2002","lammas"
429669,6475246,"saare maakond","2002","munakana"
420530,6462228,"saare maakond","2002","munakana;veis"
430144,6459906,"saare maakond","2002","veis"
430131,6459970,"saare maakond","2002","hani;munakana"
388523.76,6438035.75,"saare maakond","2002","lammas"
383620,6473427,"saare maakond","2002","hobune;lammas"
428349,6462140,"saare maakond","2002","lammas"
395770,6481953,"saare maakond","2002","lammas"
395687,6441884,"saare maakond","2002","lammas;munakana"
455640,6496166,"saare maakond","2002","lammas"
381435,6480683,"saare maakond","2002","lammas"
397683,6461590,"saare maakond","2002","lammas"
384540,6468654,"saare maakond","2002","lammas;mesilane;munakana;veis"
407761,6470612,"saare maakond","2002","lammas"
408438,6472069,"saare maakond","2002","lammas"
385391,6471577,"saare maakond","2002","lammas;munakana"
424293,6516644,"hiiu maakond","2002","munakana"
415104,6516145,"hiiu maakond","2002","munakana;veis"
414675,6515736,"hiiu maakond","2002","hani;kalkun;munakana;part"
417953,6506788,"hiiu maakond","2002","lammas;munakana"
417444,6509938,"hiiu maakond","2002","veis"
422067,6519251,"hiiu maakond","2002","veis"
427889,6520641,"hiiu maakond","2002","hobune"
419987,6519055,"hiiu maakond","2002","veis"
422235,6518643,"hiiu maakond","2002","veis"
422041,6519273,"hiiu maakond","2002","lammas"
433726,6523814,"hiiu maakond","2002","lammas"
420772,6522822,"hiiu maakond","2002","munakana"
428097,6523318,"hiiu maakond","2002","munakana;veis"
420469,6521542,"hiiu maakond","2002","veis"
428829,6523151,"hiiu maakond","2002","hobune;lammas"
425277,6523371,"hiiu maakond","2002","veis"
424696,6522537,"hiiu maakond","2002","veis"
429134,6521317,"hiiu maakond","2002","lammas;munakana"
420381,6522441,"hiiu maakond","2002","veis"
421739,6519023,"hiiu maakond","2002","lammas;munakana"
428633,6517884,"hiiu maakond","2002","lammas"
420158,6523145,"hiiu maakond","2002","hani;kalkun;munakana;paabulind;part;veis"
426711,6523401,"hiiu maakond","2002","hobune;lammas"
432193,6524071,"hiiu maakond","2002","hani;lammas;munakana;veis"
427520,6524444,"hiiu maakond","2002","lammas;munakana;veis"
429290,6516813,"hiiu maakond","2002","lammas;munakana"
420382,6518240,"hiiu maakond","2002","munakana;veis"
432253,6517353,"hiiu maakond","2002","lammas;veis"
434505,6522901,"hiiu maakond","2002","lammas"
433090,6519121,"hiiu maakond","2002","veis"
396994,6530742,"hiiu maakond","2002","lammas"
421747,6536974,"hiiu maakond","2002","mesilane"
399757,6528748,"hiiu maakond","2002","munakana"
413579,6542139,"hiiu maakond","2002","lammas;veis"
433476,6535559,"hiiu maakond","2002","veis"
440264,6525237,"hiiu maakond","2002","lammas"
432064,6529384,"hiiu maakond","2002","lammas;mesilane;munakana"
432128,6530774,"hiiu maakond","2002","veis"
443704,6523600,"hiiu maakond","2002","lammas"
443682,6523576,"hiiu maakond","2002","lammas;munakana"
444702,6522565,"hiiu maakond","2002","lammas"
433497,6530447,"hiiu maakond","2002","hobune;veis"
433499,6530439,"hiiu maakond","2002","munakana"
433227,6529529,"hiiu maakond","2002","veis"
442183,6525040,"hiiu maakond","2002","kuulik"
439658,6528592,"hiiu maakond","2002","munakana;veis"
439641,6528579,"hiiu maakond","2002","veis"
533298,6519765,"rapla maakond","2002","veis"
542096,6533683,"rapla maakond","2002","veis"
550452,6529937,"rapla maakond","2002","munakana;veis"
562662,6543320,"rapla maakond","2002","veis"
562935,6548081,"rapla maakond","2002","veis"
548341,6534854,"rapla maakond","2002","hobune"
536824,6531737,"rapla maakond","2002",""
561484,6542857,"rapla maakond","2002",""
540521,6518799,"rapla maakond","2002","veis"
542772,6526701,"rapla maakond","2002","hobune;munakana;veis"
506776,6533898,"rapla maakond","2002","veis"
512191,6538044,"rapla maakond","2002","veis"
506774,6533702,"rapla maakond","2002","veis"
550123,6555108,"rapla maakond","2002","veis"
535391,6532222,"rapla maakond","2002","veis"
511327,6531086,"rapla maakond","2002","munakana"
537989,6533337,"rapla maakond","2002","lammas;munakana"
540178,6540730,"rapla maakond","2002","kalkun;lammas;munakana"
537218,6560523,"rapla maakond","2002","veis"
554576,6542184,"rapla maakond","2002","veis"
517523,6533699,"rapla maakond","2002","lammas;mesilane"
531246,6528591,"rapla maakond","2002","veis"
531945,6526896,"rapla maakond","2002","veis"
512601,6529479,"rapla maakond","2002","veis"
513686,6528566,"rapla maakond","2002","veis"
553706,6543595,"rapla maakond","2002","veis"
553864,6580517,"harju maakond","2002","lammas;veis"
535147,6575380,"harju maakond","2002","kits;munakana;veis"
570982,6563563,"harju maakond","2002","veis"
525792,6577583,"harju maakond","2002","veis"
558264,6587626,"harju maakond","2002","veis"
523193,6562116,"harju maakond","2002","veis"
528004,6559562,"harju maakond","2002","veis"
529320,6584082,"harju maakond","2002","veis"
533989,6574760,"harju maakond","2002","lammas"
534118,6566548,"harju maakond","2002","veis"
529082,6571236,"harju maakond","2002","veis"
561436,6583891,"harju maakond","2002",""
549818,6570372,"harju maakond","2002","veis"
555068,6581132,"harju maakond","2002","veis"
589678,6591265,"harju maakond","2002","hobune;veis"
589190,6578820,"harju maakond","2002","veis"
516302,6551868,"harju maakond","2002","veis"
433851,6538473,"hiiu maakond","2002","lammas;munakana"
409470,6535430,"hiiu maakond","2002","hobune;lammas;munakana"
427175,6522773,"hiiu maakond","2002","hobune;munakana;veis"
427562,6519736,"hiiu maakond","2002","veis"
432244,6524293,"hiiu maakond","2002","lammas"
431622,6516569,"hiiu maakond","2002","munakana"
656208,6543514,"lääne-viru maakond","2002","veis"
551115,6533471,"rapla maakond","2002","hobune;lammas;veis"
551151,6533436,"rapla maakond","2002","veis"
627735,6546887,"lääne-viru maakond","2002","veis"
620590,6587160,"lääne-viru maakond","2002","veis"
652004,6550887,"lääne-viru maakond","2002","siga"
457738,6537201,"lääne maakond","2002","veis"
489782,6543457,"lääne maakond","2002","veis"
495552,6528574,"lääne maakond","2002","veis"
587161,6590469,"harju maakond","2002","veis"
629749,6551536,"lääne-viru maakond","2002","broiler;munakana"
645678,6555401,"lääne-viru maakond","2002","kits;veis"
573225,6588495,"harju maakond","2002","veis"
508685,6543652,"lääne maakond","2002","veis"
710173,6590756,"ida-viru maakond","2002","veis"
699161,6571791,"ida-viru maakond","2002","veis"
667788,6544756,"jõgeva maakond","2002","hobune"
606473,6534531,"järva maakond","2002","lammas"
609754,6537103,"järva maakond","2002","veis"
519589,6580618,"harju maakond","2002","veis"
568216,6572917,"harju maakond","2002","veis"
396984,6448076,"saare maakond","2002","lammas"
644878,6550092,"lääne-viru maakond","2002","veis"
647122,6549746,"lääne-viru maakond","2002","veis"
576575,6563665,"harju maakond","2002","lammas"
625214,6554396,"lääne-viru maakond","2002","veis"
599883,6603900,"harju maakond","2002","munakana;veis"
554761,6565085,"harju maakond","2002","hani;munakana;veis"
561392,6577714,"harju maakond","2002","munakana;veis"
588318,6590867,"harju maakond","2002","hobune"
550006,6534236,"rapla maakond","2002","veis"
526768,6573752,"harju maakond","2002","veis"
427646,6521652,"hiiu maakond","2002","mesilane;munakana;veis"
425978,6522704,"hiiu maakond","2002","lammas"
549500,6571487,"harju maakond","2002","munakana"
616100,6582040,"lääne-viru maakond","2002","siga"
634273,6571944,"lääne-viru maakond","2002","siga"
615440,6588735,"lääne-viru maakond","2002","munakana"
635850,6575220,"lääne-viru maakond","2002","siga"
642460,6580580,"lääne-viru maakond","2002","siga"
693379,6571366,"ida-viru maakond","2002","hobune;lammas;munakana;veis"
693381,6571343,"ida-viru maakond","2002","hobune;lammas;munakana;veis"
720750,6588190,"ida-viru maakond","2002","kits;munakana;veis"
693644,6578577,"ida-viru maakond","2002","veis"
664970,6589960,"lääne-viru maakond","2002","veis"
664890,6589940,"lääne-viru maakond","2002","veis"
670846,6580850,"ida-viru maakond","2002",""
577399,6582727,"harju maakond","2002","veis"
527239,6563282,"harju maakond","2002","lammas;munakana"
535010,6576708,"harju maakond","2002","hobune;veis"
580849,6592662,"harju maakond","2002","siga"
571403,6591397,"harju maakond","2002","mesilane"
529987,6571003,"harju maakond","2002","munakana"
588634,6595937,"harju maakond","2002","veis"
588561,6595902,"harju maakond","2002","veis"
580318,6594423,"harju maakond","2002","veis"
425584,6518197,"hiiu maakond","2002","veis"
438897,6526733,"hiiu maakond","2002","munakana"
527185,6518970,"rapla maakond","2002","veis"
660714,6526023,"jõgeva maakond","2002","munakana;veis"
660718,6526035,"jõgeva maakond","2002","hobune;veis"
635184,6522121,"jõgeva maakond","2002","veis"
632247,6521265,"jõgeva maakond","2002","veis"
598647,6551470,"järva maakond","2002","veis"
618425,6535046,"järva maakond","2002","munakana;veis"
619414,6534621,"järva maakond","2002","mesilane"
596210,6551526,"järva maakond","2002","hobune"
596850,6519334,"järva maakond","2002","hobune"
588817,6522843,"järva maakond","2002","alpaka;mesilane;veis"
581946,6525154,"järva maakond","2002","veis"
395447,6450027,"saare maakond","2002","lammas;munakana"
397965,6460607,"saare maakond","2002","veis"
