"x","y","maakond","registreeriti","loomad"
487136,6477017,"pärnu maakond","2014","lammas"
570259,6467109,"viljandi maakond","2014","veis"
520434,6484061,"pärnu maakond","2014","munakana;veis"
537465,6476922,"pärnu maakond","2014","veis"
507076,6455923,"pärnu maakond","2014","veis"
537506,6476466,"pärnu maakond","2014","veis"
598112,6512298,"järva maakond","2015","mesilane"
477996,6509565,"pärnu maakond","2015","hobune"
525320,6501967,"pärnu maakond","2015","munakana"
548548,6497731,"pärnu maakond","2015","kits;lammas;munakana"
535577,6485950,"pärnu maakond","2015","mesilane"
599740,6459597,"viljandi maakond","2015","kuulik"
488135,6505391,"pärnu maakond","2015","hobune"
592803,6452528,"viljandi maakond","2015","hobune"
582709,6516994,"järva maakond","2015","aafrika_angersaga;ahven;karpkala;tuur;vikerforell"
500626,6508150,"pärnu maakond","2015","veis"
590843,6470613,"viljandi maakond","2015","veis"
589430,6470541,"viljandi maakond","2015","veis"
521677,6479816,"pärnu maakond","2015","hobune"
609901,6460754,"viljandi maakond","2015","veis"
554652,6512581,"rapla maakond","2015","mesilane"
604938,6494387,"viljandi maakond","2015","mesilane"
493526,6489915,"pärnu maakond","2015","mesilane"
522051,6496701,"pärnu maakond","2015","veis"
553124,6449606,"pärnu maakond","2015","veis"
548131,6498437,"pärnu maakond","2015","lammas"
537089,6482554,"pärnu maakond","2015","lammas;munakana"
594273,6463554,"viljandi maakond","2015","lammas"
608070,6517683,"järva maakond","2015","mesilane"
511181,6473244,"pärnu maakond","2015","veis"
515182,6514298,"rapla maakond","2015","kuulik"
551562,6514035,"rapla maakond","2015","hobune;lammas;munakana"
495526,6495171,"pärnu maakond","2015","lammas;veis"
495535,6495164,"pärnu maakond","2015","mesilane"
554787,6479134,"pärnu maakond","2015","mesilane"
555944,6479247,"pärnu maakond","2015","mesilane"
545280,6473095,"pärnu maakond","2015","mesilane"
552707,6472933,"pärnu maakond","2015","mesilane"
595804,6486288,"viljandi maakond","2015","lammas"
594874,6466490,"viljandi maakond","2015","hobune"
483127,6501622,"pärnu maakond","2015","veis"
609496,6463835,"viljandi maakond","2015","mesilane"
611066,6505151,"jõgeva maakond","2015","mesilane"
530172,6495815,"pärnu maakond","2015","veis"
517751,6498312,"pärnu maakond","2015","mesilane"
498371,6484634,"pärnu maakond","2015","mesilane"
497344,6487354,"pärnu maakond","2015","mesilane"
489571,6491477,"pärnu maakond","2015","mesilane"
554442,6512991,"rapla maakond","2015","mesilane"
590465,6494233,"viljandi maakond","2015","mesilane"
517939,6496489,"pärnu maakond","2015","mesilane"
595648,6486055,"viljandi maakond","2015","mesilane"
516125,6497593,"pärnu maakond","2015","mesilane"
534988,6452125,"pärnu maakond","2015","mesilane"
608006,6517647,"järva maakond","2015","mesilane"
584856,6464918,"viljandi maakond","2015","mesilane"
534505,6459329,"pärnu maakond","2015","mesilane"
567186,6517128,"järva maakond","2015","mesilane"
598686,6498688,"viljandi maakond","2015","mesilane"
506974,6455340,"pärnu maakond","2015",""
522348,6499149,"pärnu maakond","2015","mesilane"
522175,6500595,"pärnu maakond","2015","mesilane"
519519,6481706,"pärnu maakond","2015","mesilane"
535366,6455592,"pärnu maakond","2015","mesilane"
519457,6501677,"pärnu maakond","2015","mesilane"
521027,6498438,"pärnu maakond","2015","mesilane"
589974,6449005,"viljandi maakond","2015","mesilane"
520631,6499359,"pärnu maakond","2015","mesilane"
482370,6502504,"pärnu maakond","2015","veis"
526670,6477036,"pärnu maakond","2015","hobune"
601106,6498813,"viljandi maakond","2015","hobune"
527124,6449390,"pärnu maakond","2015","hobune"
527378,6449890,"pärnu maakond","2015","hobune;veis"
499574,6493119,"pärnu maakond","2015","mesilane"
607211,6457645,"viljandi maakond","2015","hobune"
605480,6454519,"viljandi maakond","2015","mesilane"
593973,6463485,"viljandi maakond","2015","munakana"
521195,6473926,"pärnu maakond","2015","hobune"
592699,6484646,"viljandi maakond","2015","mesilane"
598818,6484252,"viljandi maakond","2015","veis"
486349,6475798,"pärnu maakond","2015","mesilane"
601914,6509277,"järva maakond","2015","veis"
511177,6497432,"pärnu maakond","2015","mesilane"
485541,6476508,"pärnu maakond","2015","veis"
551827,6479973,"pärnu maakond","2015","mesilane"
597138,6486168,"viljandi maakond","2015","hobune;munakana"
533569,6503831,"pärnu maakond","2015","kits;munakana"
523864,6511208,"rapla maakond","2015","mesilane"
541034,6487373,"pärnu maakond","2015","munakana"
592262,6501449,"järva maakond","2015","kits;lammas"
547242,6477063,"pärnu maakond","2015","hobune"
481626,6498662,"pärnu maakond","2015","veis"
557646,6499082,"pärnu maakond","2015","lammas"
505046,6510848,"pärnu maakond","2015","veis"
488214,6471004,"pärnu maakond","2015","mesilane"
511085,6472047,"pärnu maakond","2015","lammas;munakana"
509073,6461791,"pärnu maakond","2015","munakana"
509041,6461791,"pärnu maakond","2015","hobune"
509089,6461820,"pärnu maakond","2015","kits;lammas"
519768,6483397,"pärnu maakond","2015","mesilane"
512518,6495716,"pärnu maakond","2015","veis"
519050,6498122,"pärnu maakond","2015","veis"
486183,6477162,"pärnu maakond","2015","lammas;munakana"
594630,6461522,"viljandi maakond","2015","mesilane"
595735,6459941,"viljandi maakond","2015","mesilane"
491323,6495169,"pärnu maakond","2016","metssiga"
487286,6470097,"pärnu maakond","2016","lammas"
584486,6516225,"järva maakond","2016","mesilane"
499657,6464257,"pärnu maakond","2016","lammas"
484368,6479207,"pärnu maakond","2016","veis"
565064,6498779,"pärnu maakond","2016","lammas;veis"
590138,6473660,"viljandi maakond","2016","munakana"
546201,6470644,"pärnu maakond","2016","veis"
549551,6478980,"pärnu maakond","2016","mesilane"
495369,6496114,"pärnu maakond","2016","lammas;munakana"
530407,6456662,"pärnu maakond","2016","hobune"
531637,6477907,"pärnu maakond","2016","lammas"
507044,6456099,"pärnu maakond","2016","veis"
506602,6455816,"pärnu maakond","2016","veis"
492674,6470596,"pärnu maakond","2016","mesilane"
515731,6461071,"pärnu maakond","2016","veis"
531460,6488221,"pärnu maakond","2016","lammas"
588682,6472803,"viljandi maakond","2016","mesilane"
574061,6473104,"viljandi maakond","2016","mesilane"
518693,6482151,"pärnu maakond","2016","mesilane"
609019,6505817,"jõgeva maakond","2016","mesilane"
609088,6505873,"jõgeva maakond","2016","mesilane"
518455,6473862,"pärnu maakond","2016","mesilane"
514045,6476278,"pärnu maakond","2016","mesilane"
515639,6461244,"pärnu maakond","2016","veis"
479170,6492286,"pärnu maakond","2016","mesilane"
534817,6449724,"pärnu maakond","2016","mesilane"
499751,6485552,"pärnu maakond","2016","mesilane"
591454,6465090,"viljandi maakond","2016","mesilane"
535921,6464931,"pärnu maakond","2016","mesilane"
598788,6449370,"viljandi maakond","2016","mesilane"
613165,6490020,"viljandi maakond","2016","mesilane"
528567,6496911,"pärnu maakond","2016","mesilane"
546752,6480859,"pärnu maakond","2016","mesilane"
587827,6485127,"viljandi maakond","2016","mesilane"
555311,6514807,"rapla maakond","2016","mesilane"
592018,6460679,"viljandi maakond","2016","mesilane"
568885,6503411,"pärnu maakond","2016","mesilane"
528716,6475687,"pärnu maakond","2016","mesilane"
538118,6506429,"pärnu maakond","2016","mesilane"
590759,6456468,"viljandi maakond","2016","mesilane"
605000,6474907,"viljandi maakond","2016","mesilane"
605934,6464072,"viljandi maakond","2016","mesilane"
576957,6457853,"viljandi maakond","2016","mesilane"
502526,6475112,"pärnu maakond","2016","mesilane"
558960,6494257,"pärnu maakond","2016","mesilane"
522959,6510321,"rapla maakond","2016","mesilane"
608015,6501231,"jõgeva maakond","2016","mesilane"
605217,6475145,"viljandi maakond","2016","mesilane"
524240,6475006,"pärnu maakond","2016","hobune"
538627,6494745,"pärnu maakond","2016","hobune"
560068,6501569,"pärnu maakond","2016","mesilane"
560500,6479551,"viljandi maakond","2016","mesilane"
558399,6480739,"pärnu maakond","2016","mesilane"
558998,6478531,"pärnu maakond","2016","mesilane"
543967,6506715,"pärnu maakond","2016","mesilane"
563598,6479447,"viljandi maakond","2016","mesilane"
482597,6502591,"pärnu maakond","2016","veis"
611614,6453673,"viljandi maakond","2016","lammas"
604555,6454777,"viljandi maakond","2016","mesilane"
523138,6473961,"pärnu maakond","2016","hobune"
596702,6453284,"viljandi maakond","2016","veis"
534218,6487917,"pärnu maakond","2016","mesilane"
533187,6486336,"pärnu maakond","2016","mesilane"
479068,6508111,"pärnu maakond","2016","mesilane"
529138,6456689,"pärnu maakond","2016","hobune"
514969,6461640,"pärnu maakond","2016","mesilane"
591494,6447262,"viljandi maakond","2016","mesilane"
535914,6504536,"pärnu maakond","2016","mesilane"
599291,6457616,"viljandi maakond","2016","mesilane"
508212,6499371,"pärnu maakond","2016","veis"
586716,6501720,"järva maakond","2016","mesilane"
547830,6469372,"pärnu maakond","2016","mesilane"
531804,6516417,"rapla maakond","2016","munakana"
531283,6501684,"pärnu maakond","2016","lammas"
532240,6485518,"pärnu maakond","2016","vutt"
532275,6485441,"pärnu maakond","2016","mesilane"
542338,6456321,"pärnu maakond","2016","hobune;lammas;munakana"
491637,6499971,"pärnu maakond","2016","joevahk"
550768,6462627,"pärnu maakond","2016","mesilane"
542114,6453310,"pärnu maakond","2016","mesilane"
587630,6486705,"viljandi maakond","2016","veis"
584251,6489079,"viljandi maakond","2016","mesilane"
561725,6498600,"pärnu maakond","2016","hobune"
578757,6514897,"järva maakond","2016","mesilane"
598183,6454232,"viljandi maakond","2016","lammas"
597619,6495424,"viljandi maakond","2016","lammas"
600983,6494985,"viljandi maakond","2016","hobune"
600968,6494973,"viljandi maakond","2016","kits;lammas"
495309,6466950,"pärnu maakond","2016","mesilane"
586679,6448576,"viljandi maakond","2016","munakana;veis"
542037,6452939,"pärnu maakond","2016","mesilane"
538014,6483307,"pärnu maakond","2016","mesilane"
600659,6473122,"viljandi maakond","2016","kits"
486616,6503029,"pärnu maakond","2016","broiler;lammas;munakana"
534162,6448005,"pärnu maakond","2016","veis"
569034,6494029,"pärnu maakond","2016","mesilane"
538994,6468951,"pärnu maakond","2016","hobune"
576298,6507795,"järva maakond","2016","hobune"
531879,6516416,"rapla maakond","2016","munakana"
591428,6467517,"viljandi maakond","2016","hani;mesilane"
561589,6449452,"pärnu maakond","2016","vutt"
533061,6456990,"pärnu maakond","2016","lammas"
599016,6474536,"viljandi maakond","2016","mesilane;munakana;veis"
553860,6482548,"pärnu maakond","2016","veis"
609298,6455091,"viljandi maakond","2016","kits"
612897,6492824,"viljandi maakond","2016","lammas"
524163,6474715,"pärnu maakond","2016","veis"
490717,6507145,"pärnu maakond","2016","mesilane"
510020,6497785,"pärnu maakond","2016","mesilane"
593022,6478816,"viljandi maakond","2016","mesilane"
610107,6456047,"viljandi maakond","2017","kits"
531820,6499362,"pärnu maakond","2017","hobune;kits;munakana"
604877,6502994,"jõgeva maakond","2017","veis"
485109,6494153,"pärnu maakond","2017","mesilane"
545959,6448966,"pärnu maakond","2017","mesilane"
500230,6465642,"pärnu maakond","2017","mesilane"
547296,6482656,"pärnu maakond","2017",""
526638,6502259,"pärnu maakond","2017","veis"
602832,6459412,"viljandi maakond","2017","mesilane;munakana;veis"
575832,6463347,"viljandi maakond","2017","mesilane"
499051,6491982,"pärnu maakond","2017","mesilane"
583444,6469889,"viljandi maakond","2017","mesilane"
611603,6505955,"jõgeva maakond","2017","lammas"
595826,6486114,"viljandi maakond","2017","mesilane"
585446,6493259,"viljandi maakond","2017","mesilane"
581488,6467653,"viljandi maakond","2017","mesilane"
599792,6465963,"viljandi maakond","2017","mesilane"
597577,6495623,"viljandi maakond","2017","mesilane"
597884,6495440,"viljandi maakond","2017","mesilane"
597363,6495899,"viljandi maakond","2017","mesilane"
517786,6478144,"pärnu maakond","2017","hobune"
607762,6463788,"viljandi maakond","2017","hani;kits;kuulik;munakana;part"
484780,6502413,"pärnu maakond","2017","munakana"
518219,6473697,"pärnu maakond","2017","lammas"
572456,6494780,"viljandi maakond","2017","hobune"
507567,6490265,"pärnu maakond","2017","mesilane"
611512,6513965,"jõgeva maakond","2017","mesilane"
494833,6514844,"lääne maakond","2017","mesilane"
583197,6513964,"järva maakond","2017","mesilane"
583609,6510073,"järva maakond","2017","mesilane"
592629,6511806,"järva maakond","2017","mesilane"
591934,6508919,"järva maakond","2017","veis"
529650,6486044,"pärnu maakond","2017","veis"
510080,6493137,"pärnu maakond","2017","hani;munakana;part"
509391,6493572,"pärnu maakond","2017","munakana"
509397,6493553,"pärnu maakond","2017","munakana"
593231,6502445,"järva maakond","2017","veis"
535702,6457399,"pärnu maakond","2017","mesilane"
535705,6457396,"pärnu maakond","2017","veis"
509397,6493568,"pärnu maakond","2017","munakana;part;vutt"
589959,6449002,"viljandi maakond","2017","mesilane"
509401,6493541,"pärnu maakond","2017","munakana"
608953,6456630,"viljandi maakond","2017","mesilane"
502215,6488843,"pärnu maakond","2017","mesilane"
583709,6459741,"viljandi maakond","2017","kass;koer"
581257,6512140,"järva maakond","2017","mesilane"
558935,6502855,"pärnu maakond","2017","mesilane"
560320,6498382,"pärnu maakond","2017","mesilane"
549334,6486322,"pärnu maakond","2017","mesilane"
554196,6496470,"pärnu maakond","2017","mesilane"
517169,6499508,"pärnu maakond","2017","mesilane"
599042,6479755,"viljandi maakond","2017","mesilane"
515601,6487710,"pärnu maakond","2017","mesilane"
515695,6487632,"pärnu maakond","2017","mesilane"
520893,6472735,"pärnu maakond","2017","hobune;veis"
523083,6492657,"pärnu maakond","2017","mesilane"
519937,6484623,"pärnu maakond","2017","mesilane"
597786,6500220,"viljandi maakond","2017","hobune"
519388,6497975,"pärnu maakond","2017","mesilane"
518864,6498997,"pärnu maakond","2017","mesilane"
507054,6452365,"pärnu maakond","2017","lammas"
599055,6462593,"viljandi maakond","2017","mesilane"
597516,6495462,"viljandi maakond","2017","mesilane"
599524,6462199,"viljandi maakond","2017","mesilane"
593028,6456352,"viljandi maakond","2017","mesilane"
595498,6500121,"viljandi maakond","2017","mesilane"
578387,6513422,"järva maakond","2017","mesilane"
479637,6491139,"pärnu maakond","2017","veis"
480421,6518141,"lääne maakond","2017","veis"
505109,6456516,"pärnu maakond","2017","veis"
586933,6471084,"viljandi maakond","2017","mesilane"
563783,6509647,"pärnu maakond","2017","mesilane"
524017,6480045,"pärnu maakond","2017","mesilane"
586649,6468811,"viljandi maakond","2017","mesilane"
556240,6456231,"pärnu maakond","2017","veis"
532628,6479123,"pärnu maakond","2017","munakana;part;vutt"
598731,6460244,"viljandi maakond","2017","lammas"
589498,6501142,"järva maakond","2017","munakana;veis"
514813,6470682,"pärnu maakond","2017","veis"
578759,6501862,"järva maakond","2017","veis"
611621,6504266,"jõgeva maakond","2017","mesilane"
564265,6478413,"viljandi maakond","2017","mesilane"
494788,6466019,"pärnu maakond","2017","lammas"
484550,6481974,"pärnu maakond","2017","mesilane"
577961,6516852,"järva maakond","2017","mesilane"
492736,6466552,"pärnu maakond","2017",""
548151,6498412,"pärnu maakond","2017","lammas;mesilane"
535697,6499064,"pärnu maakond","2017","veis"
502934,6514807,"lääne maakond","2017","hani;kalkun;kits;kuulik;lammas;munakana;part;pisinariline;tuvi;vutt"
498346,6497365,"pärnu maakond","2017","mesilane"
584020,6469780,"viljandi maakond","2017","mesilane"
547970,6488441,"pärnu maakond","2017","faasan;hani;munakana;part;vutt"
489910,6497750,"pärnu maakond","2017","mesilane"
575581,6450876,"viljandi maakond","2017","mesilane"
574834,6448871,"viljandi maakond","2017","mesilane"
572991,6449866,"viljandi maakond","2017","mesilane"
569725,6455350,"pärnu maakond","2017","mesilane"
494571,6496616,"pärnu maakond","2017","mesilane"
598418,6453107,"viljandi maakond","2017","mesilane"
605455,6474970,"viljandi maakond","2017","mesilane"
600541,6474378,"viljandi maakond","2017","mesilane"
595910,6478079,"viljandi maakond","2017","mesilane"
592397,6480147,"viljandi maakond","2017","mesilane"
585675,6486831,"viljandi maakond","2017","mesilane"
494870,6465908,"pärnu maakond","2017","mesilane"
580846,6482560,"viljandi maakond","2017","mesilane"
519022,6482906,"pärnu maakond","2017","munakana;part"
594866,6460367,"viljandi maakond","2017","veis"
560930,6502382,"pärnu maakond","2017","mesilane"
592130,6455907,"viljandi maakond","2017","hobune;veis"
597736,6461918,"viljandi maakond","2017","mesilane"
584473,6516213,"järva maakond","2017","mesilane"
576331,6463988,"viljandi maakond","2017","munakana"
589549,6494029,"viljandi maakond","2017","joevahk"
568918,6501205,"pärnu maakond","2017","hani;kits"
580615,6470649,"viljandi maakond","2017","mesilane"
563667.74,6469196,"viljandi maakond","2017","kits"
563612,6469174,"viljandi maakond","2017","mesilane"
544575,6478899,"pärnu maakond","2017","veis"
593991,6486795,"viljandi maakond","2017","veis"
547266,6516807,"rapla maakond","2017","mesilane"
536523,6465105,"pärnu maakond","2017","hobune"
540539,6463160,"pärnu maakond","2017","lammas"
599200,6496664,"viljandi maakond","2018","mesilane"
595960,6470210,"viljandi maakond","2018","mesilane"
541062,6469399,"pärnu maakond","2018","lammas"
554582,6510161,"rapla maakond","2018","mesilane"
552200,6517988,"rapla maakond","2018","mesilane"
548403,6517487,"rapla maakond","2018","mesilane"
551725,6514100,"rapla maakond","2018","mesilane"
558379,6514334,"rapla maakond","2018","mesilane"
569146,6492798,"pärnu maakond","2018","mesilane"
551135,6511967,"pärnu maakond","2018","mesilane"
482970,6502661,"pärnu maakond","2018","lammas"
483178,6493220,"pärnu maakond","2018","lammas"
600795,6464204,"viljandi maakond","2018","hobune"
537570,6460820,"pärnu maakond","2018","mesilane"
533919,6452920,"pärnu maakond","2018","mesilane"
604495,6458366,"viljandi maakond","2018","hobune"
484932,6479228,"pärnu maakond","2018","veis"
523177,6482994,"pärnu maakond","2018","mesilane"
547067,6511952,"rapla maakond","2018","mesilane"
540981,6463642,"pärnu maakond","2018","mesilane"
600862,6448862,"viljandi maakond","2018","mesilane"
543652,6453711,"pärnu maakond","2018","hani;kits;lammas;munakana;part;vutt"
569898,6453284,"pärnu maakond","2018","munakana;veis"
527879,6503957,"pärnu maakond","2018","lammas;veis"
500724,6478786,"pärnu maakond","2018","mesilane"
597635,6495400,"viljandi maakond","2018","kuulik"
530906,6498280,"pärnu maakond","2018",""
610282,6509531,"jõgeva maakond","2018",""
496914,6495826,"pärnu maakond","2018","veis"
536218,6472307,"pärnu maakond","2018","lammas;munakana"
513195,6505939,"rapla maakond","2018","mesilane"
540632,6465666,"pärnu maakond","2018","mesilane"
609211,6457054,"viljandi maakond","2018","veis"
609254,6465753,"viljandi maakond","2018","veis"
608763,6461609,"viljandi maakond","2018","veis"
610839,6467190,"viljandi maakond","2018","veis"
483842,6477306,"pärnu maakond","2018","mesilane"
496996,6468307,"pärnu maakond","2018","mesilane"
496027,6474205,"pärnu maakond","2018","mesilane"
514289,6470399,"pärnu maakond","2018","mesilane"
592890,6456002,"viljandi maakond","2018","munakana"
592893,6456046,"viljandi maakond","2018","mesilane"
481839,6479516,"pärnu maakond","2018","mesilane"
520625,6480400,"pärnu maakond","2018","hobune"
600046,6447718,"viljandi maakond","2018","mesilane"
500793,6477088,"pärnu maakond","2018","veis"
503202,6459973,"pärnu maakond","2018","mesilane"
540982,6456170,"pärnu maakond","2018","mesilane"
608346,6472922,"viljandi maakond","2018","mesilane"
534565,6485937,"pärnu maakond","2018","lammas"
520887,6506626,"rapla maakond","2018","hobune"
519323,6478592,"pärnu maakond","2018","mesilane"
534776,6486830,"pärnu maakond","2018","mesilane;munakana"
607224,6463498,"viljandi maakond","2018","mesilane"
606352,6470934,"viljandi maakond","2018","mesilane"
519121,6495071,"pärnu maakond","2018","mesilane"
519482,6481602,"pärnu maakond","2018","mesilane"
606572,6462658,"viljandi maakond","2018","mesilane"
570094,6448275,"viljandi maakond","2018","mesilane"
604033,6469889,"viljandi maakond","2018","mesilane"
603945,6467586,"viljandi maakond","2018","mesilane"
563587,6469094,"viljandi maakond","2018","mesilane"
576976,6492141,"viljandi maakond","2018","mesilane"
575410,6491051,"viljandi maakond","2018","mesilane"
536621,6467551,"pärnu maakond","2018","mesilane"
584305,6479431,"viljandi maakond","2018","mesilane"
480443,6478378,"pärnu maakond","2018",""
485058,6478738,"pärnu maakond","2018","mesilane"
586686,6486066,"viljandi maakond","2018","mesilane"
514206,6492197,"pärnu maakond","2018","mesilane"
514412,6498333,"pärnu maakond","2018","mesilane"
575607,6514656,"järva maakond","2018","mesilane"
587664,6463705,"viljandi maakond","2018","mesilane"
513529,6472708,"pärnu maakond","2018","hobune"
589980,6456207,"viljandi maakond","2018","mesilane"
520923,6512633,"rapla maakond","2018","mesilane"
521894,6512049,"rapla maakond","2018","mesilane"
523256,6512603,"rapla maakond","2018","mesilane"
557526,6481809,"pärnu maakond","2018","mesilane"
613149,6490706,"viljandi maakond","2018","mesilane"
535809,6468611,"pärnu maakond","2018","mesilane"
574462,6460823,"viljandi maakond","2018","mesilane"
507710,6499666,"pärnu maakond","2018","veis"
529926,6498063,"pärnu maakond","2018","mesilane"
574107,6488312,"viljandi maakond","2018","lammas"
488618,6508226,"pärnu maakond","2018","lammas"
527759,6450975,"pärnu maakond","2018","veis"
610288,6472355,"viljandi maakond","2018","mesilane"
611817,6478044,"viljandi maakond","2018","mesilane"
612654,6476625,"viljandi maakond","2018","veis"
546713,6457691,"pärnu maakond","2018","lammas;veis"
592096,6478126,"viljandi maakond","2018","hobune;kits;lammas;veis"
528078,6499855,"pärnu maakond","2018","mesilane"
534550,6514242,"rapla maakond","2018","mesilane"
533872,6508330,"rapla maakond","2018","mesilane"
532082,6504978,"pärnu maakond","2018","mesilane"
526427,6503471,"pärnu maakond","2018","mesilane"
591681,6461072,"viljandi maakond","2018","veis"
607114,6457625,"viljandi maakond","2018","mesilane"
477504,6492286,"pärnu maakond","2018","mesilane"
479988,6494018,"pärnu maakond","2018","mesilane"
490428,6488113,"pärnu maakond","2018","mesilane"
552669,6483333,"pärnu maakond","2018","mesilane"
545545,6480429,"pärnu maakond","2018","lammas;munakana"
604834,6461034,"viljandi maakond","2018","mesilane"
600139,6463384,"viljandi maakond","2018","mesilane"
601684,6461146,"viljandi maakond","2018","mesilane"
604838,6464982,"viljandi maakond","2018","mesilane"
603372,6463507,"viljandi maakond","2018","mesilane"
601225,6467702,"viljandi maakond","2018","mesilane"
599116,6465603,"viljandi maakond","2018","mesilane"
607553,6467618,"viljandi maakond","2018","mesilane"
609753,6470454,"viljandi maakond","2018","mesilane"
609512,6472214,"viljandi maakond","2018","mesilane"
599253,6466521,"viljandi maakond","2018","mesilane"
603022,6466109,"viljandi maakond","2018","mesilane"
608124,6470517,"viljandi maakond","2018","mesilane"
608987,6467847,"viljandi maakond","2018","mesilane"
495517,6478848,"pärnu maakond","2018","mesilane"
490979,6494885,"pärnu maakond","2018","mesilane"
560324,6495146,"pärnu maakond","2018","veis"
506152,6485298,"pärnu maakond","2018","mesilane"
511907,6483065,"pärnu maakond","2018","mesilane"
506483,6485151,"pärnu maakond","2018","mesilane"
513687,6481246,"pärnu maakond","2018","mesilane"
509771,6484229,"pärnu maakond","2018","mesilane"
530408,6505877,"pärnu maakond","2018","hobune"
480971,6488597,"pärnu maakond","2018","mesilane"
588823,6456692,"viljandi maakond","2018","mesilane"
550744,6492816,"pärnu maakond","2018","mesilane"
588346,6510542,"järva maakond","2018","mesilane"
591283,6515101,"järva maakond","2018","mesilane"
593040,6513411,"järva maakond","2018","mesilane"
547784,6448365,"pärnu maakond","2018","mesilane"
512391,6512198,"rapla maakond","2018",""
517617,6517825,"rapla maakond","2018","mesilane"
533601,6472553,"pärnu maakond","2018","mesilane"
592154,6459719,"viljandi maakond","2018","mesilane"
585542.71,6488168.63,"viljandi maakond","2018","mesilane"
606194,6473222,"viljandi maakond","2018","hobune"
543300,6478768,"pärnu maakond","2018","munakana"
609147,6489428,"viljandi maakond","2018","veis"
555081,6514133,"rapla maakond","2018","veis"
596433,6464715,"viljandi maakond","2018","lammas"
499272,6466079,"pärnu maakond","2018",""
498840,6514505,"lääne maakond","2018","veis"
545080,6478726,"pärnu maakond","2018","part"
545066,6478691,"pärnu maakond","2018","part"
512455,6458973,"pärnu maakond","2018","hobune"
540094,6453328,"pärnu maakond","2018","mesilane"
540097,6463456,"pärnu maakond","2018","mesilane"
516777,6469412,"pärnu maakond","2018","mesilane"
560325,6450117,"pärnu maakond","2018","veis"
479153,6491969,"pärnu maakond","2018","hobune"
569433,6469265,"viljandi maakond","2018","mesilane"
577224,6497921,"viljandi maakond","2018","mesilane"
485290,6468424,"pärnu maakond","2018","mesilane"
485431,6469939,"pärnu maakond","2018","mesilane"
541650,6457027,"pärnu maakond","2018","mesilane"
546541,6509447,"pärnu maakond","2018","mesilane"
564839,6504496,"pärnu maakond","2018","hobune"
565125,6456622,"pärnu maakond","2018","mesilane"
519759,6483881,"pärnu maakond","2018","lammas"
593537,6505753,"järva maakond","2018","veis"
569639,6447270,"viljandi maakond","2018","veis"
521291,6485730,"pärnu maakond","2018","mesilane"
501472,6505624,"pärnu maakond","2018","veis"
513177,6480153,"pärnu maakond","2019","munakana;veis"
519728,6484330,"pärnu maakond","2019","lammas"
480372,6515626,"lääne maakond","2019","mesilane"
533756,6489192,"pärnu maakond","2019","alpaka;kits;laama;lammas"
587582,6475884,"viljandi maakond","2019","mesilane"
585570,6447922,"viljandi maakond","2019","veis"
510802,6464392,"pärnu maakond","2019","munakana"
600438,6459235,"viljandi maakond","2019","mesilane"
516747,6464644,"pärnu maakond","2019","mesilane"
483847,6492700,"pärnu maakond","2019","mesilane"
600286,6507769,"järva maakond","2019","lammas"
592710,6468453,"viljandi maakond","2019","siga"
530157,6506393,"pärnu maakond","2019","hobune"
597221,6449362,"viljandi maakond","2019","lammas"
542760,6452753,"pärnu maakond","2019","munakana"
549838,6481978,"pärnu maakond","2019","hobune"
593902,6475347,"viljandi maakond","2019","kits;lammas;veis"
592301,6473321,"viljandi maakond","2019",""
592873,6469465,"viljandi maakond","2019",""
579891,6513761,"järva maakond","2019","hobune;kits;lammas;siga;veis"
533526,6468120,"pärnu maakond","2019","mesilane"
605848,6486368,"viljandi maakond","2019","mesilane"
596239,6474804,"viljandi maakond","2019","hobune"
520915,6474872,"pärnu maakond","2019","hobune"
531221,6487094,"pärnu maakond","2019","munakana"
529103,6495109,"pärnu maakond","2019",""
497304,6496890,"pärnu maakond","2019","hobune;kits;lammas;siga;veis"
587659,6463852,"viljandi maakond","2019","hobune"
535840,6462565,"pärnu maakond","2019",""
599392,6501999,"viljandi maakond","2019",""
565675,6515897,"järva maakond","2019","mesilane"
507854,6490500,"pärnu maakond","2019","veis"
564037,6511685,"järva maakond","2019","mesilane"
557653,6502045,"pärnu maakond","2019","hani;kalkun;munakana;part"
499478,6484934,"pärnu maakond","2019","mesilane"
518114,6473071,"pärnu maakond","2019","veis"
506292,6456667,"pärnu maakond","2019","mesilane"
510671,6462098,"pärnu maakond","2019","veis"
521123,6506026,"rapla maakond","2019","veis"
603237,6474202,"viljandi maakond","2019","mesilane"
535669,6465923,"pärnu maakond","2019","hobune"
592926,6461711,"viljandi maakond","2019","mesilane"
494776,6470870,"pärnu maakond","2019","mesilane"
581149,6472166,"viljandi maakond","2019","mesilane"
589182,6451370,"viljandi maakond","2019","mesilane"
588130,6448277,"viljandi maakond","2019","mesilane"
588171,6465214,"viljandi maakond","2019","mesilane"
584072,6468215,"viljandi maakond","2019","mesilane"
566322,6499118,"pärnu maakond","2019","mesilane"
537456,6483141,"pärnu maakond","2019","hobune"
493838,6511744,"pärnu maakond","2019","mesilane"
591270,6513609,"järva maakond","2019","mesilane"
580940,6449522,"viljandi maakond","2019","mesilane"
526571,6516628,"rapla maakond","2019","mesilane"
593805,6503638,"järva maakond","2019","mesilane"
584720,6479005,"viljandi maakond","2019","mesilane"
587750,6468857,"viljandi maakond","2019","mesilane"
