"lon","lat","nädalapäev","sündmus","koht","kahjusumma"
540500,6588500,"Kolmapäev","tulekahju,vandalism","oppeasutus_selle_territoorium","0-499"
550000,6590500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","500-4999"
660000,6472500,"Esmaspäev","vandalism","avalik_koht","0-499"
540500,6590500,"Esmaspäev","vandalism","avalik_koht,parkla","0-499"
550500,6589500,"Esmaspäev","vandalism","avalik_koht,parkla,tanav_valjak","500-4999"
545000,6540000,"Pühapäev","avaliku_korra_rikkumine,vandalism","avalik_koht,parkla,soogikoht","0-499"
661000,6473500,"Pühapäev","vandalism","avalik_koht","0-499"
659000,6472000,"Pühapäev","vandalism","avalik_koht","0-499"
542500,6587500,"Pühapäev","vandalism","avalik_koht,parkla,uhissoiduk","0-499"
549500,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
661000,6473500,"Pühapäev","muu,vandalism","avalik_koht","0-499"
544500,6587500,"Reede","vandalism","avalik_koht","0-499"
540500,6588000,"Reede","vandalism","avalik_koht","0-499"
541000,6588000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
540500,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546500,6590000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
543000,6588000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6588000,"Esmaspäev","vandalism","avalik_koht,kaubamaja","0-499"
548500,6589500,"Esmaspäev","vandalism","avalik_koht,parkla","0-499"
540000,6590000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6589500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6590000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6589500,"Pühapäev","vandalism","avalik_koht,parkla,oueala_lahtine_hoov","0-499"
550500,6590000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6588500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
661500,6473500,"Laupäev","vandalism","avalik_koht","0-499"
550000,6589000,"Laupäev","vandalism","avalik_koht,parkimismaja","0-499"
535500,6580000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
540000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589000,"Esmaspäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
694500,6585000,"Esmaspäev","vandalism","avalik_koht","0-499"
547000,6589000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Pühapäev","vandalism","avalik_koht,kauplus,tanav_valjak","0-499"
542000,6589000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587000,"Laupäev","vandalism","avalik_koht,parkla","500-4999"
661000,6473000,"Laupäev","vandalism","avalik_koht","0-499"
713500,6590000,"Reede","muu,vandalism,avaliku_korra_rikkumine","park","0-499"
575000,6577000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6590000,"Neljapäev","vandalism,vargus","avalik_koht,tanav_valjak","0-499"
542500,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590500,"Neljapäev","vandalism","avalik_koht","0-499"
545000,6587500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
659500,6472000,"Teisipäev","vandalism","avalik_koht","0-499"
547500,6588000,"Esmaspäev","vandalism","avalik_koht,parkla","0-499"
542000,6588500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Pühapäev","vandalism","avalik_koht,parkla","0-499"
546500,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6589500,"Reede","vandalism","avalik_koht,soogikoht","0-499"
542500,6588500,"Neljapäev","vandalism","avalik_koht,parkimismaja","0-499"
548000,6590000,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
540000,6588500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6589500,"Esmaspäev","vandalism","avalik_koht,hotell_motell","0-499"
542500,6588500,"Esmaspäev","konflikt/omavoli,vandalism,avaliku_korra_rikkumine","avalik_koht,teater","0-499"
659500,6472500,"Esmaspäev","vandalism","avalik_koht","0-499"
659000,6473000,"Pühapäev","vandalism","avalik_koht","0-499"
539000,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Pühapäev","vandalism,vargus","avalik_koht,muu ruum","0-499"
661000,6474000,"Pühapäev","muu,vandalism","avalik_koht","0-499"
538500,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Reede","vandalism","avalik_koht,kauplus","500-4999"
542000,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
549500,6589500,"Kolmapäev","vandalism","avalik_koht,soogikoht,tankla","0-499"
548000,6590500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6590000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6588500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Reede","vandalism","avalik_koht,parkla","0-499"
546000,6596000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
659000,6473000,"Neljapäev","vandalism","avalik_koht","0-499"
557000,6593000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
539000,6586500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6586000,"Pühapäev","vandalism","avalik_koht,raudteejaam","5000-49999"
545000,6587000,"Pühapäev","vandalism","avalik_koht,kauplus","0-499"
540000,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
560000,6502000,"Reede","vandalism","avalik_koht,bussijaam_bussiterminaal","0-499"
538500,6591000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6591000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
660000,6474500,"Teisipäev","vandalism","avalik_koht","0-499"
541500,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
546500,6588500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
641000,6456500,"Teisipäev","vandalism","avalik_koht","0-499"
544000,6588500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","500-4999"
546000,6588500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6586000,"Pühapäev","vandalism","avalik_koht,kauplus","0-499"
542000,6586000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6588000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6586000,"Reede","vandalism","avalik_koht,parkla","0-499"
542000,6589000,"Reede","vandalism","avalik_koht,kauplus","500-4999"
542500,6588500,"Neljapäev","narkojuhtum,vandalism","avalik_koht,kauplus","0-499"
539500,6590500,"Neljapäev","muu,vandalism","avalik_koht","0-499"
542500,6588000,"Kolmapäev","vandalism","avalik_koht,trepikoda_koridor","500-4999"
543000,6588000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
660000,6474500,"Teisipäev","vandalism","avalik_koht","0-499"
558000,6594000,"Esmaspäev","avaliku_korra_rikkumine,vandalism","avalik_koht,oppeasutus_selle_territoorium","0-499"
545000,6583000,"Esmaspäev","vandalism","avalik_koht,ehitus","0-499"
658000,6476000,"Esmaspäev","vandalism","avalik_koht","0-499"
659000,6473000,"Pühapäev","vandalism","avalik_koht","0-499"
542500,6589000,"Pühapäev","vandalism","avalik_koht,kino","0-499"
659000,6474000,"Pühapäev","vandalism","avalik_koht","500-4999"
542000,6588500,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
546500,6588500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6593000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
537500,6585000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6590000,"Reede","avaliku_korra_rikkumine,vandalism","avalik_koht,trepikoda_koridor","0-499"
544500,6587500,"Neljapäev","vandalism","avalik_koht,kauplus","0-499"
549500,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6589500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6588000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
659000,6474000,"Esmaspäev","vandalism","avalik_koht","0-499"
542000,6589000,"Pühapäev","vandalism,avaliku_korra_rikkumine","avalik_koht,tanav_valjak","0-499"
549500,6589000,"Neljapäev","vandalism,avaliku_korra_rikkumine","avalik_koht,tanav_valjak","0-499"
542500,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
661500,6473500,"Neljapäev","vandalism","avalik_koht","0-499"
662000,6473000,"Kolmapäev","vandalism","avalik_koht","0-499"
550000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
659000,6474000,"Kolmapäev","vandalism","avalik_koht","0-499"
541500,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Pühapäev","vandalism","apteek,avalik_koht,kauplus,tanav_valjak","0-499"
550500,6589500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
558000,6594000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Neljapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
550500,6589500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6588000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
642000,6471000,"Teisipäev","avaliku_korra_rikkumine,vandalism","avalik_koht","500-4999"
592000,6471000,"Teisipäev","vandalism","avalik_koht,kauplus","0-499"
550000,6590000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6588000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6590000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
638000,6466000,"Pühapäev","vandalism","avalik_koht","0-499"
549500,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
547500,6589000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
553000,6589000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
546500,6589000,"Laupäev","vandalism","avalik_koht,parkla","0-499"
546500,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
541500,6588500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
658000,6470000,"Kolmapäev","vandalism","avalik_koht","500-4999"
541000,6590000,"Teisipäev","vandalism","avalik_koht,teenindusettevote","0-499"
540000,6588500,"Pühapäev","tulekahju,vandalism","avalik_koht,tanav_valjak","0-499"
546000,6588500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6588500,"Pühapäev","vandalism","avalik_koht,takso,tanav_valjak","0-499"
543500,6589000,"Laupäev","vandalism","avalik_koht,teenindusettevote","0-499"
659500,6472000,"Laupäev","vandalism","avalik_koht","0-499"
539500,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
540500,6590500,"Laupäev","vandalism","avalik_koht,parkla","0-499"
548500,6589500,"Laupäev","vandalism","avalik_koht,kauplus","0-499"
546000,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
656000,6473000,"Reede","vandalism","avalik_koht","0-499"
542500,6589000,"Reede","vandalism","avalik_koht,ooklubi_diskoteek","500-4999"
542500,6589000,"Reede","vandalism","avalik_koht,soogikoht,tanav_valjak","0-499"
546000,6588500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
659000,6470500,"Neljapäev","vandalism","avalik_koht","0-499"
544500,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
611500,6570500,"Kolmapäev","kehaline_vaarkohtlemine,vandalism","avalik_koht,muu koht","0-499"
543000,6588500,"Kolmapäev","vandalism","avalik_koht","0-499"
547000,6589000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6590000,"Pühapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
633000,6582000,"Pühapäev","vandalism","avalik_koht,muu koht","0-499"
541000,6587500,"Pühapäev","vandalism","avalik_koht,kauplus","0-499"
554500,6592500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","500-4999"
538500,6583000,"Teisipäev","vandalism","avalik_koht,soogikoht,tanav_valjak","0-499"
544500,6587500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6590000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
540500,6588500,"Esmaspäev","plahvatus,vandalism","avalik_koht,lasteasutus_territoorium","0-499"
595000,6469000,"Esmaspäev","vandalism","avalik_koht,muu koht","0-499"
546000,6587500,"Pühapäev","vandalism","avalik_koht,tankla,tanav_valjak","0-499"
540500,6589500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6589500,"Laupäev","vandalism","avalik_koht,parkla","0-499"
542500,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","500-4999"
554000,6587000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6589500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Pühapäev","vandalism","avalik_koht,kaubamaja","0-499"
551000,6591000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6590000,"Pühapäev","vandalism","avalik_koht","0-499"
547000,6589500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
659500,6474000,"Reede","vandalism","avalik_koht","0-499"
547000,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6590000,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
550500,6590500,"Kolmapäev","vandalism","avalik_koht,parkla","0-499"
549500,6589500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
540500,6588500,"Esmaspäev","vandalism","avalik_koht,oppeasutus_selle_territoorium","0-499"
549500,6589000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Pühapäev","vandalism","avalik_koht,soogikoht","0-499"
547000,6589000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6589000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6589500,"Laupäev","vandalism","avalik_koht,parkla","0-499"
545500,6588500,"Reede","pisivargus,vandalism","avalik_koht,parkla","0-499"
542000,6588500,"Reede","konflikt/omavoli,vandalism","avalik_koht,muu ruum,teenindusettevote","500-4999"
547500,6589000,"Reede","vandalism","avalik_koht,soogikoht","0-499"
541500,6589500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
531500,6470000,"Neljapäev","avaliku_korra_rikkumine,vandalism","bussipeatus,parkimismaja","0-499"
550000,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544500,6587500,"Kolmapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
529000,6471500,"Esmaspäev","vandalism,avaliku_korra_rikkumine","parkimismaja","0-499"
543000,6589000,"Esmaspäev","vandalism","avalik_koht,parkimismaja","0-499"
545000,6583000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6588500,"Pühapäev","vandalism","avalik_koht,soogikoht","0-499"
545500,6588000,"Pühapäev","vandalism","avalik_koht","500-4999"
539500,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587000,"Neljapäev","vandalism","avalik_koht,muu koht","0-499"
551000,6591000,"Kolmapäev","vandalism","avalik_koht","0-499"
542000,6590000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
545500,6588000,"Pühapäev","vandalism","avalik_koht,kauplus","0-499"
656000,6471000,"Pühapäev","vandalism,avaliku_korra_rikkumine","avalik_koht","0-499"
542500,6588500,"Laupäev","vandalism","avalik_koht,kaubamaja","0-499"
545000,6587000,"Reede","vandalism","avalik_koht,parkla","0-499"
543000,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","5000-49999"
546000,6588500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6598000,"Teisipäev","vandalism","avalik_koht,parkla","0-499"
542000,6589500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
634000,6581000,"Teisipäev","vandalism","avalik_koht,kauplus","0-499"
538500,6590000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
628000,6590000,"Pühapäev","vandalism","avalik_koht,muu koht,spordirajatis","0-499"
544500,6587500,"Laupäev","vandalism","avalik_koht,parkla","0-499"
549500,6589500,"Reede","vandalism","avalik_koht,kauplus","0-499"
540000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
536500,6586500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
659500,6474000,"Kolmapäev","vandalism","avalik_koht","0-499"
541500,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
659500,6474000,"Kolmapäev","vandalism","avalik_koht","0-499"
541500,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
547500,6589500,"Kolmapäev","vandalism","avalik_koht,parkla","0-499"
549000,6590500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6589500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6590500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
540000,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587000,"Neljapäev","vandalism","avalik_koht,soogikoht","0-499"
649000,6462000,"Neljapäev","vandalism","avalik_koht","0-499"
539500,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544000,6588500,"Kolmapäev","vandalism,avaliku_korra_rikkumine","avalik_koht,tanav_valjak","0-499"
542500,6587000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak,oueala_lahtine_hoov","0-499"
539000,6588000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
548500,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
660000,6474000,"Teisipäev","vandalism","avalik_koht,muu koht","0-499"
542500,6589500,"Esmaspäev","vandalism","avalik_koht,riidehoid,spordirajatis","0-499"
549500,6589500,"Esmaspäev","vandalism","avalik_koht,kauplus","0-499"
558000,6594000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","500-4999"
543500,6589000,"Esmaspäev","vandalism","avalik_koht,parkla","0-499"
539500,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6588500,"Pühapäev","vandalism","avalik_koht,teenindusettevote","0-499"
703000,6587000,"Reede","vandalism","avalik_koht,raudteejaam,avalik_koht,raudteejaam","0-499"
546500,6588500,"Neljapäev","vandalism","avalik_koht,parkla","500-4999"
592000,6486000,"Neljapäev","avaliku_korra_rikkumine,vandalism","avalik_koht","0-499"
659500,6474500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6589000,"Teisipäev","vandalism","avalik_koht,parkla","0-499"
550000,6590500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6589500,"Esmaspäev","vandalism","avalik_koht","0-499"
542000,6588500,"Esmaspäev","vandalism","avalik_koht,kiosk,tanav_valjak","0-499"
542000,6588000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6589500,"Laupäev","pisivargus,vandalism","avalik_koht,kauplus","0-499"
541000,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6587500,"Reede","vandalism","avalik_koht,bussijaam_bussiterminaal","500-4999"
540000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
538000,6474000,"Reede","vandalism","avalik_koht","0-499"
549500,6589500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
552000,6580000,"Neljapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
549000,6589500,"Kolmapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
549500,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550500,6590000,"Esmaspäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
540500,6583500,"Pühapäev","vandalism","avalik_koht,parkla,tanav_valjak","500-4999"
550500,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6589000,"Laupäev","vandalism","avalik_koht,takso","0-499"
542500,6588000,"Reede","vandalism","avalik_koht,parkla","0-499"
544000,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6589500,"Kolmapäev","vandalism","avalik_koht,soogikoht,tankla","0-499"
549000,6590500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6587500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
546500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589000,"Neljapäev","vandalism","avalik_koht","0-499"
597000,6606000,"Teisipäev","vandalism","avalik_koht,kauplus","0-499"
539500,6588000,"Teisipäev","vandalism","avalik_koht,soogikoht","0-499"
539500,6590000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
637000,6513000,"Pühapäev","vandalism","avalik_koht","0-499"
547000,6589000,"Pühapäev","vandalism","avalik_koht","0-499"
542000,6586500,"Laupäev","vandalism","avalik_koht,parkla","0-499"
544500,6588000,"Laupäev","vandalism","avalik_koht,bussipeatus","0-499"
659000,6474000,"Laupäev","vandalism","avalik_koht","500-4999"
524000,6529000,"Reede","vandalism","avalik_koht","0-499"
545500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
647000,6461000,"Neljapäev","vandalism","avalik_koht","0-499"
548500,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6589500,"Kolmapäev","vandalism","avalik_koht,ehitus,muu koht,tanav_valjak","500-4999"
539000,6590000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6588500,"Kolmapäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
537500,6584500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6586000,"Esmaspäev","vandalism","avalik_koht","0-499"
547000,6588500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
538000,6591000,"Pühapäev","tulekahju,vandalism","avalik_koht,tanav_valjak","0-499"
538000,6591000,"Pühapäev","tulekahju,vandalism","avalik_koht,tanav_valjak","0-499"
538000,6590500,"Laupäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
543500,6588500,"Laupäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
549000,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
658500,6473000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
538000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
659500,6473500,"Kolmapäev","vandalism","avalik_koht","0-499"
543000,6588500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6589000,"Esmaspäev","muu,vandalism","avalik_koht,muu koht,tanav_valjak","0-499"
704000,6444000,"Pühapäev","vandalism","avalik_koht","500-4999"
540000,6589500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
637000,6513000,"Pühapäev","vandalism","avalik_koht","0-499"
551000,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Neljapäev","vandalism","avalik_koht,kauplus,tanav_valjak","0-499"
541000,6587500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Teisipäev","vandalism","avalik_koht,kauplus,tanav_valjak","500-4999"
543500,6587500,"Esmaspäev","avaliku_korra_rikkumine,vandalism","avalik_koht,parkla","0-499"
550000,6590000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
659000,6475000,"Esmaspäev","vandalism","avalik_koht","0-499"
542000,6586000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
661500,6473500,"Pühapäev","vandalism","avalik_koht","0-499"
549500,6589000,"Laupäev","tulekahju,vandalism","avalik_koht,tanav_valjak","0-499"
550500,6589500,"Laupäev","vandalism","avalik_koht","0-499"
550000,6590500,"Laupäev","vandalism","avalik_koht","0-499"
524000,6528000,"Reede","vandalism","avalik_koht","0-499"
549500,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590000,"Kolmapäev","vandalism","avalik_koht,bussipeatus","0-499"
549500,6590500,"Kolmapäev","muu,vandalism","avalik_koht,kauplus","0-499"
660000,6474000,"Teisipäev","vandalism","avalik_koht","0-499"
548000,6589000,"Esmaspäev","vandalism","avalik_koht","0-499"
546500,6589500,"Pühapäev","vandalism","avalik_koht,parkla","0-499"
548000,6590000,"Pühapäev","tulekahju,vandalism","avalik_koht,tanav_valjak","0-499"
554500,6592500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
637000,6513000,"Laupäev","vandalism","avalik_koht","0-499"
540000,6588500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550500,6590000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544000,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
