"lon","lat","nädalapäev","sündmus","koht","kahjusumma"
540000,6587000,"Neljapäev","vandalism","avalik_koht","0-499"
549500,6590000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540500,6590500,"Kolmapäev","kehaline_vaarkohtlemine,vandalism,avaliku_korra_rikkumine","avalik_koht,kaubamaja","500-4999"
539000,6589500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
657500,6473500,"Pühapäev","vandalism","avalik_koht","0-499"
537500,6591500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6590500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6588500,"Laupäev","vandalism","avalik_koht,parkla","500-4999"
551000,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
664000,6541000,"Laupäev","vandalism,avaliku_korra_rikkumine","avalik_koht","0-499"
550000,6590000,"Neljapäev","tulekahju,vandalism","avalik_koht,tanav_valjak","5000-49999"
557000,6594000,"Neljapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
647000,6550000,"Neljapäev","vandalism","avalik_koht","0-499"
539000,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6588500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","500-4999"
578000,6590000,"Pühapäev","vandalism","avalik_koht","0-499"
550000,6589500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544500,6587500,"Reede","vandalism","avalik_koht","0-499"
540000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6590000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
581000,6590000,"Kolmapäev","vandalism","avalik_koht,kauplus","0-499"
544000,6587500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
659500,6474500,"Kolmapäev","vandalism","avalik_koht","0-499"
546000,6589000,"Teisipäev","vandalism","avalik_koht,parkla","0-499"
550000,6589000,"Teisipäev","vandalism","avalik_koht,parkla","0-499"
547500,6589000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6591000,"Pühapäev","vandalism","avalik_koht,park","0-499"
557000,6594000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544000,6587500,"Pühapäev","vandalism","avalik_koht,parkla","0-499"
658500,6474500,"Laupäev","vandalism","avalik_koht","0-499"
549000,6594500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588000,"Reede","vandalism","avalik_koht,trepikoda_koridor","0-499"
549500,6590000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
738000,6589000,"Kolmapäev","vandalism","avalik_koht,muu koht","0-499"
550000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6585000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","500-4999"
543500,6588500,"Pühapäev","vandalism","avalik_koht,kasiino","0-499"
544500,6587500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6589500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
548500,6589500,"Pühapäev","vandalism","avalik_koht,kauplus","0-499"
550500,6590000,"Laupäev","vandalism","avalik_koht,bussipeatus,tanav_valjak","0-499"
694500,6581000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
545000,6587000,"Neljapäev","vandalism","avalik_koht,parkimismaja,tanav_valjak","0-499"
544500,6587500,"Neljapäev","vandalism","avalik_koht,kauplus","0-499"
549000,6595000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
659500,6473500,"Kolmapäev","vandalism","avalik_koht","0-499"
538500,6590000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6588000,"Esmaspäev","vandalism","avalik_koht,parkla","0-499"
542500,6589000,"Neljapäev","vandalism","avalik_koht,hotell_motell","0-499"
545000,6587000,"Kolmapäev","vandalism","avalik_koht,kauplus","0-499"
539000,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
661500,6473500,"Teisipäev","vandalism","avalik_koht","0-499"
680000,6456000,"Teisipäev","vandalism","avalik_koht,haldusasutus","500-4999"
546000,6588500,"Esmaspäev","vandalism","avalik_koht","0-499"
546500,6588500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6593000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6591000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6590000,"Laupäev","vandalism","avalik_koht,parkla","0-499"
546500,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
542000,6588000,"Neljapäev","vandalism","avalik_koht,kauplus,tanav_valjak","0-499"
549500,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6590000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6588000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587500,"Pühapäev","vandalism","avalik_koht,bussipeatus,tanav_valjak","0-499"
542500,6588500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587500,"Laupäev","vandalism","avalik_koht,parkla","0-499"
541000,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Reede","vandalism","avalik_koht,soogikoht","0-499"
547000,6589000,"Reede","vandalism","avalik_koht,kauplus","0-499"
541500,6589000,"Reede","vandalism","avalik_koht,parkla","0-499"
541500,6589500,"Reede","muu,vandalism","avalik_koht,soogikoht","0-499"
539000,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6584000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6589000,"Kolmapäev","vandalism","avalik_koht,lasteasutus_territoorium","0-499"
539500,6589500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6598000,"Pühapäev","vandalism","avalik_koht","0-499"
499000,6466000,"Pühapäev","avaliku_korra_rikkumine,kehaline_vaarkohtlemine,vandalism","kauplus","0-499"
541000,6589000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6591500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6588000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
556000,6561000,"Laupäev","avaliku_korra_rikkumine,vandalism","avalik_koht,tanav_valjak","0-499"
551000,6578000,"Laupäev","vandalism","avalik_koht,ehitus","0-499"
543000,6589000,"Reede","vandalism","avalik_koht,parkla","0-499"
546000,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
669000,6526500,"Neljapäev","vandalism","avalik_koht","0-499"
545000,6598000,"Neljapäev","vandalism","avalik_koht","0-499"
541000,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546500,6588500,"Kolmapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
545000,6602000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","500-4999"
545000,6598000,"Esmaspäev","vandalism","avalik_koht","0-499"
549500,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550500,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
562000,6588000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
541000,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6590000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
589500,6528500,"Reede","vandalism","avalik_koht,raviasutus","0-499"
539000,6590000,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
546000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6598000,"Kolmapäev","vandalism","avalik_koht","0-499"
541000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Teisipäev","avaliku_korra_rikkumine,vandalism","avalik_koht,tanav_valjak","0-499"
539000,6591000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","5000-49999"
546500,6589000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Laupäev","vandalism","avalik_koht,soogikoht","0-499"
541000,6589000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
531500,6469500,"Laupäev","tulekahju,vandalism","avalik_koht,parkla","5000-49999"
597000,6606000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
546500,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
562000,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6587500,"Neljapäev","vandalism,vargus","avalik_koht,kauplus","0-499"
546500,6589500,"Neljapäev","vandalism","avalik_koht,parkla,tanav_valjak","500-4999"
548000,6586500,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
550000,6589500,"Kolmapäev","vandalism","avalik_koht,parkla","0-499"
536500,6581000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549000,6591000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","500-4999"
677500,6415500,"Pühapäev","vandalism","avalik_koht","0-499"
534000,6579000,"Reede","vandalism","avalik_koht","0-499"
542500,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
548500,6589500,"Neljapäev","vandalism","avalik_koht,kauplus,tanav_valjak","0-499"
542000,6587000,"Kolmapäev","vandalism","avalik_koht,uhissoiduk","500-4999"
545000,6586500,"Kolmapäev","vandalism","avalik_koht,uhissoiduk","500-4999"
547000,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
658000,6471000,"Pühapäev","vandalism","avalik_koht","0-499"
550500,6589500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
621500,6406000,"Laupäev","vandalism","avalik_koht","0-499"
544000,6588000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
538000,6587000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
548000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6590000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6587500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6595000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6590500,"Laupäev","vandalism","avalik_koht,kauplus","0-499"
543000,6588500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
544000,6588000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
548500,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546500,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588500,"Kolmapäev","avaliku_korra_rikkumine,vandalism","hotell_motell","0-499"
539000,6590000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6588500,"Kolmapäev","vandalism","avalik_koht","0-499"
547000,6601000,"Kolmapäev","vandalism","avalik_koht","500-4999"
550000,6590000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6589000,"Teisipäev","vandalism","avalik_koht,parkla","5000-49999"
545000,6588500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6590500,"Pühapäev","vandalism","avalik_koht,kauplus","0-499"
541500,6588000,"Laupäev","vandalism","avalik_koht,hotell_motell,tanav_valjak","0-499"
548000,6590000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
537000,6586000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
547000,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
473000,6534000,"Kolmapäev","vandalism","avalik_koht","0-499"
547000,6596000,"Teisipäev","vandalism","avalik_koht","0-499"
549000,6595000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588000,"Neljapäev","vandalism","avalik_koht,kultuuriasutus","500-4999"
545000,6584000,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
551000,6590000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Teisipäev","vandalism","avalik_koht,pank,tanav_valjak","0-499"
552000,6586000,"Esmaspäev","vandalism","avalik_koht,tankla","0-499"
549000,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6585000,"Pühapäev","vandalism","avalik_koht,park","0-499"
541500,6589000,"Laupäev","vandalism","avalik_koht,muu koht,tanav_valjak","0-499"
662000,6473000,"Laupäev","vandalism","avalik_koht","0-499"
557000,6594000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
662000,6473000,"Laupäev","vandalism","avalik_koht","0-499"
536000,6580500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6587500,"Reede","vandalism","avalik_koht","0-499"
543000,6588000,"Reede","vandalism","avalik_koht,tanav_valjak","500-4999"
545000,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
538500,6589500,"Kolmapäev","vandalism","avalik_koht,park,rand","500-4999"
549500,6589500,"Teisipäev","vandalism","avalik_koht,parkla","0-499"
549000,6589500,"Esmaspäev","vandalism","avalik_koht","0-499"
557000,6594000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6590500,"Reede","vandalism","avalik_koht,kauplus","0-499"
540000,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
537500,6591000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6583500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
736000,6589500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
714000,6589000,"Kolmapäev","vandalism","avalik_koht,bussijaam_bussiterminaal","0-499"
550000,6590000,"Teisipäev","vandalism","avalik_koht,kauplus","0-499"
549000,6591000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
547500,6589000,"Pühapäev","vandalism","avalik_koht,kauplus","500-4999"
542500,6588500,"Pühapäev","vandalism","avalik_koht,bussijaam_bussiterminaal","0-499"
542500,6588500,"Pühapäev","vandalism","avalik_koht","0-499"
543000,6588500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6588500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6588000,"Laupäev","vandalism","avalik_koht,teenindusettevote","5000-49999"
541500,6585000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
541500,6589500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6585000,"Reede","vandalism","avalik_koht,kiosk","0-499"
542500,6587500,"Reede","vandalism","avalik_koht,parkla","0-499"
591000,6595000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6590000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
533000,6590000,"Teisipäev","vandalism","avalik_koht","0-499"
547000,6589000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Esmaspäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
541500,6588000,"Pühapäev","avaliku_korra_rikkumine,narkojuhtum,vandalism","avalik_koht,tanav_valjak","0-499"
539500,6588000,"Pühapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
547000,6587000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6588000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
554000,6593000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6589500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6589500,"Kolmapäev","kehaline_vaarkohtlemine,vandalism","avalik_koht,parkla","0-499"
540500,6590500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
668500,6526500,"Kolmapäev","vandalism","avalik_koht","0-499"
539000,6589500,"Esmaspäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
637000,6514000,"Esmaspäev","vandalism","avalik_koht,park","0-499"
524000,6529000,"Pühapäev","vandalism","avalik_koht","0-499"
539000,6586000,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
546500,6588500,"Pühapäev","vandalism","avalik_koht,parkla","0-499"
543500,6589000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6586000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6586000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6586000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6586000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
539500,6586000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
539500,6586000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
539500,6586000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
539500,6586000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
542000,6586500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
539000,6589500,"Reede","vandalism","avalik_koht,oueala_lahtine_hoov","500-4999"
638000,6514000,"Reede","vandalism","avalik_koht,parkla","0-499"
557000,6593000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544500,6587500,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
542500,6589000,"Neljapäev","vandalism","avalik_koht,park","0-499"
567000,6559000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
539000,6590500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6589000,"Laupäev","vandalism","avalik_koht,trepikoda_koridor","0-499"
549000,6591000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
669000,6583500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
661000,6474000,"Kolmapäev","vandalism","avalik_koht,parkla","0-499"
544000,6589000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
557000,6594000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
542500,6586000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","500-4999"
542000,6589500,"Pühapäev","vandalism","avalik_koht","0-499"
541500,6586500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6589500,"Laupäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
538000,6585500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
549500,6591500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
524000,6529000,"Neljapäev","vandalism","avalik_koht","0-499"
544000,6587500,"Kolmapäev","vandalism","avalik_koht,parkla","5000-49999"
544500,6588000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
537000,6587500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
546000,6583000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574500,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
538500,6584500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
411000,6457500,"Pühapäev","vandalism","avalik_koht,muu koht","0-499"
542000,6588500,"Pühapäev","kehaline_vaarkohtlemine,vandalism,avaliku_korra_rikkumine","avalik_koht,tanav_valjak","0-499"
551000,6597000,"Laupäev","vandalism","avalik_koht,uhissoiduk","0-499"
537500,6591000,"Laupäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
513000,6549000,"Laupäev","vandalism","avalik_koht,tanav_valjak","500-4999"
557000,6594000,"Reede","vandalism","avalik_koht,kauplus","0-499"
550000,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
548500,6589500,"Neljapäev","vandalism","avalik_koht,parkla","0-499"
552000,6593000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak,uhissoiduk","0-499"
540500,6590000,"Teisipäev","vandalism","avalik_koht,oueala_lahtine_hoov","0-499"
523000,6574500,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574500,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
522000,6574000,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
557000,6594000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
523000,6574500,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
638000,6514000,"Esmaspäev","vandalism","avalik_koht","500-4999"
523500,6574500,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523000,6575000,"Esmaspäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523000,6574500,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574500,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
522000,6574000,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
542000,6588500,"Pühapäev","vandalism","avalik_koht,soogikoht","0-499"
523500,6574000,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574000,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523000,6574500,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
522000,6574000,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523000,6574500,"Pühapäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
543500,6589000,"Laupäev","vandalism","avalik_koht,kiosk,tanav_valjak","0-499"
522000,6574000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
524000,6574000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6575000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6575000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6575000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
524000,6574000,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574500,"Laupäev","muu,vandalism","avalik_koht,tanav_valjak","500-4999"
522000,6574000,"Reede","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523000,6574500,"Reede","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574500,"Reede","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6575000,"Reede","muu,vandalism","avalik_koht,tanav_valjak","0-499"
523500,6574500,"Reede","muu,vandalism","avalik_koht,tanav_valjak","0-499"
547500,6589000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
533000,6590000,"Neljapäev","vandalism","avalik_koht","0-499"
546500,6589000,"Kolmapäev","vandalism","avalik_koht","0-499"
550000,6590500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Teisipäev","vandalism","avalik_koht,teenindusettevote,tanav_valjak","0-499"
538500,6591000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
550500,6590500,"Esmaspäev","vandalism","avalik_koht","0-499"
546500,6590000,"Esmaspäev","vandalism","avalik_koht","0-499"
544500,6589500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6587500,"Pühapäev","muu,vandalism","avalik_koht,parkla","0-499"
529500,6471500,"Pühapäev","vandalism","avalik_koht,bussijaam_bussiterminaal","500-4999"
542500,6589000,"Pühapäev","vandalism","avalik_koht,soogikoht","5000-49999"
543000,6588500,"Laupäev","tulekahju,vandalism","avalik_koht,oueala_lahtine_hoov","500-4999"
542000,6588000,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
547500,6589000,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
659000,6474000,"Kolmapäev","vandalism","avalik_koht","0-499"
549500,6591000,"Teisipäev","vandalism","avalik_koht,parkla","0-499"
566000,6561000,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6589500,"Pühapäev","vandalism","avalik_koht,muu koht","500-4999"
658500,6474000,"Laupäev","vandalism","avalik_koht","0-499"
547000,6589000,"Reede","vandalism","avalik_koht","0-499"
544000,6587500,"Kolmapäev","vandalism","avalik_koht,parkla","0-499"
538500,6585000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6588000,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
539500,6591000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
659000,6474000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
550000,6590500,"Esmaspäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6584000,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6585500,"Pühapäev","vandalism","avalik_koht,tanav_valjak","0-499"
540500,6588000,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
620500,6405500,"Laupäev","vandalism","avalik_koht","0-499"
661000,6473500,"Laupäev","vandalism","avalik_koht","0-499"
549500,6590500,"Reede","vandalism","avalik_koht,tanav_valjak","0-499"
540000,6590500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543500,6587500,"Neljapäev","vandalism","avalik_koht,tanav_valjak","0-499"
544500,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
545000,6588500,"Kolmapäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589500,"Kolmapäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
524000,6574000,"Kolmapäev","vandalism","avalik_koht","500-4999"
542000,6588500,"Kolmapäev","vandalism","avalik_koht,soogikoht","0-499"
539500,6585000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
541000,6589000,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
543000,6589000,"Teisipäev","vandalism","avalik_koht,parkla,tanav_valjak","0-499"
543000,6588000,"Pühapäev","vandalism","avalik_koht,kaubamaja","0-499"
737000,6589500,"Laupäev","avaliku_korra_rikkumine,vandalism","kaubamaja","0-499"
545000,6588500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
547000,6589500,"Laupäev","vandalism","avalik_koht,tanav_valjak","0-499"
542000,6588500,"Kolmapäev","vandalism","avalik_koht,soogikoht","0-499"
542000,6588500,"Kolmapäev","vandalism","avalik_koht,soogikoht","0-499"
544500,6587500,"Teisipäev","vandalism","avalik_koht,tanav_valjak","0-499"
411000,6459000,"Esmaspäev","avaliku_korra_rikkumine,vandalism","avalik_koht,tanav_valjak","0-499"
737000,6589500,"Laupäev","vandalism,avaliku_korra_rikkumine","kaubamaja","0-499"
591000,6596000,"Laupäev","vandalism","avalik_koht","0-499"
