X,Y,pohi_nr,aadr_maako,aadr_valdl,koord_x,koord_y,reg_kp,loomaliigi
686431,6399886,EE10131,VÕRU MAAKOND,RÕUGE VALD,"6399886","686431",2002/09/09 00:00:00.000,"LAMMAS;MUNAKANA"
696685,6415078,EE10132,VÕRU MAAKOND,VÕRU VALD,"6415078","696685",2002/09/09 00:00:00.000,MUNAKANA
686592,6406257,EE10133,VÕRU MAAKOND,VÕRU VALD,"6406257","686592",2002/09/09 00:00:00.000,LAMMAS
692366,6416741,EE10137,VÕRU MAAKOND,VÕRU VALD,"6416741","692366",2002/09/09 00:00:00.000,"LAMMAS;MUNAKANA"
650089,6423230,EE10144,VÕRU MAAKOND,ANTSLA VALD,"6423230","650089",2002/09/09 00:00:00.000,"KITS;MUNAKANA"
661371,6398754,EE10146,VÕRU MAAKOND,RÕUGE VALD,"6398754","661371",2002/09/09 00:00:00.000,"HANI;KITS;MUNAKANA"
653827,6389562,EE10154,VÕRU MAAKOND,RÕUGE VALD,"6389562","653827",2002/09/09 00:00:00.000,"LAMMAS;MUNAKANA"
684358,6386432,EE10159,VÕRU MAAKOND,RÕUGE VALD,"6386432","684358",2002/09/09 00:00:00.000,LAMMAS
653645,6405372,EE10169,VÕRU MAAKOND,ANTSLA VALD,"6405372","653645",2002/09/09 00:00:00.000,LAMMAS
684481,6397084,EE10172,VÕRU MAAKOND,RÕUGE VALD,"6397084","684481",2002/09/09 00:00:00.000,"LAMMAS;MUNAKANA"
695234,6422118,EE10174,VÕRU MAAKOND,VÕRU VALD,"6422118","695234",2002/09/09 00:00:00.000,LAMMAS
683069,6411404,EE10175,VÕRU MAAKOND,VÕRU VALD,"6411404","683069",2002/09/09 00:00:00.000,MUNAKANA
650863,6388954,EE10177,VÕRU MAAKOND,RÕUGE VALD,"6388954","650863",2002/09/09 00:00:00.000,"LAMMAS;MESILANE;MUNAKANA"
656097,6405243,EE10181,VÕRU MAAKOND,ANTSLA VALD,"6405243","656097",2002/09/09 00:00:00.000,MESILANE
688665,6412687,EE10189,VÕRU MAAKOND,VÕRU VALD,"6412687","688665",2002/09/09 00:00:00.000,VEIS
695149,6400400,EE10191,VÕRU MAAKOND,VÕRU VALD,"6400400","695149",2002/09/09 00:00:00.000,VEIS
648160,6421678,EE10193,VÕRU MAAKOND,ANTSLA VALD,"6421678","648160",2002/09/09 00:00:00.000,VEIS
653284,6413540,EE10194,VÕRU MAAKOND,ANTSLA VALD,"6413540","653284",2002/09/09 00:00:00.000,VEIS
651382,6420224,EE10197,VÕRU MAAKOND,ANTSLA VALD,"6420224","651382",2002/09/09 00:00:00.000,VEIS
660477,6415498,EE10204,VÕRU MAAKOND,VÕRU VALD,"6415498","660477",2002/09/09 00:00:00.000,VEIS
670547,6388489,EE10206,VÕRU MAAKOND,RÕUGE VALD,"6388489","670547",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
672432,6402749,EE10208,VÕRU MAAKOND,RÕUGE VALD,"6402749","672432",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
684759,6393243,EE10210,VÕRU MAAKOND,RÕUGE VALD,"6393243","684759",2002/09/09 00:00:00.000,MUNAKANA
698438,6402431,EE10215,VÕRU MAAKOND,VÕRU VALD,"6402431","698438",2002/09/09 00:00:00.000,VEIS
684106,6392697,EE10217,VÕRU MAAKOND,RÕUGE VALD,"6392697","684106",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
669045,6400550,EE10219,VÕRU MAAKOND,RÕUGE VALD,"6400550","669045",2002/09/09 00:00:00.000,VEIS
702848,6408817,EE10226,VÕRU MAAKOND,SETOMAA VALD,"6408817","702848",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
649866,6385945,EE10227,VÕRU MAAKOND,RÕUGE VALD,"6385945","649866",2002/09/09 00:00:00.000,VEIS
649891,6385956,EE10228,VÕRU MAAKOND,RÕUGE VALD,"6385956","649891",2002/09/09 00:00:00.000,VEIS
646769,6415456,EE10229,VÕRU MAAKOND,ANTSLA VALD,"6415456","646769",2002/09/09 00:00:00.000,VEIS
645931,6419205,EE10230,VÕRU MAAKOND,ANTSLA VALD,"6419205","645931",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
649485,6417922,EE10233,VÕRU MAAKOND,ANTSLA VALD,"6417922","649485",2002/09/09 00:00:00.000,VEIS
651213,6417090,EE10234,VÕRU MAAKOND,ANTSLA VALD,"6417090","651213",2002/09/09 00:00:00.000,VEIS
650916,6387252,EE10235,VÕRU MAAKOND,RÕUGE VALD,"6387252","650916",2002/09/09 00:00:00.000,"MUNAKANA;PART;SIGA"
667000,6386250,EE10237,VÕRU MAAKOND,RÕUGE VALD,"6386250","667000",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
658307,6413162,EE10238,VÕRU MAAKOND,VÕRU VALD,"6413162","658307",2002/09/09 00:00:00.000,MUNAKANA
651677,6415497,EE10244,VÕRU MAAKOND,ANTSLA VALD,"6415497","651677",2002/09/09 00:00:00.000,"MUNAKANA;VEIS"
686425,6414504,EE10245,VÕRU MAAKOND,VÕRU VALD,"6414504","686425",2002/09/09 00:00:00.000,VEIS
687622,6416908,EE10247,VÕRU MAAKOND,VÕRU VALD,"6416908","687622",2002/09/09 00:00:00.000,VEIS
705428,6414814,EE10248,VÕRU MAAKOND,SETOMAA VALD,"6414814","705428",2002/09/09 00:00:00.000,"LAMMAS;MUNAKANA;VEIS"
652081,6382221,EE10253,VÕRU MAAKOND,RÕUGE VALD,"6382221","652081",2002/09/09 00:00:00.000,HOBUNE
691120,6393904,EE10256,VÕRU MAAKOND,RÕUGE VALD,"6393904","691120",2002/09/09 00:00:00.000,VEIS
684060,6399226,EE10261,VÕRU MAAKOND,RÕUGE VALD,"6399226","684060",2002/09/09 00:00:00.000,"KITS;LAMMAS"
655380,6391193,EE10265,VÕRU MAAKOND,RÕUGE VALD,"6391193","655380",2002/09/09 00:00:00.000,VEIS
695400,6407536,EE10273,VÕRU MAAKOND,VÕRU VALD,"6407536","695400",2002/09/09 00:00:00.000,VEIS
687388,6400826,EE10293,VÕRU MAAKOND,RÕUGE VALD,"6400826","687388",2002/09/09 00:00:00.000,MUNAKANA
678959,6390831,EE1517,VÕRU MAAKOND,RÕUGE VALD,"6390831","678959",2002/09/09 00:00:00.000,VEIS
684695,6392291,EE10295,VÕRU MAAKOND,RÕUGE VALD,"6392291","684695",2002/09/09 00:00:00.000,VEIS
684612,6392293,EE10296,VÕRU MAAKOND,RÕUGE VALD,"6392293","684612",2002/09/09 00:00:00.000,VEIS
703581,6405355,EE10297,VÕRU MAAKOND,SETOMAA VALD,"6405355","703581",2002/09/09 00:00:00.000,MUNAKANA
656750,6388590,EE10316,VÕRU MAAKOND,RÕUGE VALD,"6388590","656750",2002/09/09 00:00:00.000,VEIS
690308,6393427,EE1532,VÕRU MAAKOND,RÕUGE VALD,"6393427","690308",2002/09/10 00:00:00.000,SIGA
684357,6401554,EE10332,VÕRU MAAKOND,RÕUGE VALD,"6401554","684357",2002/09/10 00:00:00.000,VEIS
706076,6403180,EE10338,VÕRU MAAKOND,SETOMAA VALD,"6403180","706076",2002/09/10 00:00:00.000,VEIS
615302,6443024,EE10392,VILJANDI MAAKOND,VILJANDI VALD,"6443024","615302",2002/09/10 00:00:00.000,VEIS
632062,6445199,EE10497,TARTU MAAKOND,ELVA VALD,"6445199","632062",2002/09/10 00:00:00.000,VEIS
648143,6446971,EE10548,VALGA MAAKOND,OTEPÄÄ VALD,"6446971","648143",2002/09/11 00:00:00.000,VEIS
678101,6427393,EE10813,PÕLVA MAAKOND,PÕLVA VALD,"6427393","678101",2002/09/12 00:00:00.000,VEIS
677976,6427279,EE10814,PÕLVA MAAKOND,PÕLVA VALD,"6427279","677976",2002/09/12 00:00:00.000,VEIS
660548,6443084,EE10816,PÕLVA MAAKOND,KANEPI VALD,"6443084","660548",2002/09/12 00:00:00.000,VEIS
667112,6440056,EE10827,PÕLVA MAAKOND,KANEPI VALD,"6440056","667112",2002/09/12 00:00:00.000,VEIS
667760,6439111,EE10828,PÕLVA MAAKOND,KANEPI VALD,"6439111","667760",2002/09/12 00:00:00.000,VEIS
670476,6438457,EE10829,PÕLVA MAAKOND,KANEPI VALD,"6438457","670476",2002/09/12 00:00:00.000,VEIS
660677,6438836,EE10831,PÕLVA MAAKOND,KANEPI VALD,"6438836","660677",2002/09/12 00:00:00.000,VEIS
684486,6434346,EE10841,PÕLVA MAAKOND,PÕLVA VALD,"6434346","684486",2002/09/12 00:00:00.000,VEIS
696841,6443979,EE10842,PÕLVA MAAKOND,RÄPINA VALD,"6443979","696841",2002/09/12 00:00:00.000,VEIS
696512,6416883,EE10851,VÕRU MAAKOND,VÕRU VALD,"6416883","696512",2002/09/12 00:00:00.000,VEIS
701875,6441674,EE10853,PÕLVA MAAKOND,RÄPINA VALD,"6441674","701875",2002/09/12 00:00:00.000,"HANI;MUNAKANA;PART;VEIS"
653676,6441533,EE10863,PÕLVA MAAKOND,KANEPI VALD,"6441533","653676",2002/09/12 00:00:00.000,LAMMAS
659786,6433899,EE10865,PÕLVA MAAKOND,KANEPI VALD,"6433899","659786",2002/09/12 00:00:00.000,LAMMAS
668185,6433822,EE10867,PÕLVA MAAKOND,KANEPI VALD,"6433822","668185",2002/09/12 00:00:00.000,MUNAKANA
642334,6425823,EE11900,VALGA MAAKOND,OTEPÄÄ VALD,"6425823","642334",2002/09/19 00:00:00.000,MESILANE
638940,6403839,EE11901,VALGA MAAKOND,VALGA VALD,"6403839","638940",2002/09/19 00:00:00.000,"HOBUNE;MUNAKANA;VEIS"
636744,6400283,EE11905,VALGA MAAKOND,VALGA VALD,"6400283","636744",2002/09/19 00:00:00.000,VEIS
644731,6415000,EE11910,VALGA MAAKOND,VALGA VALD,"6415000","644731",2002/09/19 00:00:00.000,VEIS
644686,6414969,EE11911,VALGA MAAKOND,VALGA VALD,"6414969","644686",2002/09/19 00:00:00.000,"KALKUN;MUNAKANA;PART;VEIS"
640359,6422289,EE11912,VALGA MAAKOND,OTEPÄÄ VALD,"6422289","640359",2002/09/19 00:00:00.000,"MUNAKANA;VEIS"
632499,6430436,EE11913,VALGA MAAKOND,OTEPÄÄ VALD,"6430436","632499",2002/09/19 00:00:00.000,MUNAKANA
632513,6430483,EE11914,VALGA MAAKOND,OTEPÄÄ VALD,"6430483","632513",2002/09/19 00:00:00.000,VEIS
637817,6403148,EE11916,VALGA MAAKOND,VALGA VALD,"6403148","637817",2002/09/19 00:00:00.000,VEIS
616722,6424645,EE11917,VALGA MAAKOND,TÕRVA VALD,"6424645","616722",2002/09/19 00:00:00.000,"MUNAKANA;VEIS"
637068,6400889,EE11918,VALGA MAAKOND,VALGA VALD,"6400889","637068",2002/09/19 00:00:00.000,VEIS
628315,6438876,EE11921,TARTU MAAKOND,ELVA VALD,"6438876","628315",2002/09/20 00:00:00.000,VEIS
613345,6428242,EE11923,VALGA MAAKOND,TÕRVA VALD,"6428242","613345",2002/09/20 00:00:00.000,"HOBUNE;VEIS"
644202,6437133,EE11925,VALGA MAAKOND,OTEPÄÄ VALD,"6437133","644202",2002/09/20 00:00:00.000,HOBUNE
637275,6403718,EE11929,VALGA MAAKOND,VALGA VALD,"6403718","637275",2002/09/20 00:00:00.000,VEIS
639830,6400480,EE11941,VALGA MAAKOND,VALGA VALD,"6400480","639830",2002/09/20 00:00:00.000,LAMMAS
642642,6420909,EE11945,VALGA MAAKOND,OTEPÄÄ VALD,"6420909","642642",2002/09/20 00:00:00.000,"MUNAKANA;VEIS"
636544,6423490,EE11946,VALGA MAAKOND,OTEPÄÄ VALD,"6423490","636544",2002/09/20 00:00:00.000,VEIS
637418,6444260,EE11954,TARTU MAAKOND,ELVA VALD,"6444260","637418",2002/09/20 00:00:00.000,VEIS
634170,6416471,EE11956,VALGA MAAKOND,VALGA VALD,"6416471","634170",2002/09/20 00:00:00.000,VEIS
620882,6425478,EE11957,VALGA MAAKOND,TÕRVA VALD,"6425478","620882",2002/09/20 00:00:00.000,MUNAKANA
641313,6403012,EE11970,VALGA MAAKOND,VALGA VALD,"6403012","641313",2002/09/20 00:00:00.000,VEIS
622368,6418549,EE11971,VALGA MAAKOND,TÕRVA VALD,"6418549","622368",2002/09/20 00:00:00.000,"LAMMAS;MUNAKANA"
641695,6403952,EE11975,VALGA MAAKOND,VALGA VALD,"6403952","641695",2002/09/20 00:00:00.000,"MUNAKANA;VEIS"
647195,6419826,EE12252,VÕRU MAAKOND,ANTSLA VALD,"6419826","647195",2002/09/24 00:00:00.000,VEIS
673300,6405326,EE12256,VÕRU MAAKOND,RÕUGE VALD,"6405326","673300",2002/09/24 00:00:00.000,VEIS
649744,6418649,EE12507,VÕRU MAAKOND,ANTSLA VALD,"6418649","649744",2002/12/23 00:00:00.000,VEIS
653532,6404924,EE12552,VÕRU MAAKOND,ANTSLA VALD,"6404924","653532",2002/12/30 00:00:00.000,
654328,6406241,EE12553,VÕRU MAAKOND,ANTSLA VALD,"6406241","654328",2002/12/30 00:00:00.000,VEIS
654873,6406975,EE12554,VÕRU MAAKOND,ANTSLA VALD,"6406975","654873",2002/12/30 00:00:00.000,VEIS
655363,6407728,EE12555,VÕRU MAAKOND,ANTSLA VALD,"6407728","655363",2002/12/30 00:00:00.000,
655456,6407879,EE12556,VÕRU MAAKOND,ANTSLA VALD,"6407879","655456",2002/12/30 00:00:00.000,VEIS
655497,6408149,EE12557,VÕRU MAAKOND,ANTSLA VALD,"6408149","655497",2002/12/30 00:00:00.000,VEIS
700812,6436267,EE12560,PÕLVA MAAKOND,RÄPINA VALD,"6436267","700812",2002/12/30 00:00:00.000,LAMMAS
666921,6419511,EE12590,VÕRU MAAKOND,VÕRU VALD,"6419511","666921",2003/01/06 00:00:00.000,KUULIK
702742,6408836,EE14557,VÕRU MAAKOND,SETOMAA VALD,"6408836","702742",2003/01/06 00:00:00.000,VEIS
664385,6388994,EE12593,VÕRU MAAKOND,RÕUGE VALD,"6388994","664385",2003/01/06 00:00:00.000,VEIS
690335,6429258,EE12594,PÕLVA MAAKOND,RÄPINA VALD,"6429258","690335",2003/01/06 00:00:00.000,LAMMAS
650637,6417435,EE12690,VÕRU MAAKOND,ANTSLA VALD,"6417435","650637",2003/01/09 00:00:00.000,
651161,6414236,EE10025,VÕRU MAAKOND,ANTSLA VALD,"6414236","651161",2003/01/14 00:00:00.000,VEIS
652416,6413738,EE12831,VÕRU MAAKOND,ANTSLA VALD,"6413738","652416",2003/01/14 00:00:00.000,VEIS
650690,6417080,EE12832,VÕRU MAAKOND,ANTSLA VALD,"6417080","650690",2003/01/14 00:00:00.000,"HAUG;KARPKALA;LINASK"
674949,6418969,EE797,VÕRU MAAKOND,VÕRU VALD,"6418969","674949",2003/01/14 00:00:00.000,"KITS;LAMMAS;MUNAKANA"
624106,6415977,EE829,VALGA MAAKOND,VALGA VALD,"6415977","624106",2003/01/22 00:00:00.000,
633402,6430154,EE13035,VALGA MAAKOND,OTEPÄÄ VALD,"6430154","633402",2003/01/23 00:00:00.000,VEIS
629175,6442878,EE839,TARTU MAAKOND,ELVA VALD,"6442878","629175",2003/01/23 00:00:00.000,
642423,6411201,EE844,VALGA MAAKOND,VALGA VALD,"6411201","642423",2003/01/23 00:00:00.000,MUNAKANA
619835,6432015,EE846,VALGA MAAKOND,TÕRVA VALD,"6432015","619835",2003/01/24 00:00:00.000,MUNAKANA
639430,6432368,EE13064,VALGA MAAKOND,OTEPÄÄ VALD,"6432368","639430",2003/01/24 00:00:00.000,"HANI;LAMMAS;MUNAKANA;PAABULIND;PART;VEIS"
632521,6428214,EE13066,VALGA MAAKOND,OTEPÄÄ VALD,"6428214","632521",2003/01/24 00:00:00.000,VEIS
632417,6428292,EE13067,VALGA MAAKOND,OTEPÄÄ VALD,"6428292","632417",2003/01/24 00:00:00.000,
640005,6415110,EE13076,VALGA MAAKOND,VALGA VALD,"6415110","640005",2003/01/24 00:00:00.000,VEIS
640023,6415114,EE13077,VALGA MAAKOND,VALGA VALD,"6415114","640023",2003/01/24 00:00:00.000,"MUNAKANA;VEIS"
640044,6415099,EE13078,VALGA MAAKOND,VALGA VALD,"6415099","640044",2003/01/24 00:00:00.000,VEIS
638017,6403421,EE13083,VALGA MAAKOND,VALGA VALD,"6403421","638017",2003/01/24 00:00:00.000,"ALPAKA;LAMMAS;MUNAKANA;VEIS"
631583,6428123,EE13109,VALGA MAAKOND,VALGA VALD,"6428123","631583",2003/01/27 00:00:00.000,VEIS
637321,6428447,EE13303,VALGA MAAKOND,OTEPÄÄ VALD,"6428447","637321",2003/01/31 00:00:00.000,VEIS
644448,6439952,EE13304,VALGA MAAKOND,OTEPÄÄ VALD,"6439952","644448",2003/01/31 00:00:00.000,VEIS
677424,6421202,EE13330,VÕRU MAAKOND,VÕRU VALD,"6421202","677424",2003/02/10 00:00:00.000,MUNAKANA
685240,6393483,EE13350,VÕRU MAAKOND,RÕUGE VALD,"6393483","685240",2003/02/14 00:00:00.000,VEIS
621699,6420520,EE13393,VALGA MAAKOND,TÕRVA VALD,"6420520","621699",2003/02/20 00:00:00.000,VEIS
699754,6414531,EE13417,VÕRU MAAKOND,VÕRU VALD,"6414531","699754",2003/03/06 00:00:00.000,VEIS
657934,6437495,EE13433,PÕLVA MAAKOND,KANEPI VALD,"6437495","657934",2003/03/27 00:00:00.000,HOBUNE
675721,6435737,EE13436,PÕLVA MAAKOND,PÕLVA VALD,"6435737","675721",2003/04/01 00:00:00.000,"LAMMAS;MUNAKANA"
684335,6392909,EE13457,VÕRU MAAKOND,RÕUGE VALD,"6392909","684335",2003/04/08 00:00:00.000,"MUNAKANA;VEIS"
685148,6401133,EE13460,VÕRU MAAKOND,RÕUGE VALD,"6401133","685148",2003/04/10 00:00:00.000,"MUNAKANA;VEIS"
650053,6403377,EE983,VÕRU MAAKOND,ANTSLA VALD,"6403377","650053",2003/04/29 00:00:00.000,"MUNAKANA;VEIS"
659406,6395332,EE988,VÕRU MAAKOND,RÕUGE VALD,"6395332","659406",2003/06/19 00:00:00.000,MUNAKANA
645030,6414278,EE990,VÕRU MAAKOND,ANTSLA VALD,"6414278","645030",2003/06/27 00:00:00.000,MUNAKANA
655844,6408519,EE13507,VÕRU MAAKOND,ANTSLA VALD,"6408519","655844",2003/07/21 00:00:00.000,VEIS
682406,6426859,EE996,VÕRU MAAKOND,VÕRU VALD,"6426859","682406",2003/07/23 00:00:00.000,"LAMMAS;MUNAKANA;PART;VEIS"
661450,6405512,EE1000,VÕRU MAAKOND,ANTSLA VALD,"6405512","661450",2003/08/21 00:00:00.000,"MUNAKANA;VEIS"
652137,6415144,EE1003,VÕRU MAAKOND,ANTSLA VALD,"6415144","652137",2003/08/26 00:00:00.000,
694268,6409453,EE13523,VÕRU MAAKOND,VÕRU VALD,"6409453","694268",2003/09/01 00:00:00.000,MUNAKANA
679400,6390132,EE13524,VÕRU MAAKOND,RÕUGE VALD,"6390132","679400",2003/09/01 00:00:00.000,VEIS
684160,6424994,EE13525,VÕRU MAAKOND,VÕRU VALD,"6424994","684160",2003/09/04 00:00:00.000,"MUNAKANA;VEIS"
654275,6408770,EE13526,VÕRU MAAKOND,ANTSLA VALD,"6408770","654275",2003/09/04 00:00:00.000,VEIS
675631,6395502,EE13529,VÕRU MAAKOND,RÕUGE VALD,"6395502","675631",2003/09/05 00:00:00.000,VEIS
661990,6396633,EE1015,VÕRU MAAKOND,RÕUGE VALD,"6396633","661990",2003/09/08 00:00:00.000,"HOBUNE;KALKUN;MUNAKANA;PARLKANA"
649601,6403409,EE13533,VÕRU MAAKOND,ANTSLA VALD,"6403409","649601",2003/09/09 00:00:00.000,VEIS
650480,6422678,EE1018,VÕRU MAAKOND,ANTSLA VALD,"6422678","650480",2003/09/09 00:00:00.000,"LAMMAS;MUNAKANA"
683304,6411749,EE1019,VÕRU MAAKOND,VÕRU VALD,"6411749","683304",2003/09/09 00:00:00.000,MUNAKANA
659308,6424351,EE1023,VÕRU MAAKOND,VÕRU VALD,"6424351","659308",2003/09/10 00:00:00.000,"MUNAKANA;VEIS"
675496,6408715,EE13539,VÕRU MAAKOND,VÕRU VALD,"6408715","675496",2003/09/16 00:00:00.000,LAMMAS
675147,6415304,EE1027,VÕRU MAAKOND,VÕRU VALD,"6415304","675147",2003/09/16 00:00:00.000,"MUNAKANA;VEIS"
681857,6422094,EE13543,VÕRU MAAKOND,VÕRU VALD,"6422094","681857",2003/09/16 00:00:00.000,"LAMMAS;MUNAKANA"
649560,6429464,EE13550,VALGA MAAKOND,OTEPÄÄ VALD,"6429464","649560",2003/09/17 00:00:00.000,MUNAKANA
645811,6426016,EE13558,VALGA MAAKOND,OTEPÄÄ VALD,"6426016","645811",2003/09/17 00:00:00.000,"MUNAKANA;VEIS"
652587,6429368,EE1036,VALGA MAAKOND,OTEPÄÄ VALD,"6429368","652587",2003/09/17 00:00:00.000,KITS
652065,6428604,EE1037,VALGA MAAKOND,OTEPÄÄ VALD,"6428604","652065",2003/09/17 00:00:00.000,MUNAKANA
697553,6406907,EE1039,VÕRU MAAKOND,VÕRU VALD,"6406907","697553",2003/09/17 00:00:00.000,MUNAKANA
634591,6403450,EE1045,VALGA MAAKOND,VALGA VALD,"6403450","634591",2003/09/18 00:00:00.000,
684412,6395399,EE1047,VÕRU MAAKOND,RÕUGE VALD,"6395399","684412",2003/09/18 00:00:00.000,"LAMMAS;MUNAKANA;VEIS"
672313,6403263,EE1057,VÕRU MAAKOND,RÕUGE VALD,"6403263","672313",2003/09/26 00:00:00.000,VEIS
651604,6382996,EE1059,VÕRU MAAKOND,RÕUGE VALD,"6382996","651604",2003/09/26 00:00:00.000,LAMMAS
692389,6395938,EE13623,VÕRU MAAKOND,RÕUGE VALD,"6395938","692389",2003/09/30 00:00:00.000,LAMMAS
648385,6414194,EE1068,VÕRU MAAKOND,ANTSLA VALD,"6414194","648385",2003/10/01 00:00:00.000,"LAMMAS;MUNAKANA"
662405,6398816,EE13627,VÕRU MAAKOND,RÕUGE VALD,"6398816","662405",2003/10/01 00:00:00.000,"LAMMAS;MUNAKANA"
686118,6411898,EE13628,VÕRU MAAKOND,VÕRU VALD,"6411898","686118",2003/10/01 00:00:00.000,VEIS
636310,6423280,EE13646,VALGA MAAKOND,OTEPÄÄ VALD,"6423280","636310",2003/10/03 00:00:00.000,
629810,6407220,EE13672,VALGA MAAKOND,VALGA VALD,"6407220","629810",2003/10/08 00:00:00.000,
621840,6419771,EE1090,VALGA MAAKOND,TÕRVA VALD,"6419771","621840",2003/10/14 00:00:00.000,VEIS
703908,6406720,EE1103,VÕRU MAAKOND,SETOMAA VALD,"6406720","703908",2003/10/23 00:00:00.000,LAMMAS
683068,6411382,EE13620,VÕRU MAAKOND,VÕRU VALD,"6411382","683068",2003/10/24 00:00:00.000,LAMMAS
649292,6385441,EE13878,VÕRU MAAKOND,RÕUGE VALD,"6385441","649292",2003/10/29 00:00:00.000,"LAMMAS;MUNAKANA"
663433,6421910,EE13886,VÕRU MAAKOND,VÕRU VALD,"6421910","663433",2003/10/29 00:00:00.000,"LAMMAS;VEIS"
662452,6399616,EE13887,VÕRU MAAKOND,RÕUGE VALD,"6399616","662452",2003/10/29 00:00:00.000,VEIS
662463,6399650,EE674,VÕRU MAAKOND,RÕUGE VALD,"6399650","662463",2003/10/29 00:00:00.000,VEIS
635097,6423107,EE1146,VALGA MAAKOND,OTEPÄÄ VALD,"6423107","635097",2003/10/31 00:00:00.000,MUNAKANA
669102,6418403,EE13957,VÕRU MAAKOND,VÕRU VALD,"6418403","669102",2003/10/31 00:00:00.000,VEIS
639687,6421036,EE396,VALGA MAAKOND,OTEPÄÄ VALD,"6421036","639687",2003/10/31 00:00:00.000,"LAMMAS;MESILANE"
655937,6388855,EE13963,VÕRU MAAKOND,RÕUGE VALD,"6388855","655937",2003/10/31 00:00:00.000,MUNAKANA
635642,6417550,EE13966,VALGA MAAKOND,VALGA VALD,"6417550","635642",2003/10/31 00:00:00.000,"MUNAKANA;VEIS"
635180,6422490,EE13970,VALGA MAAKOND,OTEPÄÄ VALD,"6422490","635180",2003/10/31 00:00:00.000,VEIS
634840,6422150,EE13971,VALGA MAAKOND,OTEPÄÄ VALD,"6422150","634840",2003/10/31 00:00:00.000,VEIS
657125,6404337,EE1157,VÕRU MAAKOND,ANTSLA VALD,"6404337","657125",2003/11/03 00:00:00.000,MUNAKANA
620742,6424959,EE14063,VALGA MAAKOND,TÕRVA VALD,"6424959","620742",2003/11/04 00:00:00.000,LAMMAS
620798,6424576,EE14064,VALGA MAAKOND,TÕRVA VALD,"6424576","620798",2003/11/04 00:00:00.000,LAMMAS
645140,6400465,EE14198,VALGA MAAKOND,VALGA VALD,"6400465","645140",2003/11/07 00:00:00.000,VEIS
639876,6404388,EE14199,VALGA MAAKOND,VALGA VALD,"6404388","639876",2003/11/07 00:00:00.000,VEIS
653536,6385436,EE14215,VÕRU MAAKOND,RÕUGE VALD,"6385436","653536",2003/11/07 00:00:00.000,
649534,6411194,EE14216,VÕRU MAAKOND,ANTSLA VALD,"6411194","649534",2003/11/07 00:00:00.000,LAMMAS
696948,6416097,EE14217,VÕRU MAAKOND,VÕRU VALD,"6416097","696948",2003/11/07 00:00:00.000,"LAMMAS;MUNAKANA;VEIS"
672823,6417465,EE14232,VÕRU MAAKOND,VÕRU VALD,"6417465","672823",2003/11/10 00:00:00.000,VEIS
644607,6429344,EE14241,VALGA MAAKOND,OTEPÄÄ VALD,"6429344","644607",2003/11/10 00:00:00.000,HOBUNE
686371,6404775,EE1291,VÕRU MAAKOND,VÕRU VALD,"6404775","686371",2003/11/12 00:00:00.000,"MUNAKANA;VEIS"
648219,6408986,EE14345,VÕRU MAAKOND,ANTSLA VALD,"6408986","648219",2003/11/12 00:00:00.000,LAMMAS
695961,6401401,EE1295,VÕRU MAAKOND,VÕRU VALD,"6401401","695961",2003/11/12 00:00:00.000,"KALKUN;MUNAKANA"
681506,6412423,EE1297,VÕRU MAAKOND,VÕRU VALD,"6412423","681506",2003/11/12 00:00:00.000,LAMMAS
684127,6425532,EE14362,VÕRU MAAKOND,VÕRU VALD,"6425532","684127",2003/11/13 00:00:00.000,"LAMMAS;VEIS"
619823,6418015,EE14446,VALGA MAAKOND,TÕRVA VALD,"6418015","619823",2003/11/14 00:00:00.000,LAMMAS
636449,6393484,EE14447,VALGA MAAKOND,VALGA VALD,"6393484","636449",2003/11/14 00:00:00.000,LAMMAS
640528,6422144,EE14454,VALGA MAAKOND,OTEPÄÄ VALD,"6422144","640528",2003/11/14 00:00:00.000,VEIS
640458,6438063,EE14456,VALGA MAAKOND,OTEPÄÄ VALD,"6438063","640458",2003/11/14 00:00:00.000,MUNAKANA
645523,6419301,EE14459,VÕRU MAAKOND,ANTSLA VALD,"6419301","645523",2003/11/14 00:00:00.000,LAMMAS
676631,6396352,EE1332,VÕRU MAAKOND,RÕUGE VALD,"6396352","676631",2003/11/14 00:00:00.000,"MUNAKANA;VEIS"
652077,6404562,EE14502,VÕRU MAAKOND,ANTSLA VALD,"6404562","652077",2003/11/17 00:00:00.000,VEIS
647165,6435656,EE14514,VALGA MAAKOND,OTEPÄÄ VALD,"6435656","647165",2003/11/18 00:00:00.000,MUNAKANA
649770,6437070,EE14515,VALGA MAAKOND,OTEPÄÄ VALD,"6437070","649770",2003/11/18 00:00:00.000,VEIS
616949,6428499,EE14521,VALGA MAAKOND,TÕRVA VALD,"6428499","616949",2003/11/18 00:00:00.000,VEIS
699035,6409009,EE1352,VÕRU MAAKOND,VÕRU VALD,"6409009","699035",2003/11/18 00:00:00.000,MUNAKANA
704237,6410158,EE1361,VÕRU MAAKOND,SETOMAA VALD,"6410158","704237",2003/11/18 00:00:00.000,MUNAKANA
