X,Y,pohi_nr,aadr_maako,aadr_valdl,koord_x,koord_y,reg_kp,loomaliigi
656027.17,6486936.4,EE38441,TARTU MAAKOND,TARTU VALD,"6486936.4","656027.17",2021/05/17 00:00:00.000,MESILANE
639122.42,6449344.19,EE38452,TARTU MAAKOND,ELVA VALD,"6449344.19","639122.42",2021/05/18 00:00:00.000,MESILANE
643307.25,6450234.82,EE38468,TARTU MAAKOND,NÕO VALD,"6450234.82","643307.25",2021/05/18 00:00:00.000,MESILANE
635150.86,6514552.05,EE38474,JÕGEVA MAAKOND,JÕGEVA VALD,"6514552.05","635150.86",2021/05/19 00:00:00.000,MESILANE
648434.71,6474897.7,EE38484,TARTU MAAKOND,TARTU LINN,"6474897.7","648434.71",2021/05/20 00:00:00.000,MUNAKANA
655531.07,6463426.62,EE38489,TARTU MAAKOND,KAMBJA VALD,"6463426.62","655531.07",2021/05/20 00:00:00.000,HOBUNE
660804.3,6488354.0,EE38492,TARTU MAAKOND,TARTU VALD,"6488354","660804.3",2021/05/20 00:00:00.000,MESILANE
662524.47,6456833.84,EE38506,TARTU MAAKOND,KAMBJA VALD,"6456833.84","662524.47",2021/05/23 00:00:00.000,HOBUNE
653763.31,6472687.03,EE38507,TARTU MAAKOND,TARTU LINN,"6472687.03","653763.31",2021/05/23 00:00:00.000,HOBUNE
653763.31,6472687.03,EE38509,TARTU MAAKOND,TARTU LINN,"6472687.03","653763.31",2021/05/23 00:00:00.000,HOBUNE
659180.19,6474227.0,EE38513,TARTU MAAKOND,TARTU LINN,"6474227","659180.19",2021/05/24 00:00:00.000,MESILANE
654856.72,6492960.82,EE38521,TARTU MAAKOND,TARTU VALD,"6492960.82","654856.72",2021/05/24 00:00:00.000,"HANI;MESILANE;MUNAKANA"
660883.84,6474210.33,EE38555,TARTU MAAKOND,TARTU LINN,"6474210.33","660883.84",2021/05/27 00:00:00.000,KASS
657194.8,6501023.26,EE38566,TARTU MAAKOND,TARTU VALD,"6501023.26","657194.8",2021/05/28 00:00:00.000,MUNAKANA
662750.52,6487561.77,EE38577,TARTU MAAKOND,TARTU VALD,"6487561.77","662750.52",2021/05/31 00:00:00.000,MESILANE
668976.81,6481902.4,EE38585,TARTU MAAKOND,TARTU VALD,"6481902.4","668976.81",2021/05/31 00:00:00.000,MESILANE
646577.95,6464921.66,EE38588,TARTU MAAKOND,NÕO VALD,"6464921.66","646577.95",2021/06/01 00:00:00.000,HOBUNE
671492.23,6469637.84,EE38593,TARTU MAAKOND,KASTRE VALD,"6469637.84","671492.23",2021/06/01 00:00:00.000,VEIS
675295.1,6509262.18,EE38602,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6509262.18","675295.1",2021/06/01 00:00:00.000,
662238.67,6456523.29,EE38603,TARTU MAAKOND,KAMBJA VALD,"6456523.29","662238.67",2021/06/01 00:00:00.000,HOBUNE
650464.05,6493769.42,EE38604,TARTU MAAKOND,TARTU VALD,"6493769.42","650464.05",2021/06/02 00:00:00.000,MESILANE
666272.03,6496014.8,EE38610,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6496014.8","666272.03",2021/06/02 00:00:00.000,MUNAKANA
666272.03,6496014.8,EE38611,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6496014.8","666272.03",2021/06/02 00:00:00.000,MUNAKANA
618798.9,6501492.71,EE38614,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6501492.71","618798.9",2021/06/03 00:00:00.000,"MUNAKANA;VEIS"
656131.8,6481059.92,EE38618,TARTU MAAKOND,TARTU VALD,"6481059.92","656131.8",2021/06/03 00:00:00.000,VEIS
669568.53,6497259.36,EE38620,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6497259.36","669568.53",2021/06/04 00:00:00.000,HOBUNE
661455.81,6486129.34,EE38621,TARTU MAAKOND,TARTU VALD,"6486129.34","661455.81",2021/06/04 00:00:00.000,"HANI;HOBUNE;KITS;KUULIK;LAMMAS;MUNAKANA;VEIS"
707788.72,6448470.04,EE38625,PÕLVA MAAKOND,RÄPINA VALD,"6448470.04","707788.72",2021/06/05 00:00:00.000,VEIS
637920.91,6448383.83,EE38640,TARTU MAAKOND,ELVA VALD,"6448383.83","637920.91",2021/06/08 00:00:00.000,MESILANE
659109.26,6461362.6,EE38646,TARTU MAAKOND,KAMBJA VALD,"6461362.6","659109.26",2021/06/09 00:00:00.000,MESILANE
651767.54,6502305.21,EE38679,JÕGEVA MAAKOND,JÕGEVA VALD,"6502305.21","651767.54",2021/06/15 00:00:00.000,
658493.18,6475086.14,EE38685,TARTU MAAKOND,TARTU LINN,"6475086.14","658493.18",2021/06/16 00:00:00.000,MUNAKANA
619361.25,6509839.28,EE38704,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6509839.28","619361.25",2021/06/21 00:00:00.000,"LAMMAS;MUNAKANA"
649241.21,6474747.94,EE4564,TARTU MAAKOND,TARTU LINN,"6474747.94","649241.21",2021/06/21 00:00:00.000,SIGA
649284.92,6450548.43,EE38714,TARTU MAAKOND,KAMBJA VALD,"6450548.43","649284.92",2021/06/27 00:00:00.000,VEIS
685381.54,6488106.45,EE38719,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6488106.45","685381.54",2021/06/29 00:00:00.000,HOBUNE
667756.49,6451108.72,EE38728,PÕLVA MAAKOND,KANEPI VALD,"6451108.72","667756.49",2021/06/30 00:00:00.000,MESILANE
648610.16,6461294.7,EE38734,TARTU MAAKOND,NÕO VALD,"6461294.7","648610.16",2021/07/01 00:00:00.000,MESILANE
637012.13,6452255.24,EE38743,TARTU MAAKOND,ELVA VALD,"6452255.24","637012.13",2021/07/05 00:00:00.000,MESILANE
664973.42,6468235.41,EE38774,TARTU MAAKOND,KASTRE VALD,"6468235.41","664973.42",2021/07/19 00:00:00.000,KASS
648104.65,6510356.59,EE38785,JÕGEVA MAAKOND,JÕGEVA VALD,"6510356.59","648104.65",2021/07/22 00:00:00.000,HOBUNE
649243.05,6463305.12,EE38787,TARTU MAAKOND,NÕO VALD,"6463305.12","649243.05",2021/07/23 00:00:00.000,LAMMAS
657189.95,6459817.61,EE38789,TARTU MAAKOND,KAMBJA VALD,"6459817.61","657189.95",2021/07/25 00:00:00.000,MESILANE
640378.65,6516657.48,EE38797,JÕGEVA MAAKOND,JÕGEVA VALD,"6516657.48","640378.65",2021/07/28 00:00:00.000,MESILANE
644722.87,6459704.94,EE38801,TARTU MAAKOND,NÕO VALD,"6459704.94","644722.87",2021/07/29 00:00:00.000,VIKERFORELL
623278.99,6498071.73,EE38820,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6498071.73","623278.99",2021/08/04 00:00:00.000,MESILANE
631503.02,6458367.89,EE38825,TARTU MAAKOND,ELVA VALD,"6458367.89","631503.02",2021/08/08 00:00:00.000,"KITS;LIND"
653546.23,6490545.57,EE38826,TARTU MAAKOND,TARTU VALD,"6490545.57","653546.23",2021/08/08 00:00:00.000,MESILANE
660016.8,6461935.38,EE38829,TARTU MAAKOND,KAMBJA VALD,"6461935.38","660016.8",2021/08/09 00:00:00.000,LAMMAS
657168.94,6464437.28,EE38844,TARTU MAAKOND,KAMBJA VALD,"6464437.28","657168.94",2021/08/16 00:00:00.000,MUNAKANA
649252.14,6462934.37,EE38846,TARTU MAAKOND,NÕO VALD,"6462934.37","649252.14",2021/08/17 00:00:00.000,KOER
657234.96,6491284.94,EE38847,TARTU MAAKOND,TARTU VALD,"6491284.94","657234.96",2021/08/17 00:00:00.000,HOBUNE
668216.8,6465187.24,EE38869,TARTU MAAKOND,KASTRE VALD,"6465187.24","668216.8",2021/08/25 00:00:00.000,MESILANE
632683.82,6457224.54,EE38882,TARTU MAAKOND,ELVA VALD,"6457224.54","632683.82",2021/08/27 00:00:00.000,"HOBUNE;KITS;LAMMAS"
657588.88,6508532.06,EE38888,JÕGEVA MAAKOND,JÕGEVA VALD,"6508532.06","657588.88",2021/08/30 00:00:00.000,HOBUNE
653154.23,6451806.05,EE38927,TARTU MAAKOND,KAMBJA VALD,"6451806.05","653154.23",2021/09/14 00:00:00.000,"HOBUNE;VEIS"
653763.31,6472687.03,EE38930,TARTU MAAKOND,TARTU LINN,"6472687.03","653763.31",2021/09/15 00:00:00.000,MUNAKANA
627996.37,6457865.4,EE38931,TARTU MAAKOND,ELVA VALD,"6457865.4","627996.37",2021/09/15 00:00:00.000,"ALPAKA;HOBUNE;KITS;LAMMAS;VEIS"
658907.47,6473539.96,EE38937,TARTU MAAKOND,TARTU LINN,"6473539.96","658907.47",2021/09/16 00:00:00.000,"DEKORATIIVKALA;KAHEPAIKNE;KUULIK;ROOMAJA;SELGROOTU"
650845.22,6476349.31,EE38940,TARTU MAAKOND,TARTU LINN,"6476349.31","650845.22",2021/09/17 00:00:00.000,KASS
675173.3,6467930.32,EE38944,TARTU MAAKOND,KASTRE VALD,"6467930.32","675173.3",2021/09/19 00:00:00.000,HOBUNE
653113.12,6450454.48,EE38956,TARTU MAAKOND,KAMBJA VALD,"6450454.48","653113.12",2021/09/24 00:00:00.000,VEIS
660263.92,6474270.38,EE38957,TARTU MAAKOND,TARTU LINN,"6474270.38","660263.92",2021/09/24 00:00:00.000,KOER
671864.47,6484672.91,EE38958,TARTU MAAKOND,TARTU VALD,"6484672.91","671864.47",2021/09/24 00:00:00.000,MESILANE
655566.85,6482221.85,EE38978,TARTU MAAKOND,TARTU VALD,"6482221.85","655566.85",2021/10/01 00:00:00.000,VEIS
626375.58,6461331.04,EE38982,TARTU MAAKOND,ELVA VALD,"6461331.04","626375.58",2021/10/04 00:00:00.000,LAMMAS
640891.05,6513086.79,EE38994,JÕGEVA MAAKOND,JÕGEVA VALD,"6513086.79","640891.05",2021/10/06 00:00:00.000,"MUNAKANA;VEIS"
618418.21,6504239.17,EE38995,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6504239.17","618418.21",2021/10/06 00:00:00.000,HOBUNE
662403.29,6462328.79,EE39011,TARTU MAAKOND,KAMBJA VALD,"6462328.79","662403.29",2021/10/08 00:00:00.000,LAMMAS
660896.75,6458125.53,EE39014,TARTU MAAKOND,KAMBJA VALD,"6458125.53","660896.75",2021/10/08 00:00:00.000,HOBUNE
655252.26,6470095.38,EE39036,TARTU MAAKOND,KAMBJA VALD,"6470095.38","655252.26",2021/10/17 00:00:00.000,KASS
618418.21,6504239.17,EE39068,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6504239.17","618418.21",2021/10/22 00:00:00.000,HOBUNE
634647.0,6452799.52,EE39075,TARTU MAAKOND,ELVA VALD,"6452799.52","634647",2021/10/25 00:00:00.000,VEIS
636794.41,6452657.86,EE39076,TARTU MAAKOND,ELVA VALD,"6452657.86","636794.41",2021/10/25 00:00:00.000,VEIS
649840.4,6460888.42,EE39077,TARTU MAAKOND,NÕO VALD,"6460888.42","649840.4",2021/10/25 00:00:00.000,"EESEL;HOBUNE;KUULIK;LAMMAS"
640407.54,6456137.28,EE39082,TARTU MAAKOND,ELVA VALD,"6456137.28","640407.54",2021/10/27 00:00:00.000,VEIS
655086.92,6468162.11,EE39123,TARTU MAAKOND,KAMBJA VALD,"6468162.11","655086.92",2021/11/01 00:00:00.000,HOBUNE
630819.52,6498085.17,EE39136,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6498085.17","630819.52",2021/11/02 00:00:00.000,LAMMAS
654773.48,6469077.71,EE39138,TARTU MAAKOND,KAMBJA VALD,"6469077.71","654773.48",2021/11/02 00:00:00.000,MESILANE
666851.56,6461209.93,EE39139,TARTU MAAKOND,KASTRE VALD,"6461209.93","666851.56",2021/11/02 00:00:00.000,MESILANE
651616.97,6470516.2,EE39145,TARTU MAAKOND,TARTU LINN,"6470516.2","651616.97",2021/11/02 00:00:00.000,VEIS
683496.79,6462909.07,EE39156,TARTU MAAKOND,KASTRE VALD,"6462909.07","683496.79",2021/11/03 00:00:00.000,VEIS
683496.79,6462909.07,EE39157,TARTU MAAKOND,KASTRE VALD,"6462909.07","683496.79",2021/11/03 00:00:00.000,VEIS
648378.14,6510243.4,EE39158,JÕGEVA MAAKOND,JÕGEVA VALD,"6510243.4","648378.14",2021/11/03 00:00:00.000,MESILANE
645749.29,6515860.96,EE39194,JÕGEVA MAAKOND,JÕGEVA VALD,"6515860.96","645749.29",2021/11/05 00:00:00.000,MESILANE
695059.82,6455919.0,EE39209,PÕLVA MAAKOND,PÕLVA VALD,"6455919","695059.82",2021/11/08 00:00:00.000,VEIS
628440.55,6451198.59,EE39304,TARTU MAAKOND,ELVA VALD,"6451198.59","628440.55",2021/11/14 00:00:00.000,MESILANE
631180.55,6497130.14,EE39305,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6497130.14","631180.55",2021/11/14 00:00:00.000,"MESILANE;MUNAKANA"
659057.69,6471480.1,EE39313,TARTU MAAKOND,TARTU LINN,"6471480.1","659057.69",2021/11/14 00:00:00.000,MESILANE
668884.76,6499262.69,EE39332,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6499262.69","668884.76",2021/11/15 00:00:00.000,MESILANE
613592.18,6514943.46,EE4566,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6514943.46","613592.18",2021/11/15 00:00:00.000,"HOBUNE;KALKUN;KITS;LAMMAS;MUNAKANA;PARLKANA;PART;SIGA"
672318.68,6501327.21,EE39344,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6501327.21","672318.68",2021/11/15 00:00:00.000,MESILANE
661785.06,6479311.91,EE39347,TARTU MAAKOND,TARTU VALD,"6479311.91","661785.06",2021/11/16 00:00:00.000,MUNAKANA
651773.25,6503898.58,EE39348,JÕGEVA MAAKOND,JÕGEVA VALD,"6503898.58","651773.25",2021/11/16 00:00:00.000,MESILANE
631325.04,6513099.05,EE39361,JÕGEVA MAAKOND,JÕGEVA VALD,"6513099.05","631325.04",2021/11/18 00:00:00.000,VEIS
623906.33,6503079.47,EE39362,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6503079.47","623906.33",2021/11/18 00:00:00.000,VEIS
625161.0,6502073.34,EE39363,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6502073.34","625161",2021/11/18 00:00:00.000,VEIS
659027.39,6512405.15,EE39366,JÕGEVA MAAKOND,MUSTVEE VALD,"6512405.15","659027.39",2021/11/18 00:00:00.000,VEIS
656049.8,6510744.22,EE39367,JÕGEVA MAAKOND,MUSTVEE VALD,"6510744.22","656049.8",2021/11/18 00:00:00.000,VEIS
659372.93,6471049.15,EE39405,TARTU MAAKOND,TARTU LINN,"6471049.15","659372.93",2021/11/24 00:00:00.000,
699358.05,6449446.2,EE39407,PÕLVA MAAKOND,RÄPINA VALD,"6449446.2","699358.05",2021/11/24 00:00:00.000,
633580.72,6493509.82,EE39410,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6493509.82","633580.72",2021/11/24 00:00:00.000,"PART;VEIS"
674960.17,6490379.89,EE39417,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6490379.89","674960.17",2021/11/27 00:00:00.000,MUNAKANA
659472.71,6471286.52,EE39430,TARTU MAAKOND,TARTU LINN,"6471286.52","659472.71",2021/12/02 00:00:00.000,KOER
664122.14,6476664.3,EE39431,TARTU MAAKOND,LUUNJA VALD,"6476664.3","664122.14",2021/12/02 00:00:00.000,"KARPKALA;KOI;VALGEAMUUR"
652865.3,6498946.61,EE39436,JÕGEVA MAAKOND,JÕGEVA VALD,"6498946.61","652865.3",2021/12/03 00:00:00.000,JOEVAHK
702815.07,6454042.12,EE39438,PÕLVA MAAKOND,RÄPINA VALD,"6454042.12","702815.07",2021/12/03 00:00:00.000,VEIS
683498.01,6507910.3,EE39449,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6507910.3","683498.01",2021/12/06 00:00:00.000,
688665.87,6447483.34,EE39474,PÕLVA MAAKOND,PÕLVA VALD,"6447483.34","688665.87",2021/12/12 00:00:00.000,LAMMAS
701739.34,6459091.11,EE39478,PÕLVA MAAKOND,RÄPINA VALD,"6459091.11","701739.34",2021/12/13 00:00:00.000,LIND
629652.63,6448848.28,EE39487,TARTU MAAKOND,ELVA VALD,"6448848.28","629652.63",2021/12/15 00:00:00.000,LAMMAS
688266.16,6447704.31,EE39514,PÕLVA MAAKOND,PÕLVA VALD,"6447704.31","688266.16",2021/12/17 00:00:00.000,LAMMAS
637824.88,6484044.34,EE39542,TARTU MAAKOND,TARTU VALD,"6484044.34","637824.88",2021/12/20 00:00:00.000,VEIS
664987.96,6491657.92,EE39551,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6491657.92","664987.96",2021/12/22 00:00:00.000,LAMMAS
620965.23,6516261.86,EE39559,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6516261.86","620965.23",2021/12/24 00:00:00.000,VEIS
667465.8,6479144.37,EE39563,TARTU MAAKOND,LUUNJA VALD,"6479144.37","667465.8",2021/12/27 00:00:00.000,
637722.33,6483013.34,EE39572,TARTU MAAKOND,TARTU VALD,"6483013.34","637722.33",2021/12/28 00:00:00.000,VEIS
683829.13,6490233.65,EE39599,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6490233.65","683829.13",2022/01/01 00:00:00.000,MESILANE
659031.24,6469211.64,EE39601,TARTU MAAKOND,KAMBJA VALD,"6469211.64","659031.24",2022/01/01 00:00:00.000,VUTT
672614.36,6450150.12,EE39620,PÕLVA MAAKOND,PÕLVA VALD,"6450150.12","672614.36",2022/01/03 00:00:00.000,VEIS
629584.86,6498473.44,EE39628,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6498473.44","629584.86",2022/01/04 00:00:00.000,KOER
658060.55,6473168.48,EE39629,TARTU MAAKOND,TARTU LINN,"6473168.48","658060.55",2022/01/04 00:00:00.000,KOER
656747.16,6467755.35,EE39636,TARTU MAAKOND,KAMBJA VALD,"6467755.35","656747.16",2022/01/04 00:00:00.000,KOER
686873.53,6450134.84,EE39639,PÕLVA MAAKOND,PÕLVA VALD,"6450134.84","686873.53",2022/01/04 00:00:00.000,LAMMAS
653583.26,6477924.67,EE39662,TARTU MAAKOND,TARTU LINN,"6477924.67","653583.26",2022/01/05 00:00:00.000,"HANI;KALKUN;KUULIK"
653170.26,6454051.48,EE39666,TARTU MAAKOND,KAMBJA VALD,"6454051.48","653170.26",2022/01/05 00:00:00.000,LAMMAS
667465.8,6479144.37,EE39674,TARTU MAAKOND,LUUNJA VALD,"6479144.37","667465.8",2022/01/06 00:00:00.000,
659200.79,6458699.72,EE39686,TARTU MAAKOND,KAMBJA VALD,"6458699.72","659200.79",2022/01/07 00:00:00.000,MESILANE
654525.82,6481366.42,EE39706,TARTU MAAKOND,TARTU VALD,"6481366.42","654525.82",2022/01/11 00:00:00.000,MESILANE
659516.25,6484151.2,EE39724,TARTU MAAKOND,TARTU VALD,"6484151.2","659516.25",2022/01/12 00:00:00.000,LAMMAS
618570.02,6513083.25,EE39729,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6513083.25","618570.02",2022/01/13 00:00:00.000,VEIS
692491.33,6462212.18,EE39733,TARTU MAAKOND,KASTRE VALD,"6462212.18","692491.33",2022/01/13 00:00:00.000,VEIS
671616.27,6481071.34,EE39751,TARTU MAAKOND,TARTU VALD,"6481071.34","671616.27",2022/01/16 00:00:00.000,VEIS
644207.36,6448838.64,EE39774,TARTU MAAKOND,NÕO VALD,"6448838.64","644207.36",2022/01/18 00:00:00.000,MESILANE
691083.04,6451039.6,EE39781,PÕLVA MAAKOND,PÕLVA VALD,"6451039.6","691083.04",2022/01/19 00:00:00.000,LAMMAS
634450.72,6468177.11,EE39790,TARTU MAAKOND,ELVA VALD,"6468177.11","634450.72",2022/01/20 00:00:00.000,KOER
650015.01,6460150.02,EE39811,TARTU MAAKOND,NÕO VALD,"6460150.02","650015.01",2022/01/24 00:00:00.000,VEIS
647718.95,6506967.83,EE39817,JÕGEVA MAAKOND,JÕGEVA VALD,"6506967.83","647718.95",2022/01/25 00:00:00.000,KITS
629442.01,6447873.29,EE39831,TARTU MAAKOND,ELVA VALD,"6447873.29","629442.01",2022/01/26 00:00:00.000,MESILANE
644382.06,6509717.25,EE39835,JÕGEVA MAAKOND,JÕGEVA VALD,"6509717.25","644382.06",2022/01/26 00:00:00.000,LAMMAS
674137.29,6477947.65,EE39840,TARTU MAAKOND,LUUNJA VALD,"6477947.65","674137.29",2022/01/27 00:00:00.000,"MESILANE;MUNAKANA"
626127.64,6509324.39,EE39852,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6509324.39","626127.64",2022/01/31 00:00:00.000,VEIS
676817.19,6507690.48,EE39869,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6507690.48","676817.19",2022/02/02 00:00:00.000,LAMMAS
676276.06,6507683.95,EE39870,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6507683.95","676276.06",2022/02/02 00:00:00.000,LAMMAS
665500.82,6453691.56,EE39878,TARTU MAAKOND,KAMBJA VALD,"6453691.56","665500.82",2022/02/04 00:00:00.000,LAMMAS
613360.29,6454040.86,EE39890,VILJANDI MAAKOND,VILJANDI VALD,"6454040.86","613360.29",2022/02/08 00:00:00.000,MESILANE
659973.03,6508128.51,EE39893,JÕGEVA MAAKOND,MUSTVEE VALD,"6508128.51","659973.03",2022/02/09 00:00:00.000,MUNAKANA
677672.47,6492097.45,EE39897,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6492097.45","677672.47",2022/02/09 00:00:00.000,VEIS
672785.6,6511153.83,EE39907,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6511153.83","672785.6",2022/02/11 00:00:00.000,VEIS
655566.85,6482221.85,EE39926,TARTU MAAKOND,TARTU VALD,"6482221.85","655566.85",2022/02/17 00:00:00.000,VEIS
657599.69,6475128.13,EE39927,TARTU MAAKOND,TARTU LINN,"6475128.13","657599.69",2022/02/18 00:00:00.000,KIMALANE
699783.48,6448248.96,EE39929,PÕLVA MAAKOND,RÄPINA VALD,"6448248.96","699783.48",2022/02/22 00:00:00.000,KASS
647902.05,6507115.82,EE39948,JÕGEVA MAAKOND,JÕGEVA VALD,"6507115.82","647902.05",2022/03/02 00:00:00.000,KITS
617477,6493974,EE39999,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6493974","617477",2022/03/07 00:00:00.000,VEIS
655684.18,6450271.96,EE39967,TARTU MAAKOND,KAMBJA VALD,"6450271.96","655684.18",2022/03/11 00:00:00.000,VEIS
663434.25,6478972.45,EE39968,TARTU MAAKOND,TARTU VALD,"6478972.45","663434.25",2022/03/12 00:00:00.000,MESILANE
649566.35,6459280.64,EE39972,TARTU MAAKOND,NÕO VALD,"6459280.64","649566.35",2022/03/14 00:00:00.000,VEIS
638581.0,6456530.55,EE39974,TARTU MAAKOND,ELVA VALD,"6456530.55","638581",2022/03/15 00:00:00.000,KASS
636239.79,6517605.17,EE39991,JÕGEVA MAAKOND,JÕGEVA VALD,"6517605.17","636239.79",2022/03/18 00:00:00.000,KOER
672494.93,6450364.52,EE40090,PÕLVA MAAKOND,PÕLVA VALD,"6450364.52","672494.93",2022/03/21 00:00:00.000,
655693.59,6510003.24,EE40008,JÕGEVA MAAKOND,MUSTVEE VALD,"6510003.24","655693.59",2022/03/22 00:00:00.000,VEIS
650811.04,6484174.54,EE40026,TARTU MAAKOND,TARTU VALD,"6484174.54","650811.04",2022/03/26 00:00:00.000,LAMMAS
659163.43,6458699.47,EE40028,TARTU MAAKOND,KAMBJA VALD,"6458699.47","659163.43",2022/03/27 00:00:00.000,MESILANE
692777.92,6449485.15,EE40039,PÕLVA MAAKOND,PÕLVA VALD,"6449485.15","692777.92",2022/03/30 00:00:00.000,LAMMAS
659184.41,6477945.03,EE40041,TARTU MAAKOND,TARTU VALD,"6477945.03","659184.41",2022/03/31 00:00:00.000,
630335.12,6457970.38,EE40044,TARTU MAAKOND,ELVA VALD,"6457970.38","630335.12",2022/03/31 00:00:00.000,"LAMMAS;MUNAKANA"
661839.12,6487398.84,EE40091,TARTU MAAKOND,TARTU VALD,"6487398.84","661839.12",2022/04/06 00:00:00.000,VEIS
659515.84,6466897.41,EE40095,TARTU MAAKOND,KAMBJA VALD,"6466897.41","659515.84",2022/04/07 00:00:00.000,KITS
670484.07,6479567.05,EE40098,TARTU MAAKOND,TARTU VALD,"6479567.05","670484.07",2022/04/08 00:00:00.000,
674456.93,6470760.16,EE40101,TARTU MAAKOND,KASTRE VALD,"6470760.16","674456.93",2022/04/08 00:00:00.000,VEIS
654827.31,6461230.93,EE40105,TARTU MAAKOND,KAMBJA VALD,"6461230.93","654827.31",2022/04/08 00:00:00.000,LAMMAS
641196.44,6452140.92,EE40108,TARTU MAAKOND,ELVA VALD,"6452140.92","641196.44",2022/04/08 00:00:00.000,VEIS
675260.69,6468441.53,EE40114,TARTU MAAKOND,KASTRE VALD,"6468441.53","675260.69",2022/04/10 00:00:00.000,VEIS
666444.66,6473057.95,EE40128,TARTU MAAKOND,LUUNJA VALD,"6473057.95","666444.66",2022/04/12 00:00:00.000,MESILANE
637247.53,6467977.91,EE40133,TARTU MAAKOND,ELVA VALD,"6467977.91","637247.53",2022/04/12 00:00:00.000,MESILANE
635534.13,6473040.59,EE40134,TARTU MAAKOND,ELVA VALD,"6473040.59","635534.13",2022/04/12 00:00:00.000,MESILANE
665941.44,6469480.83,EE40135,TARTU MAAKOND,KASTRE VALD,"6469480.83","665941.44",2022/04/12 00:00:00.000,MESILANE
669087.61,6464584.48,EE40136,TARTU MAAKOND,KASTRE VALD,"6464584.48","669087.61",2022/04/12 00:00:00.000,MESILANE
649284.92,6450548.43,EE40141,TARTU MAAKOND,KAMBJA VALD,"6450548.43","649284.92",2022/04/12 00:00:00.000,VEIS
659027.39,6512405.15,EE40147,JÕGEVA MAAKOND,MUSTVEE VALD,"6512405.15","659027.39",2022/04/13 00:00:00.000,VEIS
647047.4,6460034.68,EE40152,TARTU MAAKOND,NÕO VALD,"6460034.68","647047.4",2022/04/14 00:00:00.000,"KITS;LAMMAS"
677672.47,6492097.45,EE40159,TARTU MAAKOND,PEIPSIÄÄRE VALD,"6492097.45","677672.47",2022/04/16 00:00:00.000,VEIS
659980.38,6487842.29,EE40166,TARTU MAAKOND,TARTU VALD,"6487842.29","659980.38",2022/04/18 00:00:00.000,MESILANE
674165.65,6467764.48,EE40198,TARTU MAAKOND,KASTRE VALD,"6467764.48","674165.65",2022/04/21 00:00:00.000,VEIS
644258.39,6456785.56,EE40206,TARTU MAAKOND,NÕO VALD,"6456785.56","644258.39",2022/04/24 00:00:00.000,VEIS
639869.36,6481840.08,EE40209,TARTU MAAKOND,TARTU VALD,"6481840.08","639869.36",2022/04/25 00:00:00.000,MESILANE
626980.84,6465234.16,EE40221,TARTU MAAKOND,ELVA VALD,"6465234.16","626980.84",2022/04/26 00:00:00.000,VEIS
648185.02,6459024.25,EE40238,TARTU MAAKOND,NÕO VALD,"6459024.25","648185.02",2022/04/26 00:00:00.000,MESILANE
626561.43,6509998.63,EE40252,JÕGEVA MAAKOND,PÕLTSAMAA VALD,"6509998.63","626561.43",2022/04/27 00:00:00.000,MESILANE
650477.33,6484448.83,EE40274,TARTU MAAKOND,TARTU VALD,"6484448.83","650477.33",2022/04/28 00:00:00.000,MESILANE
643453.22,6461058.96,EE40301,TARTU MAAKOND,NÕO VALD,"6461058.96","643453.22",2022/04/29 00:00:00.000,MESILANE
658051.93,6494651.36,EE40321,TARTU MAAKOND,TARTU VALD,"6494651.36","658051.93",2022/04/29 00:00:00.000,MESILANE
634762.55,6474656.91,EE40335,TARTU MAAKOND,ELVA VALD,"6474656.91","634762.55",2022/04/29 00:00:00.000,MESILANE
652665.97,6462428.69,EE40338,TARTU MAAKOND,NÕO VALD,"6462428.69","652665.97",2022/04/29 00:00:00.000,MESILANE
