"Aasta","Kaubagrupp","Kuu","Tarbijahinnaindeks"
2012,"Eluase","Juuli",297.21
2012,"Eluase","August",301.46
2012,"Eluase","September",302.92
2012,"Eluase","Oktoober",302.59
2012,"Eluase","November",301.88
2012,"Eluase","Detsember",302.39
2012,"Majapidamine","Jaanuar",120.45
2012,"Majapidamine","Veebruar",121.25
2012,"Majapidamine","Märts",121.2
2012,"Majapidamine","Aprill",121.26
2012,"Majapidamine","Mai",121.73
2012,"Majapidamine","Juuni",121.61
2012,"Majapidamine","Juuli",121.87
2012,"Majapidamine","August",122.43
2012,"Majapidamine","September",121.93
2012,"Majapidamine","Oktoober",122.41
2012,"Majapidamine","November",122.73
2012,"Majapidamine","Detsember",122.43
2012,"Tervishoid","Jaanuar",220.28
2012,"Tervishoid","Veebruar",214.03
2012,"Tervishoid","Märts",215.09
2012,"Tervishoid","Aprill",215.24
2012,"Tervishoid","Mai",214.68
2012,"Tervishoid","Juuni",215.69
2012,"Tervishoid","Juuli",215.69
2012,"Tervishoid","August",215.93
2012,"Tervishoid","September",215.89
2012,"Tervishoid","Oktoober",215.53
2012,"Tervishoid","November",217.13
2012,"Tervishoid","Detsember",216.73
2012,"Transport","Jaanuar",203.57
2012,"Transport","Veebruar",204.86
2012,"Transport","Märts",208.69
2012,"Transport","Aprill",209.58
2012,"Transport","Mai",204.78
2012,"Transport","Juuni",203.83
2012,"Transport","Juuli",202.91
2012,"Transport","August",206.72
2012,"Transport","September",208.3
2012,"Transport","Oktoober",208.27
2012,"Transport","November",202.77
2012,"Transport","Detsember",202.72
2012,"Side","Jaanuar",125
2012,"Side","Veebruar",121.98
2012,"Side","Märts",121.32
2012,"Side","Aprill",121.12
2012,"Side","Mai",121
2012,"Side","Juuni",120.86
2012,"Side","Juuli",120.09
2012,"Side","August",119.97
2012,"Side","September",118.33
2012,"Side","Oktoober",118.2
2012,"Side","November",118.14
2012,"Side","Detsember",118.02
2012,"Vaba aeg","Jaanuar",127.68
2012,"Vaba aeg","Veebruar",128.02
2012,"Vaba aeg","Märts",128.9
2012,"Vaba aeg","Aprill",128.51
2012,"Vaba aeg","Mai",128.36
2012,"Vaba aeg","Juuni",127.95
2012,"Vaba aeg","Juuli",128.83
2012,"Vaba aeg","August",128.69
2012,"Vaba aeg","September",129.06
2012,"Vaba aeg","Oktoober",129.25
2012,"Vaba aeg","November",128.75
2012,"Vaba aeg","Detsember",128.98
2012,"Haridus ja lasteasutused","Jaanuar",240.42
2012,"Haridus ja lasteasutused","Veebruar",240.54
2012,"Haridus ja lasteasutused","Märts",240.54
2012,"Haridus ja lasteasutused","Aprill",240.53
2012,"Haridus ja lasteasutused","Mai",240.53
2012,"Haridus ja lasteasutused","Juuni",240.53
2012,"Haridus ja lasteasutused","Juuli",240.53
2012,"Haridus ja lasteasutused","August",240.9
2012,"Haridus ja lasteasutused","September",243.57
2012,"Haridus ja lasteasutused","Oktoober",243.84
2012,"Haridus ja lasteasutused","November",243.84
2012,"Haridus ja lasteasutused","Detsember",243.84
2012,"Söömine väljaspool kodu, majutus","Jaanuar",232.22
2012,"Söömine väljaspool kodu, majutus","Veebruar",233.32
2012,"Söömine väljaspool kodu, majutus","Märts",233.68
2012,"Söömine väljaspool kodu, majutus","Aprill",236.12
2012,"Söömine väljaspool kodu, majutus","Mai",240.78
2012,"Söömine väljaspool kodu, majutus","Juuni",244.82
2012,"Söömine väljaspool kodu, majutus","Juuli",248.49
2012,"Söömine väljaspool kodu, majutus","August",246.02
2012,"Söömine väljaspool kodu, majutus","September",244.8
2012,"Söömine väljaspool kodu, majutus","Oktoober",241.22
2012,"Söömine väljaspool kodu, majutus","November",241.35
2012,"Söömine väljaspool kodu, majutus","Detsember",241.73
2012,"Mitmesugused kaubad ja teenused","Jaanuar",199.5
2012,"Mitmesugused kaubad ja teenused","Veebruar",200.25
2012,"Mitmesugused kaubad ja teenused","Märts",200.96
2012,"Mitmesugused kaubad ja teenused","Aprill",203.04
2012,"Mitmesugused kaubad ja teenused","Mai",202.21
2012,"Mitmesugused kaubad ja teenused","Juuni",201.5
2012,"Mitmesugused kaubad ja teenused","Juuli",200.36
2012,"Mitmesugused kaubad ja teenused","August",200.87
2012,"Mitmesugused kaubad ja teenused","September",200.88
2012,"Mitmesugused kaubad ja teenused","Oktoober",201.32
2012,"Mitmesugused kaubad ja teenused","November",202.04
2012,"Mitmesugused kaubad ja teenused","Detsember",202.57
2013,"Kokku","Jaanuar",193.84
2013,"Kokku","Veebruar",195.04
2013,"Kokku","Märts",196.47
2013,"Kokku","Aprill",196.31
2013,"Kokku","Mai",196.71
2013,"Kokku","Juuni",197.69
2013,"Kokku","Juuli",197.52
2013,"Kokku","August",197.49
2013,"Kokku","September",196.83
2013,"Kokku","Oktoober",196.16
2013,"Kokku","November",195.44
2013,"Kokku","Detsember",195.22
2013,"Toit ja mittealkohoolsed joogid","Jaanuar",184.87
2013,"Toit ja mittealkohoolsed joogid","Veebruar",187
2013,"Toit ja mittealkohoolsed joogid","Märts",187.47
2013,"Toit ja mittealkohoolsed joogid","Aprill",188.3
2013,"Toit ja mittealkohoolsed joogid","Mai",191.37
2013,"Toit ja mittealkohoolsed joogid","Juuni",189.89
2013,"Toit ja mittealkohoolsed joogid","Juuli",192.29
2013,"Toit ja mittealkohoolsed joogid","August",189.55
2013,"Toit ja mittealkohoolsed joogid","September",186.92
2013,"Toit ja mittealkohoolsed joogid","Oktoober",186.51
2013,"Toit ja mittealkohoolsed joogid","November",185.92
2013,"Toit ja mittealkohoolsed joogid","Detsember",186.16
2013,"Alkohoolsed joogid ja tubakatooted","Jaanuar",234.34
2013,"Alkohoolsed joogid ja tubakatooted","Veebruar",235.97
2013,"Alkohoolsed joogid ja tubakatooted","Märts",241.5
2013,"Alkohoolsed joogid ja tubakatooted","Aprill",242.21
2013,"Alkohoolsed joogid ja tubakatooted","Mai",242.53
2013,"Alkohoolsed joogid ja tubakatooted","Juuni",239.6
2013,"Alkohoolsed joogid ja tubakatooted","Juuli",242
2013,"Alkohoolsed joogid ja tubakatooted","August",240.39
2013,"Alkohoolsed joogid ja tubakatooted","September",241.95
2013,"Alkohoolsed joogid ja tubakatooted","Oktoober",240.85
2013,"Alkohoolsed joogid ja tubakatooted","November",241.93
2013,"Alkohoolsed joogid ja tubakatooted","Detsember",240.28
2013,"Riietus ja jalatsid","Jaanuar",171.1
2013,"Riietus ja jalatsid","Veebruar",173.08
2013,"Riietus ja jalatsid","Märts",176.51
2013,"Riietus ja jalatsid","Aprill",176.92
2013,"Riietus ja jalatsid","Mai",178.58
2013,"Riietus ja jalatsid","Juuni",178.15
2013,"Riietus ja jalatsid","Juuli",171.9
2013,"Riietus ja jalatsid","August",176.04
2013,"Riietus ja jalatsid","September",182.01
2013,"Riietus ja jalatsid","Oktoober",183.42
2013,"Riietus ja jalatsid","November",184.5
2013,"Riietus ja jalatsid","Detsember",183.35
2013,"Eluase","Jaanuar",317.96
2013,"Eluase","Veebruar",319.91
2013,"Eluase","Märts",321.13
2013,"Eluase","Aprill",320.36
2013,"Eluase","Mai",318.32
2013,"Eluase","Juuni",328.16
2013,"Eluase","Juuli",322.13
2013,"Eluase","August",326.15
2013,"Eluase","September",328.46
2013,"Eluase","Oktoober",326.81
2013,"Eluase","November",324.06
2013,"Eluase","Detsember",318.45
2013,"Majapidamine","Jaanuar",122.25
2013,"Majapidamine","Veebruar",122.83
2013,"Majapidamine","Märts",122.69
2013,"Majapidamine","Aprill",122.92
2013,"Majapidamine","Mai",122.78
2013,"Majapidamine","Juuni",123.41
2013,"Majapidamine","Juuli",122.88
2013,"Majapidamine","August",122.98
2013,"Majapidamine","September",123.23
2013,"Majapidamine","Oktoober",123.3
2013,"Majapidamine","November",123.35
2013,"Majapidamine","Detsember",123.04
2013,"Tervishoid","Jaanuar",219.18
2013,"Tervishoid","Veebruar",221.66
2013,"Tervishoid","Märts",228.04
2013,"Tervishoid","Aprill",228.64
2013,"Tervishoid","Mai",229.99
2013,"Tervishoid","Juuni",230.39
2013,"Tervishoid","Juuli",232.19
2013,"Tervishoid","August",231.32
2013,"Tervishoid","September",230.9
2013,"Tervishoid","Oktoober",231.78
2013,"Tervishoid","November",232.49
2013,"Tervishoid","Detsember",232.09
2013,"Transport","Jaanuar",198.63
2013,"Transport","Veebruar",201.02
2013,"Transport","Märts",202.85
2013,"Transport","Aprill",200.04
2013,"Transport","Mai",196.71
2013,"Transport","Juuni",197.79
2013,"Transport","Juuli",198.16
2013,"Transport","August",199.4
2013,"Transport","September",198.98
2013,"Transport","Oktoober",195.67
2013,"Transport","November",193.69
2013,"Transport","Detsember",197
2013,"Side","Jaanuar",115.95
2013,"Side","Veebruar",111.95
2013,"Side","Märts",111.82
2013,"Side","Aprill",110.02
2013,"Side","Mai",109.4
2013,"Side","Juuni",108.49
2013,"Side","Juuli",108.19
2013,"Side","August",106.19
2013,"Side","September",105.84
2013,"Side","Oktoober",106.3
2013,"Side","November",104.53
2013,"Side","Detsember",104.51
2013,"Vaba aeg","Jaanuar",128.58
2013,"Vaba aeg","Veebruar",129.14
2013,"Vaba aeg","Märts",130
2013,"Vaba aeg","Aprill",129.68
2013,"Vaba aeg","Mai",130.53
2013,"Vaba aeg","Juuni",132.07
2013,"Vaba aeg","Juuli",131.32
2013,"Vaba aeg","August",132.13
2013,"Vaba aeg","September",131.87
2013,"Vaba aeg","Oktoober",132.24
2013,"Vaba aeg","November",132.65
2013,"Vaba aeg","Detsember",132.85
2013,"Haridus ja lasteasutused","Jaanuar",245.91
2013,"Haridus ja lasteasutused","Veebruar",247
2013,"Haridus ja lasteasutused","Märts",247
2013,"Haridus ja lasteasutused","Aprill",247
2013,"Haridus ja lasteasutused","Mai",247
2013,"Haridus ja lasteasutused","Juuni",247.04
2013,"Haridus ja lasteasutused","Juuli",247.19
2013,"Haridus ja lasteasutused","August",247.66
2013,"Haridus ja lasteasutused","September",207.55
2013,"Haridus ja lasteasutused","Oktoober",207.61
2013,"Haridus ja lasteasutused","November",207.61
2013,"Haridus ja lasteasutused","Detsember",207.55
2013,"Söömine väljaspool kodu, majutus","Jaanuar",244.38
2013,"Söömine väljaspool kodu, majutus","Veebruar",245.95
2013,"Söömine väljaspool kodu, majutus","Märts",246.48
2013,"Söömine väljaspool kodu, majutus","Aprill",251.19
2013,"Söömine väljaspool kodu, majutus","Mai",255.45
2013,"Söömine väljaspool kodu, majutus","Juuni",261.81
2013,"Söömine väljaspool kodu, majutus","Juuli",266.34
2013,"Söömine väljaspool kodu, majutus","August",264.84
2013,"Söömine väljaspool kodu, majutus","September",260.61
2013,"Söömine väljaspool kodu, majutus","Oktoober",259.91
2013,"Söömine väljaspool kodu, majutus","November",257.84
2013,"Söömine väljaspool kodu, majutus","Detsember",258.29
2013,"Mitmesugused kaubad ja teenused","Jaanuar",202.66
2013,"Mitmesugused kaubad ja teenused","Veebruar",202.1
2013,"Mitmesugused kaubad ja teenused","Märts",203.17
2013,"Mitmesugused kaubad ja teenused","Aprill",204.7
2013,"Mitmesugused kaubad ja teenused","Mai",205.27
2013,"Mitmesugused kaubad ja teenused","Juuni",205.87
2013,"Mitmesugused kaubad ja teenused","Juuli",204.98
2013,"Mitmesugused kaubad ja teenused","August",206.35
2013,"Mitmesugused kaubad ja teenused","September",206.93
2013,"Mitmesugused kaubad ja teenused","Oktoober",206.82
2013,"Mitmesugused kaubad ja teenused","November",206.69
2013,"Mitmesugused kaubad ja teenused","Detsember",207.31
2014,"Kokku","Jaanuar",195.95
2014,"Kokku","Veebruar",196.19
2014,"Kokku","Märts",196.77
2014,"Kokku","Aprill",196.72
2014,"Kokku","Mai",196.9
2014,"Kokku","Juuni",196.97
2014,"Kokku","Juuli",196.67
2014,"Kokku","August",196.07
2014,"Kokku","September",195.73
2014,"Kokku","Oktoober",195.72
2014,"Kokku","November",194.22
2014,"Kokku","Detsember",194.2
2014,"Toit ja mittealkohoolsed joogid","Jaanuar",189.48
2014,"Toit ja mittealkohoolsed joogid","Veebruar",190.15
2014,"Toit ja mittealkohoolsed joogid","Märts",190.67
2014,"Toit ja mittealkohoolsed joogid","Aprill",190.5
2014,"Toit ja mittealkohoolsed joogid","Mai",189.66
2014,"Toit ja mittealkohoolsed joogid","Juuni",189.37
2014,"Toit ja mittealkohoolsed joogid","Juuli",188.48
2014,"Toit ja mittealkohoolsed joogid","August",186.28
2014,"Toit ja mittealkohoolsed joogid","September",186.54
2014,"Toit ja mittealkohoolsed joogid","Oktoober",185.83
2014,"Toit ja mittealkohoolsed joogid","November",184.4
2014,"Toit ja mittealkohoolsed joogid","Detsember",185.44
2014,"Alkohoolsed joogid ja tubakatooted","Jaanuar",246.33
2014,"Alkohoolsed joogid ja tubakatooted","Veebruar",249.84
2014,"Alkohoolsed joogid ja tubakatooted","Märts",250.83
2014,"Alkohoolsed joogid ja tubakatooted","Aprill",252.5
2014,"Alkohoolsed joogid ja tubakatooted","Mai",252.35
2014,"Alkohoolsed joogid ja tubakatooted","Juuni",250.73
2014,"Alkohoolsed joogid ja tubakatooted","Juuli",249.8
2014,"Alkohoolsed joogid ja tubakatooted","August",249.23
2014,"Alkohoolsed joogid ja tubakatooted","September",249.91
2014,"Alkohoolsed joogid ja tubakatooted","Oktoober",251.39
2014,"Alkohoolsed joogid ja tubakatooted","November",249.33
2014,"Alkohoolsed joogid ja tubakatooted","Detsember",249.18
2014,"Riietus ja jalatsid","Jaanuar",173.35
2014,"Riietus ja jalatsid","Veebruar",176.5
2014,"Riietus ja jalatsid","Märts",179.76
2014,"Riietus ja jalatsid","Aprill",180.87
2014,"Riietus ja jalatsid","Mai",180.82
2014,"Riietus ja jalatsid","Juuni",180.15
2014,"Riietus ja jalatsid","Juuli",171.74
2014,"Riietus ja jalatsid","August",178.53
2014,"Riietus ja jalatsid","September",184.47
2014,"Riietus ja jalatsid","Oktoober",185.36
2014,"Riietus ja jalatsid","November",185.4
2014,"Riietus ja jalatsid","Detsember",183.22
2014,"Eluase","Jaanuar",319.23
2014,"Eluase","Veebruar",316.29
2014,"Eluase","Märts",315.55
2014,"Eluase","Aprill",314.03
2014,"Eluase","Mai",315.76
2014,"Eluase","Juuni",316.96
2014,"Eluase","Juuli",320.61
2014,"Eluase","August",319.28
2014,"Eluase","September",321.39
2014,"Eluase","Oktoober",319.65
2014,"Eluase","November",319.3
2014,"Eluase","Detsember",318.72
2014,"Majapidamine","Jaanuar",123.17
2014,"Majapidamine","Veebruar",123.71
2014,"Majapidamine","Märts",123.76
2014,"Majapidamine","Aprill",123.92
2014,"Majapidamine","Mai",124.21
2014,"Majapidamine","Juuni",123.77
2014,"Majapidamine","Juuli",123.78
2014,"Majapidamine","August",124.01
2014,"Majapidamine","September",124.44
2014,"Majapidamine","Oktoober",124.63
2014,"Majapidamine","November",124.8
2014,"Majapidamine","Detsember",124.79
2014,"Tervishoid","Jaanuar",233.88
2014,"Tervishoid","Veebruar",234.62
2014,"Tervishoid","Märts",235.18
2014,"Tervishoid","Aprill",234.76
2014,"Tervishoid","Mai",236.98
2014,"Tervishoid","Juuni",237.54
2014,"Tervishoid","Juuli",238.33
2014,"Tervishoid","August",237.86
2014,"Tervishoid","September",238.3
2014,"Tervishoid","Oktoober",238.2
2014,"Tervishoid","November",238.61
2014,"Tervishoid","Detsember",239.15
2014,"Transport","Jaanuar",195.51
2014,"Transport","Veebruar",195.1
2014,"Transport","Märts",197
2014,"Transport","Aprill",195.97
2014,"Transport","Mai",194.87
2014,"Transport","Juuni",195.5
2014,"Transport","Juuli",195.5
2014,"Transport","August",194.02
2014,"Transport","September",191.7
2014,"Transport","Oktoober",192.52
2014,"Transport","November",187.32
2014,"Transport","Detsember",184.06
2014,"Side","Jaanuar",104.14
2014,"Side","Veebruar",103.93
2014,"Side","Märts",103.82
2014,"Side","Aprill",103.65
2014,"Side","Mai",102.87
2014,"Side","Juuni",102.34
2014,"Side","Juuli",101.77
2014,"Side","August",102.14
2014,"Side","September",101.24
2014,"Side","Oktoober",102.29
2014,"Side","November",101.9
2014,"Side","Detsember",104.05
2014,"Vaba aeg","Jaanuar",132.9
2014,"Vaba aeg","Veebruar",133.13
2014,"Vaba aeg","Märts",133
2014,"Vaba aeg","Aprill",132.68
2014,"Vaba aeg","Mai",134.48
2014,"Vaba aeg","Juuni",134.4
2014,"Vaba aeg","Juuli",134.35
2014,"Vaba aeg","August",134.43
2014,"Vaba aeg","September",134.34
2014,"Vaba aeg","Oktoober",134.36
2014,"Vaba aeg","November",133.74
2014,"Vaba aeg","Detsember",134.5
2014,"Haridus ja lasteasutused","Jaanuar",209.76
2014,"Haridus ja lasteasutused","Veebruar",210.13
2014,"Haridus ja lasteasutused","Märts",210.82
2014,"Haridus ja lasteasutused","Aprill",210.82
2014,"Haridus ja lasteasutused","Mai",210.82
2014,"Haridus ja lasteasutused","Juuni",211.83
2014,"Haridus ja lasteasutused","Juuli",211.83
2014,"Haridus ja lasteasutused","August",211.92
2014,"Haridus ja lasteasutused","September",162.07
2014,"Haridus ja lasteasutused","Oktoober",162.09
2014,"Haridus ja lasteasutused","November",162.09
2014,"Haridus ja lasteasutused","Detsember",162.09
2014,"Söömine väljaspool kodu, majutus","Jaanuar",258.11
2014,"Söömine väljaspool kodu, majutus","Veebruar",259.35
2014,"Söömine väljaspool kodu, majutus","Märts",259.48
2014,"Söömine väljaspool kodu, majutus","Aprill",264.02
2014,"Söömine väljaspool kodu, majutus","Mai",268.71
2014,"Söömine väljaspool kodu, majutus","Juuni",274.63
2014,"Söömine väljaspool kodu, majutus","Juuli",275.83
2014,"Söömine väljaspool kodu, majutus","August",273.38
2014,"Söömine väljaspool kodu, majutus","September",274.28
2014,"Söömine väljaspool kodu, majutus","Oktoober",271.16
2014,"Söömine väljaspool kodu, majutus","November",268.51
2014,"Söömine väljaspool kodu, majutus","Detsember",268.21
2014,"Mitmesugused kaubad ja teenused","Jaanuar",208.81
2014,"Mitmesugused kaubad ja teenused","Veebruar",207.64
2014,"Mitmesugused kaubad ja teenused","Märts",208.15
2014,"Mitmesugused kaubad ja teenused","Aprill",209.68
2014,"Mitmesugused kaubad ja teenused","Mai",210
2014,"Mitmesugused kaubad ja teenused","Juuni",209.55
2014,"Mitmesugused kaubad ja teenused","Juuli",209.6
2014,"Mitmesugused kaubad ja teenused","August",210.03
2014,"Mitmesugused kaubad ja teenused","September",210.97
2014,"Mitmesugused kaubad ja teenused","Oktoober",212.44
2014,"Mitmesugused kaubad ja teenused","November",210.41
2014,"Mitmesugused kaubad ja teenused","Detsember",212.18
2015,"Kokku","Jaanuar",193.4
2015,"Kokku","Veebruar",194.53
2015,"Kokku","Märts",195.65
2015,"Kokku","Aprill",196.58
2015,"Kokku","Mai",197.01
2015,"Kokku","Juuni",196.7
2015,"Kokku","Juuli",195.99
2015,"Kokku","August",195.42
2015,"Kokku","September",194.34
2015,"Kokku","Oktoober",194.54
2015,"Kokku","November",193.92
2015,"Kokku","Detsember",192.49
2015,"Toit ja mittealkohoolsed joogid","Jaanuar",185.98
2015,"Toit ja mittealkohoolsed joogid","Veebruar",186.89
2015,"Toit ja mittealkohoolsed joogid","Märts",187.52
2015,"Toit ja mittealkohoolsed joogid","Aprill",190.2
2015,"Toit ja mittealkohoolsed joogid","Mai",189.33
2015,"Toit ja mittealkohoolsed joogid","Juuni",189.24
2015,"Toit ja mittealkohoolsed joogid","Juuli",188.6
2015,"Toit ja mittealkohoolsed joogid","August",186.99
2015,"Toit ja mittealkohoolsed joogid","September",185.53
2015,"Toit ja mittealkohoolsed joogid","Oktoober",185.57
2015,"Toit ja mittealkohoolsed joogid","November",184.43
2015,"Toit ja mittealkohoolsed joogid","Detsember",184.4
2015,"Alkohoolsed joogid ja tubakatooted","Jaanuar",256.76
2015,"Alkohoolsed joogid ja tubakatooted","Veebruar",262.35
2015,"Alkohoolsed joogid ja tubakatooted","Märts",263.25
2015,"Alkohoolsed joogid ja tubakatooted","Aprill",265.79
2015,"Alkohoolsed joogid ja tubakatooted","Mai",262.73
2015,"Alkohoolsed joogid ja tubakatooted","Juuni",261.15
2015,"Alkohoolsed joogid ja tubakatooted","Juuli",265.81
2015,"Alkohoolsed joogid ja tubakatooted","August",263.35
2015,"Alkohoolsed joogid ja tubakatooted","September",264.18
2015,"Alkohoolsed joogid ja tubakatooted","Oktoober",262.9
2015,"Alkohoolsed joogid ja tubakatooted","November",263.49
2015,"Alkohoolsed joogid ja tubakatooted","Detsember",262.6
2015,"Riietus ja jalatsid","Jaanuar",174.59
2015,"Riietus ja jalatsid","Veebruar",179.6
2015,"Riietus ja jalatsid","Märts",184.22
2015,"Riietus ja jalatsid","Aprill",184.43
2015,"Riietus ja jalatsid","Mai",184.55
2015,"Riietus ja jalatsid","Juuni",181.92
2015,"Riietus ja jalatsid","Juuli",172.04
2015,"Riietus ja jalatsid","August",180.23
2015,"Riietus ja jalatsid","September",188.98
2015,"Riietus ja jalatsid","Oktoober",191.39
2015,"Riietus ja jalatsid","November",191.9
2015,"Riietus ja jalatsid","Detsember",189.57
2015,"Eluase","Jaanuar",317.79
2015,"Eluase","Veebruar",316.7
2015,"Eluase","Märts",314.81
2015,"Eluase","Aprill",313.92
2015,"Eluase","Mai",316.43
2015,"Eluase","Juuni",311.95
2015,"Eluase","Juuli",312.71
2015,"Eluase","August",314.6
2015,"Eluase","September",314.65
2015,"Eluase","Oktoober",313.34
2015,"Eluase","November",310.51
2015,"Eluase","Detsember",303.5
2015,"Majapidamine","Jaanuar",124.93
2015,"Majapidamine","Veebruar",124.89
2015,"Majapidamine","Märts",124.7
2015,"Majapidamine","Aprill",125.39
2015,"Majapidamine","Mai",125.13
2015,"Majapidamine","Juuni",125.28
2015,"Majapidamine","Juuli",125.49
2015,"Majapidamine","August",125.76
2015,"Majapidamine","September",125.97
2015,"Majapidamine","Oktoober",125.89
2015,"Majapidamine","November",126.63
2015,"Majapidamine","Detsember",126.61
2015,"Tervishoid","Jaanuar",242
2015,"Tervishoid","Veebruar",243.18
2015,"Tervishoid","Märts",243.23
2015,"Tervishoid","Aprill",243.55
2015,"Tervishoid","Mai",244.25
2015,"Tervishoid","Juuni",244.06
2015,"Tervishoid","Juuli",246.11
2015,"Tervishoid","August",245.21
2015,"Tervishoid","September",245.79
2015,"Tervishoid","Oktoober",244.54
2015,"Tervishoid","November",245.31
2015,"Tervishoid","Detsember",244.67
2015,"Transport","Jaanuar",177.07
2015,"Transport","Veebruar",180.03
2015,"Transport","Märts",184.87
2015,"Transport","Aprill",184.12
2015,"Transport","Mai",185.58
2015,"Transport","Juuni",186.85
2015,"Transport","Juuli",183.56
2015,"Transport","August",180.53
2015,"Transport","September",174.43
2015,"Transport","Oktoober",176.34
2015,"Transport","November",175.58
2015,"Transport","Detsember",171.41
2015,"Side","Jaanuar",103.89
2015,"Side","Veebruar",103.83
2015,"Side","Märts",103.65
2015,"Side","Aprill",103.72
2015,"Side","Mai",103.88
2015,"Side","Juuni",103.7
2015,"Side","Juuli",103.74
2015,"Side","August",103.54
2015,"Side","September",104.6
2015,"Side","Oktoober",105.6
2015,"Side","November",103.54
2015,"Side","Detsember",103.42
2015,"Vaba aeg","Jaanuar",134.79
2015,"Vaba aeg","Veebruar",134.42
2015,"Vaba aeg","Märts",134.74
2015,"Vaba aeg","Aprill",134.94
2015,"Vaba aeg","Mai",136.21
2015,"Vaba aeg","Juuni",137.99
2015,"Vaba aeg","Juuli",137.12
2015,"Vaba aeg","August",136.58
2015,"Vaba aeg","September",137.31
2015,"Vaba aeg","Oktoober",137.47
2015,"Vaba aeg","November",137.83
2015,"Vaba aeg","Detsember",138.94
2015,"Haridus ja lasteasutused","Jaanuar",166.74
2015,"Haridus ja lasteasutused","Veebruar",166.74
2015,"Haridus ja lasteasutused","Märts",167.2
2015,"Haridus ja lasteasutused","Aprill",167.2
2015,"Haridus ja lasteasutused","Mai",167.2
2015,"Haridus ja lasteasutused","Juuni",168.06
2015,"Haridus ja lasteasutused","Juuli",168.06
2015,"Haridus ja lasteasutused","August",168.06
2015,"Haridus ja lasteasutused","September",138.2
2015,"Haridus ja lasteasutused","Oktoober",138.15
2015,"Haridus ja lasteasutused","November",138.15
2015,"Haridus ja lasteasutused","Detsember",138.15
2015,"Söömine väljaspool kodu, majutus","Jaanuar",267.19
2015,"Söömine väljaspool kodu, majutus","Veebruar",266.39
2015,"Söömine väljaspool kodu, majutus","Märts",266.57
2015,"Söömine väljaspool kodu, majutus","Aprill",272.55
2015,"Söömine väljaspool kodu, majutus","Mai",278.62
2015,"Söömine väljaspool kodu, majutus","Juuni",282.62
2015,"Söömine väljaspool kodu, majutus","Juuli",285.05
2015,"Söömine väljaspool kodu, majutus","August",281.99
2015,"Söömine väljaspool kodu, majutus","September",277.04
2015,"Söömine väljaspool kodu, majutus","Oktoober",275.45
2015,"Söömine väljaspool kodu, majutus","November",277.19
2015,"Söömine väljaspool kodu, majutus","Detsember",275.81
2015,"Mitmesugused kaubad ja teenused","Jaanuar",212.63
2015,"Mitmesugused kaubad ja teenused","Veebruar",212.48
2015,"Mitmesugused kaubad ja teenused","Märts",215.29
2015,"Mitmesugused kaubad ja teenused","Aprill",216.59
2015,"Mitmesugused kaubad ja teenused","Mai",216.9
2015,"Mitmesugused kaubad ja teenused","Juuni",215.34
2015,"Mitmesugused kaubad ja teenused","Juuli",215.97
2015,"Mitmesugused kaubad ja teenused","August",215.43
2015,"Mitmesugused kaubad ja teenused","September",216.86
2015,"Mitmesugused kaubad ja teenused","Oktoober",216.45
2015,"Mitmesugused kaubad ja teenused","November",216.88
2015,"Mitmesugused kaubad ja teenused","Detsember",218.32
2016,"Kokku","Jaanuar",192.31
2016,"Kokku","Veebruar",193.63
2016,"Kokku","Märts",195.2
2016,"Kokku","Aprill",195.11
2016,"Kokku","Mai",195.24
2016,"Kokku","Juuni",195.89
2016,"Kokku","Juuli",195.88
2016,"Kokku","August",196.01
2016,"Kokku","September",196.38
2016,"Kokku","Oktoober",195.72
2016,"Kokku","November",195.93
2016,"Kokku","Detsember",196.76
2016,"Toit ja mittealkohoolsed joogid","Jaanuar",184.46
2016,"Toit ja mittealkohoolsed joogid","Veebruar",186.2
2016,"Toit ja mittealkohoolsed joogid","Märts",188.44
2016,"Toit ja mittealkohoolsed joogid","Aprill",187.45
2016,"Toit ja mittealkohoolsed joogid","Mai",186.94
2016,"Toit ja mittealkohoolsed joogid","Juuni",186.99
2016,"Toit ja mittealkohoolsed joogid","Juuli",190.63
2016,"Toit ja mittealkohoolsed joogid","August",187.97
2016,"Toit ja mittealkohoolsed joogid","September",187.2
2016,"Toit ja mittealkohoolsed joogid","Oktoober",184.27
2016,"Toit ja mittealkohoolsed joogid","November",186.38
2016,"Toit ja mittealkohoolsed joogid","Detsember",188.65
2016,"Alkohoolsed joogid ja tubakatooted","Jaanuar",265.92
2016,"Alkohoolsed joogid ja tubakatooted","Veebruar",275.33
2016,"Alkohoolsed joogid ja tubakatooted","Märts",277.38
2016,"Alkohoolsed joogid ja tubakatooted","Aprill",278.31
2016,"Alkohoolsed joogid ja tubakatooted","Mai",280.75
2016,"Alkohoolsed joogid ja tubakatooted","Juuni",279.16
2016,"Alkohoolsed joogid ja tubakatooted","Juuli",282.25
2016,"Alkohoolsed joogid ja tubakatooted","August",283.79
2016,"Alkohoolsed joogid ja tubakatooted","September",286.61
2016,"Alkohoolsed joogid ja tubakatooted","Oktoober",284.09
2016,"Alkohoolsed joogid ja tubakatooted","November",282.73
2016,"Alkohoolsed joogid ja tubakatooted","Detsember",279.32
2016,"Riietus ja jalatsid","Jaanuar",182.35
2016,"Riietus ja jalatsid","Veebruar",186.59
2016,"Riietus ja jalatsid","Märts",190.09
2016,"Riietus ja jalatsid","Aprill",189.88
