"Aasta","Kaubagrupp","Kuu","Tarbijahinnaindeks"
2004,"Transport","Aprill",138.31
2004,"Transport","Mai",149.62
2004,"Transport","Juuni",150.52
2004,"Transport","Juuli",146.16
2004,"Transport","August",148.22
2004,"Transport","September",146.99
2004,"Transport","Oktoober",148.37
2004,"Transport","November",151.55
2004,"Transport","Detsember",150.46
2004,"Side","Jaanuar",149.39
2004,"Side","Veebruar",149.34
2004,"Side","Märts",146.53
2004,"Side","Aprill",149.14
2004,"Side","Mai",148
2004,"Side","Juuni",146.39
2004,"Side","Juuli",147.01
2004,"Side","August",146.09
2004,"Side","September",146.17
2004,"Side","Oktoober",146.14
2004,"Side","November",145.74
2004,"Side","Detsember",142.72
2004,"Vaba aeg","Jaanuar",114.67
2004,"Vaba aeg","Veebruar",114.6
2004,"Vaba aeg","Märts",114.84
2004,"Vaba aeg","Aprill",115.01
2004,"Vaba aeg","Mai",115.17
2004,"Vaba aeg","Juuni",115.7
2004,"Vaba aeg","Juuli",115
2004,"Vaba aeg","August",114.81
2004,"Vaba aeg","September",114.91
2004,"Vaba aeg","Oktoober",115.24
2004,"Vaba aeg","November",114.96
2004,"Vaba aeg","Detsember",115.36
2004,"Haridus ja lasteasutused","Jaanuar",169.18
2004,"Haridus ja lasteasutused","Veebruar",169.18
2004,"Haridus ja lasteasutused","Märts",169.18
2004,"Haridus ja lasteasutused","Aprill",169.23
2004,"Haridus ja lasteasutused","Mai",169.43
2004,"Haridus ja lasteasutused","Juuni",169.45
2004,"Haridus ja lasteasutused","Juuli",169.94
2004,"Haridus ja lasteasutused","August",169.94
2004,"Haridus ja lasteasutused","September",175.12
2004,"Haridus ja lasteasutused","Oktoober",175.89
2004,"Haridus ja lasteasutused","November",175.91
2004,"Haridus ja lasteasutused","Detsember",175.91
2004,"Söömine väljaspool kodu, majutus","Jaanuar",154.64
2004,"Söömine väljaspool kodu, majutus","Veebruar",154.28
2004,"Söömine väljaspool kodu, majutus","Märts",155.7
2004,"Söömine väljaspool kodu, majutus","Aprill",156.5
2004,"Söömine väljaspool kodu, majutus","Mai",157.54
2004,"Söömine väljaspool kodu, majutus","Juuni",158.88
2004,"Söömine väljaspool kodu, majutus","Juuli",159.98
2004,"Söömine väljaspool kodu, majutus","August",160.85
2004,"Söömine väljaspool kodu, majutus","September",161.23
2004,"Söömine väljaspool kodu, majutus","Oktoober",160.89
2004,"Söömine väljaspool kodu, majutus","November",160.99
2004,"Söömine väljaspool kodu, majutus","Detsember",161.4
2004,"Mitmesugused kaubad ja teenused","Jaanuar",140.93
2004,"Mitmesugused kaubad ja teenused","Veebruar",141.2
2004,"Mitmesugused kaubad ja teenused","Märts",141.44
2004,"Mitmesugused kaubad ja teenused","Aprill",143.32
2004,"Mitmesugused kaubad ja teenused","Mai",143.04
2004,"Mitmesugused kaubad ja teenused","Juuni",143.41
2004,"Mitmesugused kaubad ja teenused","Juuli",143.65
2004,"Mitmesugused kaubad ja teenused","August",143.85
2004,"Mitmesugused kaubad ja teenused","September",144.1
2004,"Mitmesugused kaubad ja teenused","Oktoober",144.4
2004,"Mitmesugused kaubad ja teenused","November",144.8
2004,"Mitmesugused kaubad ja teenused","Detsember",145.35
2005,"Kokku","Jaanuar",135.03
2005,"Kokku","Veebruar",135.82
2005,"Kokku","Märts",136.73
2005,"Kokku","Aprill",137.3
2005,"Kokku","Mai",137.56
2005,"Kokku","Juuni",138.53
2005,"Kokku","Juuli",139.04
2005,"Kokku","August",139.45
2005,"Kokku","September",140.59
2005,"Kokku","Oktoober",140.53
2005,"Kokku","November",140.32
2005,"Kokku","Detsember",140.08
2005,"Toit ja mittealkohoolsed joogid","Jaanuar",121.07
2005,"Toit ja mittealkohoolsed joogid","Veebruar",121.26
2005,"Toit ja mittealkohoolsed joogid","Märts",121.56
2005,"Toit ja mittealkohoolsed joogid","Aprill",121.29
2005,"Toit ja mittealkohoolsed joogid","Mai",122.11
2005,"Toit ja mittealkohoolsed joogid","Juuni",123.83
2005,"Toit ja mittealkohoolsed joogid","Juuli",123.79
2005,"Toit ja mittealkohoolsed joogid","August",122.47
2005,"Toit ja mittealkohoolsed joogid","September",121.46
2005,"Toit ja mittealkohoolsed joogid","Oktoober",121.13
2005,"Toit ja mittealkohoolsed joogid","November",123.36
2005,"Toit ja mittealkohoolsed joogid","Detsember",123.29
2005,"Alkohoolsed joogid ja tubakatooted","Jaanuar",139.72
2005,"Alkohoolsed joogid ja tubakatooted","Veebruar",140.44
2005,"Alkohoolsed joogid ja tubakatooted","Märts",140.17
2005,"Alkohoolsed joogid ja tubakatooted","Aprill",140.55
2005,"Alkohoolsed joogid ja tubakatooted","Mai",140.63
2005,"Alkohoolsed joogid ja tubakatooted","Juuni",141.56
2005,"Alkohoolsed joogid ja tubakatooted","Juuli",142.26
2005,"Alkohoolsed joogid ja tubakatooted","August",142.07
2005,"Alkohoolsed joogid ja tubakatooted","September",142.13
2005,"Alkohoolsed joogid ja tubakatooted","Oktoober",142.26
2005,"Alkohoolsed joogid ja tubakatooted","November",142.66
2005,"Alkohoolsed joogid ja tubakatooted","Detsember",142.09
2005,"Riietus ja jalatsid","Jaanuar",134.59
2005,"Riietus ja jalatsid","Veebruar",135.13
2005,"Riietus ja jalatsid","Märts",136.16
2005,"Riietus ja jalatsid","Aprill",136.61
2005,"Riietus ja jalatsid","Mai",136.62
2005,"Riietus ja jalatsid","Juuni",136.35
2005,"Riietus ja jalatsid","Juuli",134.56
2005,"Riietus ja jalatsid","August",136.94
2005,"Riietus ja jalatsid","September",139.92
2005,"Riietus ja jalatsid","Oktoober",140.9
2005,"Riietus ja jalatsid","November",141.46
2005,"Riietus ja jalatsid","Detsember",142
2005,"Eluase","Jaanuar",162.98
2005,"Eluase","Veebruar",163.33
2005,"Eluase","Märts",167.17
2005,"Eluase","Aprill",167.17
2005,"Eluase","Mai",167.92
2005,"Eluase","Juuni",168.21
2005,"Eluase","Juuli",168.64
2005,"Eluase","August",171.48
2005,"Eluase","September",171.44
2005,"Eluase","Oktoober",172.05
2005,"Eluase","November",171.97
2005,"Eluase","Detsember",172.86
2005,"Majapidamine","Jaanuar",105.28
2005,"Majapidamine","Veebruar",105.29
2005,"Majapidamine","Märts",105.05
2005,"Majapidamine","Aprill",105.04
2005,"Majapidamine","Mai",104.87
2005,"Majapidamine","Juuni",104.73
2005,"Majapidamine","Juuli",104.85
2005,"Majapidamine","August",105.46
2005,"Majapidamine","September",105.72
2005,"Majapidamine","Oktoober",106.35
2005,"Majapidamine","November",106.23
2005,"Majapidamine","Detsember",106.2
2005,"Tervishoid","Jaanuar",171.18
2005,"Tervishoid","Veebruar",172.37
2005,"Tervishoid","Märts",172.63
2005,"Tervishoid","Aprill",172.79
2005,"Tervishoid","Mai",173.04
2005,"Tervishoid","Juuni",173.47
2005,"Tervishoid","Juuli",173.48
2005,"Tervishoid","August",173.58
2005,"Tervishoid","September",173.94
2005,"Tervishoid","Oktoober",173.66
2005,"Tervishoid","November",173.21
2005,"Tervishoid","Detsember",173.32
2005,"Transport","Jaanuar",146.48
2005,"Transport","Veebruar",148.96
2005,"Transport","Märts",151.47
2005,"Transport","Aprill",154.63
2005,"Transport","Mai",154.61
2005,"Transport","Juuni",156.83
2005,"Transport","Juuli",160.62
2005,"Transport","August",162.77
2005,"Transport","September",170.75
2005,"Transport","Oktoober",169.01
2005,"Transport","November",162.38
2005,"Transport","Detsember",159.95
2005,"Side","Jaanuar",138.94
2005,"Side","Veebruar",143.59
2005,"Side","Märts",143.12
2005,"Side","Aprill",142.98
2005,"Side","Mai",141.34
2005,"Side","Juuni",141.61
2005,"Side","Juuli",140.59
2005,"Side","August",139.42
2005,"Side","September",140.2
2005,"Side","Oktoober",140.1
2005,"Side","November",139.89
2005,"Side","Detsember",138.64
2005,"Vaba aeg","Jaanuar",115.03
2005,"Vaba aeg","Veebruar",114.54
2005,"Vaba aeg","Märts",114.23
2005,"Vaba aeg","Aprill",115.56
2005,"Vaba aeg","Mai",115.51
2005,"Vaba aeg","Juuni",116.08
2005,"Vaba aeg","Juuli",115.84
2005,"Vaba aeg","August",115.65
2005,"Vaba aeg","September",115.81
2005,"Vaba aeg","Oktoober",117.01
2005,"Vaba aeg","November",117.14
2005,"Vaba aeg","Detsember",117.92
2005,"Haridus ja lasteasutused","Jaanuar",176.07
2005,"Haridus ja lasteasutused","Veebruar",176.15
2005,"Haridus ja lasteasutused","Märts",176.18
2005,"Haridus ja lasteasutused","Aprill",176.29
2005,"Haridus ja lasteasutused","Mai",176.29
2005,"Haridus ja lasteasutused","Juuni",177.23
2005,"Haridus ja lasteasutused","Juuli",177.23
2005,"Haridus ja lasteasutused","August",177.23
2005,"Haridus ja lasteasutused","September",178.65
2005,"Haridus ja lasteasutused","Oktoober",179.15
2005,"Haridus ja lasteasutused","November",179.01
2005,"Haridus ja lasteasutused","Detsember",178.99
2005,"Söömine väljaspool kodu, majutus","Jaanuar",161.99
2005,"Söömine väljaspool kodu, majutus","Veebruar",162.61
2005,"Söömine väljaspool kodu, majutus","Märts",162.38
2005,"Söömine väljaspool kodu, majutus","Aprill",163.62
2005,"Söömine väljaspool kodu, majutus","Mai",164.12
2005,"Söömine väljaspool kodu, majutus","Juuni",164.82
2005,"Söömine väljaspool kodu, majutus","Juuli",165.36
2005,"Söömine väljaspool kodu, majutus","August",165.77
2005,"Söömine väljaspool kodu, majutus","September",166.89
2005,"Söömine väljaspool kodu, majutus","Oktoober",166.56
2005,"Söömine väljaspool kodu, majutus","November",167
2005,"Söömine väljaspool kodu, majutus","Detsember",167.29
2005,"Mitmesugused kaubad ja teenused","Jaanuar",145.67
2005,"Mitmesugused kaubad ja teenused","Veebruar",145.75
2005,"Mitmesugused kaubad ja teenused","Märts",145.92
2005,"Mitmesugused kaubad ja teenused","Aprill",146.54
2005,"Mitmesugused kaubad ja teenused","Mai",146.7
2005,"Mitmesugused kaubad ja teenused","Juuni",146.98
2005,"Mitmesugused kaubad ja teenused","Juuli",147.94
2005,"Mitmesugused kaubad ja teenused","August",147.91
2005,"Mitmesugused kaubad ja teenused","September",148.52
2005,"Mitmesugused kaubad ja teenused","Oktoober",148.48
2005,"Mitmesugused kaubad ja teenused","November",149.38
2005,"Mitmesugused kaubad ja teenused","Detsember",149.42
2006,"Kokku","Jaanuar",141.31
2006,"Kokku","Veebruar",142.01
2006,"Kokku","Märts",142.15
2006,"Kokku","Aprill",143.21
2006,"Kokku","Mai",143.98
2006,"Kokku","Juuni",144.51
2006,"Kokku","Juuli",145.3
2006,"Kokku","August",146.41
2006,"Kokku","September",145.87
2006,"Kokku","Oktoober",145.69
2006,"Kokku","November",146.84
2006,"Kokku","Detsember",147.28
2006,"Toit ja mittealkohoolsed joogid","Jaanuar",124.67
2006,"Toit ja mittealkohoolsed joogid","Veebruar",125.55
2006,"Toit ja mittealkohoolsed joogid","Märts",126.01
2006,"Toit ja mittealkohoolsed joogid","Aprill",126.43
2006,"Toit ja mittealkohoolsed joogid","Mai",127.18
2006,"Toit ja mittealkohoolsed joogid","Juuni",128.17
2006,"Toit ja mittealkohoolsed joogid","Juuli",129.53
2006,"Toit ja mittealkohoolsed joogid","August",130.17
2006,"Toit ja mittealkohoolsed joogid","September",130.51
2006,"Toit ja mittealkohoolsed joogid","Oktoober",130.21
2006,"Toit ja mittealkohoolsed joogid","November",131.11
2006,"Toit ja mittealkohoolsed joogid","Detsember",131.31
2006,"Alkohoolsed joogid ja tubakatooted","Jaanuar",142.56
2006,"Alkohoolsed joogid ja tubakatooted","Veebruar",144.03
2006,"Alkohoolsed joogid ja tubakatooted","Märts",144.25
2006,"Alkohoolsed joogid ja tubakatooted","Aprill",144.99
2006,"Alkohoolsed joogid ja tubakatooted","Mai",145.5
2006,"Alkohoolsed joogid ja tubakatooted","Juuni",145.79
2006,"Alkohoolsed joogid ja tubakatooted","Juuli",147.12
2006,"Alkohoolsed joogid ja tubakatooted","August",147.23
2006,"Alkohoolsed joogid ja tubakatooted","September",148.37
2006,"Alkohoolsed joogid ja tubakatooted","Oktoober",148.33
2006,"Alkohoolsed joogid ja tubakatooted","November",148.35
2006,"Alkohoolsed joogid ja tubakatooted","Detsember",147.9
2006,"Riietus ja jalatsid","Jaanuar",139.03
2006,"Riietus ja jalatsid","Veebruar",139.97
2006,"Riietus ja jalatsid","Märts",140.49
2006,"Riietus ja jalatsid","Aprill",140.54
2006,"Riietus ja jalatsid","Mai",141.22
2006,"Riietus ja jalatsid","Juuni",140.66
2006,"Riietus ja jalatsid","Juuli",138.04
2006,"Riietus ja jalatsid","August",138.64
2006,"Riietus ja jalatsid","September",141.87
2006,"Riietus ja jalatsid","Oktoober",143.62
2006,"Riietus ja jalatsid","November",145.03
2006,"Riietus ja jalatsid","Detsember",145.3
2006,"Eluase","Jaanuar",177.21
2006,"Eluase","Veebruar",178.12
2006,"Eluase","Märts",178.83
2006,"Eluase","Aprill",180.12
2006,"Eluase","Mai",181.15
2006,"Eluase","Juuni",183.76
2006,"Eluase","Juuli",185.36
2006,"Eluase","August",188.96
2006,"Eluase","September",190.37
2006,"Eluase","Oktoober",194.9
2006,"Eluase","November",197.57
2006,"Eluase","Detsember",198.67
2006,"Majapidamine","Jaanuar",106.51
2006,"Majapidamine","Veebruar",106.79
2006,"Majapidamine","Märts",106.74
2006,"Majapidamine","Aprill",106.73
2006,"Majapidamine","Mai",107.3
2006,"Majapidamine","Juuni",107.31
2006,"Majapidamine","Juuli",107.59
2006,"Majapidamine","August",107.68
2006,"Majapidamine","September",108.19
2006,"Majapidamine","Oktoober",108.61
2006,"Majapidamine","November",109.19
2006,"Majapidamine","Detsember",109.45
2006,"Tervishoid","Jaanuar",173.46
2006,"Tervishoid","Veebruar",174.37
2006,"Tervishoid","Märts",175.38
2006,"Tervishoid","Aprill",175.47
2006,"Tervishoid","Mai",176.09
2006,"Tervishoid","Juuni",177.28
2006,"Tervishoid","Juuli",178.42
2006,"Tervishoid","August",179.28
2006,"Tervishoid","September",179.22
2006,"Tervishoid","Oktoober",179.19
2006,"Tervishoid","November",179.81
2006,"Tervishoid","Detsember",179.84
2006,"Transport","Jaanuar",161.81
2006,"Transport","Veebruar",164.15
2006,"Transport","Märts",163.18
2006,"Transport","Aprill",166.91
2006,"Transport","Mai",169.85
2006,"Transport","Juuni",168.35
2006,"Transport","Juuli",170.07
2006,"Transport","August",172.34
2006,"Transport","September",163.55
2006,"Transport","Oktoober",158.46
2006,"Transport","November",160.93
2006,"Transport","Detsember",162.35
2006,"Side","Jaanuar",139.32
2006,"Side","Veebruar",134.9
2006,"Side","Märts",134.58
2006,"Side","Aprill",134.23
2006,"Side","Mai",131.97
2006,"Side","Juuni",132.2
2006,"Side","Juuli",132.23
2006,"Side","August",132.1
2006,"Side","September",132.25
2006,"Side","Oktoober",131.98
2006,"Side","November",132.16
2006,"Side","Detsember",132.15
2006,"Vaba aeg","Jaanuar",119.4
2006,"Vaba aeg","Veebruar",120
2006,"Vaba aeg","Märts",119.5
2006,"Vaba aeg","Aprill",120.51
2006,"Vaba aeg","Mai",120.38
2006,"Vaba aeg","Juuni",121.2
2006,"Vaba aeg","Juuli",121.37
2006,"Vaba aeg","August",122.23
2006,"Vaba aeg","September",121.51
2006,"Vaba aeg","Oktoober",120.33
2006,"Vaba aeg","November",120.72
2006,"Vaba aeg","Detsember",120.87
2006,"Haridus ja lasteasutused","Jaanuar",179.41
2006,"Haridus ja lasteasutused","Veebruar",179.41
2006,"Haridus ja lasteasutused","Märts",179.36
2006,"Haridus ja lasteasutused","Aprill",182.06
2006,"Haridus ja lasteasutused","Mai",182.06
2006,"Haridus ja lasteasutused","Juuni",182.06
2006,"Haridus ja lasteasutused","Juuli",182.06
2006,"Haridus ja lasteasutused","August",182.85
2006,"Haridus ja lasteasutused","September",188.12
2006,"Haridus ja lasteasutused","Oktoober",188.72
2006,"Haridus ja lasteasutused","November",188.66
2006,"Haridus ja lasteasutused","Detsember",188.66
2006,"Söömine väljaspool kodu, majutus","Jaanuar",167.44
2006,"Söömine väljaspool kodu, majutus","Veebruar",167.59
2006,"Söömine väljaspool kodu, majutus","Märts",168.06
2006,"Söömine väljaspool kodu, majutus","Aprill",168.98
2006,"Söömine väljaspool kodu, majutus","Mai",170.48
2006,"Söömine väljaspool kodu, majutus","Juuni",172
2006,"Söömine väljaspool kodu, majutus","Juuli",172.05
2006,"Söömine väljaspool kodu, majutus","August",173.63
2006,"Söömine väljaspool kodu, majutus","September",174.58
2006,"Söömine väljaspool kodu, majutus","Oktoober",175.7
2006,"Söömine väljaspool kodu, majutus","November",177.21
2006,"Söömine väljaspool kodu, majutus","Detsember",178.08
2006,"Mitmesugused kaubad ja teenused","Jaanuar",150.41
2006,"Mitmesugused kaubad ja teenused","Veebruar",151
2006,"Mitmesugused kaubad ja teenused","Märts",151.96
2006,"Mitmesugused kaubad ja teenused","Aprill",153.49
2006,"Mitmesugused kaubad ja teenused","Mai",153.5
2006,"Mitmesugused kaubad ja teenused","Juuni",154.03
2006,"Mitmesugused kaubad ja teenused","Juuli",154.18
2006,"Mitmesugused kaubad ja teenused","August",154.35
2006,"Mitmesugused kaubad ja teenused","September",154.62
2006,"Mitmesugused kaubad ja teenused","Oktoober",154.56
2006,"Mitmesugused kaubad ja teenused","November",155.05
2006,"Mitmesugused kaubad ja teenused","Detsember",155.49
2007,"Kokku","Jaanuar",148.54
2007,"Kokku","Veebruar",148.72
2007,"Kokku","Märts",150.26
2007,"Kokku","Aprill",151.12
2007,"Kokku","Mai",152.18
2007,"Kokku","Juuni",152.92
2007,"Kokku","Juuli",154.56
2007,"Kokku","August",154.75
2007,"Kokku","September",156.38
2007,"Kokku","Oktoober",158.02
2007,"Kokku","November",160.18
2007,"Kokku","Detsember",161.37
2007,"Toit ja mittealkohoolsed joogid","Jaanuar",134.51
2007,"Toit ja mittealkohoolsed joogid","Veebruar",134.15
2007,"Toit ja mittealkohoolsed joogid","Märts",135.77
2007,"Toit ja mittealkohoolsed joogid","Aprill",137.4
2007,"Toit ja mittealkohoolsed joogid","Mai",137.09
2007,"Toit ja mittealkohoolsed joogid","Juuni",137.67
2007,"Toit ja mittealkohoolsed joogid","Juuli",139.46
2007,"Toit ja mittealkohoolsed joogid","August",138.36
2007,"Toit ja mittealkohoolsed joogid","September",140.71
2007,"Toit ja mittealkohoolsed joogid","Oktoober",146.24
2007,"Toit ja mittealkohoolsed joogid","November",150.93
2007,"Toit ja mittealkohoolsed joogid","Detsember",152.37
2007,"Alkohoolsed joogid ja tubakatooted","Jaanuar",148.38
2007,"Alkohoolsed joogid ja tubakatooted","Veebruar",148.68
2007,"Alkohoolsed joogid ja tubakatooted","Märts",150.8
2007,"Alkohoolsed joogid ja tubakatooted","Aprill",151.31
2007,"Alkohoolsed joogid ja tubakatooted","Mai",151.89
2007,"Alkohoolsed joogid ja tubakatooted","Juuni",151.96
2007,"Alkohoolsed joogid ja tubakatooted","Juuli",152.88
2007,"Alkohoolsed joogid ja tubakatooted","August",152.91
2007,"Alkohoolsed joogid ja tubakatooted","September",153.85
2007,"Alkohoolsed joogid ja tubakatooted","Oktoober",153.95
2007,"Alkohoolsed joogid ja tubakatooted","November",154.45
2007,"Alkohoolsed joogid ja tubakatooted","Detsember",154.63
2007,"Riietus ja jalatsid","Jaanuar",141.36
2007,"Riietus ja jalatsid","Veebruar",142.19
2007,"Riietus ja jalatsid","Märts",143.04
2007,"Riietus ja jalatsid","Aprill",143.69
2007,"Riietus ja jalatsid","Mai",144.79
2007,"Riietus ja jalatsid","Juuni",145.2
2007,"Riietus ja jalatsid","Juuli",144.07
2007,"Riietus ja jalatsid","August",145.77
2007,"Riietus ja jalatsid","September",148.74
2007,"Riietus ja jalatsid","Oktoober",150.67
2007,"Riietus ja jalatsid","November",152.22
2007,"Riietus ja jalatsid","Detsember",152.93
2007,"Eluase","Jaanuar",203
2007,"Eluase","Veebruar",204.43
2007,"Eluase","Märts",204.78
2007,"Eluase","Aprill",204.9
2007,"Eluase","Mai",206.14
2007,"Eluase","Juuni",206.67
2007,"Eluase","Juuli",216.07
2007,"Eluase","August",220.28
2007,"Eluase","September",221.04
2007,"Eluase","Oktoober",223.13
2007,"Eluase","November",223.97
2007,"Eluase","Detsember",226.71
2007,"Majapidamine","Jaanuar",109.53
2007,"Majapidamine","Veebruar",109.82
2007,"Majapidamine","Märts",110.06
2007,"Majapidamine","Aprill",110.77
2007,"Majapidamine","Mai",111.15
2007,"Majapidamine","Juuni",111.6
2007,"Majapidamine","Juuli",111.7
2007,"Majapidamine","August",111.96
2007,"Majapidamine","September",112.31
2007,"Majapidamine","Oktoober",112.56
2007,"Majapidamine","November",112.79
2007,"Majapidamine","Detsember",113.39
2007,"Tervishoid","Jaanuar",183.73
2007,"Tervishoid","Veebruar",185.76
2007,"Tervishoid","Märts",187.89
2007,"Tervishoid","Aprill",189.34
2007,"Tervishoid","Mai",190.15
2007,"Tervishoid","Juuni",190.54
2007,"Tervishoid","Juuli",191.46
2007,"Tervishoid","August",193.17
2007,"Tervishoid","September",195.4
2007,"Tervishoid","Oktoober",196.24
2007,"Tervishoid","November",196.33
2007,"Tervishoid","Detsember",196.85
2007,"Transport","Jaanuar",161.97
2007,"Transport","Veebruar",161.89
2007,"Transport","Märts",165.72
2007,"Transport","Aprill",166.44
2007,"Transport","Mai",170.55
2007,"Transport","Juuni",171.91
2007,"Transport","Juuli",172.75
2007,"Transport","August",170.55
2007,"Transport","September",171.78
2007,"Transport","Oktoober",170.62
2007,"Transport","November",174.95
2007,"Transport","Detsember",176.93
2007,"Side","Jaanuar",132.08
2007,"Side","Veebruar",131.88
2007,"Side","Märts",131.87
2007,"Side","Aprill",131.68
2007,"Side","Mai",131.66
2007,"Side","Juuni",131.56
2007,"Side","Juuli",131.61
2007,"Side","August",131.54
2007,"Side","September",131.63
2007,"Side","Oktoober",131.59
2007,"Side","November",131.55
2007,"Side","Detsember",131.55
2007,"Vaba aeg","Jaanuar",124.02
2007,"Vaba aeg","Veebruar",123.48
2007,"Vaba aeg","Märts",123.98
2007,"Vaba aeg","Aprill",124
2007,"Vaba aeg","Mai",124.02
2007,"Vaba aeg","Juuni",124.44
2007,"Vaba aeg","Juuli",124.1
2007,"Vaba aeg","August",124.17
2007,"Vaba aeg","September",126.4
2007,"Vaba aeg","Oktoober",125.83
2007,"Vaba aeg","November",125.74
2007,"Vaba aeg","Detsember",126.25
2007,"Haridus ja lasteasutused","Jaanuar",190.52
2007,"Haridus ja lasteasutused","Veebruar",190.52
2007,"Haridus ja lasteasutused","Märts",190.38
2007,"Haridus ja lasteasutused","Aprill",190.36
2007,"Haridus ja lasteasutused","Mai",190.9
2007,"Haridus ja lasteasutused","Juuni",190.9
2007,"Haridus ja lasteasutused","Juuli",190.94
2007,"Haridus ja lasteasutused","August",190.94
2007,"Haridus ja lasteasutused","September",199.15
2007,"Haridus ja lasteasutused","Oktoober",199.57
2007,"Haridus ja lasteasutused","November",199.64
2007,"Haridus ja lasteasutused","Detsember",199.63
2007,"Söömine väljaspool kodu, majutus","Jaanuar",177.79
2007,"Söömine väljaspool kodu, majutus","Veebruar",178.13
2007,"Söömine väljaspool kodu, majutus","Märts",180.56
2007,"Söömine väljaspool kodu, majutus","Aprill",183.86
2007,"Söömine väljaspool kodu, majutus","Mai",186.79
2007,"Söömine väljaspool kodu, majutus","Juuni",188.6
2007,"Söömine väljaspool kodu, majutus","Juuli",189.11
2007,"Söömine väljaspool kodu, majutus","August",192.93
2007,"Söömine väljaspool kodu, majutus","September",195.6
2007,"Söömine väljaspool kodu, majutus","Oktoober",197.85
2007,"Söömine väljaspool kodu, majutus","November",200.51
2007,"Söömine väljaspool kodu, majutus","Detsember",202.64
2007,"Mitmesugused kaubad ja teenused","Jaanuar",152.17
2007,"Mitmesugused kaubad ja teenused","Veebruar",152.75
2007,"Mitmesugused kaubad ja teenused","Märts",155.18
2007,"Mitmesugused kaubad ja teenused","Aprill",156.53
2007,"Mitmesugused kaubad ja teenused","Mai",159.21
2007,"Mitmesugused kaubad ja teenused","Juuni",162.27
2007,"Mitmesugused kaubad ja teenused","Juuli",163.42
2007,"Mitmesugused kaubad ja teenused","August",163.98
2007,"Mitmesugused kaubad ja teenused","September",164.22
2007,"Mitmesugused kaubad ja teenused","Oktoober",165.36
2007,"Mitmesugused kaubad ja teenused","November",166.63
2007,"Mitmesugused kaubad ja teenused","Detsember",166.86
2008,"Kokku","Jaanuar",164.88
2008,"Kokku","Veebruar",165.46
2008,"Kokku","Märts",166.7
2008,"Kokku","Aprill",168.36
2008,"Kokku","Mai",169.36
2008,"Kokku","Juuni",170.42
2008,"Kokku","Juuli",171.64
2008,"Kokku","August",171.83
2008,"Kokku","September",172.8
2008,"Kokku","Oktoober",173.55
2008,"Kokku","November",173.03
2008,"Kokku","Detsember",172.63
2008,"Toit ja mittealkohoolsed joogid","Jaanuar",156.19
2008,"Toit ja mittealkohoolsed joogid","Veebruar",157.04
2008,"Toit ja mittealkohoolsed joogid","Märts",158.48
2008,"Toit ja mittealkohoolsed joogid","Aprill",161.59
2008,"Toit ja mittealkohoolsed joogid","Mai",163.07
2008,"Toit ja mittealkohoolsed joogid","Juuni",162.81
2008,"Toit ja mittealkohoolsed joogid","Juuli",162.85
2008,"Toit ja mittealkohoolsed joogid","August",160.89
2008,"Toit ja mittealkohoolsed joogid","September",160.34
2008,"Toit ja mittealkohoolsed joogid","Oktoober",159.97
2008,"Toit ja mittealkohoolsed joogid","November",159.76
2008,"Toit ja mittealkohoolsed joogid","Detsember",160.56
2008,"Alkohoolsed joogid ja tubakatooted","Jaanuar",161.43
2008,"Alkohoolsed joogid ja tubakatooted","Veebruar",162.66
2008,"Alkohoolsed joogid ja tubakatooted","Märts",162.82
2008,"Alkohoolsed joogid ja tubakatooted","Aprill",164.28
2008,"Alkohoolsed joogid ja tubakatooted","Mai",164.35
2008,"Alkohoolsed joogid ja tubakatooted","Juuni",164.93
2008,"Alkohoolsed joogid ja tubakatooted","Juuli",173.14
2008,"Alkohoolsed joogid ja tubakatooted","August",182.09
2008,"Alkohoolsed joogid ja tubakatooted","September",194.88
2008,"Alkohoolsed joogid ja tubakatooted","Oktoober",194.33
2008,"Alkohoolsed joogid ja tubakatooted","November",196
2008,"Alkohoolsed joogid ja tubakatooted","Detsember",195.55
2008,"Riietus ja jalatsid","Jaanuar",147.79
2008,"Riietus ja jalatsid","Veebruar",148.55
2008,"Riietus ja jalatsid","Märts",150.62
2008,"Riietus ja jalatsid","Aprill",151.21
2008,"Riietus ja jalatsid","Mai",151.04
2008,"Riietus ja jalatsid","Juuni",151.18
2008,"Riietus ja jalatsid","Juuli",146.77
2008,"Riietus ja jalatsid","August",149.87
2008,"Riietus ja jalatsid","September",154.2
2008,"Riietus ja jalatsid","Oktoober",156.26
2008,"Riietus ja jalatsid","November",156.88
2008,"Riietus ja jalatsid","Detsember",156.23
2008,"Eluase","Jaanuar",235.11
2008,"Eluase","Veebruar",235.6
2008,"Eluase","Märts",235.29
2008,"Eluase","Aprill",240.51
2008,"Eluase","Mai",241.16
2008,"Eluase","Juuni",242.88
2008,"Eluase","Juuli",246.56
2008,"Eluase","August",247.41
2008,"Eluase","September",247.32
2008,"Eluase","Oktoober",262.81
2008,"Eluase","November",265.81
2008,"Eluase","Detsember",265.2
2008,"Majapidamine","Jaanuar",114.12
2008,"Majapidamine","Veebruar",114.67
2008,"Majapidamine","Märts",114.72
2008,"Majapidamine","Aprill",115.29
2008,"Majapidamine","Mai",115.37
2008,"Majapidamine","Juuni",115.94
2008,"Majapidamine","Juuli",116.48
2008,"Majapidamine","August",116.84
2008,"Majapidamine","September",117.16
2008,"Majapidamine","Oktoober",118.23
2008,"Majapidamine","November",118.79
